Price,Adj Close,Close,High,Low,Open,Volume
2024-01-23,1058.6053466796875,1068.0999755859375,1097.949951171875,1056.5,1097.949951171875,137025
2024-01-24,1076.94091796875,1086.5999755859375,1120.4000244140625,1047.300048828125,1067.0,370667
2024-01-25,1050.9737548828125,1060.4000244140625,1084.949951171875,1047.0,1075.0,302945
2024-01-29,1069.3094482421875,1078.9000244140625,1105.949951171875,1050.699951171875,1060.4000244140625,476632
2024-01-30,1090.4200439453125,1100.199951171875,1117.949951171875,1060.5,1091.5,1334225
2024-01-31,1129.3707275390625,1139.5,1150.0,1092.0,1105.0,1115747
2024-02-01,1174.317626953125,1184.8499755859375,1200.0,1127.449951171875,1140.0,550966
2024-02-02,1177.9351806640625,1188.5,1215.0,1176.199951171875,1190.0,388072
2024-02-05,1157.617431640625,1168.0,1200.9000244140625,1144.8499755859375,1195.050048828125,222852
2024-02-06,1150.1343994140625,1160.449951171875,1197.9000244140625,1152.4000244140625,1162.9000244140625,357107
2024-02-07,1158.31103515625,1168.699951171875,1173.050048828125,1145.0,1169.9000244140625,215545
2024-02-08,1143.4940185546875,1153.75,1185.550048828125,1151.0,1178.0,101895
2024-02-09,1155.5855712890625,1165.949951171875,1174.6500244140625,1141.1500244140625,1159.550048828125,73003
2024-02-12,1141.313720703125,1151.550048828125,1189.8499755859375,1145.75,1182.0,91886
2024-02-13,1194.6353759765625,1205.3499755859375,1212.949951171875,1140.25,1151.550048828125,375987
2024-02-14,1181.45361328125,1192.050048828125,1201.0,1170.550048828125,1175.0,156492
2024-02-15,1222.6837158203125,1233.6500244140625,1242.949951171875,1189.0,1192.050048828125,250756
2024-02-16,1225.2607421875,1236.25,1255.0,1226.050048828125,1240.0,158885
2024-02-19,1258.3638916015625,1269.6500244140625,1291.9000244140625,1236.25,1240.0,294270
2024-02-20,1275.1630859375,1286.5999755859375,1294.699951171875,1269.0999755859375,1279.9000244140625,250734
2024-02-21,1260.2469482421875,1271.550048828125,1299.0,1260.25,1290.0,121808
2024-02-22,1266.2430419921875,1277.5999755859375,1292.449951171875,1255.550048828125,1280.5999755859375,143144
2024-02-23,1282.24951171875,1293.75,1299.5,1277.6500244140625,1278.8499755859375,196899
2024-02-26,1245.181884765625,1256.3499755859375,1333.0,1252.0,1300.25,451667
2024-02-27,1281.2088623046875,1292.699951171875,1302.0,1265.0999755859375,1270.0999755859375,212170
2024-02-28,1280.5150146484375,1292.0,1315.25,1276.25,1302.800048828125,129839
2024-02-29,1258.9583740234375,1270.25,1310.9000244140625,1263.1500244140625,1292.0,245439
2024-03-01,1296.4224853515625,1308.050048828125,1312.75,1265.0,1276.6500244140625,176332
2024-03-04,1304.549560546875,1316.25,1324.699951171875,1297.0,1316.199951171875,319651
2024-03-05,1279.0780029296875,1290.550048828125,1336.699951171875,1285.449951171875,1320.050048828125,298730
2024-03-06,1247.510986328125,1258.699951171875,1300.449951171875,1250.0999755859375,1298.6500244140625,162795
2024-03-07,1312.131591796875,1323.9000244140625,1335.0,1245.949951171875,1257.0,329291
2024-03-11,1314.064208984375,1325.8499755859375,1359.0,1316.300048828125,1331.050048828125,221774
2024-03-12,1297.61181640625,1309.25,1341.800048828125,1295.0,1339.5,185513
2024-03-13,1255.5390625,1266.800048828125,1325.75,1222.4000244140625,1322.0,347260
2024-03-14,1249.5428466796875,1260.75,1300.800048828125,1242.9000244140625,1265.449951171875,111433
2024-03-15,1268.6217041015625,1280.0,1290.0,1254.0999755859375,1270.0,292412
2024-03-18,1274.1224365234375,1285.550048828125,1295.0,1265.050048828125,1265.050048828125,76763
2024-03-19,1265.301513671875,1276.6500244140625,1295.0,1258.1500244140625,1288.1500244140625,50157
2024-03-20,1220.6519775390625,1231.5999755859375,1282.0,1222.550048828125,1275.0,170606
2024-03-21,1236.162841796875,1247.25,1262.199951171875,1237.449951171875,1240.3499755859375,262805
2024-03-22,1230.265869140625,1241.300048828125,1254.800048828125,1225.0,1247.0,222397
2024-03-26,1254.2010498046875,1265.449951171875,1272.9000244140625,1228.1500244140625,1238.699951171875,180115
2024-03-27,1289.43505859375,1301.0,1310.5999755859375,1262.0999755859375,1272.9000244140625,320622
2024-03-28,1262.377685546875,1273.699951171875,1331.949951171875,1250.0,1319.0,479647
2024-04-01,1265.5494384765625,1276.9000244140625,1301.0,1265.300048828125,1278.0,204280
2024-04-02,1299.1480712890625,1310.800048828125,1317.3499755859375,1282.699951171875,1290.0,1158734
2024-04-03,1336.2650146484375,1348.25,1365.5999755859375,1298.3499755859375,1311.4000244140625,1198119
2024-04-04,1336.3145751953125,1348.300048828125,1380.0,1341.0,1365.5999755859375,553902
2024-04-05,1351.2308349609375,1363.3499755859375,1370.0,1321.3499755859375,1349.0,430660
2024-04-08,1394.7406005859375,1407.25,1485.3499755859375,1381.0,1409.949951171875,2433964
2024-04-09,1387.4063720703125,1399.8499755859375,1427.1500244140625,1395.5,1422.0,302092
2024-04-10,1406.9808349609375,1419.5999755859375,1425.0,1378.5,1412.0,697101
2024-04-12,1371.449462890625,1383.75,1437.699951171875,1374.449951171875,1419.5999755859375,393368
2024-04-15,1354.848388671875,1367.0,1382.75,1346.050048828125,1373.9000244140625,296982
2024-04-16,1381.5093994140625,1393.9000244140625,1407.300048828125,1359.449951171875,1367.4000244140625,508467
2024-04-18,1392.4114990234375,1404.9000244140625,1444.0,1396.300048828125,1420.0,530399
2024-04-19,1409.805419921875,1422.449951171875,1429.5,1374.4000244140625,1385.0,290949
2024-04-22,1443.3546142578125,1456.300048828125,1461.949951171875,1433.25,1435.0999755859375,1014933
2024-04-23,1444.593505859375,1457.550048828125,1489.949951171875,1437.199951171875,1468.0,372060
2024-04-24,1431.956787109375,1444.800048828125,1471.199951171875,1440.0,1469.050048828125,188411
2024-04-25,1451.63037109375,1464.6500244140625,1473.0,1418.0999755859375,1447.5999755859375,227597
2024-04-26,1442.5616455078125,1455.5,1479.949951171875,1448.050048828125,1467.949951171875,195025
2024-04-29,1460.0052490234375,1473.0999755859375,1495.0,1460.050048828125,1470.0,237759
2024-04-30,1482.850341796875,1496.1500244140625,1499.0,1466.1500244140625,1484.949951171875,302582
2024-05-02,1457.5274658203125,1470.5999755859375,1514.0,1454.0,1500.3499755859375,919071
2024-05-03,1435.029296875,1447.9000244140625,1494.0,1421.699951171875,1490.5999755859375,907077
2024-05-06,1433.988525390625,1446.8499755859375,1465.75,1429.949951171875,1459.449951171875,282937
2024-05-07,1431.5108642578125,1444.3499755859375,1477.0,1435.0999755859375,1454.4000244140625,491222
2024-05-08,1422.1448974609375,1434.9000244140625,1451.550048828125,1421.050048828125,1447.0,355286
2024-05-09,1375.1661376953125,1387.5,1449.550048828125,1382.25,1434.0,409761
2024-05-10,1402.86767578125,1415.449951171875,1420.050048828125,1376.4000244140625,1394.8499755859375,188646
2024-05-13,1408.5665283203125,1421.199951171875,1440.0,1394.550048828125,1416.550048828125,497039
2024-05-14,1480.96728515625,1494.25,1510.0,1428.949951171875,1431.0,617762
2024-05-15,1474.17822265625,1487.4000244140625,1535.0,1470.699951171875,1496.9000244140625,816465
2024-05-16,1555.796142578125,1569.75,1634.4000244140625,1495.9000244140625,1503.5,648712
2024-05-17,1569.0274658203125,1583.0999755859375,1619.949951171875,1564.75,1575.0,407703
2024-05-21,1563.6258544921875,1577.6500244140625,1598.9000244140625,1553.199951171875,1592.199951171875,363939
2024-05-22,1515.9039306640625,1529.5,1589.699951171875,1520.0,1573.5999755859375,262005
2024-05-23,1512.03857421875,1525.5999755859375,1554.550048828125,1516.0999755859375,1529.449951171875,565685
2024-05-24,1471.9481201171875,1485.1500244140625,1522.949951171875,1472.5,1522.949951171875,221058
2024-05-27,1473.6824951171875,1486.9000244140625,1534.550048828125,1478.050048828125,1485.1500244140625,347510
2024-05-28,1503.2672119140625,1516.75,1523.0,1485.0,1492.5,375291
2024-05-29,1502.3258056640625,1515.800048828125,1553.0,1505.199951171875,1518.050048828125,368425
2024-05-30,1487.0130615234375,1500.3499755859375,1508.800048828125,1483.0,1490.0,353567
2024-05-31,1562.4364013671875,1576.449951171875,1648.8499755859375,1490.0,1500.050048828125,1810755
2024-06-03,1585.6285400390625,1599.8499755859375,1635.0,1585.0,1625.0,196396
2024-06-04,1587.4124755859375,1601.6500244140625,1689.550048828125,1489.050048828125,1580.0,1098138
2024-06-05,1520.0665283203125,1533.699951171875,1612.4000244140625,1514.0,1610.0,383187
2024-06-06,1511.6419677734375,1525.199951171875,1579.699951171875,1520.0,1550.0,375476
2024-06-07,1551.9803466796875,1565.9000244140625,1586.75,1522.050048828125,1550.0,284657
2024-06-10,1581.7137451171875,1595.9000244140625,1614.0,1573.5999755859375,1575.0,245868
2024-06-11,1628.6427001953125,1643.25,1651.050048828125,1603.0,1604.800048828125,450052
2024-06-12,1666.205810546875,1681.1500244140625,1686.699951171875,1649.949951171875,1662.699951171875,556101
2024-06-13,1672.796875,1687.800048828125,1698.4000244140625,1642.0999755859375,1694.8499755859375,348579
2024-06-14,1720.9151611328125,1736.3499755859375,1759.800048828125,1691.0,1691.0,592090
2024-06-18,1715.2161865234375,1730.5999755859375,1797.949951171875,1725.0,1742.0,351318
2024-06-19,1690.785400390625,1705.949951171875,1753.6500244140625,1692.550048828125,1739.0,166698
2024-06-20,1653.5692138671875,1668.4000244140625,1709.5,1655.0,1706.4000244140625,233370
2024-06-21,1672.8958740234375,1687.9000244140625,1697.5999755859375,1661.550048828125,1675.0,146496
2024-06-24,1678.79296875,1693.8499755859375,1725.0,1653.300048828125,1687.800048828125,187257
2024-06-25,1659.5653076171875,1674.449951171875,1724.699951171875,1666.0999755859375,1695.0,153029
2024-06-26,1637.6123046875,1652.300048828125,1695.949951171875,1646.0999755859375,1681.699951171875,198854
2024-06-27,1626.06591796875,1640.6500244140625,1700.0,1634.949951171875,1654.9000244140625,204398
2024-06-28,1620.0201416015625,1634.550048828125,1663.949951171875,1625.0,1653.5,143283
2024-07-01,1608.4736328125,1622.9000244140625,1670.0,1608.0,1643.9000244140625,211017
2024-07-02,1590.88134765625,1605.1500244140625,1652.75,1585.550048828125,1629.050048828125,355652
2024-07-03,1594.00341796875,1608.300048828125,1642.300048828125,1597.0999755859375,1618.0,162834
2024-07-04,1591.426513671875,1605.699951171875,1625.5,1591.199951171875,1616.5999755859375,314594
2024-07-05,1690.091552734375,1705.25,1805.0,1596.0,1604.0,3452736
2024-07-08,1640.9326171875,1655.6500244140625,1738.0,1648.0,1710.5999755859375,230422
2024-07-09,1828.7974853515625,1845.199951171875,1897.800048828125,1647.0,1663.1500244140625,2339150
2024-07-10,1695.840087890625,1711.050048828125,1872.5,1701.199951171875,1872.0,1118108
2024-07-11,1743.2647705078125,1758.9000244140625,1776.699951171875,1705.8499755859375,1728.0,519127
2024-07-12,1693.5108642578125,1708.699951171875,1751.1500244140625,1696.4000244140625,1751.1500244140625,262051
2024-07-15,1669.228759765625,1684.199951171875,1728.25,1680.0,1718.949951171875,188703
2024-07-16,1722.20361328125,1737.6500244140625,1750.0,1684.0,1686.5,433520
2024-07-18,1680.52734375,1695.5999755859375,1751.6500244140625,1661.0,1740.0,407094
2024-07-19,1632.2095947265625,1640.050048828125,1695.8499755859375,1601.699951171875,1682.0999755859375,368542
2024-07-22,1631.8114013671875,1639.6500244140625,1647.3499755859375,1593.0,1611.0,179659
2024-07-23,1673.31201171875,1681.3499755859375,1700.0,1554.5,1639.5999755859375,465206
2024-07-24,1651.7158203125,1659.6500244140625,1700.800048828125,1650.050048828125,1683.75,204858
2024-07-25,1655.796142578125,1663.75,1677.5,1624.9000244140625,1649.0,112038
2024-07-26,1705.308349609375,1713.5,1720.0,1650.25,1675.0,241109
2024-07-29,1733.622314453125,1741.949951171875,1760.0,1685.0,1715.0,250121
2024-07-30,1715.310302734375,1723.550048828125,1765.0,1715.050048828125,1745.0,200143
2024-07-31,1715.4595947265625,1723.699951171875,1753.800048828125,1715.6500244140625,1720.5999755859375,247262
2024-08-01,1747.85400390625,1756.25,1763.949951171875,1727.3499755859375,1737.949951171875,299348
2024-08-02,1706.950439453125,1715.1500244140625,1747.25,1705.050048828125,1745.0,136180
2024-08-05,1619.172119140625,1626.949951171875,1668.8499755859375,1603.550048828125,1656.0,473647
2024-08-06,1581.7518310546875,1589.3499755859375,1656.949951171875,1548.1500244140625,1656.949951171875,765159
2024-08-07,1614.295654296875,1622.050048828125,1629.0,1539.0999755859375,1606.0,705684
2024-08-08,1611.3099365234375,1619.050048828125,1648.0,1594.949951171875,1620.9000244140625,288203
2024-08-09,1597.1280517578125,1604.800048828125,1650.0,1596.0,1640.0,206295
2024-08-12,1609.8668212890625,1617.5999755859375,1630.0,1565.050048828125,1601.0,363911
2024-08-13,1705.50732421875,1713.699951171875,1729.0,1630.5999755859375,1640.5,1343852
2024-08-14,1715.5093994140625,1723.75,1735.550048828125,1674.5,1730.0,439338
2024-08-16,1710.4337158203125,1718.6500244140625,1749.0,1700.050048828125,1728.3499755859375,582461
2024-08-19,1723.620361328125,1731.9000244140625,1747.0999755859375,1702.8499755859375,1723.25,290352
2024-08-20,1699.3868408203125,1707.550048828125,1757.9000244140625,1671.5,1741.0,506173
2024-08-21,1697.9935302734375,1706.1500244140625,1719.6500244140625,1684.5,1710.4000244140625,293187
2024-08-22,1738.150634765625,1746.5,1779.0,1711.4000244140625,1724.8499755859375,752669
2024-08-23,1715.360107421875,1723.5999755859375,1759.699951171875,1711.0999755859375,1759.699951171875,228930
2024-08-26,1680.875732421875,1688.949951171875,1736.5999755859375,1671.0,1723.5999755859375,434665
2024-08-27,1718.5447998046875,1726.800048828125,1749.949951171875,1690.300048828125,1700.0,387300
2024-08-28,1738.2999267578125,1746.6500244140625,1751.550048828125,1719.199951171875,1726.800048828125,322096
2024-08-29,1687.79248046875,1695.9000244140625,1764.800048828125,1692.0,1761.5,293096
2024-08-30,1695.7542724609375,1703.9000244140625,1723.8499755859375,1680.550048828125,1703.9000244140625,622412
2024-09-02,1652.6612548828125,1660.5999755859375,1703.9000244140625,1651.6500244140625,1703.9000244140625,383618
2024-09-03,1675.7005615234375,1683.75,1688.0,1650.0,1668.0,226680
2024-09-04,1691.375244140625,1699.5,1732.300048828125,1671.5,1684.300048828125,423084
2024-09-05,1686.59814453125,1694.699951171875,1723.800048828125,1686.0,1710.0,265097
2024-09-06,1716.2059326171875,1724.449951171875,1743.5,1691.800048828125,1705.0,686477
2024-09-09,1780.7459716796875,1789.300048828125,1795.5999755859375,1722.6500244140625,1737.699951171875,1059285
2024-09-10,1791.344970703125,1799.949951171875,1811.3499755859375,1784.050048828125,1811.3499755859375,301275
2024-09-11,1779.7010498046875,1788.25,1820.0,1761.300048828125,1793.0,338330
2024-09-12,1807.9652099609375,1816.6500244140625,1825.0,1777.25,1780.0,484008
2024-09-13,1878.97412109375,1888.0,1899.0,1821.5,1844.949951171875,390577
2024-09-16,1925.64990234375,1934.9000244140625,1988.4000244140625,1888.0,1888.0,948303
2024-09-17,1882.1588134765625,1891.199951171875,1951.050048828125,1860.800048828125,1951.050048828125,521741
2024-09-18,1870.4649658203125,1879.449951171875,1907.3499755859375,1866.0,1902.0,146696
2024-09-19,1857.7261962890625,1866.6500244140625,1910.449951171875,1843.050048828125,1894.0,473219
2024-09-20,1920.872802734375,1930.0999755859375,1944.3499755859375,1856.1500244140625,1879.699951171875,565268
2024-09-23,2003.227294921875,2012.8499755859375,2039.949951171875,1907.8499755859375,1944.050048828125,866490
2024-09-24,2016.314453125,2026.0,2050.0,1985.0,2005.0,422372
2024-09-25,2041.5928955078125,2051.39990234375,2060.0,2020.550048828125,2042.949951171875,422615
2024-09-26,2124.59423828125,2134.800048828125,2197.14990234375,2032.6500244140625,2060.60009765625,1790106
2024-09-27,2109.367431640625,2119.5,2164.89990234375,2101.0,2128.699951171875,672692
2024-09-30,2053.834228515625,2063.699951171875,2199.550048828125,2041.3499755859375,2120.0,727588
2024-10-01,2085.83056640625,2095.85009765625,2139.800048828125,2030.0,2074.050048828125,394845
2024-10-03,2136.885009765625,2147.14990234375,2175.89990234375,2040.5,2073.050048828125,447763
2024-10-04,2046.3201904296875,2056.14990234375,2152.949951171875,2050.0,2122.60009765625,374539
2024-10-07,1926.3465576171875,1935.5999755859375,2063.800048828125,1911.0,2045.0,683901
2024-10-08,1901.7646484375,1910.9000244140625,1947.0,1890.25,1947.0,712737
2024-10-09,1999.3956298828125,2009.0,2040.0,1905.1500244140625,1909.800048828125,764585
2024-10-10,2008.00439453125,2017.6500244140625,2045.949951171875,1986.5999755859375,2029.699951171875,354407
2024-10-11,2009.646484375,2019.300048828125,2079.449951171875,2001.050048828125,2050.0,412634
2024-10-14,2013.179443359375,2022.8499755859375,2042.0999755859375,2006.699951171875,2025.4000244140625,196032
2024-10-15,2038.9058837890625,2048.699951171875,2096.949951171875,2018.0,2044.0,196325
2024-10-16,2002.580322265625,2012.199951171875,2074.39990234375,1995.0,2050.0,498151
2024-10-17,2009.546875,2019.199951171875,2047.949951171875,1985.0999755859375,2029.0,215696
2024-10-18,2012.731689453125,2022.4000244140625,2060.0,1972.0,2020.0,373752
2024-10-21,2008.203369140625,2017.8499755859375,2054.050048828125,1998.050048828125,2025.0,320957
2024-10-22,1900.9188232421875,1910.050048828125,2033.699951171875,1892.0,2000.0,299065
2024-10-23,1891.0660400390625,1900.1500244140625,1925.199951171875,1860.050048828125,1911.0,433303
2024-10-24,1860.6124267578125,1869.550048828125,1912.5,1848.5,1900.1500244140625,325577
2024-10-25,1840.3099365234375,1849.1500244140625,1902.75,1826.1500244140625,1870.0,182120
2024-10-28,1819.4599609375,1828.199951171875,1870.0,1810.0,1850.050048828125,191744
2024-10-29,1840.8074951171875,1849.6500244140625,1858.4000244140625,1795.800048828125,1831.8499755859375,225832
2024-10-30,1800.2523193359375,1808.9000244140625,1870.300048828125,1802.800048828125,1851.300048828125,175229
2024-10-31,1862.105224609375,1871.050048828125,1880.0,1796.699951171875,1808.9000244140625,339541
2024-11-01,1907.9349365234375,1917.0999755859375,1925.0,1880.0,1880.949951171875,61888
2024-11-04,1831.20361328125,1840.0,1909.0,1816.050048828125,1900.0,283061
2024-11-05,1848.122314453125,1857.0,1873.6500244140625,1806.0,1833.0999755859375,453208
2024-11-06,1872.057373046875,1881.050048828125,1905.0,1851.6500244140625,1864.0,329427
2024-11-07,1770.04736328125,1778.550048828125,1931.0999755859375,1732.9000244140625,1916.050048828125,1974593
2024-11-08,1779.00439453125,1787.550048828125,1846.0,1755.0999755859375,1780.949951171875,523985
2024-11-11,1786.468505859375,1795.050048828125,1814.3499755859375,1760.0,1790.0,567433
2024-11-12,1752.7802734375,1761.199951171875,1817.5999755859375,1751.0999755859375,1797.5999755859375,122952
2024-11-13,1752.0338134765625,1760.449951171875,1774.449951171875,1730.0999755859375,1755.0,430043
2024-11-14,1799.804443359375,1808.449951171875,1820.0,1752.0,1752.0,402442
2024-11-18,1800.899169921875,1809.550048828125,1834.1500244140625,1781.300048828125,1800.0,198215
2024-11-19,1804.880126953125,1813.550048828125,1835.0,1792.5,1815.949951171875,166974
2024-11-21,1827.023681640625,1835.800048828125,1869.949951171875,1798.550048828125,1814.75,487976
2024-11-22,1829.163330078125,1837.949951171875,1855.949951171875,1815.050048828125,1843.449951171875,155528
2024-11-25,1839.4141845703125,1848.25,1880.0,1841.800048828125,1864.0,196849
2024-11-26,1805.8753662109375,1814.550048828125,1857.050048828125,1780.5,1835.0,213194
2024-11-27,1840.6083984375,1849.449951171875,1855.75,1819.6500244140625,1824.699951171875,191448
2024-11-28,1824.286865234375,1833.050048828125,1868.0,1821.050048828125,1868.0,75008
2024-11-29,1844.240966796875,1853.0999755859375,1864.0,1820.0,1835.5,333233
2024-12-02,1833.5423583984375,1842.3499755859375,1871.800048828125,1814.0,1850.0,189554
2024-12-03,1865.1904296875,1874.1500244140625,1888.0,1843.0,1846.0,283319
2024-12-04,1906.84033203125,1916.0,1932.25,1860.0999755859375,1877.0,415532
2024-12-05,1956.5513916015625,1965.949951171875,1978.0,1910.0,1928.800048828125,493392
2024-12-06,2072.096435546875,2082.050048828125,2103.5,1979.0,1979.800048828125,1618159
2024-12-09,2096.23046875,2106.300048828125,2138.39990234375,2015.0,2082.5,530463
2024-12-10,2072.843017578125,2082.800048828125,2139.60009765625,2074.10009765625,2095.0,252454
2024-12-11,2120.7626953125,2130.949951171875,2168.14990234375,2060.0,2082.800048828125,377646
2024-12-12,2042.637939453125,2052.449951171875,2146.0,2042.3499755859375,2130.949951171875,186535
2024-12-13,2078.714599609375,2088.699951171875,2102.449951171875,2017.25,2050.050048828125,205504
2024-12-16,2146.339599609375,2156.64990234375,2165.0,2084.60009765625,2089.10009765625,335812
2024-12-17,2051.49560546875,2061.35009765625,2162.0,2050.0,2156.64990234375,258555
2024-12-18,2028.8541259765625,2038.5999755859375,2086.75,2030.25,2064.0,178481
2024-12-19,2034.12890625,2043.9000244140625,2055.050048828125,1986.5999755859375,2010.0,174978
2024-12-20,1968.0462646484375,1977.5,2054.60009765625,1966.6500244140625,2047.050048828125,166495
2024-12-23,1996.2110595703125,2005.800048828125,2018.0,1964.0,1992.5999755859375,100136
2024-12-24,1973.718994140625,1983.199951171875,2015.199951171875,1966.300048828125,2006.199951171875,101048
2024-12-26,2029.4512939453125,2039.199951171875,2052.0,1978.050048828125,1996.9000244140625,170059
2024-12-27,2063.039794921875,2072.949951171875,2114.0,2005.75,2055.10009765625,300779
2024-12-30,2120.16552734375,2130.35009765625,2197.300048828125,2071.89990234375,2084.550048828125,1061502
2024-12-31,2128.92333984375,2139.14990234375,2169.89990234375,2085.550048828125,2134.0,327247
2025-01-01,2248.996826171875,2259.800048828125,2387.699951171875,2086.5,2129.85009765625,2764672
2025-01-02,2281.7392578125,2292.699951171875,2304.89990234375,2199.64990234375,2260.0,845019
2025-01-03,2326.375,2337.550048828125,2352.5,2292.699951171875,2292.699951171875,866444
2025-01-06,2213.765869140625,2224.39990234375,2417.0,2211.85009765625,2377.449951171875,903986
2025-01-07,2143.105224609375,2153.39990234375,2220.0,2110.0,2220.0,648118
2025-01-08,2095.58349609375,2105.64990234375,2161.89990234375,2051.0,2155.0,609088
2025-01-09,2003.47607421875,2013.0999755859375,2108.89990234375,2005.25,2080.0,495725
2025-01-10,1967.9964599609375,1977.449951171875,2025.0,1960.699951171875,2025.0,281057
2025-01-13,1844.53955078125,1853.4000244140625,1954.8499755859375,1772.3499755859375,1925.050048828125,1414634
2025-01-14,1861.0601806640625,1870.0,1895.9000244140625,1825.949951171875,1850.0,395477
2025-01-15,1908.6317138671875,1917.800048828125,1948.0,1865.800048828125,1884.949951171875,419353
2025-01-16,1925.1025390625,1934.3499755859375,1954.949951171875,1920.25,1932.800048828125,527641
2025-01-17,1914.1551513671875,1923.3499755859375,1949.550048828125,1910.4000244140625,1944.6500244140625,169498
2025-01-20,1922.1168212890625,1931.3499755859375,1947.0,1892.0,1938.800048828125,167418
2025-01-21,1856.88037109375,1865.800048828125,1938.550048828125,1860.0,1936.0999755859375,255323
2025-01-22,1870.4649658203125,1879.449951171875,1912.25,1840.0,1880.0,269032
2025-01-23,1909.776123046875,1918.949951171875,1934.949951171875,1842.6500244140625,1879.449951171875,297169
2025-01-24,1834.0399169921875,1842.8499755859375,1910.0,1835.449951171875,1903.4000244140625,450609
2025-01-27,1785.2244873046875,1793.800048828125,1816.0,1711.050048828125,1796.050048828125,660690
2025-01-28,1754.770751953125,1763.199951171875,1804.0,1718.1500244140625,1804.0,510536
2025-01-29,1818.7633056640625,1827.5,1859.0,1758.0,1763.199951171875,250546
2025-01-30,1789.4044189453125,1798.0,1896.25,1772.5,1888.0,687394
2025-01-31,1808.8609619140625,1817.550048828125,1842.5,1743.4000244140625,1785.949951171875,859443
2025-02-01,2046.8177490234375,2056.64990234375,2090.0,1830.3499755859375,1838.4000244140625,2426406
2025-02-03,2038.5576171875,2048.35009765625,2055.0,1882.5999755859375,2000.0,1353584
2025-02-04,2007.4569091796875,2017.0999755859375,2118.300048828125,1969.25,2117.699951171875,648531
2025-02-05,1959.7362060546875,1969.1500244140625,2026.5,1961.0,1995.0,598088
2025-02-06,1971.7783203125,1981.25,2005.0,1959.1500244140625,1975.0,269306
2025-02-07,2028.804443359375,2038.550048828125,2076.0,1964.75,1985.0,608756
2025-02-10,1967.2998046875,1976.75,2051.949951171875,1958.050048828125,2040.75,229604
2025-02-11,1879.7703857421875,1888.800048828125,1984.4000244140625,1854.050048828125,1982.949951171875,435509
2025-02-12,1985.512451171875,1995.050048828125,2006.0,1813.699951171875,1884.0,923104
2025-02-13,1985.2635498046875,1994.800048828125,2003.4000244140625,1932.050048828125,1978.0,499928
2025-02-14,1954.212646484375,1963.5999755859375,2014.5999755859375,1931.550048828125,2010.800048828125,738076
2025-02-17,1939.781982421875,1949.0999755859375,1958.699951171875,1858.5,1935.0,578341
2025-02-18,1863.5980224609375,1872.550048828125,1950.25,1857.050048828125,1947.5,472942
2025-02-19,1888.8267822265625,1897.9000244140625,1939.0,1845.1500244140625,1859.4000244140625,585530
2025-02-20,1906.491943359375,1915.6500244140625,1927.1500244140625,1860.050048828125,1896.0999755859375,521041
2025-02-21,1904.60107421875,1913.75,1934.5,1881.800048828125,1911.949951171875,318911
2025-02-24,1869.818115234375,1878.800048828125,1932.25,1862.4000244140625,1890.0,237480
2025-02-25,1870.3157958984375,1879.300048828125,1908.8499755859375,1851.5999755859375,1882.0,368401
2025-02-27,1917.240234375,1926.449951171875,1930.550048828125,1866.3499755859375,1888.050048828125,783893
2025-02-28,1908.482421875,1917.6500244140625,1951.3499755859375,1878.3499755859375,1917.0,1272178
2025-03-03,2022.7833251953125,2032.5,2079.0,1909.550048828125,1937.4000244140625,3822987
2025-03-04,2090.607421875,2100.64990234375,2216.699951171875,1983.5,2000.0,3758035
2025-03-05,2121.011474609375,2131.199951171875,2157.89990234375,2053.449951171875,2121.699951171875,1225509
2025-03-06,2133.8994140625,2144.14990234375,2167.699951171875,2080.60009765625,2148.449951171875,1334284
2025-03-07,2090.70703125,2100.75,2202.35009765625,2088.64990234375,2158.949951171875,926367
2025-03-10,2072.593994140625,2082.550048828125,2139.5,2065.0,2101.0,644563
2025-03-11,2011.7364501953125,2021.4000244140625,2065.300048828125,1988.0,2055.0,902903
2025-03-12,2036.86572265625,2046.6500244140625,2145.0,2026.75,2029.6500244140625,2073678
2025-03-13,2015.966064453125,2025.6500244140625,2066.14990234375,2015.1500244140625,2059.550048828125,520624
2025-03-17,2004.1727294921875,2013.800048828125,2069.800048828125,2002.449951171875,2025.800048828125,742096
2025-03-18,2004.1727294921875,2013.800048828125,2013.800048828125,2013.800048828125,2013.800048828125,0
2025-03-19,2199.484619140625,2210.050048828125,2240.0,2149.60009765625,2156.85009765625,963321
2025-03-20,2198.091064453125,2208.64990234375,2254.75,2155.199951171875,2239.0,799916
2025-03-21,2142.40869140625,2152.699951171875,2231.14990234375,2097.25,2208.89990234375,3002387
2025-03-24,2200.330322265625,2210.89990234375,2250.0,2179.550048828125,2181.449951171875,741065
2025-03-25,2187.98974609375,2198.5,2269.800048828125,2176.14990234375,2240.0,464589
2025-03-26,2187.98974609375,2198.5,2218.800048828125,2174.5,2210.0,263274
2025-03-27,2181.669921875,2192.14990234375,2236.050048828125,2162.5,2200.949951171875,1473060
2025-03-28,2126.1865234375,2136.39990234375,2235.0,2121.0,2209.050048828125,1027627
2025-04-01,2075.380859375,2085.35009765625,2148.75,2055.0,2133.25,585532
2025-04-02,2101.654541015625,2111.75,2139.449951171875,2068.89990234375,2088.199951171875,358738
2025-04-03,2083.242919921875,2093.25,2125.0,2078.0,2080.0,271312
2025-04-04,2006.461669921875,2016.0999755859375,2111.949951171875,1989.050048828125,2099.25,453071
