Price,Adj Close,Close,High,Low,Open,Volume
2024-01-11,791.1478271484375,794.5,806.0,783.5499877929688,798.0499877929688,252161
2024-01-12,777.2567138671875,780.5499877929688,796.0,775.0499877929688,794.1500244140625,298043
2024-01-15,776.6094360351562,779.9000244140625,789.5499877929688,769.0,784.0,477546
2024-01-16,772.9747924804688,776.25,787.7999877929688,762.0499877929688,786.7999877929688,489766
2024-01-17,759.033935546875,762.25,786.0,756.3499755859375,766.1500244140625,377948
2024-01-18,746.8355712890625,750.0,779.7999877929688,730.5499877929688,761.2000122070312,1032782
2024-01-19,765.5562744140625,768.7999877929688,777.3499755859375,747.0999755859375,763.0,830188
2024-01-23,733.8406982421875,736.9500122070312,778.0,722.0,765.9500122070312,632550
2024-01-24,724.4802856445312,727.5499877929688,749.7999877929688,723.7999877929688,739.0,276427
2024-01-25,733.6414794921875,736.75,749.0,730.0499877929688,731.25,409195
2024-01-29,744.3461303710938,747.5,749.5,733.2000122070312,739.6500244140625,286952
2024-01-30,745.7900390625,748.9500122070312,764.75,742.4000244140625,752.7999877929688,241580
2024-01-31,760.2288818359375,763.4500122070312,766.0,748.9500122070312,748.9500122070312,245710
2024-02-01,766.601806640625,769.8499755859375,774.9000244140625,747.3499755859375,764.9500122070312,376818
2024-02-02,767.7968139648438,771.0499877929688,779.8499755859375,763.4500122070312,777.9500122070312,581639
2024-02-05,753.7064819335938,756.9000244140625,778.75,746.75,765.0,596981
2024-02-06,739.3174438476562,742.4500122070312,771.25,736.7000122070312,767.25,297906
2024-02-07,731.8988647460938,735.0,748.0,726.2000122070312,741.0,513718
2024-02-08,726.1233520507812,729.2000122070312,744.0,722.75,740.5,179669
2024-02-09,700.3326416015625,703.2999877929688,729.0,696.8499755859375,725.2000122070312,283654
2024-02-12,704.9132690429688,707.9000244140625,724.9500122070312,681.7000122070312,724.9500122070312,595584
2024-02-13,729.0111083984375,732.0999755859375,738.6500244140625,698.0,706.9500122070312,306215
2024-02-14,727.4179077148438,730.5,740.0,718.7000122070312,726.9000244140625,186242
2024-02-15,736.1807250976562,739.2999877929688,748.0,730.0,730.0,193422
2024-02-16,718.3563232421875,721.4000244140625,727.1500244140625,711.5,727.1500244140625,468404
2024-02-19,743.1014404296875,746.25,754.0,716.0499877929688,718.0499877929688,360633
2024-02-20,757.8389282226562,761.0499877929688,787.0,752.5999755859375,754.0,1034772
2024-02-21,754.6027221679688,757.7999877929688,775.0,750.25,763.2000122070312,581510
2024-02-22,735.682861328125,738.7999877929688,765.4000244140625,731.1500244140625,765.4000244140625,333031
2024-02-23,747.930908203125,751.0999755859375,771.0499877929688,747.0,748.0,352386
2024-02-26,761.6727294921875,764.9000244140625,777.0,752.2000122070312,757.3499755859375,795975
2024-02-27,770.7841186523438,774.0499877929688,805.0,758.0499877929688,763.0,1512662
2024-02-28,744.19677734375,747.3499755859375,788.9000244140625,742.0,780.0,749836
2024-02-29,778.8499755859375,782.1500244140625,790.0,741.2000122070312,745.2000122070312,986757
2024-03-01,771.2322387695312,774.5,798.4500122070312,769.0,790.0,330362
2024-03-04,754.8018188476562,758.0,790.0,755.0499877929688,789.6500244140625,290792
2024-03-05,742.8524169921875,746.0,760.9500122070312,735.3499755859375,755.0,427149
2024-03-06,718.9039916992188,721.9500122070312,752.0,710.0,749.9500122070312,549076
2024-03-07,721.0447998046875,724.0999755859375,738.75,718.5999755859375,728.0,369852
2024-03-11,726.6710205078125,729.75,734.2000122070312,711.0999755859375,724.4500122070312,405522
2024-03-12,684.7984619140625,687.7000122070312,733.2999877929688,680.7000122070312,733.2999877929688,386100
2024-03-13,624.2051391601562,626.8499755859375,684.9500122070312,612.0,677.4000244140625,1404433
2024-03-14,616.1392822265625,618.75,637.4500122070312,602.0499877929688,630.4000244140625,2017845
2024-03-15,616.73681640625,619.3499755859375,635.75,611.1500244140625,622.0,1692857
2024-03-18,624.3546142578125,627.0,647.0499877929688,612.2999877929688,620.0,877021
2024-03-19,635.25830078125,637.9500122070312,648.4500122070312,625.5,631.0,534305
2024-03-20,661.4473876953125,664.25,674.7000122070312,637.9500122070312,641.4000244140625,634879
2024-03-21,662.4431762695312,665.25,679.7000122070312,660.1500244140625,666.0999755859375,295727
2024-03-22,678.9730834960938,681.8499755859375,684.0,662.9500122070312,665.0,246235
2024-03-26,652.9334716796875,655.7000122070312,682.75,650.5,682.75,310781
2024-03-27,692.4161376953125,695.3499755859375,705.2000122070312,658.0499877929688,662.4000244140625,1430516
2024-03-28,688.33349609375,691.25,701.75,682.5,695.3499755859375,463609
2024-04-01,711.1866455078125,714.2000122070312,720.0,696.0,699.0,364583
2024-04-02,713.875244140625,716.9000244140625,720.5499877929688,700.0,715.0,276088
2024-04-03,705.5106811523438,708.5,717.7000122070312,704.1500244140625,710.0999755859375,338461
2024-04-04,704.9132690429688,707.9000244140625,719.0,702.7999877929688,713.7000122070312,264044
2024-04-05,687.7858276367188,690.7000122070312,711.9000244140625,684.4500122070312,711.7999877929688,439601
2024-04-08,695.5030517578125,698.4500122070312,714.0,693.0,698.0,349696
2024-04-09,686.1925048828125,689.0999755859375,705.0,685.0,698.4500122070312,259709
2024-04-10,687.387451171875,690.2999877929688,705.2000122070312,688.1500244140625,689.1500244140625,211255
2024-04-12,685.993408203125,688.9000244140625,700.3499755859375,686.0499877929688,690.2999877929688,234821
2024-04-15,703.2702026367188,706.25,724.0999755859375,656.0,673.0,1689665
2024-04-16,721.9411010742188,725.0,729.7999877929688,707.4000244140625,707.9000244140625,938719
2024-04-18,728.3140869140625,731.4000244140625,764.7999877929688,726.0,732.0,3423032
2024-04-19,769.2904663085938,772.5499877929688,790.0,717.5,730.0499877929688,2612146
2024-04-22,744.2963256835938,747.4500122070312,767.8499755859375,720.0999755859375,734.0,1992526
2024-04-23,754.154541015625,757.3499755859375,765.0,736.0999755859375,754.7000122070312,720062
2024-04-24,765.0584106445312,768.2999877929688,781.9500122070312,759.9000244140625,760.9500122070312,725004
2024-04-25,757.6896362304688,760.9000244140625,778.9500122070312,752.0,768.75,328243
2024-04-26,756.69384765625,759.9000244140625,773.0,756.5,768.0,280798
2024-04-29,761.2744140625,764.5,779.9000244140625,760.7000122070312,765.0,358459
2024-04-30,747.7318115234375,750.9000244140625,771.0,747.0,771.0,505551
2024-05-02,754.254150390625,757.4500122070312,774.0,750.0,759.2999877929688,928956
2024-05-03,741.3587646484375,744.5,766.9000244140625,736.0,763.9500122070312,543610
2024-05-06,698.7891845703125,701.75,749.2999877929688,697.0,747.7999877929688,666777
2024-05-07,719.3521118164062,722.4000244140625,725.4000244140625,697.0,706.7999877929688,633685
2024-05-08,702.5233154296875,705.5,722.0,701.0999755859375,722.0,322377
2024-05-09,682.06005859375,684.9500122070312,709.0999755859375,683.25,709.0499877929688,404220
2024-05-10,691.7332763671875,693.6500244140625,698.5999755859375,668.5999755859375,693.3499755859375,344625
2024-05-13,687.0961303710938,689.0,709.5,668.0,691.9500122070312,311304
2024-05-14,702.9022827148438,704.8499755859375,710.4000244140625,688.0499877929688,690.7000122070312,222045
2024-05-15,713.1239624023438,715.0999755859375,717.2000122070312,702.2999877929688,710.0,150091
2024-05-16,708.1377563476562,710.0999755859375,722.4000244140625,703.2000122070312,720.7999877929688,162927
2024-05-17,717.262451171875,719.25,726.0,713.2999877929688,716.5999755859375,191394
2024-05-21,734.664306640625,736.7000122070312,744.0,724.0999755859375,744.0,397901
2024-05-22,724.29296875,726.2999877929688,739.2999877929688,719.7999877929688,736.7000122070312,191771
2024-05-23,713.373291015625,715.3499755859375,733.0,711.0,732.4500122070312,159047
2024-05-24,699.2125854492188,701.1500244140625,716.7000122070312,696.0499877929688,710.5,541235
2024-05-27,696.2208251953125,698.1500244140625,706.9000244140625,690.0,705.2000122070312,533582
2024-05-28,684.004638671875,685.9000244140625,706.0999755859375,680.0,700.0,494299
2024-05-29,677.4228515625,679.2999877929688,686.2000122070312,675.0,681.0,776314
2024-05-30,668.1486206054688,670.0,684.0,668.25,684.0,571694
2024-05-31,664.3092651367188,666.1500244140625,681.2999877929688,659.75,679.0,487227
2024-06-03,707.3400268554688,709.2999877929688,721.5999755859375,685.0,700.0,936259
2024-06-04,632.4973754882812,634.25,705.0,611.5499877929688,705.0,816349
2024-06-05,664.5086669921875,666.3499755859375,674.5,617.0999755859375,640.0,510543
2024-06-06,696.1709594726562,698.0999755859375,709.0,672.0,674.9500122070312,514815
2024-06-07,709.4342041015625,711.4000244140625,717.0,698.8499755859375,698.8499755859375,309846
2024-06-10,698.6141357421875,700.5499877929688,720.9500122070312,697.5,715.7999877929688,290965
2024-06-11,711.6280517578125,713.5999755859375,722.0,701.2000122070312,705.0,321830
2024-06-12,744.1380615234375,746.2000122070312,756.6500244140625,716.5499877929688,723.0,1409115
2024-06-13,751.3181762695312,753.4000244140625,757.8499755859375,744.5,751.9500122070312,479574
2024-06-14,743.0910034179688,745.1500244140625,756.9500122070312,739.3499755859375,753.0499877929688,340486
2024-06-18,807.0636596679688,809.2999877929688,820.0,715.0,715.0,3723816
2024-06-19,841.9669189453125,844.2999877929688,863.5,820.0,835.0499877929688,6131325
2024-06-20,869.5405883789062,871.9500122070312,884.0,832.0,846.0,2778825
2024-06-21,896.6155395507812,899.0999755859375,930.0,860.7999877929688,871.2000122070312,3511868
2024-06-24,894.3218383789062,896.7999877929688,968.9000244140625,884.0,895.0,4422563
2024-06-25,916.610107421875,919.1500244140625,929.0,885.5499877929688,896.7999877929688,1751493
2024-06-26,906.3884887695312,908.9000244140625,921.0,898.25,919.9500122070312,496239
2024-06-27,882.055908203125,884.5,927.9500122070312,880.5499877929688,898.5999755859375,1260581
2024-06-28,887.5407104492188,890.0,904.0,888.0,888.4000244140625,417194
2024-07-01,909.5795288085938,912.0999755859375,918.9500122070312,883.9500122070312,890.0499877929688,580466
2024-07-02,913.2195434570312,915.75,927.7000122070312,906.7000122070312,916.0,1374776
2024-07-03,956.3001708984375,958.9500122070312,964.9500122070312,909.75,919.7999877929688,1827999
2024-07-04,956.5494995117188,959.2000122070312,976.5999755859375,946.0499877929688,959.0,1708687
2024-07-05,981.4305419921875,984.1500244140625,998.4500122070312,945.0,962.0,1486128
2024-07-08,955.7017822265625,958.3499755859375,997.8499755859375,942.0,995.4500122070312,1761890
2024-07-09,929.5242919921875,932.0999755859375,971.4000244140625,917.7000122070312,967.9500122070312,1035799
2024-07-10,903.3468627929688,905.8499755859375,939.0,890.0,939.0,669656
2024-07-11,891.2803344726562,893.75,926.0999755859375,890.0,915.0,506541
2024-07-12,917.856689453125,920.4000244140625,947.0,881.6500244140625,902.0,1428790
2024-07-15,911.075439453125,913.5999755859375,925.5,901.0999755859375,924.0,669889
2024-07-16,907.435546875,909.9500122070312,923.9500122070312,900.0,919.9500122070312,445125
2024-07-18,884.8480834960938,887.2999877929688,914.5,885.0,909.9500122070312,539711
2024-07-19,861.0640258789062,863.4500122070312,885.0,845.5,885.0,799844
2024-07-22,886.8425903320312,889.2999877929688,894.0,845.0,850.0,414663
2024-07-23,886.4935913085938,888.9500122070312,900.6500244140625,829.75,889.2999877929688,655486
2024-07-24,888.488037109375,890.9500122070312,899.9000244140625,875.0,889.0,663220
2024-07-25,871.7344970703125,874.1500244140625,878.9500122070312,865.2000122070312,878.0,514338
2024-07-26,838.9253540039062,841.25,875.4500122070312,834.2000122070312,873.0999755859375,722066
2024-07-29,839.7232055664062,842.0499877929688,880.0,835.5,857.0,613517
2024-07-30,855.3299560546875,857.7000122070312,861.8499755859375,839.0,845.9000244140625,276656
2024-07-31,855.4794921875,857.8499755859375,864.7000122070312,841.4000244140625,864.0,510466
2024-08-01,845.457275390625,847.7999877929688,869.9000244140625,842.0,869.9000244140625,254334
2024-08-02,884.7484130859375,887.2000122070312,918.4000244140625,835.0,841.6500244140625,5200543
2024-08-05,842.465576171875,844.7999877929688,872.8499755859375,837.2000122070312,872.7999877929688,1366196
2024-08-06,858.47119140625,860.8499755859375,876.6500244140625,856.25,860.0,720447
2024-08-07,929.1254272460938,931.7000122070312,939.0,879.3499755859375,880.0,4045323
2024-08-08,930.9703369140625,933.5499877929688,953.4000244140625,924.3499755859375,933.0,1595963
2024-08-09,932.2666625976562,934.8499755859375,946.5,924.5,940.9000244140625,586436
2024-08-12,925.1863403320312,927.75,943.0,913.5,933.5,532511
2024-08-13,923.391357421875,925.9500122070312,949.7999877929688,912.2999877929688,927.75,725367
2024-08-14,931.76806640625,934.3499755859375,949.5,908.0,930.0999755859375,1019171
2024-08-16,929.9232177734375,932.5,957.9500122070312,924.9000244140625,949.0,508331
2024-08-19,945.3305053710938,947.9500122070312,950.7999877929688,935.0,937.9500122070312,371457
2024-08-20,921.9453735351562,924.5,975.0,915.0,955.0,1626436
2024-08-21,924.5381469726562,927.0999755859375,943.6500244140625,916.5999755859375,921.0,424863
2024-08-22,954.5051879882812,957.1500244140625,961.0,920.0499877929688,928.0,1411310
2024-08-23,964.1284790039062,966.7999877929688,979.4000244140625,950.0999755859375,964.0,1258853
2024-08-26,948.0729370117188,950.7000122070312,970.0,940.5,970.0,494443
2024-08-27,945.2307739257812,947.8499755859375,962.5999755859375,938.0499877929688,955.2000122070312,389262
2024-08-28,946.22802734375,948.8499755859375,963.0,942.0,957.0,331751
2024-08-29,961.8347778320312,964.5,979.0,942.0,948.3499755859375,974677
2024-08-30,965.2752685546875,967.9500122070312,983.5999755859375,956.0,967.5,502176
2024-09-02,956.1007080078125,958.75,976.4500122070312,944.4000244140625,975.2000122070312,609236
2024-09-03,974.4498901367188,977.1500244140625,1010.9500122070312,951.5999755859375,955.0,3013769
2024-09-04,991.2034301757812,993.9500122070312,999.9000244140625,963.0,970.0,1130409
2024-09-05,987.0648803710938,989.7999877929688,1012.2000122070312,982.5,999.9500122070312,933258
2024-09-06,966.0731201171875,968.75,998.5999755859375,964.4500122070312,990.0,655085
2024-09-09,971.3085327148438,974.0,982.0,944.9500122070312,961.0,520149
2024-09-10,966.1727905273438,968.8499755859375,991.4500122070312,964.0499877929688,980.0,281109
2024-09-11,968.566162109375,971.25,984.0,960.0,969.9000244140625,348925
2024-09-12,978.787841796875,981.5,985.0,960.4500122070312,980.0,265135
2024-09-13,1006.3115234375,1009.0999755859375,1023.7000122070312,979.0499877929688,991.6500244140625,1026232
2024-09-16,984.8709716796875,987.5999755859375,1035.449951171875,985.0,1020.4500122070312,584311
2024-09-17,986.7657470703125,989.5,992.0,972.0499877929688,989.0,321331
2024-09-18,1018.876708984375,1021.7000122070312,1038.699951171875,972.0,991.0,1004703
2024-09-19,999.9791259765625,1002.75,1024.3499755859375,984.0999755859375,1015.0,482505
2024-09-20,1007.4085693359375,1010.2000122070312,1025.0,989.1500244140625,1004.0499877929688,1474809
2024-09-23,1013.1925048828125,1016.0,1024.9000244140625,998.0499877929688,1010.0,390647
2024-09-24,992.1508178710938,994.9000244140625,1025.0,990.0499877929688,1025.0,236498
2024-09-25,999.03173828125,1001.7999877929688,1008.4000244140625,986.6500244140625,991.0499877929688,505928
2024-09-26,1007.0594482421875,1009.8499755859375,1016.5,996.7000122070312,1006.0,211394
2024-09-27,1015.8850708007812,1018.7000122070312,1022.0,1003.2000122070312,1015.0,361639
2024-09-30,1006.1619873046875,1008.9500122070312,1023.2999877929688,991.75,1016.7000122070312,371817
2024-10-01,1009.1536865234375,1011.9500122070312,1018.9500122070312,996.2999877929688,1017.2999877929688,269554
2024-10-03,981.9291381835938,984.6500244140625,1013.7000122070312,976.5499877929688,998.75,388310
2024-10-04,956.649169921875,959.2999877929688,996.9000244140625,947.25,980.0,466749
2024-10-07,904.2942504882812,906.7999877929688,984.0,891.0,965.0,1029828
2024-10-08,914.1668701171875,916.7000122070312,920.7000122070312,874.25,888.0999755859375,412094
2024-10-09,924.0394897460938,926.5999755859375,934.0,903.5499877929688,916.7000122070312,506314
2024-10-10,964.726806640625,967.4000244140625,975.7000122070312,923.5,925.0,522349
2024-10-11,996.5386352539062,999.2999877929688,1024.0,965.0499877929688,966.0,1635497
2024-10-14,1025.3089599609375,1028.1500244140625,1034.0,989.8499755859375,1003.4000244140625,865423
2024-10-15,1045.00439453125,1047.9000244140625,1064.050048828125,1036.050048828125,1058.300048828125,2014070
2024-10-16,1036.6275634765625,1039.5,1054.8499755859375,1012.0999755859375,1049.199951171875,595032
2024-10-17,1027.702392578125,1030.550048828125,1044.0999755859375,1016.5,1042.9000244140625,339540
2024-10-18,1018.0789794921875,1020.9000244140625,1028.5,1000.2000122070312,1020.5499877929688,329409
2024-10-21,989.3585205078125,992.0999755859375,1029.9000244140625,985.2999877929688,1024.0,385298
2024-10-22,946.2779541015625,948.9000244140625,993.7999877929688,940.0499877929688,993.7000122070312,529600
2024-10-23,942.0895385742188,944.7000122070312,975.9000244140625,940.1500244140625,946.0,266369
2024-10-24,945.530029296875,948.1500244140625,975.0,926.7999877929688,945.0,1253337
2024-10-25,904.194580078125,906.7000122070312,957.9000244140625,902.0499877929688,952.0,437248
2024-10-28,878.91455078125,881.3499755859375,916.5499877929688,877.2999877929688,906.7000122070312,343996
2024-10-29,881.208251953125,883.6500244140625,890.0999755859375,860.0499877929688,884.8499755859375,232989
2024-10-30,906.7374877929688,909.25,919.75,883.25,892.5,300563
2024-10-31,919.3164672851562,920.8499755859375,933.4500122070312,904.0999755859375,909.9500122070312,258835
2024-11-01,932.9937133789062,934.5499877929688,942.5499877929688,926.0999755859375,935.0,46942
2024-11-04,913.3264770507812,914.8499755859375,940.0499877929688,908.0999755859375,938.0,165612
2024-11-05,918.16845703125,919.7000122070312,925.0,909.0999755859375,912.0,148481
2024-11-06,946.9703979492188,948.5499877929688,949.9000244140625,919.5499877929688,923.4500122070312,199938
2024-11-07,960.1483764648438,961.75,977.0,940.0,948.0,231964
2024-11-08,961.0469360351562,962.6500244140625,979.7000122070312,954.3499755859375,970.0,247166
2024-11-11,963.2931518554688,964.9000244140625,981.4000244140625,956.0,962.6500244140625,251246
2024-11-12,942.2781982421875,943.8499755859375,972.2999877929688,935.0999755859375,964.0,100856
2024-11-13,921.2632446289062,922.7999877929688,938.7000122070312,904.75,937.0,225466
2024-11-14,931.1467895507812,932.7000122070312,943.9500122070312,923.0,923.0,135410
2024-11-18,939.0336303710938,940.5999755859375,958.4000244140625,934.8499755859375,934.8499755859375,198120
2024-11-19,945.273193359375,946.8499755859375,983.7000122070312,939.6500244140625,955.9500122070312,627377
2024-11-21,962.0452880859375,963.6500244140625,973.9000244140625,942.25,947.0,237553
2024-11-22,961.8955078125,963.5,982.8499755859375,957.8499755859375,965.3499755859375,254292
2024-11-25,971.3297729492188,972.9500122070312,977.9500122070312,963.5,972.0,461599
2024-11-26,964.6907958984375,966.2999877929688,977.0,952.9000244140625,977.0,155954
2024-11-27,973.7257080078125,975.3499755859375,981.1500244140625,961.4000244140625,967.4000244140625,123260
2024-11-28,975.273193359375,976.9000244140625,996.7000122070312,968.0,981.0,259539
2024-11-29,964.5910034179688,966.2000122070312,981.9000244140625,959.4000244140625,975.25,120580
2024-12-02,965.938720703125,967.5499877929688,975.0999755859375,954.2999877929688,958.0,286148
2024-12-03,962.1950073242188,963.7999877929688,986.75,955.3499755859375,969.9000244140625,313560
2024-12-04,967.9852905273438,969.5999755859375,978.6500244140625,965.0,966.9500122070312,224574
2024-12-05,966.5377807617188,968.1500244140625,981.0,959.2999877929688,979.2000122070312,317993
2024-12-06,967.0868530273438,968.7000122070312,976.1500244140625,965.5499877929688,970.0,185423
2024-12-09,972.7274169921875,974.3499755859375,993.9000244140625,962.0,965.0,648309
2024-12-10,966.3880004882812,968.0,978.25,965.0,974.9000244140625,170379
2024-12-11,973.975341796875,975.5999755859375,994.8499755859375,965.0,969.9000244140625,432791
2024-12-12,971.6791381835938,973.2999877929688,982.0,965.0,980.4500122070312,160610
2024-12-13,952.660888671875,954.25,971.25,943.0,971.0,241310
2024-12-16,939.383056640625,940.9500122070312,960.5,938.0499877929688,954.0,174350
2024-12-17,920.4146728515625,921.9500122070312,947.8499755859375,919.5999755859375,941.0,316892
2024-12-18,898.9505004882812,900.4500122070312,927.2000122070312,897.0499877929688,923.0,491526
2024-12-19,904.591064453125,906.0999755859375,918.0,894.0999755859375,900.0,248248
2024-12-20,889.7658081054688,891.25,913.9500122070312,881.0,907.9000244140625,209249
2024-12-23,917.619384765625,919.1500244140625,928.75,889.7000122070312,890.0,412930
2024-12-24,906.1385498046875,907.6500244140625,944.25,900.0,923.9500122070312,600901
2024-12-26,889.2167358398438,890.7000122070312,911.0999755859375,886.0999755859375,908.0,124082
2024-12-27,909.4329833984375,910.9500122070312,922.3499755859375,888.0,898.75,214433
2024-12-30,899.599365234375,901.0999755859375,929.5,895.5,929.5,198879
2024-12-31,892.3614501953125,893.8499755859375,907.0499877929688,889.0,898.0499877929688,154334
2025-01-01,907.6859130859375,909.2000122070312,920.25,895.9500122070312,895.9500122070312,146516
2025-01-02,913.4263305664062,914.9500122070312,926.9500122070312,908.0,916.2999877929688,150178
2025-01-03,915.8722534179688,917.4000244140625,928.0,913.7000122070312,921.0999755859375,362185
2025-01-06,904.3414916992188,905.8499755859375,924.25,900.0,914.0,456823
2025-01-07,911.9288330078125,913.4500122070312,922.7000122070312,906.0499877929688,908.4500122070312,152389
2025-01-08,901.6959228515625,903.2000122070312,923.4500122070312,900.0,920.0,595239
2025-01-09,902.195068359375,903.7000122070312,919.9000244140625,895.3499755859375,909.5499877929688,283541
2025-01-10,955.506103515625,957.0999755859375,998.0,897.5,904.0999755859375,19290089
2025-01-13,915.6226806640625,917.1500244140625,995.0,891.0,959.0999755859375,4287010
2025-01-14,937.1367797851562,938.7000122070312,953.2999877929688,916.7000122070312,927.1500244140625,1040130
2025-01-15,948.767333984375,950.3499755859375,968.7999877929688,939.0499877929688,948.0,863318
2025-01-16,988.750732421875,990.4000244140625,999.0,954.9500122070312,954.9500122070312,999581
2025-01-17,982.910400390625,984.5499877929688,1014.0999755859375,969.2000122070312,997.0,929403
2025-01-20,954.5577392578125,956.1500244140625,1020.0,951.0999755859375,984.5499877929688,2040068
2025-01-21,934.4412841796875,936.0,967.4000244140625,923.2999877929688,960.5999755859375,600785
2025-01-22,894.6077270507812,896.0999755859375,938.4500122070312,875.0,930.0,470423
2025-01-23,853.6260986328125,855.0499877929688,897.3499755859375,850.0,896.0,859291
2025-01-24,802.9107055664062,804.25,864.9500122070312,795.5,858.0,834996
2025-01-27,769.8658447265625,771.1500244140625,813.2000122070312,754.5,810.0,1127665
2025-01-28,740.364990234375,741.5999755859375,780.75,723.5999755859375,771.0,805545
2025-01-29,773.6594848632812,774.9500122070312,784.0,742.0,742.0,387653
2025-01-30,755.04052734375,756.2999877929688,788.6500244140625,752.5499877929688,775.0,274423
2025-01-31,782.5946044921875,783.9000244140625,788.5499877929688,752.0,757.4500122070312,302763
2025-02-01,796.3217163085938,797.6500244140625,817.7000122070312,782.2000122070312,792.9000244140625,449233
2025-02-03,748.7510375976562,750.0,785.0,747.5,785.0,465694
2025-02-04,749.6495361328125,750.9000244140625,774.7000122070312,745.0,759.25,479067
2025-02-05,757.4365234375,758.7000122070312,773.9000244140625,748.2999877929688,756.0,333709
2025-02-06,757.6861572265625,758.9500122070312,767.8499755859375,751.0999755859375,763.0499877929688,155858
2025-02-07,741.5131225585938,742.75,764.7999877929688,736.0,764.7999877929688,212413
2025-02-10,714.2586059570312,715.4500122070312,746.0999755859375,701.0999755859375,742.75,734886
2025-02-11,670.2319946289062,671.3499755859375,722.0,663.5499877929688,716.8499755859375,845969
2025-02-12,669.8327026367188,670.9500122070312,676.75,636.5,675.9500122070312,944710
2025-02-13,661.9957275390625,663.0999755859375,680.8499755859375,660.0499877929688,671.4500122070312,380115
2025-02-14,631.2470092773438,632.2999877929688,669.0,620.9000244140625,667.9000244140625,428437
2025-02-17,643.22705078125,644.2999877929688,683.7000122070312,618.0999755859375,638.5999755859375,3312790
2025-02-18,647.1704711914062,648.25,661.0,628.75,650.0,614162
2025-02-19,686.4548950195312,687.5999755859375,701.3499755859375,645.0,649.0499877929688,820752
2025-02-20,698.7843627929688,699.9500122070312,715.9000244140625,672.0999755859375,682.0999755859375,786004
2025-02-21,706.72119140625,707.9000244140625,733.9500122070312,697.8499755859375,698.5499877929688,614648
2025-02-24,703.7760620117188,704.9500122070312,713.0999755859375,692.5999755859375,707.9000244140625,253589
2025-02-25,691.6961669921875,692.8499755859375,714.5999755859375,688.2000122070312,712.0,231171
2025-02-27,664.7910766601562,665.9000244140625,700.0999755859375,662.3499755859375,695.2000122070312,291934
2025-02-28,646.9208984375,648.0,664.5499877929688,636.1500244140625,660.0,481756
2025-03-03,638.1355590820312,639.2000122070312,655.5,604.2000122070312,650.0499877929688,928979
2025-03-04,670.082275390625,671.2000122070312,683.9500122070312,626.8499755859375,630.0,1803530
2025-03-05,685.0573120117188,686.2000122070312,712.0,673.5999755859375,675.0,1083605
2025-03-06,694.14208984375,695.2999877929688,708.3499755859375,687.25,699.5999755859375,354613
2025-03-07,714.7577514648438,715.9500122070312,723.9000244140625,686.5999755859375,692.0,516360
2025-03-10,690.5481567382812,691.7000122070312,725.4000244140625,682.2999877929688,720.9500122070312,298153
2025-03-11,683.160400390625,684.2999877929688,690.7999877929688,660.2999877929688,689.5,437652
2025-03-12,684.2086791992188,685.3499755859375,694.0,674.4000244140625,682.0,207275
2025-03-13,684.9573974609375,686.0999755859375,690.6500244140625,671.0499877929688,690.0499877929688,328014
2025-03-17,696.9874267578125,698.1500244140625,706.8499755859375,683.6500244140625,686.1500244140625,256075
2025-03-18,696.9874267578125,698.1500244140625,698.1500244140625,698.1500244140625,698.1500244140625,0
2025-03-19,756.33837890625,757.5999755859375,777.1500244140625,725.0,725.0,727517
2025-03-20,743.9590454101562,745.2000122070312,778.0,739.0,771.9500122070312,389607
2025-03-21,842.4946899414062,843.9000244140625,858.8499755859375,747.0499877929688,753.0999755859375,3406362
2025-03-24,822.4281005859375,823.7999877929688,862.5999755859375,817.0,843.9000244140625,1039052
2025-03-25,806.80419921875,808.1500244140625,844.9500122070312,800.0999755859375,834.4000244140625,411213
2025-03-26,787.6361694335938,788.9500122070312,833.9500122070312,783.5499877929688,807.0,602552
2025-03-27,779.0504760742188,780.3499755859375,796.9000244140625,770.0499877929688,783.0,675757
2025-03-28,772.01220703125,773.2999877929688,806.2999877929688,766.0499877929688,784.9500122070312,375090
2025-04-01,773.8092041015625,775.0999755859375,783.9000244140625,757.3499755859375,778.0,224412
2025-04-02,765.2734375,766.5499877929688,780.0,754.0,778.0,242729
2025-04-03,744.15869140625,745.4000244140625,772.2999877929688,739.8499755859375,760.0,398708
2025-04-04,727.9856567382812,729.2000122070312,757.9500122070312,722.9000244140625,749.8499755859375,597446
2025-04-07,712.611328125,713.7999877929688,720.0,600.0,600.0,447563
2025-04-08,728.0355834960938,729.25,738.6500244140625,719.8499755859375,725.0,168386
2025-04-09,739.1670532226562,740.4000244140625,781.7000122070312,720.0,720.0,13461163
2025-04-11,736.32177734375,737.5499877929688,757.5,730.5,751.9000244140625,791943
2025-04-15,758.9839477539062,760.25,765.0,736.2999877929688,751.0,504158
2025-04-16,766.671142578125,767.9500122070312,775.0499877929688,756.0,759.9000244140625,300117
2025-04-17,735.2734985351562,736.5,767.2000122070312,730.75,765.0,800822
2025-04-21,719.250244140625,720.4500122070312,746.8499755859375,718.0499877929688,742.0,961687
2025-04-22,692.2453002929688,693.4000244140625,728.4000244140625,691.0,726.0,1575133
2025-04-23,677.4199829101562,678.5499877929688,702.0,673.2999877929688,699.6500244140625,967323
2025-04-24,685.85595703125,687.0,696.0499877929688,678.5499877929688,678.5499877929688,658246
2025-04-25,655.6063842773438,656.7000122070312,687.9500122070312,641.75,685.0,849255
2025-04-28,623.7095947265625,624.75,637.7000122070312,590.0,599.9500122070312,7087029
