Price,Adj Close,Close,High,Low,Open,Volume
2024-01-18,7807.70458984375,7934.2998046875,8036.9501953125,7796.2001953125,8027.9501953125,10471
2024-01-19,8040.03759765625,8170.39990234375,8190.0,7950.0,8034.0,85589
2024-01-23,8027.44189453125,8157.60009765625,8225.0,8086.5498046875,8155.0,22641
2024-01-24,8065.671875,8196.4501953125,8222.0,8061.25,8165.0498046875,19911
2024-01-25,8056.22509765625,8186.85009765625,8264.0498046875,8135.25,8219.400390625,12971
2024-01-29,8051.69873046875,8182.25,8340.349609375,8160.0,8289.849609375,10619
2024-01-30,8092.7822265625,8224.0,8268.900390625,8172.5,8264.849609375,10708
2024-01-31,8122.00830078125,8253.7001953125,8284.9501953125,8180.0,8264.400390625,10382
2024-02-01,8131.0625,8262.900390625,8279.2998046875,8163.0498046875,8278.0,18008
2024-02-02,8107.88720703125,8239.349609375,8304.25,8182.0,8279.400390625,7343
2024-02-05,8108.478515625,8239.9501953125,8294.7001953125,8141.0,8239.0,8011
2024-02-06,8089.04345703125,8220.2001953125,8318.5,8000.0,8280.0,9203
2024-02-07,8120.7294921875,8252.400390625,8272.5498046875,8151.10009765625,8184.0498046875,7908
2024-02-08,8108.28125,8239.75,8260.0,8030.14990234375,8260.0,8048
2024-02-09,7910.93115234375,8039.2001953125,8269.7998046875,7999.9501953125,8233.0,12274
2024-02-12,7539.1591796875,7661.39990234375,8095.85009765625,7500.0,8025.4501953125,47858
2024-02-13,7415.021484375,7535.25,7660.9501953125,7471.10009765625,7660.9501953125,11868
2024-02-14,7412.4140625,7532.60009765625,7618.0,7487.75,7535.25,13135
2024-02-15,7229.6279296875,7346.85009765625,7600.0,7330.0,7600.0,39452
2024-02-16,7436.22802734375,7556.7998046875,7620.0,7332.35009765625,7400.0,19481
2024-02-19,7341.56298828125,7460.60009765625,7695.0,7442.14990234375,7681.0,8232
2024-02-20,7459.5498046875,7580.5,7639.0,7436.10009765625,7475.35009765625,26108
2024-02-21,7363.408203125,7482.7998046875,7618.0498046875,7441.10009765625,7550.0,5259
2024-02-22,7315.23974609375,7433.85009765625,7589.9501953125,7370.0,7457.2998046875,17994
2024-02-23,7330.88623046875,7449.75,7579.89990234375,7412.0498046875,7579.89990234375,26196
2024-02-26,7427.1748046875,7547.60009765625,7597.85009765625,7496.0498046875,7500.0,14899
2024-02-27,7498.173828125,7619.75,7751.0,7534.2001953125,7559.0,41192
2024-02-28,7536.55126953125,7658.75,7701.39990234375,7606.25,7634.9501953125,10625
2024-02-29,7458.56591796875,7579.5,7681.75,7525.85009765625,7650.0,49775
2024-03-01,7475.29443359375,7596.5,7638.85009765625,7542.7001953125,7579.5,10816
2024-03-04,7423.0908203125,7543.4501953125,7565.0,7500.0,7527.0498046875,10424
2024-03-05,7411.67626953125,7531.85009765625,7581.14990234375,7492.0498046875,7559.4501953125,25111
2024-03-06,7525.13623046875,7647.14990234375,7667.60009765625,7425.0,7531.85009765625,15201
2024-03-07,7469.53759765625,7590.64990234375,7715.0,7484.89990234375,7654.7001953125,23892
2024-03-11,7350.02587890625,7469.2001953125,7590.64990234375,7412.0,7590.64990234375,16703
2024-03-12,7187.56005859375,7304.10009765625,7490.0,7280.0,7483.9501953125,15277
2024-03-13,6914.19189453125,7026.2998046875,7303.39990234375,6943.5,7300.0,19660
2024-03-14,6825.8251953125,6936.5,7350.0,6849.5498046875,7026.2998046875,24799
2024-03-15,6838.61767578125,6949.5,7012.5,6897.75,6930.5,24701
2024-03-18,6705.08251953125,6813.7998046875,6940.0,6795.60009765625,6905.0,25223
2024-03-19,6524.36328125,6630.14990234375,6870.0,6591.2001953125,6848.39990234375,21298
2024-03-20,6880.98046875,6992.5498046875,7077.7001953125,6643.25,6643.25,47347
2024-03-21,6702.47509765625,6811.14990234375,7077.5,6780.0,7050.0,24542
2024-03-22,6731.99658203125,6841.14990234375,6950.0,6820.0,6831.60009765625,43633
2024-03-26,6700.359375,6809.0,6989.0,6781.0,6989.0,33663
2024-03-27,6761.1728515625,6870.7998046875,6940.2001953125,6814.5498046875,6870.5,51898
2024-03-28,6674.2822265625,6782.5,6939.7998046875,6760.0,6905.2001953125,10520
2024-04-01,6839.6015625,6950.5,6980.0,6800.0,6816.14990234375,7166
2024-04-02,6786.0205078125,6896.0498046875,6995.0,6884.0498046875,6994.14990234375,19357
2024-04-03,7504.32421875,7626.0,7825.0,6895.60009765625,6934.9501953125,157232
2024-04-04,7375.8076171875,7495.39990234375,7679.2998046875,7465.0498046875,7626.0,29252
2024-04-05,7210.734375,7327.64990234375,7552.2001953125,7311.0,7461.0,29375
2024-04-08,7299.7900390625,7418.14990234375,7577.7001953125,7372.9501953125,7372.9501953125,18513
2024-04-09,7135.99560546875,7251.7001953125,7447.9501953125,7213.5498046875,7418.14990234375,11739
2024-04-10,7080.3974609375,7195.2001953125,7288.2001953125,7175.0,7249.75,9029
2024-04-12,7019.87890625,7133.7001953125,7327.75,7121.0,7195.2001953125,18283
2024-04-15,7056.97705078125,7171.39990234375,7371.0498046875,7035.10009765625,7101.0,23682
2024-04-16,7075.7724609375,7190.5,7324.0,7066.0,7100.5,17587
2024-04-18,6977.51513671875,7090.64990234375,7240.4501953125,7050.0,7190.5,15239
2024-04-19,6989.71728515625,7103.0498046875,7150.0,7030.0498046875,7074.75,9497
2024-04-22,7052.548828125,7166.89990234375,7279.9501953125,7110.0498046875,7199.89990234375,10413
2024-04-23,7190.75830078125,7307.35009765625,7338.89990234375,7202.7001953125,7202.75,15971
2024-04-24,7146.72216796875,7262.60009765625,7320.0,7215.0,7320.0,6356
2024-04-25,7129.5009765625,7245.10009765625,7298.85009765625,7206.64990234375,7262.60009765625,5443
2024-04-26,7089.25390625,7204.2001953125,7300.0,7180.0,7269.14990234375,4283
2024-04-29,7097.8642578125,7212.9501953125,7292.9501953125,7182.14990234375,7292.9501953125,4579
2024-04-30,7076.166015625,7190.89990234375,7275.0,7158.10009765625,7275.0,5073
2024-05-02,6934.16845703125,7046.60009765625,7225.89990234375,7000.0498046875,7210.0,16149
2024-05-03,6743.017578125,6852.35009765625,7092.39990234375,6800.0,7046.60009765625,29935
2024-05-06,6786.75830078125,6896.7998046875,6929.0,6827.75,6870.5498046875,8833
2024-05-07,6712.66015625,6821.5,6911.10009765625,6751.0498046875,6903.60009765625,7917
2024-05-08,6666.8525390625,6774.9501953125,6860.0,6751.0,6855.64990234375,5716
2024-05-09,6635.51123046875,6743.10009765625,6797.0498046875,6730.0,6774.9501953125,15438
2024-05-10,6636.7412109375,6744.35009765625,6779.0,6718.7998046875,6759.10009765625,3631
2024-05-13,7005.806640625,7119.39990234375,7149.7001953125,6703.0,6750.0,90136
2024-05-14,6833.40234375,6944.2001953125,7186.0,6881.0,7134.0,35059
2024-05-15,7059.3388671875,7173.7998046875,7301.0,6954.89990234375,6954.89990234375,46316
2024-05-16,6930.4287109375,7042.7998046875,7230.0,6984.75,7179.89990234375,16593
2024-05-17,7028.7353515625,7142.7001953125,7199.0,7043.0,7043.0,11193
2024-05-21,7008.80859375,7122.4501953125,7231.7998046875,7068.0498046875,7220.0,7328
2024-05-22,7036.90283203125,7151.0,7200.0,7069.9501953125,7192.2001953125,6860
2024-05-23,7039.11669921875,7153.25,7215.60009765625,7088.0,7215.60009765625,16203
2024-05-24,7011.6123046875,7125.2998046875,7189.0498046875,7111.0,7173.9501953125,7476
2024-05-27,7057.912109375,7172.35009765625,7189.7998046875,7100.10009765625,7185.0,5303
2024-05-28,7024.74951171875,7138.64990234375,7194.89990234375,7070.0,7186.64990234375,36390
2024-05-29,6955.02978515625,7067.7998046875,7135.35009765625,7015.25,7113.5,9410
2024-05-30,6929.83837890625,7042.2001953125,7106.7001953125,7018.4501953125,7067.7998046875,6140
2024-05-31,6894.9052734375,7006.7001953125,7103.2001953125,6995.0,7026.2001953125,7584
2024-06-03,7045.66015625,7159.89990234375,7227.5,7055.0,7099.0,72476
2024-06-04,6878.91455078125,6990.4501953125,7195.9501953125,6780.0498046875,7159.89990234375,15718
2024-06-05,6804.962890625,6915.2998046875,7006.9501953125,6810.0,6990.0,16893
2024-06-06,7039.51025390625,7153.64990234375,7288.14990234375,6890.0,6890.0,15974
2024-06-07,7092.25537109375,7207.25,7264.2001953125,7174.14990234375,7174.14990234375,7835
2024-06-10,7240.35400390625,7357.75,7530.89990234375,7225.14990234375,7279.9501953125,22796
2024-06-11,7375.41357421875,7495.0,7618.60009765625,7300.0,7500.0,25267
2024-06-12,7298.36376953125,7416.7001953125,7570.25,7402.0,7569.9501953125,9066
2024-06-13,7442.32861328125,7563.0,7650.0,7427.9501953125,7527.9501953125,10824
2024-06-14,7527.10400390625,7649.14990234375,7669.0,7530.35009765625,7580.0,13632
2024-06-18,7949.65283203125,8078.5498046875,8260.0,7751.10009765625,7799.7998046875,114258
2024-06-19,7988.4736328125,8118.0,8186.0,7901.2001953125,8150.0,31725
2024-06-20,8163.0927734375,8295.4501953125,8345.0,8030.5,8152.7001953125,35998
2024-06-21,8945.259765625,9090.2998046875,9290.099609375,8300.0,8300.0,300651
2024-06-24,8996.3818359375,9142.25,9450.0,8850.099609375,9057.0,139900
2024-06-25,8916.890625,9002.0,9190.4501953125,8900.0,9080.0,31514
2024-06-26,8910.5009765625,8995.5498046875,9057.7001953125,8830.099609375,9010.0,27854
2024-06-27,8672.5224609375,8755.2998046875,9294.9501953125,8654.099609375,8956.0,71050
2024-06-28,8601.1533203125,8683.25,8991.900390625,8645.0,8900.0,35178
2024-07-01,8657.5166015625,8740.150390625,8847.099609375,8630.4501953125,8800.0,78007
2024-07-02,8994.15234375,9080.0,9143.0498046875,8721.0,8745.0,70848
2024-07-03,8902.3291015625,8987.2998046875,9275.849609375,8893.599609375,9140.0,27059
2024-07-04,8937.5927734375,9022.900390625,9113.150390625,8929.0,8986.9501953125,15797
2024-07-05,9068.146484375,9154.7001953125,9288.0,9043.0,9043.0,26536
2024-07-08,8920.357421875,9005.5,9233.9501953125,8952.0,9120.0,14025
2024-07-09,8895.59375,8980.5,9650.0,8915.0,9190.0,79988
2024-07-10,8905.44921875,8990.4501953125,9200.0,8807.599609375,8960.0,51854
2024-07-11,8838.6865234375,8923.0498046875,9084.900390625,8900.0,8960.0,7271
2024-07-12,8903.7158203125,8988.7001953125,9505.0,8900.150390625,8900.150390625,54145
2024-07-15,8961.068359375,9046.599609375,9166.099609375,8970.0,9028.349609375,13938
2024-07-16,9084.044921875,9170.75,9478.75,9015.2001953125,9150.0,45350
2024-07-18,8912.8291015625,8997.900390625,9217.150390625,8951.0,9072.2998046875,11244
2024-07-19,8638.001953125,8720.4501953125,9065.9501953125,8650.0,9016.099609375,10807
2024-07-22,8900.447265625,8985.400390625,9019.9501953125,8720.4501953125,8720.4501953125,11814
2024-07-23,8932.1943359375,9017.4501953125,9067.849609375,8681.099609375,8973.0,30973
2024-07-24,8809.16796875,8893.25,9025.900390625,8870.0,9017.4501953125,8638
2024-07-25,8697.3349609375,8780.349609375,8892.0,8754.2998046875,8812.0,5345
2024-07-26,8685.30078125,8768.2001953125,8862.849609375,8702.650390625,8790.0,7997
2024-07-29,8941.802734375,9027.150390625,9139.900390625,8924.0498046875,9139.900390625,15483
2024-07-30,8995.1435546875,9081.0,9139.4501953125,9030.0498046875,9090.0,12460
2024-07-31,8848.69140625,8933.150390625,9110.0,8911.0,9109.0,8658
2024-08-01,8929.81640625,9015.0498046875,9049.849609375,8955.0,8999.900390625,5350
2024-08-02,8854.38671875,8938.900390625,9044.5,8925.0,9010.0498046875,5598
2024-08-05,9347.48046875,9436.7001953125,9487.0,8760.0,8840.0,238374
2024-08-06,9740.626953125,9833.599609375,10178.650390625,9700.0,9899.9501953125,280312
2024-08-07,9862.8115234375,9956.9501953125,10286.7001953125,9933.0498046875,10000.0,91270
2024-08-08,10279.0390625,10377.150390625,10499.0,9979.849609375,10047.2001953125,92897
2024-08-09,10321.9296875,10420.4501953125,10789.9501953125,10300.0,10500.0,83264
2024-08-12,10199.1015625,10296.4501953125,10699.0,10083.7001953125,10499.9501953125,116575
2024-08-13,9786.5888671875,9880.0,10300.0,9856.900390625,10300.0,95865
2024-08-14,10068.6962890625,10164.7998046875,10271.75,9854.0498046875,10077.599609375,83909
2024-08-16,10005.9951171875,10101.5,10200.0,9915.2001953125,10044.0,18135
2024-08-19,9704.4228515625,9797.0498046875,10148.75,9750.0,10148.75,18156
2024-08-20,9598.1376953125,9689.75,9872.400390625,9670.0498046875,9790.0498046875,11422
2024-08-21,9697.7861328125,9790.349609375,9855.0,9611.0498046875,9650.099609375,18146
2024-08-22,9672.775390625,9765.099609375,9852.2998046875,9729.0,9765.0,11379
2024-08-23,9648.9033203125,9741.0,9835.099609375,9651.0498046875,9835.099609375,7711
2024-08-26,9680.6005859375,9773.0,9880.9501953125,9680.0498046875,9680.0498046875,14854
2024-08-27,9702.046875,9794.650390625,9816.099609375,9725.0,9801.0,8919
2024-08-28,9496.953125,9587.599609375,9840.0,9555.0498046875,9840.0,8945
2024-08-29,9373.7294921875,9463.2001953125,9641.400390625,9437.0,9635.5498046875,5979
2024-08-30,9129.4609375,9216.599609375,9550.0,9157.5,9550.0,8456
2024-09-02,9212.0234375,9299.9501953125,9350.0,9145.900390625,9245.0,8263
2024-09-03,8973.1533203125,9058.7998046875,9401.2001953125,9035.0,9340.0,28348
2024-09-04,9267.39453125,9355.849609375,9390.0498046875,9005.0,9009.25,48958
2024-09-05,9114.9501953125,9201.9501953125,9374.7998046875,9050.0,9100.0,60842
2024-09-06,9095.7822265625,9182.599609375,9385.0,9076.599609375,9200.0,36697
2024-09-09,8719.9697265625,8803.2001953125,9185.0,8765.0,9180.650390625,33900
2024-09-10,8569.7529296875,8651.5498046875,8949.0,8622.0,8949.0,25895
2024-09-11,8455.5927734375,8536.2998046875,8770.0,8520.0498046875,8770.0,18552
2024-09-12,8378.7265625,8458.7001953125,8655.150390625,8451.0,8540.5498046875,19484
2024-09-13,8372.982421875,8452.900390625,8546.0498046875,8430.0498046875,8546.0498046875,15502
2024-09-16,8281.158203125,8360.2001953125,8471.4501953125,8320.0498046875,8440.0,21717
2024-09-17,8302.6025390625,8381.849609375,8402.0498046875,8225.349609375,8395.0,22653
2024-09-18,8186.6103515625,8264.75,8408.2998046875,8220.0,8353.0,13991
2024-09-19,8119.8974609375,8197.400390625,8298.0498046875,8109.0498046875,8298.0498046875,27335
2024-09-20,8191.76171875,8269.9501953125,8342.0,8135.14990234375,8180.25,26847
2024-09-23,8172.1982421875,8250.2001953125,8321.5,8154.0,8250.0,15787
2024-09-24,8237.2265625,8315.849609375,8346.0,8210.0498046875,8299.9501953125,14294
2024-09-25,8182.15283203125,8260.25,8375.0,8215.150390625,8375.0,9311
2024-09-26,8079.7802734375,8156.89990234375,8260.25,8110.2001953125,8260.25,15167
2024-09-27,8046.84423828125,8123.64990234375,8237.0,8100.0,8150.0,11387
2024-09-30,8013.8095703125,8090.2998046875,8156.39990234375,8037.5,8126.0,12829
2024-10-01,8018.61376953125,8095.14990234375,8129.9501953125,8050.5498046875,8050.5498046875,13972
2024-10-03,8069.52783203125,8146.5498046875,8272.7998046875,8027.9501953125,8060.39990234375,21924
2024-10-04,7906.6328125,7982.10009765625,8161.7998046875,7902.0,8146.5,18570
2024-10-07,7672.666015625,7745.89990234375,8019.9501953125,7680.0,8019.9501953125,15067
2024-10-08,7894.201171875,7969.5498046875,8030.89990234375,7670.5498046875,7719.2001953125,23801
2024-10-09,7866.4658203125,7941.5498046875,8039.0,7900.0,8039.0,20660
2024-10-10,7921.4912109375,7997.10009765625,8027.9501953125,7880.0,7941.5498046875,13415
2024-10-11,7824.96240234375,7899.64990234375,7970.0,7876.0,7920.0,6403
2024-10-14,7778.3076171875,7852.5498046875,7950.0,7834.14990234375,7950.0,10488
2024-10-15,7949.77099609375,8025.64990234375,8050.60009765625,7892.0,7892.0,20513
2024-10-16,7894.7958984375,7970.14990234375,8041.14990234375,7931.0,8025.64990234375,6126
2024-10-17,7743.93603515625,7817.85009765625,8000.0,7801.0498046875,7970.14990234375,10244
2024-10-18,7696.14208984375,7769.60009765625,7841.4501953125,7694.64990234375,7802.0498046875,7568
2024-10-21,7594.5615234375,7667.0498046875,7808.4501953125,7630.0,7774.9501953125,7280
2024-10-22,7278.03271484375,7347.5,7689.0,7301.0,7689.0,17525
2024-10-23,7227.5146484375,7296.5,7449.7001953125,7220.2998046875,7384.25,14970
2024-10-24,7005.78125,7072.64990234375,7331.64990234375,7050.0498046875,7304.0,15142
2024-10-25,6926.04248046875,6992.14990234375,7131.14990234375,6874.75,7072.85009765625,20857
2024-10-28,6951.44970703125,7017.7998046875,7080.0,6895.0,7040.0,17641
2024-10-29,6960.1171875,7026.5498046875,7104.7001953125,6963.4501953125,7100.0,5834
2024-10-30,7111.22509765625,7179.10009765625,7220.0,6980.75,7027.60009765625,13572
2024-10-31,7115.93017578125,7183.85009765625,7289.0,7103.9501953125,7160.0498046875,16912
2024-11-01,7193.1923828125,7261.85009765625,7380.0,7216.5,7380.0,3473
2024-11-04,7066.9970703125,7134.4501953125,7358.0,7045.0,7358.0,9945
2024-11-05,7062.09375,7129.5,7189.9501953125,7073.39990234375,7132.9501953125,8042
2024-11-06,7144.853515625,7213.0498046875,7250.0,7106.10009765625,7157.4501953125,8419
2024-11-07,7139.158203125,7207.2998046875,7263.2001953125,7124.0,7210.0,10928
2024-11-08,6984.93017578125,7051.60009765625,7190.0,7010.0,7190.0,8064
2024-11-11,6859.42822265625,6924.89990234375,7086.4501953125,6900.0,7055.10009765625,11176
2024-11-12,6999.09521484375,7065.89990234375,7184.9501953125,6888.0,6945.14990234375,29170
2024-11-13,6701.43603515625,6765.39990234375,7090.0,6750.0,7090.0,25286
2024-11-14,6942.83203125,7009.10009765625,7070.0,6750.0498046875,6872.0,24826
2024-11-18,7212.4091796875,7281.25,7321.0,7055.2001953125,7180.0,50127
2024-11-19,7065.80810546875,7133.25,7320.0498046875,7091.85009765625,7306.5,13950
2024-11-21,6883.89453125,6949.60009765625,7132.0,6940.0,7132.0,17086
2024-11-22,6933.32275390625,6999.5,7044.5,6942.0,6976.4501953125,21273
2024-11-25,6972.05322265625,7038.60009765625,7158.5,7008.0,7040.0,14490
2024-11-26,7170.80615234375,7239.25,7270.0,7045.0498046875,7050.7001953125,21735
2024-11-27,7149.55859375,7217.7998046875,7260.39990234375,7139.4501953125,7248.0,12332
2024-11-28,7259.90576171875,7329.2001953125,7362.0,7174.14990234375,7279.89990234375,19252
2024-11-29,7342.962890625,7413.0498046875,7440.0,7251.10009765625,7368.7998046875,18674
2024-12-02,7339.4462890625,7409.5,7489.0,7313.2001953125,7489.0,13219
2024-12-03,7756.66455078125,7830.7001953125,7896.75,7431.0498046875,7444.14990234375,89912
2024-12-04,7645.6240234375,7718.60009765625,7884.9501953125,7678.0,7830.0,13618
2024-12-05,7600.80224609375,7673.35009765625,7800.0,7650.10009765625,7800.0,8887
2024-12-06,7794.40380859375,7868.7998046875,7911.89990234375,7622.14990234375,7686.2998046875,15822
2024-12-09,7748.39306640625,7822.35009765625,7888.7998046875,7766.2998046875,7888.7998046875,9082
2024-12-10,7886.47509765625,7961.75,8014.9501953125,7706.10009765625,7837.7001953125,23145
2024-12-11,7758.6455078125,7832.7001953125,7989.0,7800.0,7932.7001953125,11721
2024-12-12,7620.8603515625,7693.60009765625,7830.0,7635.14990234375,7830.0,9028
2024-12-13,7610.806640625,7683.4501953125,7729.89990234375,7530.10009765625,7693.60009765625,9808
2024-12-16,7652.01318359375,7725.0498046875,7790.0,7692.0498046875,7790.0,7124
2024-12-17,7520.8154296875,7592.60009765625,7879.9501953125,7538.0,7855.0,11466
2024-12-18,7434.0927734375,7505.0498046875,7610.25,7463.0,7590.0,6967
2024-12-19,7516.35791015625,7588.10009765625,7600.0,7392.64990234375,7514.89990234375,7779
2024-12-20,7224.69189453125,7293.64990234375,7637.2001953125,7262.7998046875,7556.0,9274
2024-12-23,7225.83056640625,7294.7998046875,7398.0,7202.2001953125,7311.85009765625,6141
2024-12-24,7273.97119140625,7343.39990234375,7356.0498046875,7202.7001953125,7300.0,4877
2024-12-26,7140.39599609375,7208.5498046875,7356.0,7201.5,7343.39990234375,5213
2024-12-27,7124.74560546875,7192.75,7268.9501953125,7175.0,7209.0,4349
2024-12-30,7612.29248046875,7684.9501953125,7739.5,7140.0,7200.0,114965
2024-12-31,7515.2685546875,7587.0,7669.9501953125,7400.0,7570.25,17580
2025-01-01,7575.64208984375,7647.9501953125,7687.0,7525.0,7687.0,7056
2025-01-02,7613.03515625,7685.7001953125,7703.39990234375,7520.64990234375,7647.9501953125,11049
2025-01-03,7454.0029296875,7525.14990234375,7679.9501953125,7506.0,7645.0,8468
2025-01-06,7219.29345703125,7288.2001953125,7679.9501953125,7247.75,7525.14990234375,12031
2025-01-07,7315.2275390625,7385.0498046875,7420.0,7215.35009765625,7288.0,11515
2025-01-08,7119.9912109375,7187.9501953125,7460.0,7171.0,7460.0,9246
2025-01-09,7074.1787109375,7141.7001953125,7247.4501953125,7111.0,7218.0,8278
2025-01-10,6821.78759765625,6886.89990234375,7207.0,6796.14990234375,7142.0,15276
2025-01-13,6594.60546875,6657.5498046875,6886.89990234375,6574.0,6886.85009765625,22891
2025-01-14,6634.37646484375,6697.7001953125,6839.0,6660.0498046875,6799.9501953125,10926
2025-01-15,6736.3037109375,6800.60009765625,6884.0,6722.10009765625,6749.89990234375,14910
2025-01-16,6807.3251953125,6872.2998046875,7031.85009765625,6852.2998046875,6920.0,12254
2025-01-17,6842.68798828125,6908.0,6992.2998046875,6849.0,6935.0,11534
2025-01-20,6807.0283203125,6872.0,6962.0,6855.0,6908.0498046875,8189
2025-01-21,6738.23486328125,6802.5498046875,6929.9501953125,6787.2001953125,6906.39990234375,4617
2025-01-22,6652.99853515625,6716.5,6799.9501953125,6671.0,6794.89990234375,14650
2025-01-23,6649.72998046875,6713.2001953125,6759.0,6679.75,6679.75,6003
2025-01-24,6435.474609375,6496.89990234375,6790.0,6488.0,6722.2998046875,17730
2025-01-27,6322.453125,6382.7998046875,6426.35009765625,6207.0,6400.0,32683
2025-01-28,6121.818359375,6180.25,6414.9501953125,6105.0,6382.7998046875,24120
2025-01-29,6544.88037109375,6607.35009765625,6639.7001953125,6220.0,6245.0,16959
2025-01-30,6525.4658203125,6587.75,6741.0,6515.0,6515.0,9548
2025-01-31,6624.96630859375,6688.2001953125,6714.0,6559.25,6617.35009765625,7451
2025-02-01,6712.5302734375,6776.60009765625,6880.0,6600.0,6699.5,8609
2025-02-03,6856.8525390625,6922.2998046875,6938.85009765625,6666.39990234375,6742.2998046875,13059
2025-02-04,6722.68359375,6786.85009765625,7050.0,6762.2001953125,7050.0,14829
2025-02-05,6808.76171875,6873.75,6900.0,6782.39990234375,6786.85009765625,8249
2025-02-06,6844.76806640625,6910.10009765625,6975.0,6832.0,6910.0,9323
2025-02-07,6721.84130859375,6786.0,6885.7998046875,6765.0,6850.0,5906
2025-02-10,6528.68505859375,6591.0,6746.5,6560.0,6720.25,10222
2025-02-11,6440.57568359375,6502.0498046875,6699.0,6300.0,6592.0,24038
2025-02-12,6272.97607421875,6332.85009765625,6500.0498046875,6181.2001953125,6500.0,21431
2025-02-13,6134.29931640625,6192.85009765625,6306.0498046875,6105.0,6281.0,19117
2025-02-14,6112.6064453125,6170.9501953125,6250.0,6114.60009765625,6250.0,19023
2025-02-17,5992.70068359375,6049.89990234375,6181.0498046875,5980.0,6170.9501953125,17867
2025-02-18,5912.5166015625,5968.9501953125,6067.10009765625,5911.60009765625,6049.0498046875,8504
2025-02-19,5932.5751953125,5989.2001953125,6100.0,5911.10009765625,5965.0,10871
2025-02-20,5889.38720703125,5945.60009765625,6044.39990234375,5898.25,6000.10009765625,13787
2025-02-21,5771.51220703125,5826.60009765625,6045.0,5815.2998046875,5955.25,30342
2025-02-24,5523.47998046875,5576.2001953125,5826.5,5544.0,5820.0,81577
2025-02-25,5350.33203125,5401.39990234375,5643.0,5375.0,5599.9501953125,80915
2025-02-27,5342.6552734375,5393.64990234375,5496.9501953125,5292.0498046875,5401.39990234375,58023
2025-02-28,5241.2236328125,5291.25,5412.0,5196.14990234375,5380.5,55203
2025-03-03,5223.6416015625,5273.5,5421.0,5095.0,5291.25,23799
2025-03-04,5371.2822265625,5422.5498046875,5491.14990234375,5147.64990234375,5273.5,30996
2025-03-05,5457.11328125,5509.2001953125,5543.0,5339.60009765625,5421.0498046875,28666
2025-03-06,5534.87109375,5587.7001953125,5643.0,5519.7001953125,5552.89990234375,20803
2025-03-07,5510.701171875,5563.2998046875,5625.0,5530.0,5587.7001953125,21904
2025-03-10,5456.22119140625,5508.2998046875,5589.7998046875,5433.39990234375,5566.0,20476
2025-03-11,5256.0322265625,5306.2001953125,5410.0,5290.25,5398.60009765625,17656
2025-03-12,5253.06103515625,5303.2001953125,5330.0,5236.0,5306.2001953125,17135
2025-03-13,5150.142578125,5199.2998046875,5323.7001953125,5190.0,5303.0498046875,19078
2025-03-17,5034.34814453125,5082.39990234375,5259.9501953125,5060.0498046875,5199.39990234375,33126
2025-03-18,5034.34814453125,5082.39990234375,5082.39990234375,5082.39990234375,5082.39990234375,0
2025-03-19,5258.35986328125,5308.5498046875,5381.89990234375,5280.64990234375,5300.0498046875,24374
2025-03-20,5365.28955078125,5416.5,5488.2998046875,5312.5498046875,5369.0,49722
2025-03-21,5547.8466796875,5600.7998046875,5624.7998046875,5413.0498046875,5495.0,42683
2025-03-24,5606.140625,5659.64990234375,5713.0,5561.60009765625,5605.0498046875,41394
2025-03-25,5584.44775390625,5637.75,5753.0,5555.0,5753.0,21193
2025-03-26,5597.3740234375,5650.7998046875,5661.0,5530.7001953125,5635.5,21314
2025-03-27,5670.7734375,5724.89990234375,5779.9501953125,5552.7998046875,5619.7001953125,38544
2025-03-28,5585.4873046875,5638.7998046875,5888.0,5582.60009765625,5695.0,40127
2025-04-01,5589.35107421875,5642.7001953125,5756.5498046875,5571.0,5607.75,12429
2025-04-02,5680.28271484375,5734.5,5753.5,5531.7998046875,5640.0,10475
2025-04-03,5652.0029296875,5705.9501953125,5759.39990234375,5635.2001953125,5642.2998046875,11171
2025-04-04,5459.24267578125,5511.35009765625,5722.60009765625,5465.0,5721.25,12038
2025-04-07,5347.41015625,5398.4501953125,5439.75,5225.39990234375,5373.5498046875,21854
2025-04-08,5407.5361328125,5459.14990234375,5499.9501953125,5398.4501953125,5398.4501953125,7403
2025-04-09,5361.6240234375,5412.7998046875,5448.25,5357.5,5431.89990234375,5727
2025-04-11,5342.5068359375,5393.5,5521.0,5375.0,5521.0,12545
2025-04-15,5610.94482421875,5664.5,5699.5,5430.0,5554.0,27937
2025-04-16,5627.7841796875,5681.5,5725.0,5641.0,5725.0,7318
2025-04-17,5602.52490234375,5656.0,5720.0,5622.0,5719.5,6968
2025-04-21,5616.392578125,5670.0,5726.0,5620.0,5699.0,11093
2025-04-22,5748.13525390625,5803.0,5830.5,5640.5,5655.0,13317
2025-04-23,5639.17529296875,5693.0,5852.0,5674.0,5815.0,23366
2025-04-24,5625.3076171875,5679.0,5696.5,5624.5,5691.0,11977
2025-04-25,5419.76953125,5471.5,5695.0,5400.5,5650.0,23176
2025-04-28,5365.28955078125,5416.5,5474.0,5387.0,5443.5,14654
2025-04-29,5403.42529296875,5455.0,5485.0,5390.0,5428.0,15813
2025-04-30,5306.35205078125,5357.0,5465.5,5307.5,5425.0,18551
2025-05-02,5299.91357421875,5350.5,5373.0,5240.0,5327.5,13275
2025-05-05,5326.658203125,5377.5,5421.5,5311.0,5345.0,16363
2025-05-06,5261.2822265625,5311.5,5529.5,5257.0,5350.0,29127
2025-05-07,5350.43115234375,5401.5,5466.5,5208.5,5280.0,26627
