Price,Adj Close,Close,High,Low,Open,Volume
2024-01-05,2937.596435546875,2998.85009765625,3079.0,2965.10009765625,2980.0,5560237
2024-01-08,2934.41259765625,2995.60009765625,3034.949951171875,2985.0,3017.0,1682520
2024-01-09,2948.76318359375,3010.25,3074.800048828125,3001.0,3020.0,1979028
2024-01-10,2955.66943359375,3017.300048828125,3025.5,2978.14990234375,3017.10009765625,1248563
2024-01-11,2958.755126953125,3020.449951171875,3042.85009765625,3013.0,3029.89990234375,723628
2024-01-12,2940.633056640625,3001.949951171875,3030.0,2991.0,3030.0,867631
2024-01-15,2968.64892578125,3030.550048828125,3039.199951171875,2985.0,3016.0,1135342
2024-01-16,2932.404541015625,2993.550048828125,3064.449951171875,2941.75,3054.0,2214293
2024-01-17,2897.874755859375,2958.300048828125,3008.10009765625,2931.800048828125,2980.0,1643170
2024-01-18,2906.984619140625,2967.60009765625,2981.0,2845.699951171875,2957.5,2066487
2024-01-19,2966.297607421875,3028.14990234375,3032.0,2982.199951171875,2985.0,1203346
2024-01-23,2831.45947265625,2890.5,3022.0,2847.25,3007.0,1628038
2024-01-24,2871.572998046875,2931.449951171875,2941.949951171875,2820.0,2889.949951171875,1330866
2024-01-25,2844.48779296875,2903.800048828125,2958.300048828125,2875.0,2940.0,1309130
2024-01-29,2916.1435546875,2976.949951171875,2985.0,2903.89990234375,2910.0,1213259
2024-01-30,2951.0166015625,3012.550048828125,3065.0,2986.050048828125,2991.75,1853804
2024-01-31,2938.13525390625,2999.39990234375,3018.5,2981.85009765625,3015.0,1074596
2024-02-01,2936.322998046875,2997.550048828125,3074.0,2955.14990234375,3020.0,1920618
2024-02-02,2910.021240234375,2970.699951171875,3047.949951171875,2965.35009765625,3012.0,1256014
2024-02-05,2872.601806640625,2932.5,3005.0,2912.699951171875,2980.0,936558
2024-02-06,2898.021240234375,2958.449951171875,2969.0,2907.050048828125,2936.949951171875,1421958
2024-02-07,2889.4990234375,2949.75,2978.0,2922.0,2964.89990234375,893201
2024-02-08,3033.9375,3097.199951171875,3132.0,2956.050048828125,2963.0,4475010
2024-02-09,2904.780517578125,2965.35009765625,3127.0,2920.0,3127.0,3176427
2024-02-12,2787.917724609375,2846.050048828125,2987.050048828125,2828.0,2975.0,2890465
2024-02-13,2862.90380859375,2922.60009765625,2933.0,2824.85009765625,2861.800048828125,1805862
2024-02-14,2896.69921875,2957.10009765625,2966.39990234375,2855.300048828125,2887.0,1112043
2024-02-15,2961.448974609375,3023.199951171875,3034.0,2983.14990234375,2990.0,1788864
2024-02-16,3015.913330078125,3078.800048828125,3105.0,3035.199951171875,3044.0,2732655
2024-02-19,2960.0283203125,3021.75,3113.89990234375,3016.85009765625,3099.949951171875,1615343
2024-02-20,2955.6376953125,2995.300048828125,3018.800048828125,2971.0,3018.800048828125,979624
2024-02-21,2909.012939453125,2948.050048828125,3025.0,2935.10009765625,2997.949951171875,1281770
2024-02-22,2965.850341796875,3005.64990234375,3010.0,2940.0,2959.0,919890
2024-02-23,3005.172607421875,3045.5,3065.5,3006.0,3006.0,1388116
2024-02-26,3009.366455078125,3049.75,3075.0,3013.699951171875,3045.449951171875,849178
2024-02-27,3054.5107421875,3095.5,3125.75,3033.25,3044.949951171875,2050688
2024-02-28,3044.34716796875,3085.199951171875,3170.0,3061.25,3114.0,2725678
2024-02-29,3043.212158203125,3084.050048828125,3105.0,3014.10009765625,3084.949951171875,1382425
2024-03-01,3112.531982421875,3154.300048828125,3164.0,3092.0,3099.0,1516443
2024-03-04,3172.378662109375,3214.949951171875,3226.85009765625,3133.0,3157.0,1892157
2024-03-05,3194.136962890625,3237.0,3266.75,3201.0,3229.0,1502498
2024-03-06,3185.453369140625,3228.199951171875,3245.0,3154.300048828125,3238.800048828125,1292669
2024-03-07,3273.373779296875,3317.300048828125,3334.0,3255.050048828125,3262.0,2251410
2024-03-11,3326.806640625,3371.449951171875,3428.0,3336.0,3365.0,2519751
2024-03-12,3224.282470703125,3267.550048828125,3380.0,3241.10009765625,3375.0,1421483
2024-03-13,2999.252197265625,3039.5,3270.35009765625,3015.75,3250.0,3448647
2024-03-14,3124.027587890625,3165.949951171875,3177.89990234375,3017.050048828125,3053.949951171875,2329439
2024-03-15,3058.06298828125,3099.10009765625,3182.550048828125,3006.0,3164.949951171875,2864705
2024-03-18,3080.6103515625,3121.949951171875,3184.0,3105.39990234375,3138.0,1967550
2024-03-19,3018.39501953125,3058.89990234375,3144.39990234375,3034.35009765625,3111.75,1666528
2024-03-20,2941.033203125,2980.5,3080.0,2913.60009765625,3074.0,2975349
2024-03-21,3080.0185546875,3121.35009765625,3128.449951171875,3020.0,3024.0,1962690
2024-03-22,3128.8134765625,3170.800048828125,3209.89990234375,3085.0,3114.050048828125,2086220
2024-03-26,3257.092041015625,3300.800048828125,3305.0,3180.0,3193.0,2573125
2024-03-27,3237.603759765625,3281.050048828125,3324.89990234375,3245.0,3317.0,1503735
2024-03-28,3282.9453125,3327.0,3345.0,3272.0,3291.0,1385868
2024-04-01,3358.2841796875,3403.35009765625,3454.25,3362.10009765625,3392.0,2513886
2024-04-02,3496.085205078125,3543.0,3584.0,3412.0,3440.0,3169551
2024-04-03,3541.77197265625,3589.300048828125,3610.800048828125,3508.300048828125,3540.0,2077663
2024-04-04,3494.062255859375,3540.949951171875,3614.949951171875,3512.199951171875,3609.949951171875,1591827
2024-04-05,3538.565185546875,3586.050048828125,3595.0,3507.85009765625,3545.0,1123258
2024-04-08,3519.915283203125,3567.14990234375,3600.0,3543.050048828125,3600.0,865339
2024-04-09,3499.587890625,3546.550048828125,3589.0,3527.0,3568.0,649755
2024-04-10,3518.1884765625,3565.39990234375,3623.60009765625,3548.64990234375,3550.0,1160813
2024-04-12,3589.92578125,3638.10009765625,3677.550048828125,3550.0,3565.0,3042596
2024-04-15,3581.19287109375,3629.25,3700.0,3564.050048828125,3640.0,3848159
2024-04-16,3672.862548828125,3722.14990234375,3738.949951171875,3585.35009765625,3626.0,2939862
2024-04-18,3628.45849609375,3677.14990234375,3768.0,3652.699951171875,3744.0,2294396
2024-04-19,3701.626708984375,3751.300048828125,3761.14990234375,3621.0,3660.0,2256325
2024-04-22,3735.373779296875,3785.5,3810.0,3732.60009765625,3800.0,1337755
2024-04-23,3745.43896484375,3795.699951171875,3831.85009765625,3783.050048828125,3800.0,1321429
2024-04-24,3894.439453125,3946.699951171875,4000.0,3812.5,3826.10009765625,4429158
2024-04-25,3947.773681640625,4000.75,4035.0,3939.0,3958.60009765625,2632613
2024-04-26,3931.64013671875,3984.39990234375,4039.949951171875,3966.35009765625,4019.949951171875,1432727
2024-04-29,3964.499267578125,4017.699951171875,4044.75,3975.300048828125,4006.35009765625,1202126
2024-04-30,3887.186767578125,3939.35009765625,4035.85009765625,3930.0,4035.35009765625,2054258
2024-05-02,3894.9326171875,3947.199951171875,3973.10009765625,3931.39990234375,3942.0,1008325
2024-05-03,3868.2900390625,3920.199951171875,3967.0,3880.0,3952.25,1180369
2024-05-06,3765.86474609375,3816.39990234375,3938.39990234375,3785.050048828125,3936.0,1613143
2024-05-07,3665.807373046875,3715.0,3839.0,3693.39990234375,3815.449951171875,1975562
2024-05-08,3805.43359375,3856.5,3883.199951171875,3671.0,3703.0,1993745
2024-05-09,3795.71435546875,3846.64990234375,3954.0,3820.449951171875,3895.800048828125,2335375
2024-05-10,3821.61669921875,3872.89990234375,3907.699951171875,3820.64990234375,3860.0,1462534
2024-05-13,3869.81982421875,3921.75,3937.0,3762.60009765625,3875.5,1619124
2024-05-14,4020.74462890625,4074.699951171875,4086.25,3976.0,3979.64990234375,2964966
2024-05-15,4126.96875,4182.35009765625,4193.60009765625,4051.0,4105.7998046875,2310941
2024-05-16,4542.73974609375,4603.7001953125,4656.39990234375,4157.0,4215.0,10028325
2024-05-17,4471.693359375,4531.7001953125,4665.9501953125,4485.0498046875,4644.9501953125,5664667
2024-05-21,4718.92529296875,4782.25,4870.0,4725.14990234375,4750.0,5540182
2024-05-22,4856.03564453125,4921.2001953125,4960.60009765625,4735.0,4810.0,5032087
2024-05-23,4884.35546875,4949.89990234375,4993.0,4908.0,4944.0,3335143
2024-05-24,5098.23486328125,5166.64990234375,5378.0,4921.10009765625,4950.0,9073866
2024-05-27,5074.2568359375,5142.35009765625,5223.2001953125,5025.2998046875,5192.5,4228002
2024-05-28,4953.2802734375,5019.75,5207.89990234375,4955.0,5139.0,4402348
2024-05-29,4984.8564453125,5051.75,5152.0,4950.0,5000.0,4225666
2024-05-30,4910.3564453125,4976.25,5090.0,4953.0498046875,5062.0498046875,2751972
2024-05-31,4907.98828125,4973.85009765625,5042.7998046875,4862.2001953125,5020.0,3912234
2024-06-03,5203.81884765625,5273.64990234375,5444.0,5162.2998046875,5444.0,4619434
2024-06-04,4275.96923828125,4333.35009765625,5145.0,3955.25,5145.0,15486676
2024-06-05,4307.1015625,4364.89990234375,4449.10009765625,3920.0,4421.14990234375,13759681
2024-06-06,4604.806640625,4666.60009765625,4800.0,4450.0,4450.0,9128985
2024-06-07,4682.31689453125,4745.14990234375,4788.0,4550.0,4666.64990234375,4542809
2024-06-10,4748.97265625,4812.7001953125,4844.0,4751.5498046875,4800.0,2877321
2024-06-11,4792.291015625,4856.60009765625,4922.5498046875,4830.0,4831.0498046875,2718189
2024-06-12,4824.26171875,4889.0,4925.2998046875,4841.5498046875,4881.7998046875,2031876
2024-06-13,5032.171875,5099.7001953125,5117.5498046875,4856.0,4940.0,4364888
2024-06-14,5131.68603515625,5200.5498046875,5260.0,5103.75,5140.0,6319680
2024-06-18,5460.1787109375,5533.4501953125,5567.0,5389.5,5460.10009765625,9934132
2024-06-19,5241.611328125,5311.9501953125,5582.7998046875,5261.10009765625,5580.0,7351379
2024-06-20,5218.57080078125,5288.60009765625,5381.2998046875,5156.60009765625,5311.0,4867153
2024-06-21,5102.0830078125,5170.5498046875,5341.5,5151.0,5298.5,4063083
2024-06-24,5254.53759765625,5325.0498046875,5344.39990234375,5114.60009765625,5170.0,3699083
2024-06-25,5300.52099609375,5371.64990234375,5455.0,5330.0,5375.0,3493916
2024-06-26,5215.46240234375,5285.4501953125,5410.0,5274.60009765625,5367.5498046875,2351908
2024-06-27,5211.564453125,5281.5,5309.4501953125,5213.0,5265.0,2864946
2024-06-28,5194.54296875,5264.25,5344.0,5250.0498046875,5299.0,1565629
2024-07-01,5322.6240234375,5394.0498046875,5409.0,5253.2998046875,5270.0,2307080
2024-07-02,5273.2861328125,5344.0498046875,5420.0,5300.0,5400.0,1706329
2024-07-03,5387.009765625,5459.2998046875,5480.0,5331.4501953125,5366.9501953125,2852572
2024-07-04,5442.07177734375,5515.10009765625,5568.7001953125,5459.2998046875,5475.0,3743401
2024-07-05,5478.482421875,5552.0,5624.9501953125,5482.5,5535.0,3446662
2024-07-08,5547.50634765625,5621.9501953125,5662.4501953125,5560.5,5580.0,3536842
2024-07-09,5466.24658203125,5539.60009765625,5674.75,5517.0498046875,5638.89990234375,2392991
2024-07-10,5413.5048828125,5486.14990234375,5580.0,5319.0,5568.7998046875,2121407
2024-07-11,5474.14111328125,5547.60009765625,5575.0,5465.0,5500.0,1843378
2024-07-12,5416.5146484375,5489.2001953125,5578.4501953125,5446.0,5570.0,1387762
2024-07-15,5431.71044921875,5504.60009765625,5535.0,5429.0,5495.0,1316307
2024-07-16,5258.830078125,5329.39990234375,5501.0,5311.7001953125,5492.2001953125,2661970
2024-07-18,4949.33349609375,5015.75,5325.0,4975.0,5325.0,7950717
2024-07-19,4736.68701171875,4800.25,5020.0,4783.10009765625,5010.0,6373234
2024-07-22,4931.078125,4997.25,5073.85009765625,4678.0,4799.75,6315834
2024-07-23,4791.79736328125,4856.10009765625,5069.0,4510.0,5045.0,7108160
2024-07-24,4785.28515625,4849.5,4967.14990234375,4803.10009765625,4855.0,2601966
2024-07-25,4766.091796875,4830.0498046875,4893.75,4732.0498046875,4780.0,2232884
2024-07-26,4840.4443359375,4905.39990234375,4933.75,4842.0,4850.0,1492223
2024-07-29,4963.39501953125,5030.0,5042.0,4911.0,4946.7998046875,2448415
2024-07-30,4888.05615234375,4953.64990234375,5082.0,4945.10009765625,5049.9501953125,2499857
2024-07-31,4857.66357421875,4922.85009765625,4987.89990234375,4912.0,4953.64990234375,1298852
2024-08-01,4749.56396484375,4813.2998046875,4946.89990234375,4797.60009765625,4922.0,2347381
2024-08-02,4633.57080078125,4695.75,4768.0,4631.35009765625,4740.0,3205399
2024-08-05,4530.30615234375,4591.10009765625,4663.7998046875,4480.10009765625,4501.0498046875,3622642
2024-08-06,4454.5234375,4514.2998046875,4737.10009765625,4500.0,4601.0,2117464
2024-08-07,4677.67919921875,4740.4501953125,4749.0,4570.0,4600.9501953125,2000224
2024-08-08,4606.0400390625,4667.85009765625,4759.9501953125,4660.0,4742.0,1301394
2024-08-09,4661.34814453125,4723.89990234375,4773.5,4702.5498046875,4746.7001953125,1039025
2024-08-12,4663.962890625,4726.5498046875,4759.7001953125,4682.10009765625,4690.0,1030708
2024-08-13,4639.0966796875,4701.35009765625,4774.10009765625,4685.0,4748.0,1465327
2024-08-14,4599.97216796875,4661.7001953125,4811.5,4593.75,4704.7998046875,3928422
2024-08-16,4706.64013671875,4769.7998046875,4794.60009765625,4660.0,4769.5,2878549
2024-08-19,4728.79296875,4792.25,4858.0,4774.4501953125,4810.0,2362884
2024-08-20,4673.3369140625,4736.0498046875,4809.9501953125,4683.60009765625,4797.0,1472860
2024-08-21,4681.3515625,4731.14990234375,4772.60009765625,4702.2998046875,4710.0,949203
2024-08-22,4717.9130859375,4768.10009765625,4814.0,4722.0,4740.0,1218312
2024-08-23,4771.98779296875,4822.75,4864.0,4777.60009765625,4807.0,1857673
2024-08-26,4751.4560546875,4802.0,4850.0,4770.0,4850.0,1390960
2024-08-27,4671.75439453125,4721.4501953125,4798.60009765625,4715.0,4795.0,1074033
2024-08-28,4635.83642578125,4685.14990234375,4763.0,4670.0,4724.0,798611
2024-08-29,4553.51220703125,4601.9501953125,4683.4501953125,4540.4501953125,4660.0,1715519
2024-08-30,4630.69091796875,4679.9501953125,4702.4501953125,4602.7998046875,4614.0,1630572
2024-09-02,4638.65625,4688.0,4715.0,4662.7998046875,4699.0,1121937
2024-09-03,4781.48681640625,4832.35009765625,4925.0,4801.64990234375,4922.64990234375,3960603
2024-09-04,4810.67626953125,4861.85009765625,4950.0,4795.35009765625,4845.0,3164300
2024-09-05,4742.0068359375,4792.4501953125,4887.89990234375,4776.0498046875,4871.0,1801363
2024-09-06,4653.94384765625,4703.4501953125,4797.5,4695.0,4785.0,1417853
2024-09-09,4607.833984375,4656.85009765625,4692.9501953125,4581.2001953125,4688.10009765625,1571610
2024-09-10,4636.08349609375,4685.39990234375,4736.89990234375,4676.0,4680.0,1258288
2024-09-11,4550.345703125,4598.75,4708.39990234375,4585.0,4670.0,1173915
2024-09-12,4592.84326171875,4641.7001953125,4653.7001953125,4596.14990234375,4607.9501953125,933061
2024-09-13,4596.0595703125,4644.9501953125,4690.0,4632.0,4658.0,867679
2024-09-16,4548.96044921875,4597.35009765625,4662.89990234375,4590.0498046875,4655.0,642977
2024-09-17,4411.57177734375,4458.5,4599.89990234375,4426.5498046875,4599.0,2413098
2024-09-18,4390.94091796875,4437.64990234375,4485.0,4421.0,4453.9501953125,1326709
2024-09-19,4187.25732421875,4231.7998046875,4464.10009765625,4172.0,4435.0,4675647
2024-09-20,4287.73876953125,4333.35009765625,4393.4501953125,4192.64990234375,4229.9501953125,3502389
2024-09-23,4391.23828125,4437.9501953125,4460.7998046875,4354.0,4370.0,1698571
2024-09-24,4356.11181640625,4402.4501953125,4444.0,4362.0,4437.9501953125,1374111
2024-09-25,4343.05078125,4389.25,4440.0,4372.5498046875,4399.9501953125,1032339
2024-09-26,4323.310546875,4369.2998046875,4405.0,4318.0,4390.9501953125,995154
2024-09-27,4427.056640625,4474.14990234375,4484.35009765625,4374.4501953125,4391.0498046875,2193012
2024-09-30,4374.1201171875,4420.64990234375,4463.0,4385.0,4460.0,1327395
2024-10-01,4379.51318359375,4426.10009765625,4446.0,4398.0498046875,4428.0,841972
2024-10-03,4222.53271484375,4267.4501953125,4428.89990234375,4254.0,4344.9501953125,1628669
2024-10-04,4211.84619140625,4256.64990234375,4334.35009765625,4200.0,4260.0,1374135
2024-10-07,4122.05126953125,4165.89990234375,4318.64990234375,4120.35009765625,4256.64990234375,1656254
2024-10-08,4322.32080078125,4368.2998046875,4389.7998046875,4145.0,4160.0,2008330
2024-10-09,4340.37841796875,4386.5498046875,4447.85009765625,4368.0,4386.0,1355805
2024-10-10,4435.07177734375,4482.25,4538.0,4365.0498046875,4398.0,2294983
2024-10-11,4399.3515625,4446.14990234375,4515.0,4431.35009765625,4486.0,860513
2024-10-14,4460.10546875,4507.5498046875,4544.7998046875,4488.4501953125,4518.2998046875,1482299
2024-10-15,4527.2412109375,4575.39990234375,4597.89990234375,4498.4501953125,4524.0,1760628
2024-10-16,4607.240234375,4656.25,4676.60009765625,4600.0,4619.0,2398061
2024-10-17,4471.03955078125,4518.60009765625,4671.0,4505.25,4671.0,1346544
2024-10-18,4477.0751953125,4524.7001953125,4559.0,4423.25,4493.60009765625,1369365
2024-10-21,4466.93310546875,4514.4501953125,4586.7998046875,4490.0,4534.7998046875,1095298
2024-10-22,4256.42236328125,4301.7001953125,4507.75,4290.4501953125,4499.9501953125,1544137
2024-10-23,4189.1875,4233.75,4305.5498046875,4191.4501953125,4282.0,1624578
2024-10-24,4152.97265625,4197.14990234375,4284.4501953125,4185.0498046875,4234.25,956246
2024-10-25,4121.75439453125,4165.60009765625,4218.89990234375,4075.199951171875,4200.0,1520490
2024-10-28,4105.08203125,4148.75,4218.89990234375,4098.2001953125,4200.0,1207398
2024-10-29,4229.50830078125,4274.5,4285.0,4115.2001953125,4150.0,1523375
2024-10-30,4191.7099609375,4236.2998046875,4334.0,4225.0,4264.9501953125,1526646
2024-10-31,4202.00146484375,4246.7001953125,4270.2001953125,4195.5498046875,4236.0,1137221
2024-11-01,4242.8662109375,4288.0,4295.5498046875,4257.0498046875,4269.7998046875,170153
2024-11-04,4163.95556640625,4208.25,4287.9501953125,4196.0,4287.9501953125,1013884
2024-11-05,4217.0908203125,4261.9501953125,4280.0,4130.0,4200.0,1215686
2024-11-06,4343.94140625,4390.14990234375,4420.0,4270.0498046875,4276.0,1228872
2024-11-07,4387.1318359375,4433.7998046875,4454.0,4381.10009765625,4404.0,1185134
2024-11-08,4354.28125,4400.60009765625,4476.85009765625,4380.0,4435.5498046875,1073330
2024-11-11,4396.927734375,4443.7001953125,4489.89990234375,4347.2001953125,4383.9501953125,1152838
2024-11-12,4198.8349609375,4243.5,4469.0,4221.0,4455.0,1366992
2024-11-13,4024.093505859375,4066.89990234375,4220.0,4045.550048828125,4220.0,2076393
2024-11-14,4044.031494140625,4087.050048828125,4185.0,3920.35009765625,4080.0,3878379
2024-11-18,4034.928466796875,4077.85009765625,4248.0,4060.050048828125,4189.9501953125,1939714
2024-11-19,4014.446044921875,4057.14990234375,4148.7001953125,4040.0,4100.0,1425438
2024-11-21,3941.52197265625,3983.449951171875,4079.800048828125,3931.050048828125,4072.449951171875,2061517
2024-11-22,4068.075439453125,4111.35009765625,4127.10009765625,3988.10009765625,3992.0,1404647
2024-11-25,4244.79638671875,4289.9501953125,4319.10009765625,4231.25,4280.0,2249045
2024-11-26,4318.6103515625,4364.5498046875,4408.35009765625,4301.0498046875,4309.7998046875,1967056
2024-11-27,4427.5517578125,4474.64990234375,4488.7001953125,4355.0,4376.0,2144888
2024-11-28,4419.83349609375,4466.85009765625,4529.5,4451.25,4500.0,1454277
2024-11-29,4429.72900390625,4476.85009765625,4499.0,4420.7001953125,4459.0,967791
2024-12-02,4457.3349609375,4504.75,4526.4501953125,4444.0,4475.0,1068673
2024-12-03,4471.28662109375,4518.85009765625,4545.0,4481.39990234375,4520.0,1089664
2024-12-04,4473.76025390625,4521.35009765625,4627.0,4490.0,4605.85009765625,2420334
2024-12-05,4520.76025390625,4568.85009765625,4577.0,4513.25,4540.0,1129143
2024-12-06,4511.65673828125,4559.64990234375,4611.10009765625,4550.0,4584.39990234375,912032
2024-12-09,4570.3330078125,4618.9501953125,4646.9501953125,4551.0,4561.0,1524379
2024-12-10,4578.9912109375,4627.7001953125,4649.89990234375,4601.0,4627.0,1313990
2024-12-11,4600.75927734375,4649.7001953125,4660.0,4591.5498046875,4624.5498046875,767757
2024-12-12,4611.4951171875,4660.5498046875,4723.4501953125,4645.0,4650.0,1327850
2024-12-13,4620.4990234375,4669.64990234375,4755.0,4660.5498046875,4754.5,3312042
2024-12-16,4627.12890625,4676.35009765625,4699.0,4651.14990234375,4692.10009765625,741557
2024-12-17,4573.94482421875,4622.60009765625,4716.0,4605.39990234375,4676.0,936875
2024-12-18,4435.66552734375,4482.85009765625,4628.0,4472.35009765625,4624.39990234375,1240240
2024-12-19,4338.9443359375,4385.10009765625,4442.9501953125,4375.0,4399.4501953125,1084324
2024-12-20,4146.095703125,4190.2001953125,4420.0,4175.0,4385.0,1598164
2024-12-23,4181.5185546875,4226.0,4249.85009765625,4150.0,4239.0,947680
2024-12-24,4171.822265625,4216.2001953125,4281.5,4205.75,4255.0,947702
2024-12-26,4184.68505859375,4229.2001953125,4245.0,4195.0,4233.0,637396
2024-12-27,4188.7919921875,4233.35009765625,4293.0,4203.2001953125,4240.0,873116
2024-12-30,4038.0947265625,4081.050048828125,4250.0,4050.0,4239.0,3291426
2024-12-31,4134.37060546875,4178.35009765625,4198.89990234375,4081.0,4081.050048828125,901281
2025-01-01,4126.306640625,4170.2001953125,4187.25,4127.0,4178.35009765625,696846
2025-01-02,4191.2158203125,4235.7998046875,4242.0,4177.9501953125,4180.0,1347694
2025-01-03,4161.7294921875,4206.0,4270.0498046875,4197.0,4240.0,853004
2025-01-06,4058.57666015625,4101.75,4220.0,4070.0,4218.0,1131463
2025-01-07,4119.578125,4163.39990234375,4199.0,4105.10009765625,4109.5,706292
2025-01-08,4066.541748046875,4109.7998046875,4181.7001953125,4100.0,4171.0,958207
2025-01-09,4054.222900390625,4097.35009765625,4133.35009765625,4057.199951171875,4117.0,1134421
2025-01-10,3958.392333984375,4000.5,4095.0,3981.0,4095.0,1321248
2025-01-13,3748.37646484375,3788.25,3985.25,3772.35009765625,3900.0,1959105
2025-01-14,3788.054443359375,3828.35009765625,3873.949951171875,3780.0,3805.0,1803243
2025-01-15,3782.562744140625,3822.800048828125,3874.0,3801.550048828125,3853.949951171875,1061461
2025-01-16,3877.5029296875,3918.75,3944.60009765625,3860.0,3877.0,1076967
2025-01-17,4073.270263671875,4116.60009765625,4142.0,3882.199951171875,3934.0,2907534
2025-01-20,4143.42431640625,4187.5,4242.0,4105.0,4133.5,2062527
2025-01-21,4008.162841796875,4050.800048828125,4233.35009765625,4037.050048828125,4210.0,2319540
2025-01-22,3862.364013671875,3903.449951171875,4078.0,3820.0,4078.0,2506920
2025-01-23,3881.262939453125,3922.550048828125,3970.0,3875.050048828125,3903.449951171875,1649481
2025-01-24,3809.278564453125,3849.800048828125,3974.050048828125,3836.25,3940.0,1149113
2025-01-27,3632.014404296875,3670.64990234375,3817.050048828125,3656.0,3817.050048828125,2193288
2025-01-28,3561.266845703125,3599.14990234375,3696.550048828125,3485.0,3675.85009765625,3530307
2025-01-29,3661.550048828125,3700.5,3710.0,3577.550048828125,3619.0,1582724
2025-01-30,3739.372314453125,3779.14990234375,3798.800048828125,3707.050048828125,3725.0,1513385
2025-01-31,3895.363037109375,3936.800048828125,3969.0,3784.800048828125,3804.10009765625,1976237
2025-02-01,3735.21630859375,3774.949951171875,4052.85009765625,3681.64990234375,3972.0,4570653
2025-02-03,3491.409912109375,3528.550048828125,3730.0,3513.0,3720.0,3692250
2025-02-04,3690.4921875,3729.75,3738.89990234375,3580.0,3600.0,2467011
2025-02-05,3777.120849609375,3817.300048828125,3853.800048828125,3750.0,3765.0,1621003
2025-02-06,3732.198486328125,3771.89990234375,3846.0,3748.050048828125,3830.0,1253037
2025-02-07,3778.654541015625,3818.85009765625,3834.300048828125,3748.60009765625,3795.0,1391172
2025-02-10,3746.793212890625,3786.64990234375,3849.0,3753.60009765625,3818.0,1336993
2025-02-11,3611.037353515625,3649.449951171875,3794.85009765625,3617.14990234375,3794.0,1551384
2025-02-12,3556.3193359375,3594.14990234375,3658.550048828125,3470.050048828125,3639.050048828125,3099846
2025-02-13,3621.773193359375,3660.300048828125,3731.5,3611.050048828125,3615.0,2224171
2025-02-14,3476.71630859375,3513.699951171875,3717.89990234375,3480.89990234375,3700.0,2355500
2025-02-17,3439.1162109375,3475.699951171875,3549.949951171875,3395.0,3489.0,1606401
2025-02-18,3333.37255859375,3344.60009765625,3499.89990234375,3303.0,3475.699951171875,2310841
2025-02-19,3352.4580078125,3363.75,3431.89990234375,3275.14990234375,3303.0,2689414
2025-02-20,3397.107666015625,3408.550048828125,3424.0,3320.5,3355.0,1492723
2025-02-21,3357.192138671875,3368.5,3475.60009765625,3355.050048828125,3408.300048828125,1456123
2025-02-24,3339.15283203125,3350.39990234375,3357.949951171875,3294.050048828125,3350.0,1026035
2025-02-25,3276.3642578125,3287.39990234375,3377.050048828125,3270.0,3350.5,1135200
2025-02-27,3231.7646484375,3242.64990234375,3316.699951171875,3230.0,3300.0,1573040
2025-02-28,3077.8330078125,3088.199951171875,3224.800048828125,3080.0,3202.0,2413864
2025-03-03,3176.351318359375,3187.050048828125,3204.949951171875,3046.050048828125,3096.0,2306313
2025-03-04,3300.03466796875,3311.14990234375,3330.0,3108.949951171875,3162.0,2598027
2025-03-05,3413.004150390625,3424.5,3435.949951171875,3295.949951171875,3313.0,1884731
2025-03-06,3406.22705078125,3417.699951171875,3497.0,3405.25,3472.0,1331348
2025-03-07,3440.461669921875,3452.050048828125,3502.0,3371.64990234375,3418.64990234375,1732838
2025-03-10,3406.42626953125,3417.89990234375,3538.949951171875,3410.0,3452.050048828125,2150456
2025-03-11,3448.235595703125,3459.85009765625,3471.0,3355.0,3390.64990234375,1502808
2025-03-12,3403.9345703125,3415.39990234375,3494.25,3388.25,3470.0,1076349
2025-03-13,3384.749267578125,3396.14990234375,3485.60009765625,3390.85009765625,3435.0,1229721
2025-03-17,3428.352294921875,3439.89990234375,3484.0,3399.0,3400.0,1130061
2025-03-18,3428.352294921875,3439.89990234375,3439.89990234375,3439.89990234375,3439.89990234375,0
2025-03-19,3728.0927734375,3740.64990234375,3772.39990234375,3577.550048828125,3600.0,2913829
2025-03-20,3806.1298828125,3818.949951171875,3848.0,3704.14990234375,3789.0,2956442
2025-03-21,3878.187255859375,3891.25,3947.449951171875,3812.5,3849.0,3311452
2025-03-24,4115.9365234375,4129.7998046875,4158.0,3940.199951171875,3953.0,4251655
2025-03-25,3998.98046875,4012.449951171875,4215.0,4000.800048828125,4200.39990234375,3634045
2025-03-26,4114.44140625,4128.2998046875,4185.0,3971.050048828125,4035.0,4882801
2025-03-27,4146.98193359375,4160.9501953125,4209.0,4120.7001953125,4150.0,2966370
2025-03-28,4163.4267578125,4177.4501953125,4294.0,4161.35009765625,4198.10009765625,3295702
2025-04-01,4209.521484375,4223.7001953125,4444.9501953125,4207.0498046875,4400.0,6632420
2025-04-02,4220.185546875,4234.39990234375,4252.5,4151.0498046875,4239.0,2520516
2025-04-03,4304.70068359375,4319.2001953125,4328.0,4185.25,4196.5498046875,2369383
2025-04-04,4224.86962890625,4239.10009765625,4351.85009765625,4204.0,4309.5498046875,2499556
2025-04-07,3994.74462890625,4008.199951171875,4046.14990234375,3820.10009765625,3821.0,3022372
2025-04-08,4028.38134765625,4041.949951171875,4136.39990234375,4000.0,4106.60009765625,2071394
