Price,Adj Close,Close,High,Low,Open,Volume
2024-01-05,3189.697998046875,3209.85009765625,3268.0,3174.300048828125,3203.0,86405
2024-01-08,3179.51220703125,3199.60009765625,3254.0,3180.0,3225.0,54683
2024-01-09,3169.62451171875,3189.64990234375,3251.949951171875,3180.0,3206.60009765625,44919
2024-01-10,3171.661865234375,3191.699951171875,3218.39990234375,3172.14990234375,3180.0,33644
2024-01-11,3186.07080078125,3206.199951171875,3247.10009765625,3190.050048828125,3190.050048828125,27401
2024-01-12,3193.77197265625,3213.949951171875,3260.699951171875,3195.85009765625,3222.0,58847
2024-01-15,3153.874267578125,3173.800048828125,3220.0,3132.050048828125,3200.050048828125,43380
2024-01-16,3135.0927734375,3154.89990234375,3199.050048828125,3074.199951171875,3181.699951171875,68069
2024-01-17,3069.209228515625,3088.60009765625,3154.89990234375,3065.64990234375,3154.89990234375,27505
2024-01-18,3054.601318359375,3073.89990234375,3105.0,3001.5,3074.949951171875,28876
2024-01-19,3056.34033203125,3075.64990234375,3125.0,3060.0,3089.0,26267
2024-01-23,2974.606689453125,2993.39990234375,3094.5,2987.0,3073.0,22828
2024-01-24,3009.73486328125,3028.75,3059.0,2977.0,2994.0,26051
2024-01-25,3095.54296875,3115.10009765625,3145.0,3032.0,3040.0,78716
2024-01-29,3087.195556640625,3106.699951171875,3151.0,3090.35009765625,3130.699951171875,27412
2024-01-30,3064.04150390625,3083.39990234375,3165.0,3046.60009765625,3112.0,45842
2024-01-31,3161.27734375,3181.25,3228.0,3085.550048828125,3095.0,87781
2024-02-01,3116.51025390625,3136.199951171875,3209.949951171875,3103.199951171875,3197.699951171875,29107
2024-02-02,3075.419921875,3094.85009765625,3160.949951171875,3049.550048828125,3138.0,38412
2024-02-05,3105.231689453125,3124.85009765625,3162.89990234375,3058.449951171875,3104.5,33131
2024-02-06,3219.8076171875,3240.14990234375,3288.0,3085.25,3129.89990234375,116089
2024-02-07,3264.52490234375,3285.14990234375,3330.0,3209.0,3330.0,85681
2024-02-08,3188.604736328125,3208.75,3508.550048828125,3151.050048828125,3339.449951171875,304099
2024-02-09,3329.166748046875,3350.199951171875,3364.199951171875,3206.0,3290.0,156658
2024-02-12,3290.75927734375,3311.550048828125,3405.5,3276.050048828125,3390.199951171875,72598
2024-02-13,3301.292724609375,3322.14990234375,3357.949951171875,3290.14990234375,3312.0,78917
2024-02-14,3341.2900390625,3362.39990234375,3450.0,3292.89990234375,3315.0,106499
2024-02-15,3437.03515625,3458.75,3477.0,3378.949951171875,3379.199951171875,114825
2024-02-16,3413.732421875,3435.300048828125,3498.0,3402.35009765625,3458.75,64984
2024-02-19,3465.157470703125,3487.050048828125,3559.0,3461.0,3474.5,86795
2024-02-20,3489.602783203125,3511.64990234375,3563.949951171875,3486.050048828125,3517.5,84391
2024-02-21,3521.94873046875,3544.199951171875,3581.949951171875,3486.050048828125,3549.89990234375,248882
2024-02-22,3698.334228515625,3721.699951171875,3758.85009765625,3495.0,3547.75,212820
2024-02-23,3716.37060546875,3739.85009765625,3772.89990234375,3694.75,3729.949951171875,181934
2024-02-26,3704.743896484375,3728.14990234375,3894.949951171875,3701.10009765625,3754.85009765625,144804
2024-02-27,3675.280029296875,3698.5,3739.35009765625,3658.949951171875,3728.89990234375,55483
2024-02-28,3559.8095703125,3582.300048828125,3699.0,3540.0,3699.0,309787
2024-02-29,3614.41455078125,3637.25,3645.35009765625,3519.10009765625,3578.699951171875,92159
2024-03-01,3607.35888671875,3630.14990234375,3650.0,3592.050048828125,3637.25,220727
2024-03-04,3674.087646484375,3697.300048828125,3739.89990234375,3591.25,3666.35009765625,48100
2024-03-05,3652.672607421875,3675.75,3699.0,3635.949951171875,3680.050048828125,62762
2024-03-06,3552.65478515625,3575.10009765625,3683.949951171875,3551.0,3677.949951171875,84684
2024-03-07,3618.836669921875,3641.699951171875,3677.949951171875,3575.0,3575.0,36604
2024-03-11,3595.384765625,3618.10009765625,3726.0,3431.60009765625,3669.89990234375,141494
2024-03-12,3595.384765625,3618.10009765625,3669.699951171875,3534.64990234375,3600.10009765625,51422
2024-03-13,3606.265869140625,3629.050048828125,3762.0,3542.85009765625,3609.75,204544
2024-03-14,3587.087158203125,3609.75,3640.0,3571.89990234375,3607.050048828125,96849
2024-03-15,3462.176513671875,3484.050048828125,3615.0,3450.0,3610.0,481655
2024-03-18,3667.330078125,3690.5,3725.0,3408.949951171875,3484.89990234375,133565
2024-03-19,3571.833251953125,3594.39990234375,3714.89990234375,3571.14990234375,3714.89990234375,71728
2024-03-20,3661.96435546875,3685.10009765625,3731.949951171875,3583.60009765625,3594.949951171875,90209
2024-03-21,3835.6171875,3859.85009765625,3985.0,3666.449951171875,3700.89990234375,260347
2024-03-22,3874.372314453125,3898.85009765625,3952.050048828125,3841.699951171875,3859.949951171875,104721
2024-03-26,4075.99853515625,4101.75,4147.0,3899.0,3920.0,292030
2024-03-27,4160.76220703125,4187.0498046875,4208.0,4035.5,4097.0,91835
2024-03-28,4166.02978515625,4192.35009765625,4288.64990234375,4151.2001953125,4190.0,86288
2024-04-01,4261.22802734375,4288.14990234375,4395.0,4210.10009765625,4210.10009765625,106194
2024-04-02,4272.80517578125,4299.7998046875,4385.0,4253.9501953125,4302.25,70568
2024-04-03,4404.9697265625,4432.7998046875,4499.0,4281.2001953125,4370.0,282251
2024-04-04,4480.04541015625,4508.35009765625,4581.64990234375,4419.0498046875,4500.0,205605
2024-04-05,4490.08251953125,4518.4501953125,4639.89990234375,4489.4501953125,4538.14990234375,188235
2024-04-08,4514.7265625,4543.25,4685.5,4500.0,4554.5498046875,155833
2024-04-09,4531.32177734375,4559.9501953125,4680.25,4535.0498046875,4590.9501953125,108180
2024-04-10,4515.62060546875,4544.14990234375,4609.60009765625,4521.5,4602.5,64756
2024-04-12,4516.06787109375,4544.60009765625,4573.85009765625,4503.0,4503.0,76568
2024-04-15,4679.4853515625,4709.0498046875,4875.0,4450.0,4544.60009765625,466947
2024-04-16,4642.7177734375,4672.0498046875,4809.89990234375,4642.4501953125,4730.0,135718
2024-04-18,4712.9248046875,4742.7001953125,4780.0,4641.0498046875,4693.0,199247
2024-04-19,4781.68994140625,4811.89990234375,4877.0,4717.5498046875,4742.7001953125,332744
2024-04-22,4573.75341796875,4602.64990234375,4978.89990234375,4573.89990234375,4849.0,226096
2024-04-23,4516.416015625,4544.9501953125,4750.0,4510.2998046875,4602.64990234375,288963
2024-04-24,4408.54736328125,4436.39990234375,4636.75,4392.10009765625,4594.89990234375,194342
2024-04-25,4273.30126953125,4300.2998046875,4485.0,4260.0,4485.0,148427
2024-04-26,4340.3779296875,4367.7998046875,4414.9501953125,4307.9501953125,4342.75,117241
2024-04-29,4426.53369140625,4454.5,4552.0,4395.35009765625,4413.89990234375,169747
2024-04-30,4640.283203125,4669.60009765625,4718.35009765625,4480.0,4492.0,288560
2024-05-02,4666.8154296875,4696.2998046875,4725.2001953125,4601.10009765625,4700.0,300855
2024-05-03,4736.97216796875,4766.89990234375,4799.0,4645.25,4676.0,178717
2024-05-06,4623.04248046875,4652.25,4766.89990234375,4517.0,4766.89990234375,148354
2024-05-07,4530.080078125,4558.7001953125,4674.0,4484.25,4655.0,107952
2024-05-08,4664.48046875,4693.9501953125,4773.25,4562.0498046875,4562.60009765625,161786
2024-05-09,4457.18994140625,4485.35009765625,4760.9501953125,4434.0,4740.0,125421
2024-05-10,4553.1337890625,4581.89990234375,4629.5498046875,4412.10009765625,4540.2998046875,72384
2024-05-13,4580.3125,4609.25,4680.0,4542.0,4650.0,159155
2024-05-14,4666.0703125,4695.5498046875,4839.7001953125,4638.85009765625,4649.7001953125,303839
2024-05-15,5055.857421875,5087.7998046875,5382.39990234375,4723.9501953125,4724.0,1078129
2024-05-16,4913.7548828125,4944.7998046875,5241.9501953125,4920.0,5129.9501953125,480662
2024-05-17,4910.2275390625,4941.25,5049.39990234375,4905.5,5031.0498046875,295652
2024-05-21,4969.85107421875,5001.25,5122.0,4887.0,4980.0,247383
2024-05-22,5000.30859375,5031.89990234375,5170.0,4920.0,5063.7001953125,382764
2024-05-23,5132.3740234375,5164.7998046875,5348.0,4927.0,5094.0,524907
2024-05-24,5111.3076171875,5143.60009765625,5256.64990234375,5065.0,5184.10009765625,322119
2024-05-27,5262.45263671875,5295.7001953125,5419.9501953125,5153.9501953125,5206.89990234375,485754
2024-05-28,5316.0634765625,5349.64990234375,5550.0,5230.0498046875,5306.14990234375,482461
2024-05-29,5250.5771484375,5283.75,5569.0,5247.0,5371.0498046875,446572
2024-05-30,5390.54345703125,5424.60009765625,5554.39990234375,5215.0,5335.7998046875,614851
2024-05-31,5370.71826171875,5404.64990234375,5564.0,5122.10009765625,5495.0,5477923
2024-06-03,5623.07421875,5658.60009765625,5699.89990234375,5554.0498046875,5640.0,274033
2024-06-04,5244.16748046875,5277.2998046875,5699.9501953125,4930.7998046875,5699.9501953125,777579
2024-06-05,5098.48876953125,5130.7001953125,5463.10009765625,4968.10009765625,5463.10009765625,582073
2024-06-06,5229.1630859375,5262.2001953125,5282.0,5102.14990234375,5149.0,212935
2024-06-07,5193.28955078125,5226.10009765625,5430.0,5080.0,5319.89990234375,273990
2024-06-10,5129.34326171875,5161.75,5257.14990234375,5145.0498046875,5220.0,114241
2024-06-11,5166.65771484375,5199.2998046875,5307.35009765625,5131.0498046875,5226.35009765625,229218
2024-06-12,5363.2158203125,5397.10009765625,5449.89990234375,5152.10009765625,5199.0,130713
2024-06-13,5308.859375,5342.39990234375,5531.0,5305.0,5404.9501953125,74113
2024-06-14,5278.55078125,5311.89990234375,5404.64990234375,5256.7998046875,5389.7998046875,123318
2024-06-18,5224.7900390625,5257.7998046875,5419.0,5232.0,5417.39990234375,64774
2024-06-19,5085.17236328125,5117.2998046875,5310.0,5058.0498046875,5284.10009765625,114279
2024-06-20,5107.87890625,5140.14990234375,5174.89990234375,5080.0498046875,5134.9501953125,81766
2024-06-21,5006.9169921875,5038.5498046875,5179.0,5011.10009765625,5130.0,279015
2024-06-24,5165.6142578125,5198.25,5224.9501953125,5018.4501953125,5048.0498046875,107502
2024-06-25,5083.53271484375,5115.64990234375,5265.39990234375,5091.0,5239.9501953125,84493
2024-06-26,5114.8349609375,5147.14990234375,5189.89990234375,5050.0,5150.0,120439
2024-06-27,5314.72216796875,5348.2998046875,5475.0,5076.9501953125,5082.0,163700
2024-06-28,5317.4052734375,5351.0,5410.0,5241.0,5305.25,95492
2024-07-01,5264.88720703125,5298.14990234375,5368.14990234375,5241.10009765625,5368.10009765625,44175
2024-07-02,5136.19970703125,5168.64990234375,5320.9501953125,5143.9501953125,5309.9501953125,190471
2024-07-03,5261.30908203125,5294.5498046875,5349.0,5151.5,5220.0,50086
2024-07-04,5255.79443359375,5289.0,5355.0,5258.5498046875,5320.0,47737
2024-07-05,5608.42138671875,5631.0498046875,5789.0,5289.9501953125,5289.9501953125,521073
2024-07-08,5643.6796875,5666.4501953125,5839.9501953125,5620.5,5655.75,211014
2024-07-09,5538.90234375,5561.25,5815.0,5531.60009765625,5694.0,78578
2024-07-10,5305.5439453125,5326.9501953125,5550.0,5307.0,5550.0,99766
2024-07-11,5209.28173828125,5230.2998046875,5330.0,5159.0498046875,5250.0,172469
2024-07-12,5231.14404296875,5252.25,5330.0,5203.2001953125,5275.0,55466
2024-07-15,5148.77587890625,5169.5498046875,5300.0,5096.0498046875,5252.25,157848
2024-07-16,5078.111328125,5098.60009765625,5235.0,5050.5498046875,5170.0,126521
2024-07-18,4942.4091796875,4962.35009765625,5135.0,4905.14990234375,5089.5498046875,174482
2024-07-19,4952.36865234375,4972.35009765625,5020.0,4840.0,4980.5498046875,138486
2024-07-22,4957.99609375,4978.0,5015.0,4940.0498046875,4955.25,291054
2024-07-23,4953.76318359375,4973.75,5048.2998046875,4801.5498046875,4979.7998046875,74156
2024-07-24,4920.1982421875,4940.0498046875,5068.0,4903.0498046875,5026.0498046875,58922
2024-07-25,4922.73828125,4942.60009765625,5025.0,4899.0498046875,4934.0498046875,35601
2024-07-26,5048.58056640625,5068.9501953125,5086.0,4950.0,4950.0498046875,59650
2024-07-29,5029.95556640625,5050.25,5145.25,5033.0498046875,5120.0,47198
2024-07-30,5038.67041015625,5059.0,5090.89990234375,5039.0,5073.7998046875,35018
2024-07-31,5051.4189453125,5071.7998046875,5116.0,5021.2001953125,5059.0,94885
2024-08-01,5159.3837890625,5180.2001953125,5215.0498046875,5057.89990234375,5082.7998046875,88390
2024-08-02,4964.2705078125,4984.2998046875,5195.89990234375,4950.0,5139.0498046875,280016
2024-08-05,4525.04248046875,4543.2998046875,4923.89990234375,4503.5,4900.0,117354
2024-08-06,4432.41650390625,4450.2998046875,4629.9501953125,4430.0,4575.25,200005
2024-08-07,4372.70751953125,4390.35009765625,4536.89990234375,4367.9501953125,4475.0,128393
2024-08-08,4340.8857421875,4358.39990234375,4488.0,4345.0,4409.4501953125,67584
2024-08-09,4338.8935546875,4356.39990234375,4515.9501953125,4301.0498046875,4400.0,113584
2024-08-12,4239.89306640625,4257.0,4361.0498046875,4171.35009765625,4357.0,270932
2024-08-13,4296.6640625,4314.0,4395.0,4253.0,4256.0,99498
2024-08-14,4283.81640625,4301.10009765625,4331.75,4231.85009765625,4323.4501953125,70174
2024-08-16,4359.4111328125,4377.0,4435.0,4310.0,4312.75,351782
2024-08-19,4296.6640625,4314.0,4448.85009765625,4288.7998046875,4448.85009765625,61510
2024-08-20,4359.361328125,4376.9501953125,4410.25,4290.60009765625,4332.14990234375,45646
2024-08-21,4479.4267578125,4497.5,4550.0,4356.60009765625,4356.60009765625,116618
2024-08-22,4550.3408203125,4568.7001953125,4596.64990234375,4500.0,4500.0,170727
2024-08-23,4463.04296875,4481.0498046875,4630.0,4461.35009765625,4566.0,96960
2024-08-26,4417.8251953125,4435.64990234375,4494.9501953125,4332.5498046875,4465.0498046875,90076
2024-08-27,4421.361328125,4439.2001953125,4500.0,4425.89990234375,4435.64990234375,186854
2024-08-28,4428.3330078125,4446.2001953125,4494.0,4390.0,4494.0,125961
2024-08-29,4342.4794921875,4360.0,4469.35009765625,4337.14990234375,4465.2001953125,46737
2024-08-30,4355.2275390625,4372.7998046875,4447.2001953125,4330.0,4370.0,177013
2024-09-02,4367.08056640625,4384.7001953125,4404.39990234375,4353.0,4393.2998046875,67305
2024-09-03,4364.83935546875,4382.4501953125,4447.85009765625,4353.0,4389.0,47861
2024-09-04,4309.5625,4326.9501953125,4372.4501953125,4290.0,4359.0,52410
2024-09-05,4262.25341796875,4279.4501953125,4345.7001953125,4265.0,4345.7001953125,60163
2024-09-06,4312.998046875,4330.39990234375,4393.7998046875,4287.25,4290.60009765625,63491
2024-09-09,4306.275390625,4323.64990234375,4404.0,4280.10009765625,4330.39990234375,176242
2024-09-10,4362.64794921875,4380.25,4390.0,4295.2998046875,4318.0,53151
2024-09-11,4451.98779296875,4469.9501953125,4498.85009765625,4377.10009765625,4415.0,96316
2024-09-12,4621.9521484375,4640.60009765625,4689.35009765625,4450.0498046875,4450.0498046875,195773
2024-09-13,4711.5400390625,4730.5498046875,4892.0,4675.0,4689.0,301489
2024-09-16,4983.7919921875,5003.89990234375,5085.0,4767.0498046875,4829.0,443388
2024-09-17,5209.33203125,5230.35009765625,5250.0,4991.25,5046.0,376561
2024-09-18,5199.5712890625,5220.5498046875,5269.25,5154.10009765625,5234.9501953125,103963
2024-09-19,5186.42431640625,5207.35009765625,5288.0,5067.5,5201.5,105166
2024-09-20,5324.06884765625,5345.5498046875,5575.0498046875,5027.10009765625,5205.0,174780
2024-09-23,5213.16650390625,5234.2001953125,5460.0,5213.5,5394.9501953125,86254
2024-09-24,5279.44921875,5300.75,5370.10009765625,5139.7001953125,5299.0,107945
2024-09-25,5178.35693359375,5199.25,5314.0,5190.0,5300.75,75186
2024-09-26,5258.23486328125,5279.4501953125,5295.0,5180.10009765625,5220.0,80156
2024-09-27,5179.80126953125,5200.7001953125,5345.85009765625,5151.35009765625,5345.85009765625,47771
2024-09-30,5079.705078125,5100.2001953125,5186.89990234375,5086.10009765625,5186.89990234375,82418
2024-10-01,5078.310546875,5098.7998046875,5148.7001953125,5055.5498046875,5100.2001953125,33435
2024-10-03,4898.5859375,4918.35009765625,5140.0,4880.7001953125,5080.0,47988
2024-10-04,5172.380859375,5193.25,5261.89990234375,4809.0,4910.0498046875,117488
2024-10-07,5067.10546875,5087.5498046875,5192.5498046875,4991.4501953125,5189.9501953125,52592
2024-10-08,5064.86474609375,5085.2998046875,5230.0,4946.2998046875,5090.0,114998
2024-10-09,5150.0712890625,5170.85009765625,5318.14990234375,5101.0498046875,5159.9501953125,44235
2024-10-10,5037.57470703125,5057.89990234375,5242.2001953125,5025.0,5229.9501953125,42532
2024-10-11,5134.53369140625,5155.25,5178.7998046875,5049.0498046875,5065.0,33298
2024-10-14,5095.6904296875,5116.25,5198.0,5080.0,5155.25,41659
2024-10-15,5108.58837890625,5129.2001953125,5194.7001953125,5089.60009765625,5137.7001953125,26566
2024-10-16,5200.119140625,5221.10009765625,5240.0,5127.0498046875,5133.75,67401
2024-10-17,5088.1708984375,5108.7001953125,5288.9501953125,5086.4501953125,5220.0,31767
2024-10-18,5177.70947265625,5198.60009765625,5220.4501953125,5040.0498046875,5050.0,33785
2024-10-21,5128.65771484375,5149.35009765625,5202.89990234375,5102.60009765625,5198.5,28831
2024-10-22,5099.82373046875,5120.39990234375,5150.0,5000.9501953125,5150.0,39417
2024-10-23,5024.2783203125,5044.5498046875,5115.39990234375,4960.9501953125,5090.0,74879
2024-10-24,5163.01904296875,5183.85009765625,5218.0,4980.0498046875,5052.0,34530
2024-10-25,5409.32470703125,5431.14990234375,5450.0,5159.14990234375,5188.9501953125,290808
2024-10-28,5297.77490234375,5319.14990234375,5719.0,5282.5498046875,5429.9501953125,223905
2024-10-29,5097.08447265625,5117.64990234375,5412.0,5090.0,5344.0,93908
2024-10-30,4957.896484375,4977.89990234375,5222.5,4920.2001953125,5117.64990234375,105495
2024-10-31,4905.6572265625,4925.4501953125,5107.4501953125,4902.0498046875,4967.0,109781
2024-11-01,4976.8701171875,4996.9501953125,5012.75,4952.5,4992.64990234375,6742
2024-11-04,4932.25,4952.14990234375,5049.9501953125,4915.5498046875,4936.0,45314
2024-11-05,4991.06298828125,5011.2001953125,5037.7998046875,4901.2998046875,4952.14990234375,52692
2024-11-06,5065.51220703125,5085.9501953125,5124.7001953125,5019.10009765625,5040.0,107292
2024-11-07,5081.19921875,5101.7001953125,5163.7998046875,5085.0,5103.4501953125,29921
2024-11-08,5110.38134765625,5131.0,5187.35009765625,5067.0498046875,5086.0,30835
2024-11-11,5193.994140625,5214.9501953125,5287.9501953125,5086.5,5108.9501953125,58397
2024-11-12,5091.15869140625,5111.7001953125,5355.0,5095.0,5280.0,71629
2024-11-13,4888.376953125,4908.10009765625,5107.7001953125,4888.35009765625,5105.2001953125,40951
2024-11-14,4983.7421875,5003.85009765625,5119.7001953125,4893.0,4998.89990234375,125079
2024-11-18,4839.92236328125,4859.4501953125,5165.7001953125,4780.0,5100.0,95184
2024-11-19,4613.93408203125,4632.5498046875,4880.0,4601.0,4872.5498046875,122676
2024-11-21,4351.1943359375,4368.75,4585.4501953125,4311.14990234375,4550.0,293790
2024-11-22,4470.66259765625,4488.7001953125,4535.0,4329.0,4368.75,151009
2024-11-25,4430.67333984375,4448.5498046875,4586.35009765625,4357.0,4505.0,464659
2024-11-26,4615.32861328125,4633.9501953125,4670.0,4448.5498046875,4453.14990234375,115666
2024-11-27,4592.8193359375,4611.35009765625,4674.9501953125,4550.0,4624.89990234375,75609
2024-11-28,4556.615234375,4575.0,4696.4501953125,4551.14990234375,4645.0,57783
2024-11-29,4571.65478515625,4590.10009765625,4620.10009765625,4449.0,4550.0,97343
2024-12-02,4663.73291015625,4682.5498046875,4714.9501953125,4555.0,4596.5,70475
2024-12-03,4802.77197265625,4822.14990234375,4844.0,4680.0,4686.2998046875,108688
2024-12-04,4713.18408203125,4732.2001953125,4842.25,4686.0498046875,4822.14990234375,60434
2024-12-05,4696.94921875,4715.89990234375,4774.9501953125,4638.85009765625,4774.9501953125,78013
2024-12-06,4636.2939453125,4655.0,4724.85009765625,4640.0,4716.0,44083
2024-12-09,4622.99755859375,4641.64990234375,4688.9501953125,4614.75,4676.0498046875,88308
2024-12-10,4624.54150390625,4643.2001953125,4789.85009765625,4615.0,4684.64990234375,107747
2024-12-11,4732.60546875,4751.7001953125,4774.0,4622.5,4682.5498046875,60582
2024-12-12,4758.35107421875,4777.5498046875,4796.9501953125,4725.0,4787.64990234375,63318
2024-12-13,4771.69775390625,4790.9501953125,4836.7001953125,4686.7001953125,4760.0,66469
2024-12-16,4885.14013671875,4904.85009765625,4919.35009765625,4782.2998046875,4836.7001953125,75975
2024-12-17,4778.52001953125,4797.7998046875,4989.0,4782.60009765625,4926.25,116839
2024-12-18,4727.67529296875,4746.75,4847.7001953125,4711.64990234375,4817.64990234375,60542
2024-12-19,4632.01123046875,4650.7001953125,4686.4501953125,4600.0,4600.10009765625,37219
2024-12-20,4634.65087890625,4653.35009765625,4808.0498046875,4482.5498046875,4650.7001953125,393728
2024-12-23,4530.470703125,4548.75,4670.9501953125,4537.5498046875,4654.0,46802
2024-12-24,4424.64794921875,4442.5,4578.2001953125,4421.5,4556.89990234375,36584
2024-12-26,4459.90576171875,4477.89990234375,4515.0,4361.89990234375,4442.5,38331
2024-12-27,4368.6240234375,4386.25,4495.5,4365.10009765625,4477.85009765625,31762
2024-12-30,3897.375244140625,3913.10009765625,4409.9501953125,3815.0,4400.0,310682
2024-12-31,4023.516357421875,4039.75,4088.85009765625,3913.0,3960.0,211603
2025-01-01,3917.6435546875,3933.449951171875,4061.64990234375,3901.050048828125,4061.64990234375,74475
2025-01-02,4041.792724609375,4058.10009765625,4149.9501953125,3956.0,3961.35009765625,163745
2025-01-03,4123.06494140625,4139.7001953125,4316.9501953125,4090.0,4098.7001953125,344228
2025-01-06,4136.85888671875,4153.5498046875,4220.25,4134.89990234375,4197.0,74268
2025-01-07,4080.9345703125,4097.39990234375,4204.7998046875,4081.550048828125,4181.85009765625,57862
2025-01-08,3966.297119140625,3982.300048828125,4133.39990234375,3970.0,4133.39990234375,51603
2025-01-09,3884.576904296875,3900.25,4003.949951171875,3876.64990234375,4000.0,48850
2025-01-10,3752.2109375,3767.35009765625,3924.0,3720.0,3900.25,152546
2025-01-13,3621.189697265625,3635.800048828125,3811.5,3613.050048828125,3767.35009765625,103202
2025-01-14,3720.98681640625,3736.0,3815.0,3635.800048828125,3635.800048828125,128683
2025-01-15,3998.76611328125,4014.89990234375,4180.0,3747.60009765625,3794.39990234375,215858
2025-01-16,4028.89453125,4045.14990234375,4087.449951171875,3805.0,4001.0,303946
2025-01-17,3948.07080078125,3964.0,4246.7998046875,3906.449951171875,4038.449951171875,255614
2025-01-20,3947.12451171875,3963.050048828125,4048.75,3901.64990234375,3964.0,103036
2025-01-21,3883.3818359375,3899.050048828125,3972.85009765625,3862.449951171875,3963.050048828125,115594
2025-01-22,3727.112060546875,3742.14990234375,3917.800048828125,3705.050048828125,3899.050048828125,117475
2025-01-23,3786.771484375,3802.050048828125,3827.949951171875,3702.10009765625,3727.85009765625,99573
2025-01-24,3707.142822265625,3722.10009765625,3835.0,3690.10009765625,3802.050048828125,48172
2025-01-27,3581.101318359375,3595.550048828125,3714.0,3550.10009765625,3714.0,50352
2025-01-28,3617.80322265625,3632.39990234375,3674.5,3460.10009765625,3580.10009765625,69208
2025-01-29,3745.836669921875,3760.949951171875,3799.89990234375,3620.199951171875,3632.39990234375,102914
2025-01-30,3668.448974609375,3683.25,3767.64990234375,3662.85009765625,3760.949951171875,46664
2025-01-31,3848.07421875,3863.60009765625,3992.60009765625,3648.050048828125,3692.75,91627
2025-02-01,3860.82275390625,3876.39990234375,3899.89990234375,3775.050048828125,3859.949951171875,41347
2025-02-03,3561.380859375,3575.75,3790.050048828125,3529.949951171875,3790.050048828125,303729
2025-02-04,3527.81640625,3542.050048828125,3689.949951171875,3456.0,3650.14990234375,279591
2025-02-05,3331.60791015625,3345.050048828125,3500.0,3325.0,3456.0,318086
2025-02-06,3302.1767578125,3315.5,3356.89990234375,3233.60009765625,3349.64990234375,191529
2025-02-07,3374.435302734375,3388.050048828125,3424.0,3265.0,3292.0,114063
2025-02-10,3265.7236328125,3278.89990234375,3387.10009765625,3260.0,3351.0,62609
2025-02-11,3152.580322265625,3165.300048828125,3262.5,3103.0,3246.0,128390
2025-02-12,3168.81494140625,3181.60009765625,3257.699951171875,3062.0,3133.0,185020
2025-02-13,3164.731201171875,3177.5,3260.5,3163.10009765625,3167.5,71323
2025-02-14,3096.506591796875,3109.0,3203.0,3051.14990234375,3141.0,78504
2025-02-17,2999.348388671875,3011.449951171875,3107.699951171875,2950.050048828125,3080.0,113035
2025-02-18,3198.84375,3211.75,3249.0,2983.64990234375,3039.949951171875,398414
2025-02-19,3326.2294921875,3339.64990234375,3443.949951171875,3134.199951171875,3147.5,395095
2025-02-20,3315.17431640625,3328.550048828125,3409.949951171875,3293.199951171875,3321.0,160704
2025-02-21,3308.202392578125,3321.550048828125,3388.0,3254.14990234375,3330.0,68425
2025-02-24,3271.99853515625,3285.199951171875,3326.800048828125,3210.14990234375,3254.0,75332
2025-02-25,3187.7880859375,3200.64990234375,3293.39990234375,3193.300048828125,3250.0,96648
2025-02-27,3178.177001953125,3191.0,3230.0,3141.75,3195.0,61266
2025-02-28,3235.446044921875,3248.5,3395.0,3134.050048828125,3206.89990234375,404137
2025-03-03,3188.8837890625,3201.75,3303.949951171875,3167.5,3263.050048828125,59601
2025-03-04,3191.572998046875,3204.449951171875,3284.39990234375,3125.800048828125,3136.10009765625,70372
2025-03-05,3223.9921875,3237.0,3248.39990234375,3187.10009765625,3204.0,114420
2025-03-06,3286.739013671875,3300.0,3388.5,3235.949951171875,3235.949951171875,93856
2025-03-07,3346.298828125,3359.800048828125,3392.0,3280.050048828125,3280.050048828125,92818
2025-03-10,3319.3076171875,3332.699951171875,3480.949951171875,3314.5,3386.199951171875,129224
2025-03-11,3261.83935546875,3275.0,3372.0,3240.050048828125,3332.699951171875,65523
2025-03-12,3249.0908203125,3262.199951171875,3358.5,3196.0,3265.0,87409
2025-03-13,3357.15478515625,3370.699951171875,3481.60009765625,3238.0,3301.5,356684
2025-03-17,3227.279052734375,3240.300048828125,3402.5,3209.35009765625,3400.050048828125,161649
2025-03-18,3227.279052734375,3240.300048828125,3240.300048828125,3240.300048828125,3240.300048828125,0
2025-03-19,3372.094482421875,3385.699951171875,3444.85009765625,3300.5,3304.75,132894
2025-03-20,3513.52392578125,3527.699951171875,3620.60009765625,3401.14990234375,3410.0,332721
2025-03-21,3482.051025390625,3496.10009765625,3585.0,3462.0,3528.0,204664
2025-03-24,3450.1298828125,3464.050048828125,3523.85009765625,3459.800048828125,3515.0,147890
2025-03-25,3553.064453125,3567.39990234375,3673.14990234375,3481.75,3522.0,387668
2025-03-26,3463.675048828125,3477.64990234375,3589.75,3450.0,3580.800048828125,103374
2025-03-27,3761.5732421875,3776.75,3950.0,3428.050048828125,3477.64990234375,218713
2025-03-28,3639.416259765625,3654.10009765625,3776.75,3626.0,3776.75,119190
2025-04-01,3535.734375,3550.0,3638.5,3532.25,3635.0,48323
2025-04-02,3533.991455078125,3548.25,3634.35009765625,3505.050048828125,3524.0,102357
2025-04-03,3535.3857421875,3549.64990234375,3599.0,3518.0,3548.25,55872
2025-04-04,3531.94970703125,3546.199951171875,3588.0,3450.0,3550.0,32441
2025-04-07,3240.42578125,3253.5,3353.949951171875,3011.949951171875,3011.949951171875,66101
2025-04-08,3209.002685546875,3221.949951171875,3365.949951171875,3202.199951171875,3293.0,61180
