Price,Adj Close,Close,High,Low,Open,Volume
2024-01-10,1282.1749267578125,1286.074951171875,1304.7249755859375,1277.949951171875,1298.300048828125,816130
2024-01-11,1219.01708984375,1222.7249755859375,1298.9749755859375,1197.5250244140625,1285.5,2677020
2024-01-12,1247.0318603515625,1250.824951171875,1262.425048828125,1222.574951171875,1239.5,1355224
2024-01-15,1236.6883544921875,1240.449951171875,1279.0999755859375,1216.7249755859375,1259.0250244140625,961808
2024-01-16,1219.6900634765625,1223.4000244140625,1254.75,1207.75,1251.375,684998
2024-01-17,1205.50830078125,1209.175048828125,1218.1500244140625,1164.3499755859375,1170.0,1179580
2024-01-18,1240.352294921875,1244.125,1255.0,1175.0,1193.25,1642920
2024-01-19,1277.838134765625,1281.7249755859375,1286.675048828125,1245.0,1250.0,1060822
2024-01-23,1194.49169921875,1198.125,1273.324951171875,1170.5,1260.1500244140625,1462166
2024-01-24,1179.9359130859375,1183.5250244140625,1209.4000244140625,1144.699951171875,1193.9749755859375,1409360
2024-01-25,1144.6182861328125,1148.0999755859375,1222.449951171875,1137.5,1183.5250244140625,781826
2024-01-29,1173.7049560546875,1177.2750244140625,1189.7249755859375,1135.050048828125,1152.0,766850
2024-01-30,1179.0386962890625,1182.625,1221.0,1166.0,1182.3499755859375,741764
2024-01-31,1208.2249755859375,1211.9000244140625,1221.0,1155.3499755859375,1185.0,765592
2024-02-01,1171.68603515625,1175.25,1224.699951171875,1158.0,1211.550048828125,652714
2024-02-02,1235.6912841796875,1239.449951171875,1255.0,1177.824951171875,1184.949951171875,1936028
2024-02-05,1323.5989990234375,1327.625,1339.824951171875,1239.449951171875,1239.449951171875,2110766
2024-02-06,1322.1285400390625,1326.1500244140625,1365.0,1272.5,1330.0,1927868
2024-02-07,1376.5628662109375,1380.75,1399.0,1332.6500244140625,1350.2249755859375,1466904
2024-02-08,1399.0943603515625,1403.3499755859375,1418.125,1364.0999755859375,1380.1500244140625,1180362
2024-02-09,1401.81103515625,1406.074951171875,1417.375,1383.050048828125,1407.2249755859375,617962
2024-02-12,1323.399658203125,1327.425048828125,1395.0,1312.5250244140625,1389.550048828125,376156
2024-02-13,1278.4613037109375,1282.3499755859375,1370.0,1221.5,1354.9000244140625,2115384
2024-02-14,1285.6146240234375,1289.5250244140625,1320.625,1250.0,1272.4749755859375,603192
2024-02-15,1367.9141845703125,1372.074951171875,1383.5,1311.0,1311.0,1830654
2024-02-16,1362.381103515625,1366.5250244140625,1375.0,1340.675048828125,1364.9749755859375,1110118
2024-02-19,1388.6260986328125,1392.8499755859375,1407.4749755859375,1333.5250244140625,1357.0999755859375,734056
2024-02-20,1409.0390625,1413.324951171875,1445.0,1390.9000244140625,1395.0,1084122
2024-02-21,1443.68359375,1448.074951171875,1471.0,1405.0250244140625,1413.324951171875,1279380
2024-02-22,1398.8450927734375,1403.0999755859375,1446.324951171875,1386.625,1446.2750244140625,944594
2024-02-23,1450.787109375,1455.199951171875,1465.0,1416.949951171875,1416.949951171875,1613018
2024-02-26,1427.90673828125,1432.25,1453.9749755859375,1363.050048828125,1452.5250244140625,3093092
2024-02-27,1409.8616943359375,1414.1500244140625,1442.0,1402.4749755859375,1437.4000244140625,780994
2024-02-28,1387.853515625,1392.074951171875,1423.550048828125,1362.5,1418.574951171875,701986
2024-02-29,1376.1641845703125,1380.3499755859375,1408.2750244140625,1341.199951171875,1394.8499755859375,1403934
2024-03-01,1366.6431884765625,1370.800048828125,1417.175048828125,1332.5,1409.824951171875,1384326
2024-03-04,1346.803466796875,1350.9000244140625,1387.550048828125,1337.699951171875,1367.5,868380
2024-03-05,1372.7744140625,1376.949951171875,1402.0999755859375,1330.425048828125,1337.5250244140625,1396726
2024-03-06,1349.545166015625,1353.6500244140625,1405.9749755859375,1340.75,1375.8499755859375,1904400
2024-03-07,1386.7568359375,1390.9749755859375,1403.625,1363.75,1363.75,556528
2024-03-11,1379.254638671875,1383.449951171875,1417.9000244140625,1368.2750244140625,1400.699951171875,568952
2024-03-12,1398.5211181640625,1402.7750244140625,1469.5,1340.625,1415.0,815928
2024-03-13,1290.798828125,1294.7249755859375,1485.800048828125,1258.4000244140625,1416.375,2215416
2024-03-14,1319.411865234375,1323.425048828125,1363.9749755859375,1215.4000244140625,1275.5,3037130
2024-03-15,1358.393310546875,1362.5250244140625,1418.875,1316.125,1333.5999755859375,4686880
2024-03-18,1313.1807861328125,1317.175048828125,1372.5,1302.5,1358.5250244140625,953798
2024-03-19,1312.906494140625,1316.9000244140625,1347.949951171875,1261.6500244140625,1317.0,1375174
2024-03-20,1277.838134765625,1281.7249755859375,1330.074951171875,1273.0,1329.550048828125,980624
2024-03-21,1275.1712646484375,1279.050048828125,1297.5999755859375,1265.0999755859375,1291.050048828125,813968
2024-03-22,1270.0369873046875,1273.9000244140625,1301.550048828125,1266.8499755859375,1287.9000244140625,776426
2024-03-26,1347.2022705078125,1351.300048828125,1372.1500244140625,1274.8499755859375,1280.0999755859375,1022052
2024-03-27,1359.8387451171875,1363.9749755859375,1386.0,1351.550048828125,1374.0,1033238
2024-03-28,1387.1805419921875,1391.4000244140625,1413.375,1351.5,1382.574951171875,1046010
2024-04-01,1418.7347412109375,1423.050048828125,1433.375,1390.5,1391.4000244140625,595084
2024-04-02,1444.954833984375,1449.3499755859375,1463.574951171875,1416.425048828125,1418.550048828125,377774
2024-04-03,1429.4521484375,1433.800048828125,1465.0,1420.0,1459.6500244140625,741732
2024-04-04,1420.952880859375,1425.2750244140625,1450.5,1410.5,1439.050048828125,633736
2024-04-05,1420.6287841796875,1424.949951171875,1460.0,1399.75,1425.0,857360
2024-04-08,1444.4066162109375,1448.800048828125,1499.9749755859375,1431.875,1447.425048828125,1159370
2024-04-09,1449.8150634765625,1454.2249755859375,1477.5,1437.5999755859375,1460.0,451942
2024-04-10,1509.633056640625,1514.2249755859375,1537.4749755859375,1464.5,1467.800048828125,1177758
2024-04-12,1493.80615234375,1498.3499755859375,1570.0,1477.4749755859375,1539.425048828125,1662022
2024-04-15,1497.220947265625,1501.7750244140625,1540.6500244140625,1470.0,1475.0,1060756
2024-04-16,1559.705810546875,1564.449951171875,1588.425048828125,1490.0,1497.0,1969024
2024-04-18,1573.2894287109375,1578.074951171875,1632.5,1550.0,1566.8499755859375,2038720
2024-04-19,1556.1666259765625,1560.9000244140625,1574.800048828125,1507.5,1550.0,1156106
2024-04-22,1542.9068603515625,1547.5999755859375,1620.7750244140625,1540.0,1582.5,955620
2024-04-23,1578.423828125,1583.2249755859375,1622.0,1562.5,1564.5,1314666
2024-04-24,1590.0634765625,1594.9000244140625,1627.4749755859375,1583.199951171875,1601.0,650534
2024-04-25,1576.62939453125,1581.425048828125,1609.8499755859375,1527.5,1609.8499755859375,872252
2024-04-26,1540.86328125,1545.550048828125,1600.0,1530.0,1600.0,650284
2024-04-29,1516.8114013671875,1521.425048828125,1557.0,1510.0999755859375,1557.0,483790
2024-04-30,1571.0462646484375,1575.824951171875,1601.0,1522.1500244140625,1523.5250244140625,1132720
2024-05-02,1561.9989013671875,1566.75,1581.5,1538.5250244140625,1581.5,569648
2024-05-03,1527.0052490234375,1531.6500244140625,1587.9749755859375,1523.5,1580.0,758292
2024-05-06,1548.7890625,1553.5,1562.5,1507.4749755859375,1536.0250244140625,517780
2024-05-07,1483.01416015625,1487.5250244140625,1566.2750244140625,1456.800048828125,1554.0,742936
2024-05-08,1461.7537841796875,1466.199951171875,1523.425048828125,1448.5999755859375,1512.5,1157738
2024-05-09,1408.8397216796875,1413.125,1478.1500244140625,1402.5250244140625,1477.949951171875,893286
2024-05-10,1424.6416015625,1428.9749755859375,1441.699951171875,1387.5,1413.125,972258
2024-05-13,1494.379638671875,1498.925048828125,1509.9000244140625,1417.5250244140625,1428.1500244140625,677292
2024-05-14,1489.045654296875,1493.574951171875,1535.375,1474.925048828125,1499.0,712638
2024-05-15,1467.0875244140625,1471.550048828125,1532.2249755859375,1449.9749755859375,1499.125,1122580
2024-05-16,1488.1734619140625,1492.699951171875,1509.8499755859375,1467.550048828125,1479.0,1113590
2024-05-17,1515.5152587890625,1520.125,1532.0,1455.6500244140625,1494.875,1245594
2024-05-21,1567.3575439453125,1572.125,1584.9749755859375,1465.4749755859375,1565.0,2020844
2024-05-22,1605.6162109375,1610.5,1658.4749755859375,1572.824951171875,1584.5,2433796
2024-05-23,1597.83984375,1602.699951171875,1621.675048828125,1581.5,1616.0,1389660
2024-05-24,1599.609375,1604.4749755859375,1627.699951171875,1566.4749755859375,1602.699951171875,1107176
2024-05-27,1591.409423828125,1596.25,1637.4000244140625,1562.5,1619.699951171875,1940668
2024-05-28,1538.6697998046875,1543.3499755859375,1598.199951171875,1518.050048828125,1590.0,2253592
2024-05-29,1545.9974365234375,1550.699951171875,1559.25,1517.050048828125,1542.0250244140625,1686530
2024-05-30,1529.4229736328125,1534.074951171875,1572.5,1508.550048828125,1558.4749755859375,1822964
2024-05-31,1545.1251220703125,1549.824951171875,1649.5,1512.5250244140625,1550.0,24658804
2024-06-03,1666.38134765625,1671.449951171875,1694.9000244140625,1580.0,1612.5,1519068
2024-06-04,1623.9105224609375,1628.8499755859375,1711.7249755859375,1535.0,1682.5,1691780
2024-06-05,1604.9930419921875,1609.875,1651.675048828125,1490.0,1629.0,1251028
2024-06-06,1598.9864501953125,1603.8499755859375,1685.875,1581.175048828125,1624.5,724864
2024-06-07,1608.2830810546875,1613.175048828125,1639.875,1585.0999755859375,1614.699951171875,527140
2024-06-10,1659.2530517578125,1664.300048828125,1677.0,1620.0,1620.0,779878
2024-06-11,1698.0849609375,1703.25,1716.8499755859375,1678.3499755859375,1684.0999755859375,593806
2024-06-12,1699.25634765625,1704.425048828125,1739.5,1673.0,1700.050048828125,841084
2024-06-13,1711.1202392578125,1716.324951171875,1757.550048828125,1680.7750244140625,1734.824951171875,519548
2024-06-14,1775.39990234375,1780.800048828125,1797.5,1701.0999755859375,1717.5,757440
2024-06-18,1896.5064697265625,1902.2750244140625,1972.5,1755.0250244140625,1784.5,1133502
2024-06-19,1824.301025390625,1829.8499755859375,1875.0,1805.324951171875,1868.0,948696
2024-06-20,1830.2578125,1835.824951171875,1855.0,1797.324951171875,1847.5,569760
2024-06-21,1793.49462890625,1798.949951171875,1850.0,1765.0,1825.0,812962
2024-06-24,1794.3670654296875,1799.824951171875,1829.5,1768.5250244140625,1792.25,364318
2024-06-25,1846.8323974609375,1852.449951171875,1873.949951171875,1799.0,1812.449951171875,413534
2024-06-26,1821.060791015625,1826.5999755859375,1868.4000244140625,1815.0,1849.949951171875,406688
2024-06-27,1774.7269287109375,1780.125,1845.9749755859375,1767.5,1820.0,448446
2024-06-28,1788.709228515625,1794.1500244140625,1812.0,1747.0250244140625,1792.5,591950
2024-07-01,1780.2847900390625,1785.699951171875,1811.050048828125,1760.4000244140625,1794.300048828125,626770
2024-07-02,1783.9737548828125,1789.4000244140625,1799.199951171875,1759.5,1793.3499755859375,287648
2024-07-03,1822.85546875,1828.4000244140625,1840.0,1783.6500244140625,1798.9749755859375,952164
2024-07-04,1859.7681884765625,1865.425048828125,1880.0,1836.5250244140625,1839.925048828125,427046
2024-07-05,1871.35791015625,1877.050048828125,1885.0,1841.300048828125,1864.5,431772
2024-07-08,1873.6011962890625,1879.300048828125,1902.5,1853.875,1869.5250244140625,533488
2024-07-09,2006.72119140625,2012.824951171875,2038.0,1864.675048828125,1875.0,1184862
2024-07-10,1992.9381103515625,1999.0,2037.375,1919.0,2037.375,757172
2024-07-11,1960.785888671875,1966.75,2047.0,1955.5,1995.0,1121012
2024-07-12,1945.5074462890625,1951.425048828125,1975.0,1918.5,1975.0,830250
2024-07-15,1988.2025146484375,1994.25,2020.0,1905.5250244140625,1955.5,1153836
2024-07-16,2032.093994140625,2038.2750244140625,2049.5,1998.9749755859375,2030.0,624238
2024-07-18,2041.440673828125,2047.6500244140625,2068.5,2007.5,2032.5,577772
2024-07-19,1974.91796875,1980.925048828125,2043.0,1955.550048828125,2043.0,383838
2024-07-22,1855.85498046875,1861.5,1975.0,1803.0,1975.0,1052886
2024-07-23,1885.016357421875,1890.75,1912.925048828125,1792.5,1859.0,594452
2024-07-24,1777.244140625,1782.6500244140625,1887.5,1774.5,1885.050048828125,734750
2024-07-25,1744.8177490234375,1750.125,1774.925048828125,1715.824951171875,1774.925048828125,1120652
2024-07-26,1762.76318359375,1768.125,1796.5,1745.5,1763.375,634448
2024-07-29,1808.5738525390625,1814.074951171875,1837.074951171875,1777.5,1835.0,583704
2024-07-30,1844.0159912109375,1849.625,1945.050048828125,1812.5250244140625,1814.449951171875,1185886
2024-07-31,1793.145751953125,1798.5999755859375,1877.375,1790.125,1868.2249755859375,738010
2024-08-01,1797.98095703125,1803.449951171875,1810.324951171875,1749.9000244140625,1798.75,949472
2024-08-02,1730.9100341796875,1736.175048828125,1798.824951171875,1717.5,1789.5,719368
2024-08-05,1670.7679443359375,1675.8499755859375,1692.4749755859375,1558.5,1649.5,2104614
2024-08-06,1618.4771728515625,1623.4000244140625,1723.0,1612.25,1659.0,982506
2024-08-07,1630.1414794921875,1635.0999755859375,1668.949951171875,1605.2750244140625,1644.949951171875,461584
2024-08-08,1647.5885009765625,1652.5999755859375,1664.0,1621.9749755859375,1639.5,610052
2024-08-09,1676.3509521484375,1681.449951171875,1695.0,1656.824951171875,1662.0,459606
2024-08-12,1659.6019287109375,1664.6500244140625,1711.949951171875,1655.050048828125,1681.050048828125,530716
2024-08-13,1709.1512451171875,1714.3499755859375,1727.0,1656.875,1685.5,530164
2024-08-14,1677.4725341796875,1682.574951171875,1709.0999755859375,1656.4000244140625,1704.9749755859375,303134
2024-08-16,1682.2330322265625,1687.3499755859375,1705.300048828125,1673.675048828125,1690.949951171875,327018
2024-08-19,1740.156982421875,1745.449951171875,1750.0,1688.0,1693.0999755859375,187004
2024-08-20,1787.2314453125,1790.0999755859375,1798.0,1734.074951171875,1750.0250244140625,384552
2024-08-21,1751.4888916015625,1754.300048828125,1792.449951171875,1734.125,1769.0250244140625,405714
2024-08-22,1842.0684814453125,1845.0250244140625,1855.0,1748.324951171875,1756.7750244140625,707120
2024-08-23,1778.8199462890625,1781.675048828125,1868.7249755859375,1776.0,1845.0250244140625,847008
2024-08-26,1803.4803466796875,1806.375,1814.0,1763.675048828125,1786.425048828125,505482
2024-08-27,1824.9459228515625,1827.875,1832.5,1797.0250244140625,1806.375,328990
2024-08-28,1836.1279296875,1839.074951171875,1855.5999755859375,1795.0,1827.875,437252
2024-08-29,1818.2066650390625,1821.125,1840.9000244140625,1800.5,1814.25,298172
2024-08-30,1881.6798095703125,1884.699951171875,1918.9749755859375,1801.675048828125,1815.0,2094294
2024-09-02,1855.39697265625,1858.375,1907.074951171875,1835.0,1892.0,325222
2024-09-03,1815.935302734375,1818.8499755859375,1868.125,1810.0,1850.0,372218
2024-09-04,1809.3209228515625,1812.2249755859375,1829.949951171875,1792.6500244140625,1821.6500244140625,348322
2024-09-05,1793.59619140625,1796.4749755859375,1821.0,1785.0250244140625,1805.0,787150
2024-09-06,1800.485107421875,1803.375,1895.949951171875,1795.625,1827.4749755859375,1477830
2024-09-09,1746.097412109375,1748.9000244140625,1837.2249755859375,1731.300048828125,1817.574951171875,495350
2024-09-10,1780.0679931640625,1782.925048828125,1806.0,1762.0250244140625,1762.449951171875,392166
2024-09-11,1717.093994140625,1719.8499755859375,1804.5,1715.0250244140625,1793.5,382846
2024-09-12,1679.4044189453125,1682.0999755859375,1746.449951171875,1672.0,1735.0250244140625,476524
2024-09-13,1668.7216796875,1671.4000244140625,1699.9000244140625,1645.199951171875,1697.0,1086434
2024-09-16,1763.2947998046875,1766.125,1775.0,1647.800048828125,1689.4749755859375,716332
2024-09-17,1743.551513671875,1746.3499755859375,1789.699951171875,1739.625,1777.4749755859375,502892
2024-09-18,1720.089111328125,1722.8499755859375,1782.5,1680.625,1759.925048828125,457888
2024-09-19,1763.0701904296875,1765.9000244140625,1777.5,1686.8499755859375,1745.0,526008
2024-09-20,1841.094970703125,1844.050048828125,1950.0,1722.050048828125,1820.0,1296237
2024-09-23,1801.40869140625,1804.300048828125,1890.0,1789.6500244140625,1880.9000244140625,477663
2024-09-24,1817.432861328125,1820.3499755859375,1865.949951171875,1769.050048828125,1801.5,555747
2024-09-25,1789.2281494140625,1792.0999755859375,1820.8499755859375,1786.300048828125,1819.9000244140625,297607
2024-09-26,1810.194580078125,1813.0999755859375,1827.800048828125,1780.0,1804.9000244140625,362455
2024-09-27,1855.57177734375,1858.550048828125,1968.0,1701.5999755859375,1790.0,1288402
2024-09-30,1842.6923828125,1845.6500244140625,1869.949951171875,1751.0999755859375,1810.550048828125,1349743
2024-10-01,1750.3406982421875,1753.1500244140625,1850.8499755859375,1733.449951171875,1850.0,876644
2024-10-03,1655.8922119140625,1658.550048828125,1717.699951171875,1640.3499755859375,1691.8499755859375,1478637
2024-10-04,1669.6202392578125,1672.300048828125,1688.0999755859375,1560.0,1680.0,1828038
2024-10-07,1671.06787109375,1673.75,1710.0,1655.0,1680.050048828125,708402
2024-10-08,1653.7457275390625,1656.4000244140625,1711.1500244140625,1640.0,1645.300048828125,1238984
2024-10-09,1725.979736328125,1728.75,1756.75,1658.199951171875,1685.0,1134548
2024-10-10,1665.3270263671875,1668.0,1734.9000244140625,1658.699951171875,1715.0,493406
2024-10-11,1626.339599609375,1628.949951171875,1667.5,1622.050048828125,1667.5,410264
2024-10-14,1612.561767578125,1615.1500244140625,1646.300048828125,1603.0,1635.0,337036
2024-10-15,1653.0966796875,1655.75,1670.0,1596.0999755859375,1615.1500244140625,848755
2024-10-16,1675.2611083984375,1677.949951171875,1684.949951171875,1640.699951171875,1655.75,249539
2024-10-17,1620.9981689453125,1623.5999755859375,1682.75,1610.0,1677.949951171875,244018
2024-10-18,1608.21875,1610.800048828125,1630.300048828125,1598.75,1602.0,297435
2024-10-21,1569.6805419921875,1572.199951171875,1630.0,1562.699951171875,1599.8499755859375,398951
2024-10-22,1581.3118896484375,1583.8499755859375,1605.0,1491.1500244140625,1568.800048828125,1257228
2024-10-23,1563.3907470703125,1565.9000244140625,1579.800048828125,1510.449951171875,1537.0,783120
2024-10-24,1521.158447265625,1523.5999755859375,1568.5999755859375,1513.0,1565.9000244140625,712236
2024-10-25,1480.22412109375,1482.5999755859375,1534.8499755859375,1454.0999755859375,1523.699951171875,828963
2024-10-28,1461.504150390625,1463.8499755859375,1495.6500244140625,1338.050048828125,1428.0,2617068
2024-10-29,1515.8170166015625,1518.25,1549.0999755859375,1429.699951171875,1460.949951171875,1216356
2024-10-30,1563.889892578125,1566.4000244140625,1603.300048828125,1492.199951171875,1520.0,1048699
2024-10-31,1519.7108154296875,1522.1500244140625,1610.0,1511.8499755859375,1561.0,830897
2024-11-01,1547.7158203125,1550.199951171875,1560.0,1529.949951171875,1559.0,42893
2024-11-04,1494.0020751953125,1496.4000244140625,1553.5,1473.550048828125,1553.0,900261
2024-11-05,1498.3450927734375,1500.75,1519.449951171875,1463.5999755859375,1494.8499755859375,614202
2024-11-06,1509.6768798828125,1512.0999755859375,1546.949951171875,1495.0,1509.9000244140625,478473
2024-11-07,1512.921630859375,1515.3499755859375,1554.949951171875,1510.5999755859375,1519.800048828125,293710
2024-11-08,1474.5333251953125,1476.9000244140625,1515.550048828125,1472.0,1506.0,298399
2024-11-11,1460.006591796875,1462.3499755859375,1484.5999755859375,1438.300048828125,1466.0,570537
2024-11-12,1490.657470703125,1493.050048828125,1518.949951171875,1451.0,1471.050048828125,448658
2024-11-13,1443.682861328125,1446.0,1480.0,1433.0,1471.0,361711
2024-11-14,1395.709716796875,1397.949951171875,1461.949951171875,1392.0999755859375,1459.8499755859375,638027
2024-11-18,1459.45751953125,1461.800048828125,1483.5,1406.300048828125,1420.25,990291
2024-11-19,1478.9761962890625,1481.3499755859375,1499.9000244140625,1450.8499755859375,1463.4000244140625,355739
2024-11-21,1531.7913818359375,1534.25,1544.8499755859375,1460.050048828125,1460.050048828125,745805
2024-11-22,1624.7421875,1627.3499755859375,1637.800048828125,1515.0,1525.0,943118
2024-11-25,1668.0726318359375,1670.75,1691.0,1634.449951171875,1649.050048828125,1953750
2024-11-26,1641.365478515625,1644.0,1689.0,1637.3499755859375,1675.050048828125,453361
2024-11-27,1682.4495849609375,1685.1500244140625,1693.5999755859375,1650.050048828125,1660.800048828125,521726
2024-11-28,1689.2386474609375,1691.949951171875,1727.699951171875,1675.1500244140625,1701.449951171875,956353
2024-11-29,1653.595947265625,1656.25,1710.050048828125,1651.25,1690.75,821179
2024-12-02,1714.997314453125,1717.75,1724.5999755859375,1651.0999755859375,1656.25,1296140
2024-12-03,1742.702880859375,1745.5,1759.9000244140625,1696.0,1725.0,848890
2024-12-04,1759.52587890625,1762.3499755859375,1809.550048828125,1740.0,1745.5,829615
2024-12-05,1802.1075439453125,1805.0,1818.0,1738.199951171875,1780.5,391675
2024-12-06,1768.511474609375,1771.3499755859375,1800.050048828125,1745.0999755859375,1800.050048828125,414738
2024-12-09,1794.2701416015625,1797.1500244140625,1810.0,1761.550048828125,1770.0,695470
2024-12-10,1860.66357421875,1863.6500244140625,1902.0,1789.199951171875,1793.0,1382873
2024-12-11,1865.1064453125,1868.0999755859375,1880.0,1837.5999755859375,1860.0999755859375,244866
2024-12-12,1842.89208984375,1845.8499755859375,1890.9000244140625,1815.0,1859.0,359511
2024-12-13,1772.4552001953125,1775.300048828125,1849.949951171875,1758.0,1819.1500244140625,701301
2024-12-16,1821.626220703125,1824.550048828125,1832.0,1768.5,1781.0,329657
2024-12-17,1768.760986328125,1771.5999755859375,1857.0,1765.0,1820.0,521347
2024-12-18,1712.2017822265625,1714.949951171875,1795.6500244140625,1705.5999755859375,1780.0,332903
2024-12-19,1670.21923828125,1672.9000244140625,1724.9000244140625,1666.1500244140625,1690.050048828125,553084
2024-12-20,1588.50048828125,1591.050048828125,1687.75,1575.449951171875,1684.949951171875,761397
2024-12-23,1652.347900390625,1655.0,1675.0,1606.0999755859375,1614.5999755859375,679110
2024-12-24,1693.8812255859375,1696.5999755859375,1718.5999755859375,1663.0999755859375,1663.0999755859375,953537
2024-12-26,1727.227783203125,1730.0,1740.1500244140625,1661.199951171875,1685.949951171875,259301
2024-12-27,1693.631591796875,1696.3499755859375,1735.0,1687.300048828125,1724.0999755859375,266727
2024-12-30,1666.5750732421875,1669.25,1758.75,1650.0,1696.25,1035431
2024-12-31,1631.381591796875,1634.0,1678.0,1604.050048828125,1669.25,459011
2025-01-01,1586.4036865234375,1588.949951171875,1642.25,1580.550048828125,1641.0,327739
2025-01-02,1600.081787109375,1602.6500244140625,1618.949951171875,1570.800048828125,1599.949951171875,653166
2025-01-03,1571.8770751953125,1574.4000244140625,1622.0,1566.5,1610.0,271538
2025-01-06,1545.1199951171875,1547.5999755859375,1608.300048828125,1527.75,1582.1500244140625,459646
2025-01-07,1570.678955078125,1573.199951171875,1584.9000244140625,1536.550048828125,1545.75,416162
2025-01-08,1689.5382080078125,1692.25,1797.949951171875,1561.550048828125,1620.0,2745754
2025-01-09,1635.3251953125,1637.949951171875,1757.0,1625.0,1673.800048828125,1935702
2025-01-10,1657.439697265625,1660.0999755859375,1687.949951171875,1637.75,1654.0,1363536
2025-01-13,1526.849365234375,1529.300048828125,1646.449951171875,1501.6500244140625,1640.0,1766308
2025-01-14,1568.1829833984375,1570.699951171875,1617.949951171875,1533.1500244140625,1534.0,967145
2025-01-15,1654.244873046875,1656.9000244140625,1684.800048828125,1572.199951171875,1577.5,2424982
2025-01-16,1655.6427001953125,1658.300048828125,1695.9000244140625,1631.75,1656.050048828125,369319
2025-01-17,1640.9661865234375,1643.5999755859375,1674.0,1635.0,1654.800048828125,321049
2025-01-20,1605.8226318359375,1608.4000244140625,1664.0,1597.550048828125,1644.0,217636
2025-01-21,1517.564208984375,1520.0,1605.0,1507.050048828125,1605.0,613109
2025-01-22,1455.5137939453125,1457.8499755859375,1531.949951171875,1449.050048828125,1530.0,781536
2025-01-23,1525.50146484375,1527.949951171875,1542.75,1450.0,1452.0,648821
2025-01-24,1514.369384765625,1516.800048828125,1543.800048828125,1495.550048828125,1528.050048828125,573197
2025-01-27,1481.572021484375,1483.949951171875,1519.800048828125,1450.050048828125,1496.0,716328
2025-01-28,1511.8734130859375,1514.300048828125,1525.0,1470.5999755859375,1475.0,954481
2025-01-29,1554.4549560546875,1556.949951171875,1580.0,1517.449951171875,1524.0,167936
2025-01-30,1596.58740234375,1599.1500244140625,1627.949951171875,1553.949951171875,1554.0999755859375,440775
2025-01-31,1639.1690673828125,1641.800048828125,1658.949951171875,1571.050048828125,1579.800048828125,917562
2025-02-01,1761.5726318359375,1764.4000244140625,1785.0,1616.300048828125,1640.0999755859375,801148
2025-02-03,1819.1800537109375,1822.0999755859375,1849.550048828125,1736.5999755859375,1750.0,1397529
2025-02-04,1781.3408203125,1784.199951171875,1824.9000244140625,1760.800048828125,1822.300048828125,559998
2025-02-05,1697.2757568359375,1700.0,1775.449951171875,1689.0,1771.0,504015
2025-02-06,1613.010986328125,1615.5999755859375,1695.0,1598.050048828125,1670.0,693704
2025-02-07,1641.115966796875,1643.75,1665.0,1611.4000244140625,1618.0,698041
2025-02-10,1619.550537109375,1622.1500244140625,1645.0,1585.300048828125,1623.300048828125,694793
2025-02-11,1574.2733154296875,1576.800048828125,1622.5999755859375,1532.0,1622.1500244140625,686439
2025-02-12,1597.4859619140625,1600.050048828125,1610.0,1545.050048828125,1573.050048828125,541332
2025-02-13,1597.5858154296875,1600.1500244140625,1617.449951171875,1580.050048828125,1604.75,415833
2025-02-14,1567.084716796875,1569.5999755859375,1608.949951171875,1537.5,1602.0,663525
2025-02-17,1542.5740966796875,1545.050048828125,1617.949951171875,1502.5999755859375,1532.550048828125,1060324
2025-02-18,1597.5858154296875,1600.1500244140625,1606.199951171875,1538.550048828125,1553.5999755859375,1060913
2025-02-19,1551.809326171875,1554.300048828125,1610.0,1550.0,1581.050048828125,578298
2025-02-20,1595.1396484375,1597.699951171875,1601.25,1545.75,1556.0,306609
2025-02-21,1584.856201171875,1587.4000244140625,1605.75,1564.050048828125,1594.0,548071
2025-02-24,1570.8287353515625,1573.3499755859375,1590.199951171875,1550.0,1573.0,445813
2025-02-25,1559.9461669921875,1562.449951171875,1585.0,1525.949951171875,1559.0,785080
2025-02-27,1509.42724609375,1511.8499755859375,1567.4000244140625,1494.6500244140625,1552.050048828125,1307347
2025-02-28,1545.619140625,1548.0999755859375,1554.8499755859375,1465.050048828125,1510.5,1165867
2025-03-03,1545.9686279296875,1548.449951171875,1556.199951171875,1502.300048828125,1546.199951171875,481651
2025-03-04,1549.4132080078125,1551.9000244140625,1559.949951171875,1483.8499755859375,1515.0,601184
2025-03-05,1576.0205078125,1578.550048828125,1590.050048828125,1545.1500244140625,1550.0,645873
2025-03-06,1573.1251220703125,1575.6500244140625,1601.1500244140625,1562.550048828125,1584.0,428061
2025-03-07,1557.64990234375,1560.1500244140625,1606.0,1550.0,1584.9000244140625,515001
2025-03-10,1549.21337890625,1551.699951171875,1632.550048828125,1548.199951171875,1568.4000244140625,1104212
2025-03-11,1654.1949462890625,1656.8499755859375,1664.199951171875,1540.0,1554.5,1138230
2025-03-12,1598.93359375,1601.5,1654.6500244140625,1597.550048828125,1647.050048828125,335942
2025-03-13,1561.992919921875,1564.5,1605.199951171875,1550.0,1601.050048828125,593633
2025-03-17,1557.849609375,1560.3499755859375,1575.0,1524.25,1564.5,552695
2025-03-18,1557.849609375,1560.3499755859375,1560.3499755859375,1560.3499755859375,1560.3499755859375,0
2025-03-19,1553.1571044921875,1555.6500244140625,1626.3499755859375,1542.050048828125,1618.0,2650134
2025-03-20,1621.3975830078125,1624.0,1632.8499755859375,1552.449951171875,1563.4000244140625,1057945
