Price,Adj Close,Close,High,Low,Open,Volume
2024-02-08,850.1133422851562,917.75,929.0,908.5,921.0,106534
2024-02-09,850.8080444335938,918.5,922.9000244140625,892.2000122070312,919.8499755859375,93003
2024-02-12,831.633544921875,897.7999877929688,928.4500122070312,893.25,918.5,88309
2024-02-13,845.1112670898438,912.3499755859375,917.5999755859375,878.0,897.7999877929688,85719
2024-02-14,849.51123046875,917.0999755859375,920.0499877929688,895.0999755859375,901.0499877929688,78254
2024-02-15,847.1491088867188,914.5499877929688,936.0499877929688,908.0,917.0999755859375,90520
2024-02-16,840.9429321289062,907.8499755859375,926.7000122070312,905.25,921.0,64860
2024-02-19,844.9723510742188,912.2000122070312,925.0,902.25,923.0,72368
2024-02-20,841.4987182617188,908.4500122070312,921.0,904.0499877929688,914.5,103520
2024-02-21,865.9994506835938,934.9000244140625,960.9500122070312,909.1500244140625,913.7999877929688,669144
2024-02-22,851.2711791992188,919.0,942.9500122070312,912.0499877929688,940.0,143565
2024-02-23,848.86279296875,916.4000244140625,934.5,913.0,926.0,255389
2024-02-26,838.48828125,905.2000122070312,928.5999755859375,902.75,920.0,125734
2024-02-27,857.5700073242188,925.7999877929688,937.0,904.8499755859375,906.7000122070312,458338
2024-02-28,826.0757446289062,891.7999877929688,936.5499877929688,888.5499877929688,922.0,137497
2024-02-29,830.6146850585938,896.7000122070312,908.0,879.25,895.9000244140625,257362
2024-03-01,835.5240478515625,902.0,911.8499755859375,895.0,895.0,68161
2024-03-04,830.5684204101562,896.6500244140625,913.7000122070312,894.25,905.7999877929688,45234
2024-03-05,829.781005859375,895.7999877929688,899.4500122070312,891.0,895.0499877929688,56502
2024-03-06,811.3475952148438,875.9000244140625,904.0,869.4500122070312,895.7999877929688,119292
2024-03-07,825.056884765625,890.7000122070312,894.9000244140625,872.0,875.75,67564
2024-03-11,809.8191528320312,874.25,895.0,871.25,890.7000122070312,64863
2024-03-12,798.1478271484375,861.6500244140625,880.75,858.0999755859375,880.0,85719
2024-03-13,751.6937866210938,811.5,865.0,806.0,862.0,165620
2024-03-14,790.968994140625,853.9000244140625,857.7999877929688,802.0,813.9500122070312,81277
2024-03-15,776.0092163085938,837.75,855.0,830.0999755859375,855.0,69396
2024-03-18,764.8009643554688,825.6500244140625,839.7999877929688,821.0999755859375,832.0,88575
2024-03-19,749.3780517578125,809.0,848.0999755859375,805.0,822.0,268541
2024-03-20,757.1589965820312,817.4000244140625,823.0,804.5,811.7000122070312,62545
2024-03-21,764.1525268554688,824.9500122070312,839.0,818.0,821.0999755859375,67130
2024-03-22,773.09130859375,834.5999755859375,839.0,819.5499877929688,819.75,40856
2024-03-26,760.49365234375,821.0,838.0,818.25,835.1500244140625,57205
2024-03-27,754.19482421875,814.2000122070312,839.0,808.0,823.0499877929688,122376
2024-03-28,753.0831909179688,813.0,826.0,807.0,815.0,87950
2024-04-01,780.548095703125,842.6500244140625,844.6500244140625,818.9500122070312,820.9000244140625,53487
2024-04-02,787.9121704101562,850.5999755859375,853.9500122070312,835.5,843.0,62606
2024-04-03,801.389892578125,865.1500244140625,869.25,847.5499877929688,851.5,83522
2024-04-04,829.7346801757812,895.75,898.3499755859375,865.1500244140625,865.1500244140625,151967
2024-04-05,858.7742309570312,927.0999755859375,929.4000244140625,895.0,895.75,308765
2024-04-08,856.1806030273438,924.2999877929688,934.9500122070312,901.5999755859375,930.9500122070312,132768
2024-04-09,847.5659790039062,915.0,935.9500122070312,911.2999877929688,926.0,214208
2024-04-10,840.3408203125,907.2000122070312,926.0,905.0,917.7999877929688,146356
2024-04-12,851.4564819335938,919.2000122070312,922.5,897.75,905.5999755859375,114787
2024-04-15,833.2083129882812,899.5,916.0499877929688,873.9000244140625,916.0499877929688,136771
2024-04-16,854.6522216796875,922.6500244140625,930.0,887.5,895.0,205694
2024-04-18,835.94091796875,902.4500122070312,930.0,900.25,923.0,89178
2024-04-19,833.9956665039062,900.3499755859375,919.0,884.7999877929688,899.9000244140625,80886
2024-04-22,862.942626953125,931.5999755859375,954.6500244140625,920.1500244140625,932.0,582766
2024-04-23,870.02880859375,939.25,964.9000244140625,930.2999877929688,934.5,295054
2024-04-24,878.5045166015625,948.4000244140625,964.7999877929688,933.1500244140625,948.9500122070312,299066
2024-04-25,877.62451171875,947.4500122070312,958.0,933.25,950.0,245268
2024-04-26,902.58837890625,974.4000244140625,1005.0,962.0,975.0,1936653
2024-04-29,897.4473266601562,968.8499755859375,999.0,964.7000122070312,982.0,455672
2024-04-30,880.4034423828125,950.4500122070312,976.9000244140625,941.0,976.9000244140625,265419
2024-05-02,878.5971069335938,948.5,960.3499755859375,942.5999755859375,950.0,130228
2024-05-03,875.7718505859375,945.4500122070312,956.9000244140625,936.0,954.9000244140625,113824
2024-05-06,855.48583984375,923.5499877929688,954.5,919.9000244140625,950.0,107869
2024-05-07,841.6839599609375,908.6500244140625,927.9000244140625,902.5999755859375,926.9000244140625,126499
2024-05-08,855.0690307617188,923.0999755859375,929.9000244140625,904.1500244140625,908.6500244140625,146045
2024-05-09,831.9578247070312,898.1500244140625,930.9500122070312,893.9000244140625,925.4500122070312,62538
2024-05-10,842.8419189453125,909.9000244140625,922.7000122070312,894.0999755859375,903.9500122070312,202888
2024-05-13,830.3831176757812,896.4500122070312,913.5,891.0,913.5,86383
2024-05-14,849.1407470703125,916.7000122070312,918.5,897.8499755859375,898.9000244140625,52719
2024-05-15,838.44189453125,905.1500244140625,926.0,903.0,925.0,69492
2024-05-16,846.0839233398438,913.4000244140625,919.5499877929688,904.9500122070312,908.25,98923
2024-05-17,851.7343139648438,919.5,924.5499877929688,912.9500122070312,915.8499755859375,111483
2024-05-21,853.7259521484375,921.6500244140625,931.0,915.0,931.0,61728
2024-05-22,859.28369140625,927.6500244140625,936.7999877929688,914.0,927.9500122070312,61409
2024-05-23,856.4584350585938,924.5999755859375,929.9500122070312,917.7999877929688,928.1500244140625,42812
2024-05-24,858.218505859375,926.5,934.6500244140625,921.4500122070312,929.0,42983
2024-05-27,849.8353881835938,917.4500122070312,937.7999877929688,915.9000244140625,933.2999877929688,55371
2024-05-28,853.8184814453125,921.75,927.0,912.3499755859375,914.7999877929688,76088
2024-05-29,855.346923828125,923.4000244140625,939.7999877929688,915.0,915.0,86358
2024-05-30,837.83984375,904.5,924.7999877929688,899.0499877929688,923.7999877929688,52094
2024-05-31,841.6839599609375,908.6500244140625,913.1500244140625,900.2999877929688,907.0,149445
2024-06-03,857.0606079101562,925.25,937.0,918.3499755859375,932.0,106262
2024-06-04,866.3235473632812,935.25,944.7999877929688,896.9500122070312,934.0,426376
2024-06-05,859.0521240234375,927.4000244140625,940.0,908.5499877929688,931.4000244140625,93627
2024-06-06,888.6474609375,959.3499755859375,975.5,930.0499877929688,930.0499877929688,280399
2024-06-07,889.4811401367188,960.25,975.75,949.0,949.0,115376
2024-06-10,904.579833984375,976.5499877929688,986.3499755859375,952.5499877929688,965.2999877929688,274544
2024-06-11,911.0176391601562,983.5,990.7000122070312,970.25,976.7000122070312,189564
2024-06-12,916.7144165039062,989.6500244140625,995.6500244140625,982.0499877929688,992.2000122070312,143733
2024-06-13,916.297607421875,989.2000122070312,1004.0,984.3499755859375,989.7000122070312,107142
2024-06-14,927.2742309570312,1001.0499877929688,1012.2000122070312,987.2999877929688,989.2000122070312,297947
2024-06-18,966.96630859375,1043.9000244140625,1068.0,1002.0,1002.0,779522
2024-06-19,953.0254516601562,1028.8499755859375,1054.25,1022.1500244140625,1043.9000244140625,168961
2024-06-20,948.8570556640625,1024.3499755859375,1046.0,1017.0,1028.0,136421
2024-06-21,937.8804321289062,1012.5,1036.9000244140625,1005.0,1033.9000244140625,151576
2024-06-24,943.2529296875,1018.2999877929688,1022.5,1006.7999877929688,1020.0499877929688,111135
2024-06-25,944.9666137695312,1020.1500244140625,1048.5999755859375,1010.0,1027.5,182524
2024-06-26,940.4740600585938,1015.2999877929688,1027.949951171875,1001.9000244140625,1020.2000122070312,114156
2024-06-27,926.6257934570312,1000.3499755859375,1020.0,997.6500244140625,1018.5999755859375,94809
2024-06-28,926.7647705078125,1000.5,1008.5,997.0,1005.3499755859375,60528
2024-07-01,953.8590698242188,1029.75,1048.0,1008.0,1009.0,282581
2024-07-02,951.311767578125,1027.0,1045.5999755859375,1018.9500122070312,1036.8499755859375,125024
2024-07-03,961.3621215820312,1037.8499755859375,1052.0,1030.0,1030.1500244140625,257367
2024-07-04,967.383056640625,1044.3499755859375,1050.550048828125,1036.4000244140625,1045.8499755859375,166790
2024-07-05,969.0040893554688,1046.0999755859375,1050.9000244140625,1037.3499755859375,1044.0,174356
2024-07-08,971.64404296875,1048.949951171875,1072.0,1045.0,1050.0,210598
2024-07-09,969.0040893554688,1046.0999755859375,1053.5,1041.699951171875,1050.0,237287
2024-07-10,962.3810424804688,1038.949951171875,1051.0,1010.4000244140625,1050.0,232739
2024-07-11,971.5978393554688,1048.9000244140625,1057.4000244140625,1040.0,1043.0,225535
2024-07-12,978.9155883789062,1056.800048828125,1068.449951171875,1045.0999755859375,1056.0,236342
2024-07-15,993.8753051757812,1072.949951171875,1079.0,1055.0,1065.0,598334
2024-07-16,1026.156982421875,1107.800048828125,1112.0,1073.050048828125,1080.0,1025048
2024-07-18,1008.1160278320312,1042.1500244140625,1061.0999755859375,1037.0,1054.75,535877
2024-07-19,957.7658081054688,990.0999755859375,1038.050048828125,985.0,1031.25,276635
2024-07-22,947.8505249023438,979.8499755859375,997.0999755859375,972.0,991.0,210054
2024-07-23,938.4673461914062,970.1500244140625,984.9000244140625,940.5999755859375,979.8499755859375,160945
2024-07-24,983.4003295898438,1016.5999755859375,1020.0,964.7999877929688,970.0,258840
2024-07-25,993.8477172851562,1027.4000244140625,1033.800048828125,998.9500122070312,1019.9500122070312,380859
2024-07-26,1017.0639038085938,1051.4000244140625,1066.050048828125,1025.0,1027.4000244140625,629083
2024-07-29,1016.1448974609375,1050.449951171875,1080.9000244140625,1042.0999755859375,1055.9000244140625,319200
2024-07-30,996.9431762695312,1030.5999755859375,1056.949951171875,1029.449951171875,1048.0,183433
2024-07-31,1003.762939453125,1037.6500244140625,1043.800048828125,1029.8499755859375,1030.0,115369
2024-08-01,995.3469848632812,1028.949951171875,1053.1500244140625,1025.550048828125,1040.0,230011
2024-08-02,1001.7315673828125,1035.550048828125,1050.0,1020.0,1020.0,158550
2024-08-05,951.864990234375,984.0,1019.9500122070312,970.0,970.0,376464
2024-08-06,945.3837890625,977.2999877929688,1011.25,970.2999877929688,989.75,139149
2024-08-07,951.38134765625,983.5,998.7999877929688,977.6500244140625,988.5999755859375,105395
2024-08-08,962.5057983398438,995.0,1012.7999877929688,990.0999755859375,992.0,128149
2024-08-09,960.90966796875,993.3499755859375,1020.2000122070312,988.2999877929688,998.5499877929688,185184
2024-08-12,985.0932006835938,1018.3499755859375,1037.0,983.9000244140625,988.0,295421
2024-08-13,988.4305419921875,1021.7999877929688,1050.0,1013.8499755859375,1033.0,209997
2024-08-14,1006.6165771484375,1040.5999755859375,1048.0999755859375,1023.5,1029.800048828125,186114
2024-08-16,1006.8583984375,1040.8499755859375,1076.0,1036.0,1050.0,161155
2024-08-19,1023.8836059570312,1058.449951171875,1064.0,1043.199951171875,1057.949951171875,102909
2024-08-20,1085.213134765625,1121.8499755859375,1129.4000244140625,1066.0,1070.949951171875,1282215
2024-08-21,1113.314453125,1150.9000244140625,1163.0,1103.449951171875,1130.0,918956
2024-08-22,1094.741455078125,1131.699951171875,1164.0,1126.5,1160.0,290772
2024-08-23,1099.675048828125,1136.800048828125,1147.25,1123.5999755859375,1135.949951171875,182118
2024-08-26,1130.7266845703125,1168.9000244140625,1175.0,1133.050048828125,1153.199951171875,289320
2024-08-27,1107.3653564453125,1144.75,1180.5,1140.0,1173.0,251117
2024-08-28,1091.8394775390625,1128.699951171875,1172.800048828125,1126.6500244140625,1137.0,228448
2024-08-29,1078.7320556640625,1115.1500244140625,1139.949951171875,1108.0,1129.6500244140625,109489
2024-08-30,1109.396728515625,1146.8499755859375,1170.0,1106.6500244140625,1117.050048828125,234202
2024-09-02,1153.265625,1192.199951171875,1200.0,1145.300048828125,1161.0,1347929
2024-09-03,1143.4954833984375,1182.0999755859375,1208.949951171875,1176.0,1192.199951171875,513404
2024-09-04,1149.1544189453125,1187.949951171875,1219.0,1166.25,1170.0,595757
2024-09-05,1225.86474609375,1267.25,1275.0,1195.0,1199.0,1370723
2024-09-06,1253.095458984375,1295.4000244140625,1319.0,1258.0999755859375,1266.9000244140625,1030222
2024-09-09,1222.4306640625,1263.699951171875,1317.5999755859375,1252.0,1302.0,471133
2024-09-10,1247.4365234375,1289.550048828125,1298.449951171875,1266.0,1273.0,225630
2024-09-11,1238.6820068359375,1280.5,1302.449951171875,1275.050048828125,1302.449951171875,236013
2024-09-12,1229.637451171875,1271.1500244140625,1296.9000244140625,1257.6500244140625,1291.0,155159
2024-09-13,1246.4207763671875,1288.5,1300.199951171875,1268.449951171875,1278.949951171875,145728
2024-09-16,1226.1065673828125,1267.5,1316.0,1261.0,1295.050048828125,173645
2024-09-17,1249.177734375,1291.3499755859375,1298.5,1262.0,1270.0999755859375,161475
2024-09-18,1257.2066650390625,1299.6500244140625,1341.0,1280.050048828125,1301.0,528260
2024-09-19,1234.6676025390625,1276.3499755859375,1323.0,1270.050048828125,1307.050048828125,267715
2024-09-20,1239.6494140625,1281.5,1304.8499755859375,1271.4000244140625,1287.8499755859375,188627
2024-09-23,1245.1632080078125,1287.199951171875,1299.0,1275.0,1280.5,153324
2024-09-24,1229.25048828125,1270.75,1297.0,1260.0,1260.0,156681
2024-09-25,1228.1864013671875,1269.6500244140625,1292.949951171875,1255.050048828125,1275.0,161649
2024-09-26,1217.3521728515625,1258.449951171875,1270.0,1225.800048828125,1267.949951171875,260631
2024-09-27,1208.065673828125,1248.8499755859375,1279.0,1241.0,1263.9000244140625,252669
2024-09-30,1198.8758544921875,1239.3499755859375,1284.949951171875,1235.050048828125,1250.0,182041
2024-10-01,1193.5072021484375,1233.800048828125,1255.050048828125,1213.050048828125,1244.949951171875,353543
2024-10-03,1193.5072021484375,1233.800048828125,1245.199951171875,1224.6500244140625,1228.0,302524
2024-10-04,1177.4010009765625,1217.1500244140625,1234.800048828125,1198.5999755859375,1226.949951171875,195932
2024-10-07,1162.3104248046875,1201.550048828125,1228.199951171875,1176.199951171875,1215.300048828125,762246
2024-10-08,1159.3115234375,1198.449951171875,1212.25,1160.4000244140625,1210.5,405342
2024-10-09,1197.715087890625,1238.1500244140625,1248.0,1185.699951171875,1198.449951171875,329039
2024-10-10,1189.927978515625,1230.0999755859375,1259.0,1225.050048828125,1247.0,219439
2024-10-11,1174.1119384765625,1213.75,1234.0,1209.0,1233.9000244140625,110546
2024-10-14,1158.731201171875,1197.8499755859375,1213.5,1188.050048828125,1213.5,268429
2024-10-15,1192.6365966796875,1232.9000244140625,1257.6500244140625,1197.0,1208.0,292566
2024-10-16,1285.59814453125,1329.0,1342.0999755859375,1220.0999755859375,1236.25,2603408
2024-10-17,1261.8983154296875,1304.5,1336.3499755859375,1286.949951171875,1328.949951171875,502365
2024-10-18,1238.1983642578125,1280.0,1304.0,1260.8499755859375,1304.0,218898
2024-10-21,1233.7969970703125,1275.449951171875,1325.9000244140625,1265.699951171875,1293.0,257295
2024-10-22,1183.3984375,1223.3499755859375,1284.25,1213.199951171875,1274.5,252871
2024-10-23,1186.01025390625,1226.050048828125,1245.050048828125,1206.199951171875,1214.25,211289
2024-10-24,1183.6402587890625,1223.5999755859375,1241.1500244140625,1202.800048828125,1220.0,113189
2024-10-25,1110.0255126953125,1147.5,1227.0,1140.0,1213.3499755859375,267552
2024-10-28,1161.72998046875,1200.949951171875,1244.0,1181.300048828125,1192.0,526585
2024-10-29,1163.761474609375,1203.050048828125,1214.300048828125,1173.9000244140625,1206.800048828125,205261
2024-10-30,1247.1947021484375,1289.300048828125,1349.699951171875,1205.050048828125,1211.949951171875,1325685
2024-10-31,1289.951171875,1333.5,1369.0,1282.050048828125,1288.0999755859375,1200236
2024-11-01,1315.9727783203125,1360.4000244140625,1373.949951171875,1346.0,1373.949951171875,138625
2024-11-04,1288.4517822265625,1331.949951171875,1400.0,1320.0,1369.0,884292
2024-11-05,1283.9537353515625,1327.300048828125,1350.5,1322.0,1338.0999755859375,298038
2024-11-06,1288.7904052734375,1332.300048828125,1360.0,1327.0,1339.25,176610
2024-11-07,1314.8602294921875,1359.25,1385.5,1340.0,1342.5,339408
2024-11-08,1280.0360107421875,1323.25,1370.0,1315.0999755859375,1369.25,137043
2024-11-11,1259.625,1302.1500244140625,1339.699951171875,1297.5,1321.0,146161
2024-11-12,1301.9462890625,1345.9000244140625,1399.300048828125,1306.0,1312.0,737817
2024-11-13,1221.947021484375,1263.199951171875,1339.9000244140625,1253.949951171875,1333.449951171875,252835
2024-11-14,1269.056640625,1311.9000244140625,1325.0,1253.8499755859375,1254.0,266430
2024-11-18,1227.170654296875,1268.5999755859375,1297.8499755859375,1259.949951171875,1289.550048828125,136811
2024-11-19,1240.61669921875,1282.5,1299.0,1263.0,1270.4000244140625,149525
2024-11-21,1252.8536376953125,1295.1500244140625,1304.699951171875,1257.949951171875,1280.0,158344
2024-11-22,1259.238037109375,1301.75,1325.0,1291.0,1303.25,206396
2024-11-25,1245.5986328125,1287.6500244140625,1343.0,1281.0,1338.75,175236
2024-11-26,1240.858642578125,1282.75,1298.4000244140625,1271.4000244140625,1287.0,78302
2024-11-27,1257.6904296875,1300.1500244140625,1305.0,1275.25,1290.6500244140625,154281
2024-11-28,1245.308349609375,1287.3499755859375,1315.5999755859375,1279.199951171875,1312.75,108752
2024-11-29,1256.7230224609375,1299.1500244140625,1307.800048828125,1284.050048828125,1295.9000244140625,112827
2024-12-02,1256.8197021484375,1299.25,1304.949951171875,1287.0,1298.550048828125,163814
2024-12-03,1266.4447021484375,1309.199951171875,1332.550048828125,1295.0999755859375,1300.0,304644
2024-12-04,1262.4786376953125,1305.0999755859375,1334.3499755859375,1300.3499755859375,1317.6500244140625,515640
2024-12-05,1284.7760009765625,1328.1500244140625,1357.75,1303.9000244140625,1314.9000244140625,615202
2024-12-06,1282.5994873046875,1325.9000244140625,1340.4000244140625,1320.0,1336.949951171875,139644
2024-12-09,1321.5350341796875,1366.1500244140625,1384.0,1330.0,1332.75,412167
2024-12-10,1325.6944580078125,1370.449951171875,1400.0,1362.5,1375.0,440175
2024-12-11,1349.4427490234375,1395.0,1400.0,1364.050048828125,1375.0,450520
2024-12-12,1321.921875,1366.550048828125,1403.6500244140625,1356.449951171875,1401.9000244140625,183730
2024-12-13,1316.6015625,1361.050048828125,1368.550048828125,1331.199951171875,1367.9000244140625,106158
2024-12-16,1307.9921875,1352.1500244140625,1374.0,1342.4000244140625,1374.0,123744
2024-12-17,1322.453857421875,1367.0999755859375,1380.199951171875,1350.199951171875,1354.300048828125,121387
2024-12-18,1269.1533203125,1312.0,1371.4000244140625,1303.6500244140625,1371.4000244140625,141273
2024-12-19,1253.1922607421875,1295.5,1319.0,1280.199951171875,1290.0,117558
2024-12-20,1193.79736328125,1234.0999755859375,1297.5,1228.25,1285.0,243596
2024-12-23,1190.701904296875,1230.9000244140625,1238.0,1206.050048828125,1210.3499755859375,180110
2024-12-24,1189.9764404296875,1230.1500244140625,1245.0,1223.0999755859375,1237.199951171875,59283
2024-12-26,1186.397216796875,1226.449951171875,1239.1500244140625,1208.0999755859375,1223.0,90330
2024-12-27,1209.032958984375,1249.8499755859375,1255.75,1226.449951171875,1226.449951171875,71903
2024-12-30,1307.8470458984375,1352.0,1365.699951171875,1233.25,1256.6500244140625,577807
2024-12-31,1298.7056884765625,1342.550048828125,1348.0,1310.0,1331.050048828125,180222
2025-01-01,1321.1964111328125,1365.800048828125,1380.0,1331.199951171875,1350.0,196319
2025-01-02,1346.8310546875,1392.300048828125,1395.75,1349.699951171875,1369.800048828125,250999
2025-01-03,1317.7138671875,1362.199951171875,1400.0,1359.050048828125,1385.050048828125,148821
2025-01-06,1243.422119140625,1285.4000244140625,1390.300048828125,1280.0,1371.75,207272
2025-01-07,1253.8692626953125,1296.199951171875,1323.199951171875,1283.300048828125,1285.4000244140625,103734
2025-01-08,1213.4827880859375,1254.449951171875,1325.949951171875,1240.050048828125,1291.4000244140625,203451
2025-01-09,1170.5811767578125,1210.0999755859375,1270.0,1188.1500244140625,1260.0999755859375,293985
2025-01-10,1153.072265625,1192.0,1209.300048828125,1162.199951171875,1200.0,243965
2025-01-13,1145.33349609375,1184.0,1214.8499755859375,1152.199951171875,1180.0,263202
2025-01-14,1145.14013671875,1183.800048828125,1208.0,1163.0,1164.0,107026
2025-01-15,1219.044921875,1260.199951171875,1278.0,1195.0,1195.550048828125,702645
2025-01-16,1202.116455078125,1242.699951171875,1266.0,1236.0,1245.0,87054
2025-01-17,1176.2884521484375,1216.0,1245.5999755859375,1205.550048828125,1240.550048828125,120984
2025-01-20,1209.37158203125,1250.199951171875,1257.949951171875,1215.0,1216.050048828125,74872
2025-01-21,1175.0308837890625,1214.699951171875,1255.25,1210.1500244140625,1250.199951171875,39892
2025-01-22,1189.9764404296875,1230.1500244140625,1235.0,1203.3499755859375,1218.1500244140625,71187
2025-01-23,1174.0152587890625,1213.6500244140625,1241.0,1206.0,1225.0,74778
2025-01-24,1134.3057861328125,1172.5999755859375,1233.949951171875,1152.5,1219.0,129918
2025-01-27,1075.201171875,1111.5,1199.25,1096.699951171875,1172.5999755859375,200980
2025-01-28,1017.644287109375,1052.0,1119.25,1041.199951171875,1114.5,208735
2025-01-29,1030.4132080078125,1065.199951171875,1074.800048828125,994.0,1030.0,599637
2025-01-30,977.4995727539062,1010.5,1060.449951171875,1005.2999877929688,1036.449951171875,184059
2025-01-31,1004.585205078125,1038.5,1043.4000244140625,1007.0,1012.7000122070312,188239
2025-02-01,1019.8692626953125,1054.300048828125,1061.800048828125,1025.0999755859375,1049.0,110386
2025-02-03,985.3350219726562,1018.5999755859375,1058.0,1012.1500244140625,1052.0,137328
2025-02-04,1026.350341796875,1061.0,1072.9000244140625,1025.25,1029.0,80293
2025-02-05,1054.5968017578125,1090.199951171875,1105.0,1054.1500244140625,1069.0,191907
2025-02-06,1021.3202514648438,1055.800048828125,1093.5,1051.4000244140625,1091.949951171875,79720
2025-02-07,1016.5318603515625,1050.8499755859375,1069.449951171875,1040.050048828125,1055.0,122170
2025-02-10,984.754638671875,1018.0,1058.449951171875,1013.7999877929688,1050.0,70462
2025-02-11,966.6170043945312,999.25,1025.0,985.6500244140625,1020.3499755859375,177208
2025-02-12,971.743896484375,1004.5499877929688,1017.75,966.2999877929688,1017.2999877929688,138659
2025-02-13,958.733154296875,991.0999755859375,1014.2000122070312,986.1500244140625,1006.0,78083
2025-02-14,918.878662109375,949.9000244140625,995.0,940.0,995.0,208723
2025-02-17,899.2899780273438,929.6500244140625,961.3499755859375,916.5,943.6500244140625,173842
2025-02-18,896.1944580078125,926.4500122070312,933.75,909.75,929.0,91610
2025-02-19,918.104736328125,949.0999755859375,959.6500244140625,905.0,919.0,85072
2025-02-20,940.1117553710938,971.8499755859375,981.0,944.4500122070312,952.5,80512
2025-02-21,920.668212890625,951.75,999.9000244140625,947.1500244140625,966.9000244140625,89499
2025-02-24,935.6136474609375,967.2000122070312,1003.0,935.0,935.0,290592
2025-02-25,946.0609741210938,978.0,984.0499877929688,961.0,967.2000122070312,76010
2025-02-27,949.1080932617188,981.1500244140625,995.7999877929688,975.2000122070312,995.7999877929688,101351
2025-02-28,910.172607421875,940.9000244140625,974.2999877929688,934.5499877929688,970.25,97241
2025-03-03,910.172607421875,940.9000244140625,950.0,918.0,941.9500122070312,106218
2025-03-04,914.525634765625,945.4000244140625,959.4000244140625,905.25,930.0,65163
2025-03-05,900.1605224609375,930.5499877929688,942.0999755859375,905.4500122070312,940.7000122070312,521842
2025-03-06,946.6897583007812,978.6500244140625,989.9500122070312,937.5499877929688,950.0,256700
2025-03-07,942.4334106445312,974.25,986.5,962.5499877929688,965.5,161032
2025-03-10,913.1713256835938,944.0,998.5999755859375,934.4000244140625,985.0,197787
2025-03-11,888.6975708007812,918.7000122070312,940.2999877929688,915.0,936.7999877929688,125121
2025-03-12,911.6235961914062,942.4000244140625,954.5,919.8499755859375,919.8499755859375,172306
2025-03-13,902.3370971679688,932.7999877929688,946.4500122070312,921.0,942.4000244140625,103420
2025-03-17,892.4218139648438,922.5499877929688,944.0999755859375,920.0,944.0,124829
2025-03-18,892.4218139648438,922.5499877929688,922.5499877929688,922.5499877929688,922.5499877929688,0
2025-03-19,954.3800659179688,986.5999755859375,996.0,951.0,961.0,311793
2025-03-20,956.8468627929688,989.1500244140625,1013.3499755859375,983.9500122070312,1001.0,162404
2025-03-21,1035.2498779296875,1070.199951171875,1078.9000244140625,990.5499877929688,998.7999877929688,535656
2025-03-24,1054.838623046875,1090.449951171875,1097.5,1046.550048828125,1070.199951171875,230051
2025-03-25,1023.2549438476562,1057.800048828125,1098.5999755859375,1040.0,1095.0,159222
2025-03-26,1005.5040893554688,1039.449951171875,1067.800048828125,1029.4000244140625,1062.0,115009
2025-03-27,1026.0118408203125,1060.6500244140625,1074.5,1032.9000244140625,1036.75,186319
2025-03-28,1020.7881469726562,1055.25,1074.5,1042.4000244140625,1074.5,111317
2025-04-01,1027.4144287109375,1062.0999755859375,1077.9000244140625,1050.050048828125,1055.25,67663
2025-04-02,1030.2681884765625,1065.050048828125,1074.0,1040.0,1062.0999755859375,161687
2025-04-03,1045.4554443359375,1080.75,1090.0999755859375,1051.0,1060.0,99342
2025-04-04,1025.5281982421875,1060.1500244140625,1089.050048828125,1050.0,1080.75,110576
2025-04-07,987.3665161132812,1020.7000122070312,1038.0999755859375,944.5499877929688,945.0,124430
2025-04-08,977.3060913085938,1010.2999877929688,1048.5,1006.0,1030.050048828125,133095
2025-04-09,968.5032958984375,1001.2000122070312,1018.0,995.0,1010.7000122070312,87460
2025-04-11,965.5529174804688,998.1500244140625,1025.0,986.5499877929688,1021.9000244140625,210400
2025-04-15,986.5926513671875,1019.9000244140625,1027.4000244140625,1008.2000122070312,1025.0,224347
2025-04-16,992.590087890625,1026.0999755859375,1039.300048828125,1011.2000122070312,1032.0,246996
2025-04-17,995.2020263671875,1028.800048828125,1041.0,1018.0,1029.0,314247
2025-04-21,1035.5401611328125,1070.5,1087.0,1031.4000244140625,1032.9000244140625,295197
2025-04-22,1071.6220703125,1107.800048828125,1157.0,1062.5,1075.0,884270
2025-04-23,1098.2239990234375,1135.300048828125,1142.4000244140625,1100.0,1117.300048828125,278114
2025-04-24,1087.1962890625,1123.9000244140625,1134.699951171875,1114.0,1130.0,152656
2025-04-25,1039.8931884765625,1075.0,1129.4000244140625,1062.800048828125,1124.699951171875,289545
2025-04-28,1046.277587890625,1081.5999755859375,1088.199951171875,1057.0,1082.9000244140625,142559
2025-04-29,1040.2801513671875,1075.4000244140625,1107.0,1070.0,1090.0,146170
2025-04-30,986.01220703125,1019.2999877929688,1072.199951171875,1010.4000244140625,1057.0,314608
2025-05-02,976.919189453125,1009.9000244140625,1046.9000244140625,1000.0,1030.0,182002
2025-05-05,1000.9092407226562,1034.699951171875,1037.0,1011.0,1026.300048828125,92473
2025-05-06,954.6703491210938,986.9000244140625,1041.5999755859375,981.0,1034.0999755859375,178401
2025-05-07,978.5636596679688,1011.5999755859375,1014.9000244140625,959.9000244140625,986.9000244140625,267922
2025-05-08,961.2482299804688,993.7000122070312,1022.5,985.7999877929688,1019.9000244140625,112468
2025-05-09,949.9303588867188,982.0,987.2000122070312,962.2000122070312,970.0,165473
2025-05-12,1011.0663452148438,1045.199951171875,1050.0,1004.2999877929688,1018.0,200419
