Price,Adj Close,Close,High,Low,Open,Volume
2024-01-01,1417.9439697265625,1437.199951171875,1443.4000244140625,1420.0,1429.0,156358
2024-01-02,1400.3824462890625,1419.4000244140625,1448.949951171875,1415.550048828125,1443.0,491395
2024-01-03,1359.537109375,1378.0,1419.4000244140625,1373.699951171875,1417.050048828125,701759
2024-01-04,1374.533447265625,1393.199951171875,1398.0,1375.0,1380.050048828125,581309
2024-01-05,1376.9013671875,1395.5999755859375,1398.550048828125,1385.4000244140625,1394.800048828125,296418
2024-01-08,1376.9505615234375,1395.6500244140625,1405.75,1379.0,1395.0,659991
2024-01-09,1376.309326171875,1395.0,1420.0,1384.0,1396.550048828125,855991
2024-01-10,1369.4522705078125,1388.050048828125,1395.0,1377.4000244140625,1395.0,639538
2024-01-11,1374.5826416015625,1393.25,1398.75,1385.300048828125,1388.0,302118
2024-01-12,1375.42138671875,1394.0999755859375,1396.8499755859375,1381.0,1391.050048828125,446952
2024-01-15,1354.4068603515625,1372.800048828125,1417.1500244140625,1370.699951171875,1411.0,781961
2024-01-16,1355.787841796875,1374.199951171875,1383.199951171875,1353.5,1372.800048828125,1288819
2024-01-17,1434.9627685546875,1454.449951171875,1476.0,1410.050048828125,1410.050048828125,5235862
2024-01-18,1420.755859375,1440.050048828125,1462.1500244140625,1423.0,1454.0,503202
2024-01-19,1467.02734375,1486.949951171875,1502.0,1434.9000244140625,1454.949951171875,1134043
2024-01-23,1459.3812255859375,1479.199951171875,1499.75,1450.5999755859375,1490.0,1546007
2024-01-24,1488.28857421875,1508.5,1513.0,1472.25,1475.0,594375
2024-01-25,1462.3409423828125,1482.199951171875,1509.949951171875,1476.050048828125,1508.5,324540
2024-01-29,1468.90185546875,1488.8499755859375,1495.8499755859375,1468.800048828125,1482.199951171875,374957
2024-01-30,1479.6064453125,1499.699951171875,1520.5,1484.9000244140625,1492.800048828125,805250
2024-01-31,1477.0413818359375,1497.0999755859375,1505.0,1489.8499755859375,1499.699951171875,506409
2024-02-01,1492.0870361328125,1512.3499755859375,1517.5,1494.0999755859375,1498.550048828125,339207
2024-02-02,1478.9652099609375,1499.050048828125,1524.0,1492.300048828125,1524.0,335712
2024-02-05,1498.2532958984375,1518.5999755859375,1521.300048828125,1500.0,1500.0,379612
2024-02-06,1569.6339111328125,1590.949951171875,1595.4000244140625,1519.0999755859375,1522.0,1019177
2024-02-07,1602.8331298828125,1624.5999755859375,1627.0999755859375,1595.1500244140625,1599.9000244140625,1029393
2024-02-08,1598.9852294921875,1620.699951171875,1640.449951171875,1612.0,1624.5999755859375,831036
2024-02-09,1616.4481201171875,1638.4000244140625,1644.199951171875,1607.0999755859375,1620.5999755859375,626195
2024-02-12,1593.6578369140625,1615.300048828125,1659.550048828125,1611.550048828125,1650.0,644401
2024-02-13,1608.802001953125,1630.6500244140625,1647.0999755859375,1604.300048828125,1614.949951171875,669899
2024-02-14,1617.6319580078125,1639.5999755859375,1645.0,1600.0,1600.0,238109
2024-02-15,1627.4488525390625,1649.550048828125,1659.699951171875,1616.0,1639.5999755859375,329883
2024-02-16,1623.3543701171875,1645.4000244140625,1662.949951171875,1638.5,1654.800048828125,783069
2024-02-19,1620.93701171875,1642.949951171875,1649.75,1635.050048828125,1645.5,661296
2024-02-20,1626.856689453125,1648.949951171875,1656.4000244140625,1627.300048828125,1632.0,894551
2024-02-21,1622.5157470703125,1644.550048828125,1667.0,1640.0,1658.9000244140625,511833
2024-02-22,1624.193115234375,1646.25,1652.699951171875,1621.0,1635.5,394970
2024-02-23,1617.286865234375,1639.25,1654.800048828125,1621.1500244140625,1654.800048828125,301727
2024-02-26,1628.435302734375,1650.550048828125,1665.0,1630.050048828125,1640.0,347806
2024-02-27,1703.6143798828125,1726.75,1734.0,1657.25,1665.0999755859375,3828778
2024-02-28,1701.34521484375,1724.449951171875,1734.9000244140625,1688.449951171875,1726.0,2135960
2024-02-29,1688.8154296875,1711.75,1724.449951171875,1670.800048828125,1720.0,3109844
2024-03-01,1621.8250732421875,1643.8499755859375,1724.4000244140625,1635.050048828125,1724.4000244140625,1532835
2024-03-04,1627.991455078125,1650.0999755859375,1654.9000244140625,1625.0999755859375,1651.949951171875,861437
2024-03-05,1630.3096923828125,1652.449951171875,1660.0,1642.0,1650.050048828125,665170
2024-03-06,1633.614990234375,1655.800048828125,1670.6500244140625,1633.050048828125,1653.9000244140625,850658
2024-03-07,1643.8262939453125,1666.1500244140625,1670.0,1639.3499755859375,1645.0999755859375,907857
2024-03-11,1632.1845703125,1654.3499755859375,1699.0,1645.0999755859375,1666.1500244140625,589504
2024-03-12,1638.843994140625,1661.0999755859375,1694.4000244140625,1629.199951171875,1654.3499755859375,1272822
2024-03-13,1621.233154296875,1643.25,1678.800048828125,1636.050048828125,1669.800048828125,1712838
2024-03-14,1639.63330078125,1661.9000244140625,1665.550048828125,1611.0,1631.949951171875,482962
2024-03-15,1629.224609375,1651.3499755859375,1688.75,1633.050048828125,1633.050048828125,484001
2024-03-18,1634.15771484375,1656.3499755859375,1662.4000244140625,1643.699951171875,1646.0,1258890
2024-03-19,1634.798828125,1657.0,1667.949951171875,1643.199951171875,1660.0,661062
2024-03-20,1618.42138671875,1640.4000244140625,1665.75,1621.050048828125,1653.449951171875,404017
2024-03-21,1650.6339111328125,1673.050048828125,1677.050048828125,1636.1500244140625,1650.0,382800
2024-03-22,1647.4766845703125,1669.8499755859375,1681.4000244140625,1657.0,1674.699951171875,363547
2024-03-26,1626.166259765625,1648.25,1671.0,1622.0,1669.8499755859375,1816648
2024-03-27,1640.3734130859375,1662.6500244140625,1669.9000244140625,1651.050048828125,1660.0,209280
2024-03-28,1661.9305419921875,1684.5,1693.0,1652.550048828125,1652.550048828125,687954
2024-04-01,1675.1016845703125,1697.8499755859375,1717.1500244140625,1690.300048828125,1709.0,296627
2024-04-02,1666.271484375,1688.9000244140625,1711.8499755859375,1680.1500244140625,1700.0,334235
2024-04-03,1670.0206298828125,1692.699951171875,1709.949951171875,1690.0,1700.0,635748
2024-04-04,1616.3494873046875,1638.300048828125,1702.199951171875,1632.550048828125,1702.0,665511
2024-04-05,1694.7843017578125,1717.800048828125,1728.0,1647.0,1647.0,1085353
2024-04-08,1687.7794189453125,1710.699951171875,1728.0,1703.5999755859375,1728.0,378044
2024-04-09,1679.4920654296875,1702.300048828125,1728.0,1678.050048828125,1725.0,626217
2024-04-10,1664.2490234375,1686.8499755859375,1720.0,1681.0,1710.0,148122
2024-04-12,1644.8624267578125,1667.199951171875,1696.4000244140625,1655.550048828125,1691.0,311722
2024-04-15,1608.4566650390625,1630.300048828125,1658.0,1611.5,1647.199951171875,385070
2024-04-16,1626.560791015625,1648.6500244140625,1693.699951171875,1617.199951171875,1617.199951171875,1708675
2024-04-18,1687.1875,1710.0999755859375,1747.0,1671.3499755859375,1710.0,4921694
2024-04-19,1667.1102294921875,1689.75,1739.199951171875,1674.5999755859375,1710.0999755859375,896851
2024-04-22,1663.410400390625,1686.0,1705.9000244140625,1677.5,1692.449951171875,539679
2024-04-23,1673.0792236328125,1695.800048828125,1705.0,1672.0,1686.0,635621
2024-04-24,1677.814697265625,1700.5999755859375,1723.949951171875,1688.0,1696.0,597042
2024-04-25,1683.9317626953125,1706.800048828125,1714.300048828125,1682.300048828125,1714.300048828125,632326
2024-04-26,1669.971435546875,1692.6500244140625,1719.3499755859375,1671.0,1671.0,299903
2024-04-29,1682.797119140625,1705.6500244140625,1710.550048828125,1674.300048828125,1692.6500244140625,564034
2024-04-30,1687.7301025390625,1710.6500244140625,1729.449951171875,1693.0999755859375,1714.75,1438902
2024-05-02,1677.0748291015625,1699.8499755859375,1735.300048828125,1695.1500244140625,1710.449951171875,320184
2024-05-03,1650.9791259765625,1673.4000244140625,1707.699951171875,1641.449951171875,1707.699951171875,774101
2024-05-06,1658.82275390625,1681.3499755859375,1687.8499755859375,1652.25,1674.800048828125,847317
2024-05-07,1662.47314453125,1685.050048828125,1719.949951171875,1666.75,1682.699951171875,962627
2024-05-08,1699.42138671875,1722.5,1727.8499755859375,1670.0,1675.25,819541
2024-05-09,1629.4219970703125,1651.550048828125,1731.0,1644.8499755859375,1727.5999755859375,548189
2024-05-10,1639.2386474609375,1661.5,1695.449951171875,1647.050048828125,1664.0,478772
2024-05-13,1661.585205078125,1684.1500244140625,1688.550048828125,1646.4000244140625,1667.949951171875,379122
2024-05-14,1661.2398681640625,1683.800048828125,1700.25,1669.4000244140625,1683.949951171875,326910
2024-05-15,1630.75390625,1652.9000244140625,1684.8499755859375,1649.949951171875,1678.949951171875,327336
2024-05-16,1654.333740234375,1676.800048828125,1680.0,1651.0999755859375,1654.949951171875,389375
2024-05-17,1647.1807861328125,1669.550048828125,1683.1500244140625,1661.5999755859375,1676.800048828125,400085
2024-05-21,1625.771484375,1647.8499755859375,1675.9000244140625,1625.0,1674.25,547370
2024-05-22,1625.6234130859375,1647.699951171875,1651.3499755859375,1637.8499755859375,1641.199951171875,457808
2024-05-23,1639.14013671875,1661.4000244140625,1664.949951171875,1637.050048828125,1649.0,235391
2024-05-24,1637.66015625,1659.9000244140625,1673.0999755859375,1646.75,1661.4000244140625,745275
2024-05-27,1601.797119140625,1623.550048828125,1666.949951171875,1615.0,1650.0999755859375,692685
2024-05-28,1613.24169921875,1635.1500244140625,1643.550048828125,1612.0,1625.0,527439
2024-05-29,1575.454833984375,1596.8499755859375,1640.25,1588.3499755859375,1639.949951171875,556931
2024-05-30,1564.8983154296875,1586.1500244140625,1608.9000244140625,1579.5,1594.800048828125,218899
2024-05-31,1559.570556640625,1580.75,1598.25,1567.25,1585.3499755859375,2548278
2024-06-03,1579.203857421875,1600.6500244140625,1630.0,1588.050048828125,1630.0,817180
2024-06-04,1515.6668701171875,1536.25,1610.6500244140625,1480.5,1595.0,1917683
2024-06-05,1608.604736328125,1630.449951171875,1634.550048828125,1530.449951171875,1530.449951171875,847914
2024-06-06,1622.762451171875,1644.800048828125,1649.75,1615.5999755859375,1630.1500244140625,716813
2024-06-07,1638.9525146484375,1655.1500244140625,1660.25,1630.3499755859375,1642.5999755859375,363770
2024-06-10,1663.658203125,1680.0999755859375,1689.949951171875,1645.1500244140625,1655.1500244140625,278537
2024-06-11,1629.248291015625,1645.3499755859375,1680.199951171875,1641.0,1680.0,622014
2024-06-12,1638.8038330078125,1655.0,1668.800048828125,1645.1500244140625,1654.9000244140625,281407
2024-06-13,1646.428466796875,1662.699951171875,1674.949951171875,1651.0,1665.0,206868
2024-06-14,1713.9610595703125,1730.9000244140625,1766.949951171875,1641.0,1689.0,5530486
2024-06-18,1728.170654296875,1745.25,1784.0,1729.949951171875,1731.0,3501765
2024-06-19,1742.52880859375,1759.75,1782.0,1742.0,1753.0,2946420
2024-06-20,1731.19091796875,1748.300048828125,1760.75,1709.949951171875,1760.75,1459465
2024-06-21,1739.6571044921875,1756.8499755859375,1778.0,1741.5999755859375,1745.0,1163546
2024-06-24,1754.163818359375,1771.5,1786.8499755859375,1731.8499755859375,1754.75,893193
2024-06-25,1762.877685546875,1780.300048828125,1785.800048828125,1745.050048828125,1776.0,802613
2024-06-26,1769.4130859375,1786.9000244140625,1803.8499755859375,1764.8499755859375,1780.0,910690
2024-06-27,1775.89892578125,1793.449951171875,1814.0,1773.199951171875,1790.0,1303155
2024-06-28,1772.0372314453125,1789.550048828125,1808.699951171875,1785.199951171875,1793.0,414902
2024-07-01,1789.4154052734375,1807.0999755859375,1833.0,1782.1500244140625,1787.0,514895
2024-07-02,1790.108642578125,1807.800048828125,1848.0,1800.0,1824.949951171875,924021
2024-07-03,1835.11376953125,1853.25,1863.9000244140625,1820.199951171875,1840.0,1447840
2024-07-04,1809.7642822265625,1827.6500244140625,1861.949951171875,1821.050048828125,1859.0,404757
2024-07-05,1846.79833984375,1865.050048828125,1877.4000244140625,1826.550048828125,1826.949951171875,599567
2024-07-08,1820.95361328125,1838.949951171875,1871.699951171875,1831.5,1865.050048828125,534239
2024-07-09,1839.07470703125,1857.25,1876.0999755859375,1839.0,1839.0,699638
2024-07-10,1859.3740234375,1877.75,1884.550048828125,1822.0,1861.949951171875,928915
2024-07-11,1855.8587646484375,1874.199951171875,1886.199951171875,1864.0,1878.800048828125,400733
2024-07-12,1847.0458984375,1865.300048828125,1878.300048828125,1858.25,1874.199951171875,126088
2024-07-15,1858.334228515625,1876.699951171875,1880.949951171875,1853.550048828125,1867.1500244140625,181341
2024-07-16,1854.76953125,1873.0999755859375,1903.300048828125,1862.550048828125,1865.0,981612
2024-07-18,1891.8531494140625,1910.550048828125,1916.0,1863.9000244140625,1875.5999755859375,1156392
2024-07-19,1862.98828125,1881.4000244140625,1914.449951171875,1868.199951171875,1900.050048828125,648489
2024-07-22,1877.742431640625,1896.300048828125,1914.0,1861.5,1893.0,1590295
2024-07-23,1861.9486083984375,1880.3499755859375,1925.0,1856.8499755859375,1920.0,1213581
2024-07-24,1890.9617919921875,1909.6500244140625,1922.550048828125,1877.050048828125,1880.3499755859375,947140
2024-07-25,1941.314208984375,1960.5,1965.0,1886.699951171875,1902.0,1248295
2024-07-26,1948.0477294921875,1967.300048828125,1980.050048828125,1952.199951171875,1958.0,796946
2024-07-29,1948.74072265625,1968.0,2003.0,1957.8499755859375,1969.0,1376808
2024-07-30,1948.2952880859375,1967.550048828125,2004.0,1922.8499755859375,1963.4000244140625,1466306
2024-07-31,1988.1513671875,2007.800048828125,2020.0,1959.5,1960.0,956425
2024-08-01,1984.7349853515625,2004.3499755859375,2031.0,1993.550048828125,2024.6500244140625,397222
2024-08-02,1963.89111328125,1983.300048828125,2007.800048828125,1977.0,1984.0,238801
2024-08-05,1920.2225341796875,1939.199951171875,1996.449951171875,1915.050048828125,1959.5,505232
2024-08-06,1894.526611328125,1913.25,1978.8499755859375,1905.050048828125,1950.0,493145
2024-08-07,1916.11328125,1935.050048828125,1952.75,1929.0,1934.0,667189
2024-08-08,1950.72119140625,1970.0,1981.949951171875,1936.0,1937.0,993016
2024-08-09,1946.7108154296875,1965.949951171875,1989.949951171875,1960.75,1980.0,721536
2024-08-12,1932.352783203125,1951.449951171875,1985.0,1943.0,1973.300048828125,611318
2024-08-13,1928.19384765625,1947.25,1991.3499755859375,1930.0,1956.9000244140625,974239
2024-08-14,1958.5933837890625,1977.949951171875,1980.0,1940.050048828125,1947.0,749866
2024-08-16,2016.7684326171875,2036.699951171875,2046.800048828125,1976.949951171875,2003.25,1194117
2024-08-19,1994.3402099609375,2014.050048828125,2050.0,1993.050048828125,2043.449951171875,570280
2024-08-20,2043.850830078125,2064.050048828125,2086.0,2012.0999755859375,2024.699951171875,1634070
2024-08-21,2039.7413330078125,2059.89990234375,2070.050048828125,2046.6500244140625,2070.0,624633
2024-08-22,2062.813232421875,2083.199951171875,2091.0,2049.75,2060.0,923088
2024-08-23,2076.2802734375,2096.800048828125,2119.300048828125,2085.10009765625,2089.449951171875,703497
2024-08-26,2101.481201171875,2122.25,2127.699951171875,2080.199951171875,2108.0,995347
2024-08-27,2132.277099609375,2153.35009765625,2160.0,2101.5,2124.0,1057812
2024-08-28,2120.938720703125,2141.89990234375,2170.949951171875,2133.25,2163.949951171875,618057
2024-08-29,2117.423828125,2138.35009765625,2147.35009765625,2111.0,2140.0,611596
2024-08-30,2120.790283203125,2141.75,2183.0,2127.10009765625,2149.39990234375,2816240
2024-09-02,2164.2607421875,2185.64990234375,2207.699951171875,2142.0,2142.0,746937
2024-09-03,2186.4912109375,2208.10009765625,2216.60009765625,2148.25,2194.800048828125,798222
2024-09-04,2228.674072265625,2250.699951171875,2263.0,2190.050048828125,2202.64990234375,1189741
2024-09-05,2233.3779296875,2255.449951171875,2284.0,2244.449951171875,2255.0,1041552
2024-09-06,2239.56640625,2261.699951171875,2285.0,2247.449951171875,2259.0,828004
2024-09-09,2210.55322265625,2232.39990234375,2273.449951171875,2182.0,2261.550048828125,604737
2024-09-10,2139.951416015625,2161.10009765625,2243.449951171875,2145.39990234375,2228.60009765625,1525808
2024-09-11,2109.10595703125,2129.949951171875,2179.75,2125.85009765625,2171.60009765625,492325
2024-09-12,2101.67919921875,2122.449951171875,2157.0,2112.0,2141.949951171875,766593
2024-09-13,2088.608642578125,2109.25,2141.300048828125,2105.050048828125,2124.89990234375,341976
2024-09-16,2074.398681640625,2094.89990234375,2116.050048828125,2087.0,2114.0,294160
2024-09-17,2082.419677734375,2103.0,2113.300048828125,2076.5,2094.89990234375,542676
2024-09-18,2119.5029296875,2140.449951171875,2146.949951171875,2090.75,2107.0,602154
2024-09-19,2178.470458984375,2200.0,2220.0,2148.050048828125,2150.0,2268811
2024-09-20,2212.187255859375,2234.050048828125,2254.5,2202.64990234375,2220.0,1452094
2024-09-23,2252.9345703125,2275.199951171875,2301.89990234375,2235.60009765625,2240.0,458636
2024-09-24,2204.216064453125,2226.0,2291.85009765625,2216.0,2270.0,714781
2024-09-25,2245.804931640625,2268.0,2274.75,2215.800048828125,2230.949951171875,383695
2024-09-26,2235.407958984375,2257.5,2278.800048828125,2237.14990234375,2274.949951171875,385086
2024-09-27,2216.246826171875,2238.14990234375,2259.0,2200.14990234375,2257.5,1640821
2024-09-30,2153.12109375,2174.39990234375,2239.800048828125,2157.5,2236.5,1521922
2024-10-01,2132.821533203125,2153.89990234375,2214.25,2145.0,2168.050048828125,381613
2024-10-03,2114.304443359375,2135.199951171875,2173.949951171875,2129.550048828125,2139.85009765625,444205
2024-10-04,2105.788818359375,2126.60009765625,2159.949951171875,2116.89990234375,2140.0,470353
2024-10-07,2080.2412109375,2100.800048828125,2165.800048828125,2080.5,2150.0,448450
2024-10-08,2079.59765625,2100.14990234375,2118.39990234375,2060.0,2100.800048828125,1041555
2024-10-09,2063.358154296875,2083.75,2118.75,2070.0,2114.0,411516
2024-10-10,2059.64453125,2080.0,2115.0,2075.199951171875,2098.0,236249
2024-10-11,2047.11865234375,2067.35009765625,2094.0,2061.10009765625,2094.0,449392
2024-10-14,2068.903564453125,2089.35009765625,2096.5,2050.5,2065.0,325426
2024-10-15,2082.61767578125,2103.199951171875,2134.25,2083.050048828125,2099.0,719252
2024-10-16,2055.2880859375,2075.60009765625,2145.0,2064.449951171875,2111.85009765625,585502
2024-10-17,2020.4818115234375,2040.449951171875,2084.5,2032.800048828125,2084.5,665718
2024-10-18,2001.172607421875,2020.949951171875,2043.0,1988.550048828125,2043.0,508530
2024-10-21,2004.539306640625,2024.3499755859375,2094.35009765625,2008.050048828125,2034.0,1651160
2024-10-22,1966.812255859375,1986.25,2043.550048828125,1975.9000244140625,2021.0,1256193
2024-10-23,1939.779296875,1958.949951171875,2004.0,1950.5999755859375,1986.6500244140625,456048
2024-10-24,1936.6107177734375,1955.75,1980.0,1946.8499755859375,1965.0,708334
2024-10-25,1910.27099609375,1929.1500244140625,1957.25,1916.800048828125,1955.800048828125,468694
2024-10-28,1882.8133544921875,1896.0,1928.699951171875,1878.0,1911.5999755859375,691000
2024-10-29,1899.9930419921875,1913.300048828125,1925.0,1870.5999755859375,1899.800048828125,1098306
2024-10-30,1914.491455078125,1927.9000244140625,1956.199951171875,1901.9000244140625,1913.3499755859375,911491
2024-10-31,1904.0147705078125,1917.3499755859375,1954.0999755859375,1880.050048828125,1934.800048828125,992543
2024-11-01,1902.9722900390625,1916.300048828125,1946.0,1905.449951171875,1934.0,35076
2024-11-04,1857.8382568359375,1870.8499755859375,1912.0,1858.050048828125,1908.5,674361
2024-11-05,1902.723876953125,1916.050048828125,1941.0,1843.8499755859375,1870.0,902841
2024-11-06,1920.2510986328125,1933.699951171875,1950.800048828125,1918.5999755859375,1930.0,374768
2024-11-07,1903.170654296875,1916.5,2003.75,1905.1500244140625,1943.9000244140625,238211
2024-11-08,1896.8648681640625,1910.1500244140625,1923.5,1897.949951171875,1913.1500244140625,243163
2024-11-11,1907.73876953125,1921.0999755859375,1932.0,1881.0,1893.0,259334
2024-11-12,1879.08935546875,1892.25,1933.0999755859375,1875.0,1931.199951171875,859956
2024-11-13,1855.2066650390625,1868.199951171875,1892.5,1864.0,1876.0,257151
2024-11-14,1850.4400634765625,1863.4000244140625,1894.3499755859375,1849.8499755859375,1850.050048828125,308495
2024-11-18,1826.6566162109375,1839.449951171875,1873.199951171875,1834.550048828125,1870.050048828125,631045
2024-11-19,1828.0965576171875,1840.9000244140625,1848.9000244140625,1789.050048828125,1843.9000244140625,1196590
2024-11-21,1792.1483154296875,1804.699951171875,1846.699951171875,1801.0,1840.949951171875,425435
2024-11-22,1824.72021484375,1837.5,1967.0999755859375,1800.0,1804.699951171875,502559
2024-11-25,1824.1243896484375,1836.9000244140625,1864.800048828125,1826.1500244140625,1851.949951171875,1161035
2024-11-26,1841.5523681640625,1854.449951171875,1872.1500244140625,1834.75,1840.0,651862
2024-11-27,1850.7877197265625,1863.75,1871.5999755859375,1832.0999755859375,1855.0,290072
2024-11-28,1858.08642578125,1871.0999755859375,1888.800048828125,1849.5,1871.0,548196
2024-11-29,1848.90087890625,1861.8499755859375,1888.800048828125,1846.050048828125,1880.0,519925
2024-12-02,1821.34375,1834.0999755859375,1889.8499755859375,1822.699951171875,1869.75,345387
2024-12-03,1883.160888671875,1896.3499755859375,1900.0,1834.0999755859375,1850.0999755859375,579822
2024-12-04,1937.28173828125,1950.8499755859375,1954.1500244140625,1882.8499755859375,1896.3499755859375,1024603
2024-12-05,1919.258056640625,1932.699951171875,1954.8499755859375,1921.3499755859375,1950.800048828125,569643
2024-12-06,1936.3385009765625,1949.9000244140625,1957.800048828125,1930.5999755859375,1940.0,696971
2024-12-09,1948.5528564453125,1962.199951171875,1975.0,1935.4000244140625,1945.0,454299
2024-12-10,1932.2669677734375,1945.800048828125,1969.0,1927.199951171875,1969.0,347391
2024-12-11,1935.09716796875,1948.6500244140625,1958.9000244140625,1930.550048828125,1940.0,299853
2024-12-12,1947.7088623046875,1961.3499755859375,1971.6500244140625,1934.0,1948.9000244140625,321119
2024-12-13,1969.5557861328125,1983.3499755859375,1991.949951171875,1947.3499755859375,1968.0,467454
2024-12-16,1950.141845703125,1963.800048828125,1998.5,1953.8499755859375,1989.199951171875,509005
2024-12-17,1903.9652099609375,1917.300048828125,1965.0,1903.0,1964.0,298909
2024-12-18,1861.661376953125,1874.699951171875,1932.0,1868.0,1915.0,389120
2024-12-19,1884.79931640625,1898.0,1905.0,1840.550048828125,1861.0,1083512
2024-12-20,1888.920654296875,1902.1500244140625,1925.0,1884.9000244140625,1893.0,398594
2024-12-23,1849.0994873046875,1862.050048828125,1899.0,1854.5,1895.1500244140625,1415336
2024-12-24,1855.951416015625,1868.949951171875,1885.050048828125,1834.550048828125,1862.0,896972
2024-12-26,1848.2056884765625,1861.1500244140625,1884.449951171875,1850.1500244140625,1869.949951171875,118252
2024-12-27,1819.705322265625,1832.449951171875,1872.0,1822.0999755859375,1865.0,476041
2024-12-30,1794.2337646484375,1806.800048828125,1832.449951171875,1791.0,1832.449951171875,1866664
2024-12-31,1775.3162841796875,1787.75,1818.1500244140625,1739.800048828125,1815.0,508209
2025-01-01,1796.865234375,1809.449951171875,1813.550048828125,1763.75,1783.800048828125,325526
2025-01-02,1820.1522216796875,1832.9000244140625,1840.800048828125,1786.5,1809.449951171875,791676
2025-01-03,1825.415283203125,1838.199951171875,1843.9000244140625,1803.75,1842.5,900919
2025-01-06,1800.142333984375,1812.75,1846.449951171875,1799.699951171875,1844.699951171875,788231
2025-01-07,1870.5987548828125,1883.699951171875,1891.0999755859375,1805.1500244140625,1805.5,1142167
2025-01-08,1846.269287109375,1859.199951171875,1885.949951171875,1846.9000244140625,1874.1500244140625,648480
2025-01-09,1875.1171875,1888.25,1901.699951171875,1850.050048828125,1858.6500244140625,498197
2025-01-10,1864.5413818359375,1877.5999755859375,1900.0,1855.550048828125,1894.050048828125,501354
2025-01-13,1824.1739501953125,1836.949951171875,1887.949951171875,1818.0,1874.9000244140625,993052
2025-01-14,1818.4639892578125,1831.199951171875,1872.5999755859375,1818.0999755859375,1835.699951171875,322102
2025-01-15,1881.37353515625,1894.550048828125,1908.0,1800.0,1840.4000244140625,528556
2025-01-16,1894.630615234375,1907.9000244140625,1930.0,1867.3499755859375,1899.9000244140625,546624
2025-01-17,1935.1964111328125,1948.75,1966.0,1907.9000244140625,1907.9000244140625,830712
2025-01-20,1909.32763671875,1922.699951171875,2014.949951171875,1910.0,1980.0,1491930
2025-01-21,1889.26806640625,1902.5,1952.9000244140625,1893.9000244140625,1928.0,1132137
2025-01-22,1837.0340576171875,1849.9000244140625,1918.8499755859375,1842.3499755859375,1909.050048828125,485715
2025-01-23,1821.34375,1834.0999755859375,1853.0,1819.1500244140625,1849.9000244140625,747789
2025-01-24,1803.022216796875,1815.6500244140625,1841.8499755859375,1805.0,1839.0,429489
2025-01-27,1766.3291015625,1778.699951171875,1812.1500244140625,1771.300048828125,1790.449951171875,416775
2025-01-28,1762.35693359375,1774.699951171875,1796.0,1745.0999755859375,1779.949951171875,910568
2025-01-29,1828.6923828125,1841.5,1850.0,1757.25,1775.0,792094
2025-01-30,1832.66455078125,1845.5,1871.0,1826.6500244140625,1835.25,318201
2025-01-31,1845.57421875,1858.5,1880.0999755859375,1835.050048828125,1840.0,524180
2025-02-01,1866.875,1879.949951171875,1908.0,1802.1500244140625,1874.0,307383
2025-02-03,1872.2374267578125,1885.3499755859375,1900.0,1847.0,1894.0,707120
2025-02-04,1861.363525390625,1874.4000244140625,1898.949951171875,1863.25,1895.0,255868
2025-02-05,1841.7508544921875,1854.6500244140625,1894.0,1847.0999755859375,1883.1500244140625,559179
2025-02-06,1815.18701171875,1827.9000244140625,1869.9000244140625,1823.1500244140625,1861.0,228070
2025-02-07,1814.2435302734375,1826.949951171875,1851.199951171875,1810.8499755859375,1839.0,352126
2025-02-10,1815.733154296875,1828.449951171875,1890.9000244140625,1809.0,1809.0,378452
2025-02-11,1782.614990234375,1795.0999755859375,1830.949951171875,1773.699951171875,1826.8499755859375,950495
2025-02-12,1752.52587890625,1764.800048828125,1807.949951171875,1749.3499755859375,1784.0999755859375,905327
2025-02-13,1764.4920654296875,1776.8499755859375,1800.0,1756.199951171875,1779.9000244140625,309112
2025-02-14,1725.862548828125,1737.949951171875,1784.1500244140625,1729.949951171875,1779.9000244140625,439130
2025-02-17,1713.0523681640625,1725.050048828125,1737.550048828125,1708.4000244140625,1732.1500244140625,335084
2025-02-18,1726.3094482421875,1738.4000244140625,1749.8499755859375,1709.050048828125,1736.0,336707
2025-02-19,1716.9251708984375,1728.949951171875,1750.5,1717.199951171875,1739.0,545419
2025-02-20,1715.28662109375,1727.300048828125,1748.0,1721.949951171875,1730.0,501605
2025-02-21,1721.0462646484375,1733.0999755859375,1742.449951171875,1715.0,1730.0,974392
2025-02-24,1698.9510498046875,1710.8499755859375,1729.0,1705.0,1729.0,557421
2025-02-25,1676.01171875,1687.75,1732.75,1677.9000244140625,1715.550048828125,1489542
2025-02-27,1689.3680419921875,1701.199951171875,1735.0,1676.25,1682.199951171875,963101
2025-02-28,1679.1893310546875,1690.949951171875,1709.0999755859375,1667.0,1701.199951171875,1224364
2025-03-03,1651.930419921875,1663.5,1690.0,1657.300048828125,1690.0,836343
2025-03-04,1628.2958984375,1639.699951171875,1661.8499755859375,1613.699951171875,1661.8499755859375,1212429
2025-03-05,1665.2371826171875,1676.9000244140625,1687.3499755859375,1620.1500244140625,1639.699951171875,1146442
2025-03-06,1690.4605712890625,1702.300048828125,1713.0,1667.4000244140625,1673.050048828125,1924774
2025-03-07,1675.21728515625,1686.949951171875,1704.9000244140625,1665.699951171875,1702.949951171875,617116
2025-03-10,1687.779296875,1699.5999755859375,1715.0,1662.199951171875,1681.1500244140625,976837
2025-03-11,1688.623291015625,1700.449951171875,1714.949951171875,1675.050048828125,1699.5999755859375,1114944
