Price,Adj Close,Close,High,Low,Open,Volume
2024-01-25,3496.643798828125,3547.699951171875,3664.5,3522.85009765625,3645.0,25293
2024-01-29,3489.843017578125,3540.800048828125,3603.699951171875,3525.0,3556.0,29709
2024-01-30,3484.71826171875,3535.60009765625,3607.25,3511.5,3552.0,55138
2024-01-31,3516.306396484375,3567.64990234375,3619.300048828125,3524.89990234375,3537.0,35819
2024-02-01,3472.7919921875,3523.5,3596.39990234375,3462.0,3567.75,138130
2024-02-02,3558.047119140625,3610.0,3655.0,3523.550048828125,3523.550048828125,165162
2024-02-05,3644.830322265625,3698.050048828125,3783.0,3610.75,3610.75,109246
2024-02-06,3691.449462890625,3745.35009765625,3837.050048828125,3711.60009765625,3722.89990234375,85271
2024-02-07,3754.823974609375,3809.64990234375,3929.89990234375,3744.0,3745.35009765625,96250
2024-02-08,3697.658447265625,3751.64990234375,3941.0,3732.35009765625,3845.0,102179
2024-02-09,3664.049560546875,3717.550048828125,3897.0,3705.0,3751.64990234375,103427
2024-02-12,3639.4091796875,3692.550048828125,3840.0,3676.0,3788.0,66597
2024-02-13,3670.30810546875,3723.89990234375,3810.050048828125,3642.35009765625,3703.64990234375,126471
2024-02-14,3646.554931640625,3699.800048828125,3753.949951171875,3675.199951171875,3702.0,105784
2024-02-15,3700.96044921875,3755.0,3814.800048828125,3707.300048828125,3707.300048828125,107340
2024-02-16,3830.706787109375,3872.14990234375,3930.85009765625,3755.0,3799.5,525093
2024-02-19,4020.355224609375,4063.85009765625,4110.7001953125,3914.050048828125,3950.0,630917
2024-02-20,4075.55810546875,4119.64990234375,4203.9501953125,4025.0,4099.35009765625,488158
2024-02-21,4115.2783203125,4159.7998046875,4241.89990234375,4145.89990234375,4175.2001953125,355655
2024-02-22,4128.23779296875,4172.89990234375,4200.0,4134.64990234375,4185.89990234375,298492
2024-02-23,4141.79150390625,4186.60009765625,4245.9501953125,4168.4501953125,4173.7998046875,276754
2024-02-26,4153.36572265625,4198.2998046875,4244.9501953125,4179.39990234375,4223.14990234375,282303
2024-02-27,4153.8603515625,4198.7998046875,4231.0,4188.10009765625,4231.0,226737
2024-02-28,4130.81005859375,4175.5,4214.35009765625,4150.0,4201.5498046875,258804
2024-02-29,4124.923828125,4169.5498046875,4268.7998046875,4154.0,4175.5,310657
2024-03-01,4133.6298828125,4178.35009765625,4209.9501953125,4151.5498046875,4209.9501953125,287375
2024-03-04,4141.890625,4186.7001953125,4259.9501953125,4105.0,4115.0498046875,266225
2024-03-05,4149.8046875,4194.7001953125,4230.0,4183.2998046875,4190.2001953125,250722
2024-03-06,4154.60302734375,4199.5498046875,4211.35009765625,4180.0,4202.39990234375,319018
2024-03-07,4108.50146484375,4152.9501953125,4297.9501953125,4079.75,4209.0,378324
2024-03-11,3936.26513671875,3978.85009765625,4220.2998046875,3922.35009765625,4205.0,634057
2024-03-12,3975.638916015625,4018.64990234375,4093.699951171875,3965.0,3986.199951171875,323234
2024-03-13,3857.12109375,3898.85009765625,4107.4501953125,3866.85009765625,4018.699951171875,254241
2024-03-14,3905.497802734375,3947.75,3978.0,3831.75,3920.89990234375,357588
2024-03-15,3755.322265625,3795.949951171875,3952.25,3751.0,3952.25,4059282
2024-03-18,3808.9423828125,3850.14990234375,3874.800048828125,3622.25,3743.050048828125,307707
2024-03-19,3843.81494140625,3885.39990234375,3965.0,3821.800048828125,3879.64990234375,333994
2024-03-20,3931.763671875,3974.300048828125,4000.5,3890.050048828125,3900.0,223483
2024-03-21,3984.394287109375,4027.5,4070.0,3967.699951171875,4000.0,167361
2024-03-22,3985.53173828125,4028.64990234375,4085.0,3982.35009765625,4053.949951171875,113090
2024-03-26,4100.4384765625,4144.7998046875,4150.0,4001.10009765625,4025.0,203625
2024-03-27,4114.5361328125,4159.0498046875,4199.7001953125,4123.39990234375,4150.0,162066
2024-03-28,4094.404052734375,4138.7001953125,4200.0,4070.10009765625,4159.10009765625,102104
2024-04-01,4092.326904296875,4136.60009765625,4201.7001953125,4051.050048828125,4051.050048828125,111878
2024-04-02,4160.8349609375,4205.85009765625,4300.5,4107.60009765625,4155.0,234848
2024-04-03,4154.1572265625,4199.10009765625,4289.9501953125,4155.2998046875,4235.7001953125,125455
2024-04-04,4203.91943359375,4249.39990234375,4271.85009765625,4203.0,4203.0,177182
2024-04-05,4250.1689453125,4296.14990234375,4394.89990234375,4249.9501953125,4260.0,341245
2024-04-08,4535.630859375,4584.7001953125,4675.0,4266.0,4293.0498046875,439016
2024-04-09,4429.2314453125,4477.14990234375,4699.0,4455.0,4631.89990234375,184512
2024-04-10,4391.63818359375,4439.14990234375,4539.4501953125,4426.89990234375,4450.0,128264
2024-04-12,4497.24560546875,4545.89990234375,4635.60009765625,4417.5498046875,4430.2998046875,248814
2024-04-15,4555.5146484375,4604.7998046875,4636.5,4410.5498046875,4472.75,166573
2024-04-16,4583.314453125,4632.89990234375,4691.5498046875,4539.89990234375,4575.85009765625,100172
2024-04-18,4529.595703125,4578.60009765625,4696.89990234375,4510.0,4632.89990234375,259971
2024-04-19,4550.9150390625,4600.14990234375,4695.2998046875,4510.0,4522.2001953125,106378
2024-04-22,4466.28076171875,4514.60009765625,4698.0,4491.5,4679.9501953125,140360
2024-04-23,4549.62939453125,4598.85009765625,4820.0,4527.85009765625,4555.4501953125,201385
2024-04-24,4688.7734375,4739.5,4774.0,4563.85009765625,4620.0,199473
2024-04-25,4734.4296875,4785.64990234375,4886.39990234375,4706.7998046875,4739.5,154538
2024-04-26,4742.7890625,4794.10009765625,4873.7998046875,4755.0,4796.25,56513
2024-04-29,4736.26025390625,4787.5,4806.9501953125,4665.0498046875,4784.14990234375,100950
2024-04-30,4695.15478515625,4745.9501953125,4885.9501953125,4702.5498046875,4807.64990234375,146764
2024-05-02,4801.30615234375,4853.25,4959.0,4768.60009765625,4768.60009765625,189474
2024-05-03,4778.30517578125,4830.0,4900.0,4809.75,4900.0,114763
2024-05-06,4689.26806640625,4740.0,4850.35009765625,4682.60009765625,4850.35009765625,96174
2024-05-07,4451.93603515625,4500.10009765625,4770.0,4462.0,4770.0,174301
2024-05-08,4449.01806640625,4497.14990234375,4635.0,4462.35009765625,4500.0,103894
2024-05-09,4371.30810546875,4418.60009765625,4541.39990234375,4387.7001953125,4497.10009765625,133111
2024-05-10,4516.63623046875,4565.5,4581.5498046875,4408.60009765625,4426.0498046875,178260
2024-05-13,4635.00537109375,4685.14990234375,4716.0,4475.9501953125,4565.5,126805
2024-05-14,4593.65283203125,4643.35009765625,4800.4501953125,4583.35009765625,4670.0,139642
2024-05-15,4693.17626953125,4743.9501953125,4790.0,4693.35009765625,4693.35009765625,384231
2024-05-16,4582.3251953125,4631.89990234375,4788.0,4580.85009765625,4781.60009765625,310786
2024-05-17,4715.38525390625,4766.39990234375,4817.5,4640.0,4674.89990234375,333686
2024-05-21,4621.84814453125,4671.85009765625,4769.9501953125,4602.35009765625,4715.0,336597
2024-05-22,4453.1728515625,4501.35009765625,4998.0,4490.0498046875,4672.0,361300
2024-05-23,4507.08984375,4555.85009765625,4743.2001953125,4490.10009765625,4545.85009765625,364413
2024-05-24,4382.537109375,4429.9501953125,4627.14990234375,4405.0,4599.9501953125,458798
2024-05-27,4389.70947265625,4437.2001953125,4596.5498046875,4402.0,4429.9501953125,483727
2024-05-28,4245.37060546875,4291.2998046875,4435.0,4185.89990234375,4429.0498046875,667947
2024-05-29,4135.16259765625,4179.89990234375,4300.0,4143.0,4282.0,396981
2024-05-30,4065.219970703125,4109.2001953125,4300.0,4048.0,4225.0,766757
2024-05-31,4241.66064453125,4287.5498046875,4644.0,4083.949951171875,4164.14990234375,9084650
2024-06-03,4390.15380859375,4437.64990234375,4587.5498046875,4408.0,4483.0,288727
2024-06-04,4351.07666015625,4398.14990234375,4604.10009765625,4130.0,4437.64990234375,262944
2024-06-05,4407.71435546875,4455.39990234375,4550.0,4388.64990234375,4399.14990234375,174346
2024-06-06,4431.80419921875,4479.75,4526.14990234375,4425.7998046875,4499.0,139580
2024-06-07,4498.5322265625,4547.2001953125,4669.0,4479.75,4479.75,142889
2024-06-10,4571.59130859375,4621.0498046875,4656.85009765625,4569.0,4609.0,37514
2024-06-11,4480.3779296875,4528.85009765625,4685.0,4520.0,4650.0,94125
2024-06-12,4500.5595703125,4549.25,4577.0498046875,4501.10009765625,4568.0,76765
2024-06-13,4498.08642578125,4546.75,4576.0498046875,4488.0498046875,4576.0,105618
2024-06-14,4500.01611328125,4548.7001953125,4642.0498046875,4520.39990234375,4550.0,160223
2024-06-18,4522.62109375,4571.5498046875,4648.0,4536.35009765625,4575.0,45880
2024-06-19,4656.02783203125,4706.39990234375,4732.85009765625,4551.2001953125,4630.0,168646
2024-06-20,4649.94384765625,4700.25,4779.75,4657.5498046875,4754.0,139753
2024-06-21,4736.90283203125,4788.14990234375,4834.9501953125,4650.0,4701.5498046875,175491
2024-06-24,4702.77197265625,4753.64990234375,4819.7001953125,4689.4501953125,4819.7001953125,89733
2024-06-25,4826.97900390625,4879.2001953125,4906.9501953125,4750.7001953125,4754.10009765625,115744
2024-06-26,4810.60595703125,4862.64990234375,4925.89990234375,4810.0,4907.0,94159
2024-06-27,4678.880859375,4729.5,4936.9501953125,4700.0,4900.0,87718
2024-06-28,4641.6826171875,4691.89990234375,4749.0,4562.35009765625,4749.0,62241
2024-07-01,4576.2412109375,4625.75,4674.2001953125,4587.0,4674.2001953125,58722
2024-07-02,4533.8994140625,4582.9501953125,4661.4501953125,4552.0498046875,4630.0,71673
2024-07-03,4547.947265625,4597.14990234375,4618.0,4454.0,4587.85009765625,105778
2024-07-04,4548.6884765625,4597.89990234375,4697.4501953125,4575.60009765625,4593.7001953125,40181
2024-07-05,4548.29345703125,4597.5,4662.4501953125,4580.0,4607.75,35484
2024-07-08,4587.71728515625,4637.35009765625,4692.0,4532.0,4608.0,54509
2024-07-09,4503.82470703125,4552.5498046875,4743.85009765625,4502.35009765625,4685.0,50188
2024-07-10,4512.08544921875,4560.89990234375,4584.5498046875,4462.10009765625,4550.0,29551
2024-07-11,4415.6787109375,4463.4501953125,4571.75,4456.0,4559.10009765625,26128
2024-07-12,4403.1630859375,4450.7998046875,4477.0,4395.0,4463.5,45276
2024-07-15,4204.61181640625,4250.10009765625,4458.7001953125,4215.0,4450.9501953125,310796
2024-07-16,4173.2509765625,4218.39990234375,4317.35009765625,4196.0,4259.89990234375,111354
2024-07-18,4188.08984375,4233.39990234375,4294.75,4180.5498046875,4251.85009765625,90398
2024-07-19,4157.47216796875,4202.4501953125,4260.10009765625,4171.35009765625,4233.39990234375,41328
2024-07-22,4274.45654296875,4320.7001953125,4459.0,4135.2001953125,4212.14990234375,135259
2024-07-23,4597.0166015625,4646.75,4843.5,4252.5,4320.0,180671
2024-07-24,4462.57080078125,4510.85009765625,4633.7001953125,4480.0,4571.0,58786
2024-07-25,4421.0205078125,4468.85009765625,4538.0,4450.0,4498.0498046875,16364
2024-07-26,4369.23046875,4416.5,4468.14990234375,4399.10009765625,4460.0,20828
2024-07-29,4266.443359375,4312.60009765625,4418.0,4299.0,4380.0,70625
2024-07-30,4296.86376953125,4343.35009765625,4408.5,4252.2001953125,4320.0,153818
2024-07-31,4294.67919921875,4325.14990234375,4364.9501953125,4300.0,4343.2998046875,40931
2024-08-01,4297.7080078125,4328.2001953125,4372.5498046875,4244.85009765625,4350.0,38664
2024-08-02,4193.94384765625,4223.7001953125,4405.10009765625,4200.0,4340.0,101764
2024-08-05,4006.672607421875,4035.10009765625,4256.9501953125,4005.0,4170.0,243237
2024-08-06,3811.904541015625,3838.949951171875,4114.0,3816.0,4081.0,240415
2024-08-07,3884.04296875,3911.60009765625,3928.60009765625,3809.89990234375,3858.449951171875,82345
2024-08-08,3743.440185546875,3770.0,3950.0,3755.0,3902.050048828125,99323
2024-08-09,3782.46337890625,3809.300048828125,3864.89990234375,3762.64990234375,3770.050048828125,44622
2024-08-12,3864.134033203125,3891.550048828125,3908.0,3732.89990234375,3800.0,270645
2024-08-13,3826.898193359375,3854.050048828125,3926.699951171875,3820.0,3925.0,378452
2024-08-14,3849.041259765625,3876.35009765625,3909.0,3765.5,3882.75,113345
2024-08-16,3988.3525390625,4016.64990234375,4034.949951171875,3813.25,3813.25,54050
2024-08-19,4065.207275390625,4094.050048828125,4125.0,3973.10009765625,3987.25,105277
2024-08-20,4223.5341796875,4253.5,4299.0,4107.0498046875,4110.0,78027
2024-08-21,4171.6025390625,4201.2001953125,4269.7998046875,4139.10009765625,4240.0,59437
2024-08-22,4385.33642578125,4416.4501953125,4437.9501953125,4201.2001953125,4204.0,79703
2024-08-23,4252.578125,4282.75,4423.35009765625,4240.5498046875,4405.64990234375,128047
2024-08-26,4331.17041015625,4361.89990234375,4390.0,4268.85009765625,4287.35009765625,83822
2024-08-27,4546.84033203125,4579.10009765625,4615.0,4360.85009765625,4399.0,87053
2024-08-28,4632.63134765625,4665.5,4715.7001953125,4487.10009765625,4589.64990234375,77931
2024-08-29,4689.92529296875,4723.2001953125,4800.0,4607.5498046875,4645.85009765625,92167
2024-08-30,5015.0185546875,5050.60009765625,5166.0,4685.0498046875,4705.9501953125,583290
2024-09-02,4933.19921875,4968.2001953125,5133.75,4926.4501953125,5050.0,100516
2024-09-03,4835.24365234375,4869.5498046875,5070.0,4803.14990234375,5013.2998046875,84509
2024-09-04,4892.53759765625,4927.25,5000.9501953125,4780.0,4849.0,96006
2024-09-05,4866.91943359375,4901.4501953125,5050.0,4843.14990234375,4927.25,87355
2024-09-06,4766.97802734375,4800.7998046875,4945.10009765625,4774.5,4924.35009765625,111739
2024-09-09,4794.3837890625,4828.39990234375,4878.0,4782.10009765625,4808.5,89596
2024-09-10,4696.03173828125,4729.35009765625,4959.10009765625,4705.2001953125,4841.2998046875,90397
2024-09-11,4590.1826171875,4622.75,4800.0,4600.0,4753.5498046875,129325
2024-09-12,4872.876953125,4907.4501953125,4943.2998046875,4649.0,4649.0,213719
2024-09-13,4807.78857421875,4841.89990234375,5039.9501953125,4811.75,4885.0498046875,92844
2024-09-16,4868.6572265625,4903.2001953125,4966.35009765625,4825.0498046875,4841.89990234375,44943
2024-09-17,4946.15673828125,4981.25,4998.4501953125,4867.0,4904.2001953125,60835
2024-09-18,4909.51708984375,4944.35009765625,4987.75,4900.0498046875,4972.64990234375,27352
2024-09-19,4965.271484375,5000.5,5061.64990234375,4833.5498046875,4933.75,93846
2024-09-20,5017.69921875,5053.2998046875,5100.0,4925.14990234375,5005.0,189855
2024-09-23,4965.07275390625,5000.2998046875,5050.0,4921.0,5050.0,70763
2024-09-24,4995.556640625,5031.0,5050.0,4936.4501953125,5000.25,60434
2024-09-25,4910.85791015625,4945.7001953125,5125.0,4912.5,5075.0,63723
2024-09-26,5056.42431640625,5092.2998046875,5150.0,4861.0498046875,4945.7001953125,173681
2024-09-27,5301.38671875,5339.0,5535.85009765625,5035.2998046875,5092.2998046875,298567
2024-09-30,5234.0146484375,5271.14990234375,5389.9501953125,5217.85009765625,5339.0,77715
2024-10-01,5213.85791015625,5250.85009765625,5290.5498046875,5162.0,5243.0,69577
2024-10-03,5116.8955078125,5153.2001953125,5249.7998046875,5050.2001953125,5175.0,50288
2024-10-04,5295.23046875,5332.7998046875,5380.0,5093.0498046875,5139.0,106878
2024-10-07,5311.41552734375,5349.10009765625,5406.0498046875,5165.25,5345.0,79717
2024-10-08,5331.52294921875,5369.35009765625,5465.89990234375,5280.0498046875,5300.0,99419
2024-10-09,5260.328125,5297.64990234375,5399.9501953125,5254.5,5369.35009765625,52358
2024-10-10,5137.0029296875,5173.4501953125,5330.0,5133.4501953125,5324.0,36822
2024-10-11,5010.55029296875,5046.10009765625,5238.25,5020.5498046875,5186.35009765625,29321
2024-10-14,5070.42529296875,5106.39990234375,5174.9501953125,5042.25,5063.25,39308
2024-10-15,5042.1259765625,5077.89990234375,5189.89990234375,5045.0,5125.0,60019
2024-10-16,4911.80078125,4946.64990234375,5075.0498046875,4927.5498046875,5075.0498046875,31627
2024-10-17,4803.27099609375,4837.35009765625,5040.5,4812.0498046875,4986.0,34098
2024-10-18,5061.14111328125,5097.0498046875,5269.85009765625,4712.5498046875,4857.7001953125,158841
2024-10-21,5031.6005859375,5067.2998046875,5170.0498046875,4952.9501953125,5044.0,61689
2024-10-22,4917.46044921875,4952.35009765625,5065.0,4919.5,5049.9501953125,88620
2024-10-23,4869.64990234375,4904.2001953125,5009.89990234375,4830.25,4915.5498046875,55979
2024-10-24,4669.47021484375,4702.60009765625,4909.10009765625,4655.0,4904.9501953125,69311
2024-10-25,4822.78271484375,4857.0,4940.60009765625,4633.10009765625,4715.0498046875,74645
2024-10-28,4629.4541015625,4662.2998046875,4849.9501953125,4629.0,4801.0498046875,35832
2024-10-29,4686.2509765625,4719.5,4747.0,4581.60009765625,4716.5498046875,40780
2024-10-30,4809.4267578125,4843.5498046875,4890.0,4652.2001953125,4719.5,45794
2024-10-31,4770.40380859375,4804.25,5015.25,4762.0,4849.10009765625,87348
2024-11-01,4836.3359375,4870.64990234375,4900.0,4804.25,4820.0,3452
2024-11-04,4937.02197265625,4972.0498046875,5025.0,4815.0,4860.0,92300
2024-11-05,4885.189453125,4919.85009765625,5020.0,4814.9501953125,4925.0498046875,99364
2024-11-06,4789.46875,4823.4501953125,4995.0,4760.64990234375,4914.9501953125,89459
2024-11-07,4694.244140625,4727.5498046875,4890.0,4696.7001953125,4826.0,43878
2024-11-08,4520.92431640625,4553.0,4730.9501953125,4512.64990234375,4725.0,40752
2024-11-11,4248.06005859375,4278.2001953125,4534.9501953125,4239.0498046875,4534.0,109156
2024-11-12,4257.3935546875,4287.60009765625,4381.75,4261.60009765625,4280.0,46646
2024-11-13,4137.69287109375,4167.0498046875,4373.89990234375,4130.0498046875,4281.4501953125,48791
2024-11-14,4148.7646484375,4178.2001953125,4325.9501953125,4154.85009765625,4160.0,44267
2024-11-18,4104.97509765625,4134.10009765625,4182.64990234375,4106.0498046875,4145.14990234375,47638
2024-11-19,4058.107666015625,4086.89990234375,4182.2998046875,4056.5,4134.10009765625,52181
2024-11-21,4074.690185546875,4103.60009765625,4239.5498046875,4027.300048828125,4085.050048828125,123244
2024-11-22,4163.01318359375,4192.5498046875,4232.25,4095.199951171875,4103.10009765625,42236
2024-11-25,4259.7275390625,4289.9501953125,4429.89990234375,4212.5498046875,4227.7001953125,262115
2024-11-26,4130.7421875,4160.0498046875,4403.0,4131.5498046875,4279.10009765625,65266
2024-11-27,4115.00439453125,4144.2001953125,4288.4501953125,4120.0498046875,4166.60009765625,68184
2024-11-28,4059.199951171875,4088.0,4243.7001953125,4063.14990234375,4158.9501953125,56361
2024-11-29,3940.442626953125,3968.39990234375,4126.60009765625,3951.0,4102.0,111794
2024-12-02,3995.2041015625,4023.550048828125,4064.0,3925.050048828125,3969.949951171875,59894
2024-12-03,4076.1796875,4105.10009765625,4188.9501953125,3965.39990234375,4030.0,110015
2024-12-04,4083.52734375,4112.5,4161.5498046875,4072.0,4099.0,109767
2024-12-05,4091.371826171875,4120.39990234375,4162.5,4050.050048828125,4134.0,58934
2024-12-06,4136.15380859375,4165.5,4210.0,4120.9501953125,4121.0,437744
2024-12-09,4338.716796875,4369.5,4420.0,4204.7001953125,4204.7001953125,342844
2024-12-10,4382.80419921875,4413.89990234375,4435.60009765625,4319.39990234375,4389.89990234375,98051
2024-12-11,4319.205078125,4349.85009765625,4475.0,4313.2001953125,4410.0,81283
2024-12-12,4249.89697265625,4280.0498046875,4337.5498046875,4246.39990234375,4332.7001953125,100698
2024-12-13,4177.4609375,4207.10009765625,4334.5,4160.0498046875,4295.2998046875,266933
2024-12-16,4395.8115234375,4427.0,4468.0,4229.0,4229.0,248806
2024-12-17,4410.85498046875,4442.14990234375,4495.89990234375,4414.75,4430.0,84193
2024-12-18,4439.35302734375,4470.85009765625,4567.5,4360.9501953125,4438.7001953125,87590
2024-12-19,4505.38427734375,4537.35009765625,4579.9501953125,4359.5498046875,4436.25,63186
2024-12-20,4247.265625,4277.39990234375,4614.64990234375,4222.89990234375,4520.0,143300
2024-12-23,4486.86572265625,4518.7001953125,4545.0,4252.85009765625,4304.5,243050
2024-12-24,4368.1083984375,4399.10009765625,4492.4501953125,4361.0,4485.0,49915
2024-12-26,4332.2626953125,4363.0,4414.7998046875,4281.0,4413.5,29392
2024-12-27,4340.8017578125,4371.60009765625,4424.9501953125,4326.0,4402.39990234375,35551
2024-12-30,4125.9267578125,4155.2001953125,4422.60009765625,4068.050048828125,4403.0,189999
2024-12-31,4114.5078125,4143.7001953125,4322.39990234375,4083.050048828125,4220.2001953125,101589
2025-01-01,4058.852294921875,4087.64990234375,4213.10009765625,4066.800048828125,4193.7001953125,35109
2025-01-02,4665.7958984375,4698.89990234375,4905.14990234375,4097.0,4125.64990234375,1765661
2025-01-03,4654.1787109375,4687.2001953125,4877.2001953125,4600.0,4670.5498046875,1116140
2025-01-06,4424.2099609375,4455.60009765625,4665.39990234375,4401.14990234375,4663.7998046875,149459
2025-01-07,4434.98388671875,4466.4501953125,4575.0,4411.60009765625,4455.60009765625,105728
2025-01-08,4340.00732421875,4370.7998046875,4465.64990234375,4325.5498046875,4448.25,90955
2025-01-09,4444.4169921875,4475.9501953125,4842.0,4359.0498046875,4378.85009765625,1636250
2025-01-10,4548.22998046875,4580.5,4731.0,4475.0,4499.60009765625,1076052
2025-01-13,4427.18896484375,4458.60009765625,4585.0,4405.2998046875,4580.5,328219
2025-01-14,4579.3095703125,4611.7998046875,4714.9501953125,4460.0498046875,4474.85009765625,196230
2025-01-15,4574.59326171875,4607.0498046875,4706.7001953125,4560.0498046875,4646.39990234375,106929
2025-01-16,4454.79296875,4486.39990234375,4699.9501953125,4452.5498046875,4650.0,83433
2025-01-17,4528.07373046875,4560.2001953125,4638.85009765625,4453.0498046875,4507.5498046875,106768
2025-01-20,4667.7822265625,4700.89990234375,4747.25,4525.0,4555.0,149631
2025-01-21,4567.2451171875,4599.64990234375,4731.5,4543.5498046875,4731.2001953125,58302
2025-01-22,4467.65234375,4499.35009765625,4717.5,4462.5498046875,4602.89990234375,81935
2025-01-23,4585.06884765625,4617.60009765625,4705.0,4485.4501953125,4499.35009765625,69827
2025-01-24,4507.56884765625,4539.5498046875,4686.9501953125,4502.2998046875,4625.4501953125,48343
2025-01-27,4378.53466796875,4409.60009765625,4540.0,4344.14990234375,4540.0,51019
2025-01-28,4384.392578125,4415.5,4500.2001953125,4381.5498046875,4422.2998046875,61224
2025-01-29,4370.73974609375,4401.75,4484.0,4381.0,4457.7001953125,47357
2025-01-30,4360.81005859375,4391.75,4436.5498046875,4373.5,4393.75,36977
2025-01-31,4584.47314453125,4617.0,4680.0,4394.10009765625,4394.10009765625,201975
2025-02-01,4463.33251953125,4495.0,4677.0,4461.64990234375,4598.0,37315
2025-02-03,4281.32421875,4311.7001953125,4551.75,4275.64990234375,4454.10009765625,129012
2025-02-04,4604.8291015625,4637.5,4721.2001953125,4336.64990234375,4399.9501953125,577751
2025-02-05,4567.890625,4600.2998046875,4724.25,4490.0,4606.0,137343
2025-02-06,4634.369140625,4667.25,4700.0,4578.0498046875,4600.0,75333
2025-02-07,4638.95068359375,4657.85009765625,4715.9501953125,4601.14990234375,4681.60009765625,51091
2025-02-10,4498.6220703125,4516.9501953125,4662.2998046875,4461.5,4605.0,44535
2025-02-11,4333.84326171875,4351.5,4544.9501953125,4300.0,4525.14990234375,96965
2025-02-12,4453.0078125,4471.14990234375,4532.64990234375,4345.0498046875,4345.0498046875,121605
2025-02-13,4480.04736328125,4498.2998046875,4516.60009765625,4444.0,4459.0,33532
2025-02-14,4546.67626953125,4565.2001953125,4625.75,4375.2001953125,4501.5,114161
2025-02-17,4541.84619140625,4560.35009765625,4620.0,4373.2001953125,4473.9501953125,74166
2025-02-18,4679.634765625,4698.7001953125,4715.2998046875,4480.0,4590.0,124493
2025-02-19,4722.0615234375,4741.2998046875,4760.0,4636.10009765625,4644.0,58757
2025-02-20,4703.8359375,4723.0,4744.75,4655.0,4741.2998046875,37484
2025-02-21,4629.28955078125,4648.14990234375,4734.25,4621.5,4720.0,37340
2025-02-24,4419.09619140625,4437.10009765625,4605.89990234375,4405.60009765625,4605.89990234375,80586
2025-02-25,4461.423828125,4479.60009765625,4516.9501953125,4365.14990234375,4436.64990234375,84815
2025-02-27,4549.41552734375,4567.9501953125,4630.2998046875,4473.5498046875,4545.0,100605
2025-02-28,4519.337890625,4537.75,4584.5498046875,4411.5498046875,4552.0498046875,163794
2025-03-03,4455.99560546875,4474.14990234375,4582.0,4380.10009765625,4582.0,49690
2025-03-04,4568.4375,4587.0498046875,4635.5,4407.39990234375,4454.9501953125,82124
2025-03-05,4516.79833984375,4535.2001953125,4597.2001953125,4508.0498046875,4508.0498046875,54883
2025-03-06,4427.7607421875,4445.7998046875,4624.89990234375,4402.14990234375,4600.0,56250
2025-03-07,4417.7021484375,4435.7001953125,4507.4501953125,4401.0,4480.0,47797
2025-03-10,4386.52880859375,4404.39990234375,4524.10009765625,4347.0,4430.0,59552
2025-03-11,4463.81396484375,4482.0,4510.0,4373.14990234375,4376.0,55520
2025-03-12,4639.498046875,4658.39990234375,4685.85009765625,4484.2001953125,4509.0,182032
2025-03-13,4608.6240234375,4627.39990234375,4700.0,4566.9501953125,4650.0,88644
2025-03-17,4727.09130859375,4746.35009765625,4789.75,4600.2998046875,4649.7001953125,98074
2025-03-18,4727.09130859375,4746.35009765625,4746.35009765625,4746.35009765625,4746.35009765625,0
2025-03-19,4709.76220703125,4728.9501953125,4840.0,4705.5498046875,4800.0,87909
2025-03-20,4830.81884765625,4850.5,4875.5,4735.75,4799.0,88569
2025-03-21,4901.6796875,4921.64990234375,5072.89990234375,4762.75,4818.0,279633
2025-03-24,4762.0986328125,4781.5,4998.39990234375,4717.0,4965.0,109622
2025-03-25,4751.14306640625,4770.5,4854.75,4723.7998046875,4825.0,70591
2025-03-26,4813.33984375,4832.9501953125,4885.0,4753.0498046875,4793.5,116397
2025-03-27,4488.91162109375,4507.2001953125,4851.60009765625,4470.2001953125,4824.5,312938
2025-03-28,4555.88916015625,4574.4501953125,4640.0,4522.35009765625,4572.10009765625,90357
2025-04-01,4495.48486328125,4513.7998046875,4612.0,4470.0498046875,4612.0,47233
2025-04-02,4463.41552734375,4481.60009765625,4555.0,4420.0,4493.5,84435
2025-04-03,4488.01513671875,4506.2998046875,4535.0,4449.0,4450.0,53311
2025-04-04,4560.17138671875,4578.75,4599.5,4462.25,4525.0,75497
2025-04-07,4495.73388671875,4514.0498046875,4538.14990234375,4325.0,4350.0,55281
2025-04-08,4670.8701171875,4689.89990234375,4725.0,4506.0,4529.85009765625,81196
2025-04-09,4734.06298828125,4753.35009765625,4773.7998046875,4636.10009765625,4638.60009765625,99747
2025-04-11,4626.8994140625,4645.75,4811.5,4601.10009765625,4800.0,88884
2025-04-15,4928.7197265625,4948.7998046875,4984.2998046875,4760.10009765625,4860.0,133024
2025-04-16,5158.2841796875,5179.2998046875,5224.89990234375,4953.60009765625,4965.0,205385
2025-04-17,5222.22412109375,5243.5,5313.60009765625,5130.60009765625,5177.0,124432
2025-04-21,5190.35400390625,5211.5,5325.0,5173.89990234375,5251.0,58906
2025-04-22,5318.73095703125,5340.39990234375,5383.2001953125,5205.2001953125,5206.10009765625,81135
2025-04-23,5274.9091796875,5296.39990234375,5350.0,5084.5,5330.10009765625,63924
2025-04-24,5256.185546875,5277.60009765625,5350.0,5167.5,5201.0,77518
2025-04-25,5255.587890625,5277.0,5375.0,5218.2998046875,5300.0,70501
2025-04-28,5241.74462890625,5263.10009765625,5363.89990234375,5205.0,5277.0,62398
2025-04-29,5193.64013671875,5214.7998046875,5300.0,5125.0,5300.0,84947
