Price,Adj Close,Close,High,Low,Open,Volume
2024-01-29,5698.744140625,5717.85009765625,5755.0,5689.0,5717.7998046875,15986
2024-01-30,5603.6630859375,5622.4501953125,5750.0,5589.75,5746.0,32157
2024-01-31,5573.61376953125,5592.2998046875,5678.7998046875,5575.0,5622.0,37780
2024-02-01,5491.439453125,5509.85009765625,5635.0,5493.2998046875,5611.75,33076
2024-02-02,5531.90380859375,5550.4501953125,5596.0,5524.89990234375,5524.89990234375,16875
2024-02-05,5556.52099609375,5575.14990234375,5733.75,5528.5,5619.89990234375,37587
2024-02-06,5686.78466796875,5705.85009765625,5725.0,5561.39990234375,5700.0,99244
2024-02-07,5671.98388671875,5691.0,5750.9501953125,5601.7998046875,5720.0,40527
2024-02-08,5575.45751953125,5594.14990234375,5750.0,5575.0,5691.0,19416
2024-02-09,5589.4609375,5608.2001953125,5720.0,5537.0,5720.0,22894
2024-02-12,5549.54443359375,5568.14990234375,5644.0,5537.2001953125,5644.0,38391
2024-02-13,5461.43994140625,5479.75,5599.9501953125,5415.0,5568.14990234375,16632
2024-02-14,5526.123046875,5544.64990234375,5645.2998046875,5479.7998046875,5539.9501953125,35227
2024-02-15,5586.72021484375,5605.4501953125,5655.0,5520.0,5655.0,20160
2024-02-16,5768.01220703125,5787.35009765625,5858.5,5568.0498046875,5610.0,82803
2024-02-19,5759.58984375,5778.89990234375,5884.0,5755.0,5855.0,27312
2024-02-20,5659.87451171875,5678.85009765625,5815.0,5656.0,5797.64990234375,22309
2024-02-21,5611.486328125,5630.2998046875,5729.9501953125,5611.10009765625,5729.9501953125,15633
2024-02-22,5551.787109375,5570.39990234375,5647.0,5510.0,5647.0,17437
2024-02-23,5531.55517578125,5550.10009765625,5625.5498046875,5525.0,5591.0,17935
2024-02-26,5511.52197265625,5530.0,5600.0,5511.0,5559.2998046875,14618
2024-02-27,5465.6259765625,5483.9501953125,5565.0,5461.25,5530.0,17794
2024-02-28,5518.34912109375,5536.85009765625,5550.0,5420.0,5499.7998046875,26291
2024-02-29,5365.6611328125,5383.64990234375,5555.0,5365.7001953125,5555.0,25377
2024-03-01,5520.890625,5539.39990234375,5591.2001953125,5487.2001953125,5498.89990234375,53363
2024-03-04,5421.3740234375,5439.5498046875,5548.0,5399.0498046875,5548.0,40386
2024-03-05,5436.07470703125,5454.2998046875,5484.5498046875,5420.0,5446.9501953125,20201
2024-03-06,5588.61376953125,5607.35009765625,5700.0,5416.7001953125,5469.0,131180
2024-03-07,5560.208984375,5578.85009765625,5647.64990234375,5537.10009765625,5647.64990234375,23141
2024-03-11,5887.06298828125,5906.7998046875,5949.0,5578.9501953125,5600.0,205848
2024-03-12,6299.13134765625,6320.25,6399.0,5852.0,5909.0,885272
2024-03-13,6037.7080078125,6057.9501953125,6594.35009765625,5959.2001953125,6320.25,572477
2024-03-14,6394.2626953125,6415.7001953125,6476.0,5954.2998046875,6057.9501953125,308054
2024-03-15,6419.57763671875,6441.10009765625,6530.0,6275.75,6399.89990234375,191490
2024-03-18,6755.5517578125,6778.2001953125,6896.7001953125,6411.39990234375,6449.0,592350
2024-03-19,6681.64892578125,6704.0498046875,6969.0,6552.0498046875,6821.0,432399
2024-03-20,6452.46728515625,6474.10009765625,6810.0,6408.0,6789.9501953125,133655
2024-03-21,6495.822265625,6517.60009765625,6680.0,6335.64990234375,6500.0,210147
2024-03-22,6505.29052734375,6527.10009765625,6734.39990234375,6485.5,6549.0,121202
2024-03-26,6369.34619140625,6390.7001953125,6599.89990234375,6370.0,6556.5,65106
2024-03-27,6355.39306640625,6376.7001953125,6524.2998046875,6352.14990234375,6430.0498046875,55375
2024-03-28,6387.435546875,6408.85009765625,6569.89990234375,6350.0,6350.0,74851
2024-04-01,6413.14892578125,6434.64990234375,6529.9501953125,6380.0,6458.85009765625,42744
2024-04-02,6874.3525390625,6897.39990234375,7014.2001953125,6360.0,6435.0,214815
2024-04-03,7201.05810546875,7225.2001953125,7289.0,6950.0,7005.0498046875,288950
2024-04-04,7013.83544921875,7037.35009765625,7300.0,7000.0,7210.0,88094
2024-04-05,6759.986328125,6782.64990234375,7099.0,6680.0,7037.35009765625,194970
2024-04-08,6910.88037109375,6934.0498046875,7099.0,6732.7001953125,6782.14990234375,142955
2024-04-09,6830.9482421875,6853.85009765625,7045.0,6825.0,7000.0,45706
2024-04-10,6940.43115234375,6963.7001953125,7047.89990234375,6762.60009765625,6875.0,68348
2024-04-12,6772.294921875,6795.0,7045.0,6763.0,6985.0,49336
2024-04-15,6777.92578125,6800.64990234375,6820.0,6561.89990234375,6754.0,61758
2024-04-16,6893.73779296875,6916.85009765625,6995.0,6726.7998046875,6800.64990234375,79275
2024-04-18,7175.9912109375,7200.0498046875,7285.0,6988.75,7009.0,178837
2024-04-19,7348.1142578125,7372.75,7447.5498046875,7013.0498046875,7099.89990234375,141046
2024-04-22,7256.7705078125,7281.10009765625,7494.9501953125,7229.9501953125,7470.0,72993
2024-04-23,7605.00341796875,7630.5,7719.0,7224.9501953125,7298.9501953125,102871
2024-04-24,8217.599609375,8245.150390625,8307.2001953125,7636.85009765625,7650.0,305028
2024-04-25,8361.96484375,8390.0,8480.0,8027.0,8050.0,196389
2024-04-26,8318.4609375,8346.349609375,8484.7998046875,8281.5,8386.0,76882
2024-04-29,8249.7919921875,8277.4501953125,8437.0,8239.900390625,8374.900390625,42391
2024-04-30,8228.2138671875,8255.7998046875,8387.0,8122.14990234375,8280.0,79163
2024-05-02,8426.748046875,8455.0,8579.4501953125,8182.2998046875,8255.900390625,118734
2024-05-03,8253.3291015625,8281.0,8645.0,8255.0,8551.2001953125,100440
2024-05-06,8364.6064453125,8392.650390625,8454.0,8215.0,8324.0,64626
2024-05-07,7956.4248046875,7983.10009765625,8450.0,7930.0,8450.0,65078
2024-05-08,7647.5107421875,7673.14990234375,8020.25,7551.14990234375,8020.0,94433
2024-05-09,7550.53564453125,7575.85009765625,7885.2998046875,7525.25,7700.0,77381
2024-05-10,7784.30224609375,7810.39990234375,7860.0,7651.0,7651.0,66725
2024-05-13,7902.20703125,7928.7001953125,7964.7001953125,7700.10009765625,7850.0,51719
2024-05-14,8254.2275390625,8281.900390625,8377.0,7872.64990234375,7957.0,86998
2024-05-15,8745.9775390625,8775.2998046875,9043.0,8265.0,8266.0,417377
2024-05-16,8958.1171875,8988.150390625,9359.0,8777.0498046875,8848.0,291885
2024-05-17,9346.1162109375,9377.4501953125,9464.400390625,9021.0,9079.0,198052
2024-05-21,9658.8671875,9691.25,9890.0,9506.650390625,9506.650390625,245413
2024-05-22,9252.529296875,9283.5498046875,9935.0498046875,9232.400390625,9891.849609375,255181
2024-05-23,9127.8486328125,9158.4501953125,9381.5,9099.349609375,9300.0,107680
2024-05-24,9080.85546875,9111.2998046875,9245.2001953125,9052.0498046875,9180.150390625,69981
2024-05-27,8675.166015625,8704.25,9199.400390625,8650.0,9179.7998046875,84910
2024-05-28,8348.6611328125,8376.650390625,8880.2998046875,8355.0,8720.0,136882
2024-05-29,8387.3310546875,8415.4501953125,8559.9501953125,8035.0,8284.5498046875,268732
2024-05-30,9114.2919921875,9144.849609375,9249.0,8413.5,8480.0,672763
2024-05-31,8680.4482421875,8709.5498046875,9140.0,8633.0,9140.0,159655
2024-06-03,8887.1552734375,8916.9501953125,8999.900390625,8675.0,8999.900390625,122945
2024-06-04,8260.654296875,8288.349609375,8950.0,7700.10009765625,8950.0,197399
2024-06-05,8085.84130859375,8112.9501953125,8450.0,7780.0,8311.0,163261
2024-06-06,8656.52734375,8685.5498046875,8793.0,8196.900390625,8220.0,170223
2024-06-07,8484.5048828125,8512.9501953125,8761.9501953125,8480.0498046875,8700.0,70769
2024-06-10,8412.2958984375,8440.5,8678.4501953125,8385.650390625,8602.0,48670
2024-06-11,8967.0869140625,8997.150390625,9273.0,8450.099609375,8468.0,387187
2024-06-12,9169.208984375,9199.9501953125,9629.7998046875,9022.0,9132.0,485797
2024-06-13,9247.09765625,9278.099609375,9448.849609375,9215.2998046875,9295.099609375,191732
2024-06-14,9231.4501953125,9262.400390625,9369.0,9132.7998046875,9348.400390625,121241
2024-06-18,9236.6826171875,9267.650390625,9750.0,9212.5,9288.0,201027
2024-06-19,8908.6328125,8938.5,9449.9501953125,8900.0,9367.150390625,139040
2024-06-20,8681.544921875,8710.650390625,9149.7998046875,8655.5498046875,8987.9501953125,160723
2024-06-21,8334.2587890625,8362.2001953125,8849.9501953125,8335.0,8761.849609375,308428
2024-06-24,8276.501953125,8304.25,8488.0,8150.0,8370.0,221131
2024-06-25,8239.8251953125,8267.4501953125,8633.849609375,8201.0,8387.2998046875,123107
2024-06-26,8147.73388671875,8175.0498046875,8375.0,8160.0,8333.0,89692
2024-06-27,8144.29541015625,8171.60009765625,8340.0,8119.39990234375,8189.85009765625,104259
2024-06-28,8271.4697265625,8299.2001953125,8425.400390625,8222.7998046875,8238.0,121265
2024-07-01,8417.2802734375,8445.5,8479.0,8309.9501953125,8310.0,60082
2024-07-02,8459.837890625,8488.2001953125,8584.0,8401.4501953125,8529.75,56720
2024-07-03,8562.2939453125,8591.0,8689.0,8430.0,8510.0,75075
2024-07-04,9037.69921875,9068.0,9265.0,8530.0,8608.7998046875,326422
2024-07-05,8981.08984375,9011.2001953125,9268.2001953125,8952.5498046875,9150.099609375,123071
2024-07-08,9197.513671875,9228.349609375,9333.0,8894.7998046875,9050.0,139261
2024-07-09,9019.1630859375,9049.400390625,9280.0,9020.0,9280.0,60240
2024-07-10,8651.544921875,8680.5498046875,9093.9501953125,8584.75,9050.0,110994
2024-07-11,8745.279296875,8774.599609375,8988.9501953125,8701.0,8750.0,94407
2024-07-12,8598.5732421875,8627.400390625,8905.099609375,8570.2001953125,8815.0,64601
2024-07-15,8676.759765625,8705.849609375,8890.0,8604.0,8627.400390625,69379
2024-07-16,8588.705078125,8617.5,8781.349609375,8535.0,8740.0,83964
2024-07-18,8378.708984375,8406.7998046875,8703.7001953125,8286.4501953125,8630.0,92687
2024-07-19,8117.18603515625,8144.39990234375,8398.900390625,8103.0,8398.900390625,94363
2024-07-22,8076.9208984375,8104.0,8225.0,7920.7001953125,8100.0,91213
2024-07-23,7926.97412109375,7953.5498046875,8139.0,7801.0,8077.0,81857
2024-07-24,7857.65625,7884.0,8131.14990234375,7861.0,7905.0,86623
2024-07-25,8024.19775390625,8051.10009765625,8350.0,7805.0,7840.0,224266
2024-07-26,7913.6181640625,7940.14990234375,8175.0,7890.0,8154.9501953125,89973
2024-07-29,7880.0810546875,7906.5,8023.9501953125,7890.14990234375,7969.9501953125,63285
2024-07-30,7963.75048828125,7990.4501953125,8020.0,7899.9501953125,7906.5,55122
2024-07-31,8134.77685546875,8162.0498046875,8550.0,8020.89990234375,8070.75,199432
2024-08-01,8149.62744140625,8176.9501953125,8294.75,8102.2001953125,8249.0,59091
2024-08-02,8039.14794921875,8066.10009765625,8169.60009765625,8030.0,8030.0,55122
2024-08-05,7785.3701171875,7799.85009765625,7950.0,7540.89990234375,7950.0,123584
2024-08-06,7780.828125,7795.2998046875,7994.9501953125,7750.0,7844.9501953125,48520
2024-08-07,7797.49755859375,7812.0,7985.89990234375,7730.0498046875,7904.9501953125,42577
2024-08-08,7647.02734375,7661.25,7881.9501953125,7641.25,7843.0,50985
2024-08-09,7681.1640625,7695.4501953125,7815.14990234375,7655.0,7815.14990234375,35667
2024-08-12,7616.78369140625,7630.9501953125,7698.0,7401.0498046875,7660.0,84481
2024-08-13,7424.24169921875,7438.0498046875,7664.14990234375,7400.0,7660.0,67060
2024-08-14,7150.35107421875,7163.64990234375,7490.0,7120.0,7408.0,93545
2024-08-16,7193.919921875,7207.2998046875,7299.0,7030.0,7163.0,135156
2024-08-19,7422.744140625,7436.5498046875,7488.0,7200.2998046875,7200.2998046875,70228
2024-08-20,7409.26953125,7423.0498046875,7656.0,7403.10009765625,7534.9501953125,94817
2024-08-21,7320.53466796875,7334.14990234375,7455.9501953125,7265.10009765625,7423.0498046875,61230
2024-08-22,7285.35009765625,7298.89990234375,7414.89990234375,7277.0,7338.0,35930
2024-08-23,7294.3330078125,7307.89990234375,7421.5498046875,7260.0,7300.2001953125,47365
2024-08-26,7279.9599609375,7293.5,7417.0,7280.0,7350.0,41694
2024-08-27,7272.42431640625,7285.9501953125,7360.0,7163.0,7253.0498046875,65148
2024-08-28,7257.90087890625,7271.39990234375,7370.0,7250.0,7285.9501953125,36188
2024-08-29,7183.888671875,7197.25,7290.60009765625,7175.0,7200.0,28781
2024-08-30,7211.88623046875,7225.2998046875,7499.89990234375,7185.0,7197.25,81750
2024-09-02,7182.59130859375,7195.9501953125,7319.0,7167.35009765625,7319.0,30377
2024-09-03,7212.63525390625,7226.0498046875,7260.0,7192.4501953125,7198.25,23677
2024-09-04,7188.779296875,7202.14990234375,7260.0,7160.14990234375,7186.7998046875,22311
2024-09-05,7425.63916015625,7439.4501953125,7640.0,7377.7001953125,7405.0,336432
2024-09-06,7372.03857421875,7385.75,7491.0,7354.7001953125,7447.0,45872
2024-09-09,7362.1572265625,7375.85009765625,7401.0498046875,7230.14990234375,7355.0,34361
2024-09-10,7775.48876953125,7789.9501953125,7920.0,7376.0,7376.9501953125,253303
2024-09-11,7670.63330078125,7684.89990234375,7955.7998046875,7625.0,7890.0,132340
2024-09-12,7572.416015625,7586.5,7717.64990234375,7560.35009765625,7688.89990234375,32573
2024-09-13,8214.072265625,8229.349609375,8347.900390625,7575.0,7649.9501953125,477366
2024-09-16,8303.1064453125,8318.5498046875,8399.0,8176.0,8229.349609375,137487
2024-09-17,8066.59716796875,8081.60009765625,8288.2001953125,8060.0,8281.0,83716
2024-09-18,8251.1533203125,8266.5,8500.0,8049.89990234375,8155.0,142488
2024-09-19,8080.8701171875,8095.89990234375,8491.0,8058.89990234375,8266.5,91370
2024-09-20,8154.4833984375,8169.64990234375,8302.0,8101.5,8197.7001953125,69002
2024-09-23,8557.5341796875,8573.4501953125,8744.75,8164.0,8264.0,293518
2024-09-24,8519.5546875,8535.400390625,8634.400390625,8464.25,8545.0498046875,65488
2024-09-25,8666.1318359375,8682.25,8730.0,8461.0,8461.0,82230
2024-09-26,8566.4677734375,8582.400390625,8780.0,8511.2001953125,8727.9501953125,66927
2024-09-27,8407.6123046875,8423.25,8649.0,8397.0,8636.4501953125,46070
2024-09-30,8469.34765625,8485.099609375,8549.0,8363.0,8363.0,33300
2024-10-01,8390.544921875,8406.150390625,8560.0,8375.7998046875,8540.75,35522
2024-10-03,8217.7158203125,8233.0,8495.0,8150.0,8150.0,48308
2024-10-04,7981.455078125,7996.2998046875,8289.900390625,7965.9501953125,8220.0,72959
2024-10-07,7934.5927734375,7949.35009765625,8227.4501953125,7808.0,8020.10009765625,69993
2024-10-08,8134.42041015625,8149.5498046875,8210.0,7888.0,7999.0,52948
2024-10-09,8201.646484375,8216.900390625,8251.0,8112.0498046875,8199.0,39063
2024-10-10,8308.2978515625,8323.75,8425.0,8198.25,8210.0,52761
2024-10-11,8132.6240234375,8147.75,8326.2001953125,8111.5,8211.0,33578
2024-10-14,8109.41748046875,8124.5,8265.849609375,8079.25,8188.0,26978
2024-10-15,8348.47265625,8364.0,8415.0,8066.0,8066.0,78544
2024-10-16,8436.0595703125,8451.75,8496.849609375,8230.0,8380.0,53976
2024-10-17,8382.009765625,8397.599609375,8499.0,8174.7001953125,8460.0,51465
2024-10-18,8366.6884765625,8382.25,8450.0,8175.2998046875,8251.0,32376
2024-10-21,8157.228515625,8172.39990234375,8470.0,8155.0,8470.0,26973
2024-10-22,7913.63134765625,7928.35009765625,8246.5,7861.5,8222.5,39452
2024-10-23,7959.84521484375,7974.64990234375,8022.4501953125,7740.0,7959.75,41455
2024-10-24,7938.68505859375,7953.4501953125,8080.0,7925.2001953125,8080.0,30050
2024-10-25,7627.4140625,7641.60009765625,8030.85009765625,7611.25,7976.0,44310
2024-10-28,7502.64599609375,7516.60009765625,7695.0498046875,7419.9501953125,7695.0,37608
2024-10-29,7518.36669921875,7532.35009765625,7651.25,7410.0,7562.0,31880
2024-10-30,7650.5703125,7664.7998046875,7684.85009765625,7465.0,7465.0,31788
2024-10-31,7640.439453125,7654.64990234375,7776.7001953125,7565.0,7720.0,30607
2024-11-01,7824.3974609375,7838.9501953125,7890.0,7700.0,7748.0,14466
2024-11-04,7699.4296875,7713.75,7890.0,7663.7001953125,7845.0,21645
2024-11-05,7793.10546875,7807.60009765625,7965.0,7680.0,7735.35009765625,52341
2024-11-06,7926.40771484375,7941.14990234375,8040.0,7770.60009765625,7873.89990234375,34333
2024-11-07,7776.63623046875,7791.10009765625,7994.0,7680.0,7974.0,53953
2024-11-08,7524.45556640625,7538.4501953125,7796.0,7500.0,7790.0,56435
2024-11-11,7302.86767578125,7316.4501953125,7538.4501953125,7283.0498046875,7420.25,36229
2024-11-12,6975.02734375,6988.0,7395.0,6888.14990234375,7395.0,66282
2024-11-13,6675.4345703125,6687.85009765625,6986.0,6628.10009765625,6918.0,114277
2024-11-14,6804.294921875,6816.9501953125,7000.0,6744.7998046875,6744.7998046875,50974
2024-11-18,6527.958984375,6540.10009765625,6934.0,6520.0,6925.64990234375,61910
2024-11-19,6625.52734375,6637.85009765625,6725.0,6586.2001953125,6605.9501953125,37693
2024-11-21,6357.52587890625,6369.35009765625,6614.89990234375,6351.0,6606.0498046875,66585
2024-11-22,6492.8740234375,6504.9501953125,6536.35009765625,6400.0498046875,6436.64990234375,35659
2024-11-25,6569.0322265625,6581.25,6864.0,6551.5,6610.0,54601
2024-11-26,6776.396484375,6789.0,6809.0,6588.35009765625,6647.75,44008
2024-11-27,7031.97119140625,7045.0498046875,7100.0,6758.89990234375,6789.0498046875,79415
2024-11-28,6938.994140625,6951.89990234375,7085.0498046875,6903.10009765625,7085.0498046875,39394
2024-11-29,6907.90185546875,6920.75,6989.85009765625,6879.39990234375,6968.9501953125,22153
2024-12-02,6957.958984375,6970.89990234375,6990.0,6854.10009765625,6921.0,23145
2024-12-03,6955.61328125,6968.5498046875,7058.9501953125,6950.0,6970.0,32873
2024-12-04,6880.15380859375,6892.9501953125,7045.0,6870.7001953125,7045.0,30832
2024-12-05,6815.2744140625,6827.9501953125,6929.9501953125,6778.85009765625,6875.0,27387
2024-12-06,6810.533203125,6823.2001953125,6970.0,6779.7001953125,6827.14990234375,57596
2024-12-09,6797.05859375,6809.7001953125,6910.0,6800.0,6900.0,20423
2024-12-10,6722.74658203125,6735.25,6846.60009765625,6724.0,6748.0,26375
2024-12-11,6777.095703125,6789.7001953125,6920.0,6741.0,6790.0,45382
2024-12-12,6692.30322265625,6704.75,6814.75,6691.0,6800.0,19612
2024-12-13,6723.4453125,6735.9501953125,6760.0,6611.0498046875,6680.25,39978
2024-12-16,6693.45068359375,6705.89990234375,6799.0,6686.64990234375,6799.0,16018
2024-12-17,6620.3369140625,6632.64990234375,6740.0,6612.0,6705.89990234375,22129
2024-12-18,6553.8603515625,6566.0498046875,6680.0,6530.0498046875,6660.0,17044
2024-12-19,6457.2900390625,6469.2998046875,6590.0,6455.39990234375,6510.14990234375,35407
2024-12-20,6347.9931640625,6359.7998046875,6517.0,6320.0,6469.2998046875,25840
2024-12-23,6198.62109375,6210.14990234375,6410.39990234375,6200.10009765625,6400.0,56804
2024-12-24,6235.1533203125,6246.75,6305.0,6155.0,6200.0,38140
2024-12-26,6174.61572265625,6186.10009765625,6263.10009765625,6140.0,6246.0,22195
2024-12-27,6137.8837890625,6149.2998046875,6237.5498046875,6125.0,6150.0,43424
2024-12-30,5810.14404296875,5820.9501953125,6179.85009765625,5760.0,6149.2998046875,119597
2024-12-31,5984.91845703125,5996.0498046875,6159.7998046875,5821.0,5821.0,136092
2025-01-01,6068.2138671875,6079.5,6169.7001953125,5996.14990234375,6027.0,45269
2025-01-02,6204.2109375,6215.75,6285.0,6050.0498046875,6050.0498046875,55031
2025-01-03,6317.4501953125,6329.2001953125,6450.0,6220.0,6227.60009765625,88532
2025-01-06,6611.40380859375,6623.7001953125,6798.89990234375,6182.14990234375,6350.0,316823
2025-01-07,6487.88330078125,6499.9501953125,6604.35009765625,6462.5,6561.35009765625,63567
2025-01-08,6497.56494140625,6509.64990234375,6566.39990234375,6450.0,6470.0,53511
2025-01-09,6444.16455078125,6456.14990234375,6659.0498046875,6414.60009765625,6482.0,53951
2025-01-10,6424.85009765625,6436.7998046875,6469.2998046875,6336.25,6371.0,40439
2025-01-13,6010.77099609375,6021.9501953125,6430.0,5986.89990234375,6298.0498046875,52094
2025-01-14,6095.11376953125,6106.4501953125,6195.0,6031.0,6031.0,33530
2025-01-15,5978.23095703125,5989.35009765625,6166.10009765625,5950.0,6101.0498046875,55342
2025-01-16,5877.21875,5888.14990234375,6139.9501953125,5875.0,6136.5,37887
2025-01-17,5799.66357421875,5810.4501953125,6055.64990234375,5788.10009765625,5927.39990234375,94204
2025-01-20,5921.3369140625,5932.35009765625,5985.10009765625,5772.0,5840.0,69081
2025-01-21,5846.52587890625,5857.39990234375,5985.10009765625,5806.0,5935.35009765625,41407
2025-01-22,5722.25732421875,5732.89990234375,5848.85009765625,5701.0,5808.0,38337
2025-01-23,5840.337890625,5851.2001953125,5909.0,5661.60009765625,5711.0,36142
2025-01-24,5833.400390625,5844.25,5920.89990234375,5792.0,5880.0,31630
2025-01-27,5669.8046875,5680.35009765625,5785.5498046875,5573.9501953125,5769.0498046875,60888
2025-01-28,5635.41845703125,5645.89990234375,5712.64990234375,5379.5498046875,5621.14990234375,333469
2025-01-29,6274.33056640625,6286.0,6661.0,5677.0,5677.0,393613
2025-01-30,6186.693359375,6198.2001953125,6424.0,6146.0,6290.0,64291
2025-01-31,6256.21435546875,6267.85009765625,6347.0,6150.39990234375,6206.4501953125,36441
2025-02-01,6246.482421875,6258.10009765625,6337.64990234375,6173.9501953125,6210.0,24383
2025-02-03,6169.6748046875,6181.14990234375,6231.35009765625,6125.0,6224.10009765625,16888
2025-02-04,6232.00927734375,6243.60009765625,6350.0,6120.0,6350.0,25919
2025-02-05,6316.052734375,6327.7998046875,6355.0,6240.0,6300.0,19987
2025-02-06,6275.1787109375,6286.85009765625,6356.14990234375,6240.0,6351.10009765625,18138
2025-02-07,6182.95068359375,6194.4501953125,6318.39990234375,6132.0,6318.2998046875,20799
2025-02-10,6004.5322265625,6015.7001953125,6132.0,5990.0,6132.0,27976
2025-02-11,5939.9521484375,5951.0,6058.35009765625,5896.0,6015.89990234375,31372
2025-02-12,5804.1552734375,5814.9501953125,5955.0,5706.0,5904.25,53854
2025-02-13,5682.5810546875,5693.14990234375,5856.7998046875,5675.0,5780.0,28751
2025-02-14,5562.404296875,5572.75,5746.85009765625,5455.0,5733.0,70653
2025-02-17,5592.59814453125,5603.0,5642.7998046875,5431.0,5502.0,56815
2025-02-18,5532.859375,5543.14990234375,5603.0,5480.0,5603.0,53832
2025-02-19,5849.021484375,5859.89990234375,5950.0,5488.0,5510.0,80234
2025-02-20,6161.83935546875,6173.2998046875,6500.0,5866.89990234375,5889.0,703661
2025-02-21,6153.35498046875,6164.7998046875,6289.9501953125,6118.0498046875,6129.0498046875,54224
2025-02-24,6331.92333984375,6343.7001953125,6365.0,6004.0,6100.0,83571
2025-02-25,6313.158203125,6324.89990234375,6425.0,6241.85009765625,6339.0498046875,67972
2025-02-27,6056.93505859375,6068.2001953125,6331.7998046875,6039.9501953125,6280.60009765625,47905
2025-02-28,5916.04638671875,5927.0498046875,6066.2001953125,5828.0,5966.25,53504
2025-03-03,5820.82373046875,5831.64990234375,6080.0,5730.0,5930.0,53135
2025-03-04,5935.2607421875,5946.2998046875,6124.89990234375,5779.75,5790.0,67506
2025-03-05,6134.73974609375,6146.14990234375,6169.2998046875,5950.0,5950.0,57843
2025-03-06,6071.00830078125,6082.2998046875,6313.60009765625,6050.0,6207.0,41156
2025-03-07,6210.54931640625,6222.10009765625,6273.0,6042.5498046875,6050.0,42301
2025-03-10,6064.4208984375,6075.7001953125,6332.7001953125,6063.25,6226.0,37848
2025-03-11,5932.56591796875,5943.60009765625,6128.5,5906.7001953125,6075.7001953125,36602
2025-03-12,6099.8046875,6111.14990234375,6190.0,5953.5498046875,6013.0,75400
2025-03-13,6009.822265625,6021.0,6150.0,5980.0,6150.0,45780
2025-03-17,6103.8974609375,6115.25,6186.60009765625,6023.5498046875,6024.39990234375,29575
2025-03-18,6103.8974609375,6115.25,6115.25,6115.25,6115.25,0
2025-03-19,6368.20556640625,6380.0498046875,6395.0,6101.0,6101.0,74838
2025-03-20,6320.744140625,6332.5,6451.25,6296.0,6380.0,34282
2025-03-21,6459.5859375,6471.60009765625,6500.0,6320.0,6320.0,71519
2025-03-24,6439.97265625,6451.9501953125,6610.0,6415.14990234375,6514.9501953125,38785
2025-03-25,6311.91015625,6323.64990234375,6547.9501953125,6300.0,6544.0,53808
2025-03-26,6132.4443359375,6143.85009765625,6380.0,6125.0,6318.0,41848
2025-03-27,6161.4404296875,6172.89990234375,6250.9501953125,6063.89990234375,6175.0,57506
2025-03-28,6245.783203125,6257.39990234375,6390.0,6140.0,6140.0,56625
2025-04-01,6196.37548828125,6207.89990234375,6320.0,6144.64990234375,6244.39990234375,16536
2025-04-02,6209.6005859375,6221.14990234375,6247.89990234375,6163.10009765625,6225.0,16543
2025-04-03,6156.05029296875,6167.5,6274.0,6125.0,6125.0,16437
2025-04-04,5783.59326171875,5794.35009765625,6212.25,5242.39990234375,6180.0,43017
2025-04-07,5926.427734375,5937.4501953125,6000.0,5400.0,5500.0,108822
2025-04-08,5911.8046875,5922.7998046875,6124.0,5800.0,6104.39990234375,32700
2025-04-09,5883.2578125,5894.2001953125,5987.39990234375,5830.0,5930.0,16874
2025-04-11,5884.50537109375,5895.4501953125,6090.0,5885.0,6090.0,23177
2025-04-15,6098.158203125,6109.5,6128.5,5911.5,5950.0,25808
2025-04-16,6224.42333984375,6236.0,6282.0,6100.5,6159.0,26001
2025-04-17,6231.9091796875,6243.5,6330.0,6198.5,6203.0,26614
2025-04-21,6487.93310546875,6500.0,6531.0,6243.5,6243.5,54368
2025-04-22,6502.9052734375,6515.0,6650.0,6500.0,6594.0,47575
2025-04-23,6544.8271484375,6557.0,6599.0,6368.5,6599.0,33308
2025-04-24,6494.4208984375,6506.5,6588.0,6482.5,6565.0,18811
2025-04-25,6391.6123046875,6403.5,6567.5,6335.0,6567.5,47512
2025-04-28,6433.03515625,6445.0,6460.5,6303.0,6363.0,17562
2025-04-29,6465.47509765625,6477.5,6570.5,6428.5,6449.5,35655
2025-04-30,6324.23779296875,6336.0,6487.5,6315.5,6478.0,26605
2025-05-02,6285.31005859375,6297.0,6432.0,6276.0,6301.0,17963
2025-05-05,6345.19873046875,6357.0,6394.0,6285.5,6394.0,13124
2025-05-06,6180.005859375,6191.5,6502.5,6132.5,6394.0,33609
2025-05-07,6177.01123046875,6188.5,6271.0,6078.5,6172.0,25717
2025-05-08,6016.31005859375,6027.5,6283.5,5990.0,6188.0,55729
2025-05-09,6072.20654296875,6083.5,6100.0,5800.0,5800.0,22635
2025-05-12,6311.26171875,6323.0,6419.0,6185.0,6185.0,27685
2025-05-13,6445.0126953125,6457.0,6495.0,6300.0,6300.0,24454
2025-05-14,6821.31298828125,6834.0,6900.0,6473.0,6510.0,112809
2025-05-15,7140.71875,7154.0,7260.0,6998.0,7089.5,200641
2025-05-16,7164.67431640625,7178.0,7250.0,7023.5,7180.0,58941
2025-05-19,7296.42919921875,7310.0,7420.0,7195.0,7200.0,77435
2025-05-20,7028.9267578125,7042.0,7374.0,7021.0,7353.5,46382
2025-05-21,7133.23291015625,7146.5,7200.0,7022.0,7100.0,31960
2025-05-22,6969.0380859375,6982.0,7146.5,6947.0,7146.5,36911
2025-05-23,7040.90478515625,7054.0,7109.5,6890.5,7009.0,37741
