Price,Adj Close,Close,High,Low,Open,Volume
2024-02-02,6337.69970703125,6377.5498046875,6397.5498046875,6273.7998046875,6300.0,25626
2024-02-05,6249.15673828125,6288.4501953125,6435.14990234375,6260.0,6398.89990234375,30387
2024-02-06,6328.70654296875,6368.5,6420.0,6292.0,6321.0,32055
2024-02-07,6298.94384765625,6338.5498046875,6435.0,6310.0498046875,6435.0,24556
2024-02-08,6195.74267578125,6234.7001953125,6372.7998046875,6208.64990234375,6356.0,43044
2024-02-09,6334.6689453125,6374.5,6398.0,6133.7998046875,6293.9501953125,44981
2024-02-12,6318.3212890625,6358.0498046875,6459.9501953125,6329.4501953125,6431.2001953125,27040
2024-02-13,6354.4443359375,6394.39990234375,6405.0,6308.0,6321.0,18171
2024-02-14,6351.41357421875,6391.35009765625,6423.9501953125,6334.0498046875,6370.0,13030
2024-02-15,6320.5576171875,6360.2998046875,6494.0,6350.0,6390.0,25812
2024-02-16,6331.787109375,6371.60009765625,6455.9501953125,6355.0,6360.2998046875,23104
2024-02-19,6273.0068359375,6312.4501953125,6386.5498046875,6270.0498046875,6359.0498046875,18669
2024-02-20,6298.89404296875,6338.5,6408.0,6283.0,6375.60009765625,24939
2024-02-21,6271.267578125,6310.7001953125,6390.0,6295.0,6350.0,20233
2024-02-22,6286.12451171875,6325.64990234375,6340.0,6247.7998046875,6310.0,14722
2024-02-23,6252.73388671875,6292.0498046875,6353.89990234375,6280.0,6310.0498046875,13500
2024-02-26,6248.26171875,6287.5498046875,6325.0,6249.85009765625,6325.0,13794
2024-02-27,6180.388671875,6219.25,6301.64990234375,6208.0,6287.5498046875,16209
2024-02-28,6043.69873046875,6081.7001953125,6246.2001953125,6024.7001953125,6228.0,38628
2024-02-29,6178.8984375,6217.75,6269.0498046875,6011.0,6081.7001953125,72443
2024-03-01,6105.1123046875,6143.5,6238.10009765625,6120.39990234375,6218.0,52530
2024-03-04,6042.2578125,6080.25,6192.9501953125,6070.0498046875,6166.4501953125,26308
2024-03-05,6029.7861328125,6067.7001953125,6136.0,6046.0498046875,6081.0,23303
2024-03-06,5991.67578125,6029.35009765625,6148.9501953125,5985.0,6148.9501953125,81784
2024-03-07,6067.349609375,6105.5,6190.89990234375,6040.2001953125,6100.0,29117
2024-03-11,5976.27294921875,6013.85009765625,6132.0498046875,6001.5498046875,6110.0,20152
2024-03-12,6019.798828125,6057.64990234375,6080.0,5973.64990234375,6030.0,36008
2024-03-13,5957.64013671875,5995.10009765625,6096.89990234375,5950.0,6005.10009765625,90043
2024-03-14,5926.28662109375,5963.5498046875,6075.0,5922.35009765625,5995.9501953125,138151
2024-03-15,5956.447265625,5993.89990234375,6060.0,5932.14990234375,5963.5498046875,42765
2024-03-18,5973.73828125,6011.2998046875,6055.0,5933.10009765625,5993.89990234375,21608
2024-03-19,5882.064453125,5919.0498046875,6061.85009765625,5906.14990234375,6058.60009765625,22854
2024-03-20,5841.76806640625,5878.5,5950.10009765625,5747.0498046875,5950.10009765625,50600
2024-03-21,5863.6806640625,5900.5498046875,5961.4501953125,5882.10009765625,5885.0,50321
2024-03-22,5837.29638671875,5874.0,5935.0,5864.75,5870.0,49947
2024-03-26,5764.15625,5800.39990234375,5925.0,5787.0,5871.2001953125,48811
2024-03-27,5748.20654296875,5784.35009765625,5898.2998046875,5774.10009765625,5800.0,64329
2024-03-28,5704.63037109375,5740.5,5820.64990234375,5730.0,5784.35009765625,125445
2024-04-01,5760.9765625,5797.2001953125,5845.2998046875,5750.0,5750.0,66265
2024-04-02,5862.43798828125,5899.2998046875,5987.89990234375,5765.0,5841.0,77601
2024-04-03,5942.236328125,5979.60009765625,6039.9501953125,5829.39990234375,5899.2998046875,50181
2024-04-04,5959.08056640625,5996.5498046875,6045.0,5962.85009765625,6020.0,38747
2024-04-05,5933.83935546875,5971.14990234375,6017.9501953125,5935.0498046875,5999.7001953125,31529
2024-04-08,5887.77880859375,5924.7998046875,6030.89990234375,5907.0,6030.89990234375,20862
2024-04-09,5842.61279296875,5879.35009765625,5974.0,5870.0,5967.0498046875,12572
2024-04-10,6157.58203125,6196.2998046875,6235.7001953125,5870.0,5934.14990234375,197589
2024-04-12,6116.1923828125,6154.64990234375,6250.0,6140.0,6196.2998046875,106850
2024-04-15,5867.95361328125,5904.85009765625,6083.14990234375,5890.0,6051.0,197367
2024-04-16,5944.12451171875,5981.5,6002.89990234375,5814.14990234375,5831.10009765625,62591
2024-04-18,5845.79248046875,5882.5498046875,6029.7998046875,5864.4501953125,5990.7001953125,67775
2024-04-19,5863.830078125,5900.7001953125,5949.35009765625,5796.4501953125,5861.0,109761
2024-04-22,5854.935546875,5891.75,5989.0,5880.10009765625,5989.0,53875
2024-04-23,5870.5869140625,5907.5,6024.9501953125,5890.10009765625,5950.0,159723
2024-04-24,5865.56884765625,5902.4501953125,5983.89990234375,5890.5,5972.0,128914
2024-04-25,5838.0908203125,5874.7998046875,5918.25,5825.25,5902.4501953125,96736
2024-04-26,5892.35009765625,5929.39990234375,6014.0,5875.0,5944.0,246112
2024-04-29,5923.10693359375,5960.35009765625,6037.9501953125,5893.7001953125,5925.0,65292
2024-04-30,5948.34765625,5985.75,6078.2001953125,5927.10009765625,5977.85009765625,104353
2024-05-02,5961.51513671875,5999.0,6025.0,5934.2998046875,6000.9501953125,132585
2024-05-03,6103.72119140625,6142.10009765625,6313.25,6005.0,6005.0,285834
2024-05-06,6127.42236328125,6165.9501953125,6249.2001953125,6092.0498046875,6155.0,104517
2024-05-07,6082.40478515625,6120.64990234375,6185.5498046875,6060.0498046875,6179.0,178635
2024-05-08,6072.11962890625,6110.2998046875,6213.7001953125,6046.0,6120.0,65576
2024-05-09,5800.32861328125,5836.7998046875,6130.2998046875,5814.2998046875,6120.0,154906
2024-05-10,5938.5595703125,5975.89990234375,5987.85009765625,5826.0498046875,5847.5498046875,42257
2024-05-13,5896.52392578125,5933.60009765625,5998.7998046875,5863.25,5975.89990234375,34143
2024-05-14,5901.1943359375,5938.2998046875,5956.7998046875,5851.0,5946.39990234375,23000
2024-05-15,5839.88037109375,5876.60009765625,5973.9501953125,5870.0,5938.5,20460
2024-05-16,5879.1826171875,5916.14990234375,5944.25,5856.7998046875,5936.0,18426
2024-05-17,5969.9619140625,6007.5,6029.0,5880.0,5917.39990234375,41065
2024-05-21,5949.341796875,5986.75,5998.0,5895.7998046875,5952.0,35538
2024-05-22,5921.81494140625,5959.0498046875,6015.0,5940.2001953125,5994.0,16777
2024-05-23,5906.8095703125,5943.9501953125,5992.85009765625,5900.0,5967.0,12715
2024-05-24,5843.45751953125,5880.2001953125,5956.10009765625,5868.0498046875,5947.5498046875,20003
2024-05-27,5849.767578125,5886.5498046875,5925.0,5870.0498046875,5880.85009765625,14694
2024-05-28,5817.32177734375,5853.89990234375,5919.9501953125,5825.0,5902.25,16340
2024-05-29,5829.5947265625,5866.25,5912.7998046875,5830.0,5853.89990234375,14863
2024-05-30,5644.6572265625,5680.14990234375,5866.25,5650.0,5866.25,61670
2024-05-31,5585.9765625,5621.10009765625,5752.4501953125,5611.0,5740.0,38870
2024-06-03,5713.8720703125,5749.7998046875,5836.0,5645.0,5836.0,38794
2024-06-04,5441.3359375,5475.5498046875,5770.0,5174.85009765625,5770.0,61483
2024-06-05,5781.447265625,5817.7998046875,5840.0,5480.0,5480.0,42408
2024-06-06,5778.86376953125,5815.2001953125,5855.89990234375,5765.0,5850.0,68379
2024-06-07,5811.65771484375,5848.2001953125,5858.89990234375,5784.75,5824.64990234375,41934
2024-06-10,5936.8203125,5974.14990234375,6020.0,5841.7001953125,5851.0,45013
2024-06-11,6048.7666015625,6086.7998046875,6120.0,5973.7998046875,5974.25,67549
2024-06-12,6153.70703125,6192.39990234375,6219.7998046875,6044.10009765625,6070.0,75427
2024-06-13,6170.55078125,6209.35009765625,6224.0,6120.60009765625,6224.0,44652
2024-06-14,6222.52392578125,6261.64990234375,6280.9501953125,6200.0,6222.0498046875,39027
2024-06-18,6238.1259765625,6277.35009765625,6299.89990234375,6196.7998046875,6263.5498046875,26908
2024-06-19,6195.54345703125,6234.5,6325.0,6188.2001953125,6277.35009765625,27451
2024-06-20,6466.4404296875,6507.10009765625,6549.0,6214.2001953125,6266.0,148051
2024-06-21,6446.3662109375,6486.89990234375,6588.7998046875,6440.0,6545.0,74853
2024-06-24,6421.77099609375,6462.14990234375,6495.0,6363.10009765625,6495.0,35915
2024-06-25,6328.5078125,6368.2998046875,6507.4501953125,6326.0,6461.7998046875,31054
2024-06-26,6360.109375,6400.10009765625,6452.2998046875,6333.4501953125,6363.0,43693
2024-06-27,6297.353515625,6336.9501953125,6416.35009765625,6285.0498046875,6399.0,77841
2024-06-28,6439.0126953125,6479.5,6530.0,6332.14990234375,6336.9501953125,49265
2024-07-01,6547.87841796875,6589.0498046875,6619.9501953125,6500.0,6521.0,60381
2024-07-02,6525.07177734375,6566.10009765625,6726.9501953125,6532.0498046875,6601.0,112713
2024-07-03,6556.57373046875,6597.7998046875,6666.7998046875,6571.4501953125,6580.0,29641
2024-07-04,6702.505859375,6744.64990234375,6792.35009765625,6508.4501953125,6588.0,78953
2024-07-05,6713.78515625,6756.0,6810.0,6662.5,6810.0,42151
2024-07-08,6781.85693359375,6824.5,6840.0,6660.10009765625,6759.89990234375,55080
2024-07-09,6748.16943359375,6790.60009765625,6840.0,6742.7998046875,6826.0,201180
2024-07-10,6767.10009765625,6809.64990234375,6835.0,6637.7001953125,6795.35009765625,39016
2024-07-11,6790.005859375,6832.7001953125,6875.0,6782.0498046875,6820.10009765625,46754
2024-07-12,6932.3798828125,6955.5498046875,7024.60009765625,6823.10009765625,6833.4501953125,247959
2024-07-15,7026.2666015625,7049.75,7100.0,6973.10009765625,7020.0,98187
2024-07-16,6992.23046875,7015.60009765625,7100.0,6991.2001953125,7051.85009765625,70921
2024-07-18,7100.16943359375,7123.89990234375,7149.10009765625,7015.25,7055.9501953125,71517
2024-07-19,6925.0546875,6948.2001953125,7180.0,6773.75,7180.0,445275
2024-07-22,7248.72314453125,7272.9501953125,7429.0,6800.10009765625,6888.14990234375,393594
2024-07-23,7255.99853515625,7280.25,7316.4501953125,6888.7998046875,7254.0,111431
2024-07-24,7286.24755859375,7310.60009765625,7349.39990234375,7226.0,7226.0,44061
2024-07-25,7275.6826171875,7300.0,7340.0,7142.35009765625,7142.35009765625,43719
2024-07-26,7525.64697265625,7550.7998046875,7598.0,7256.5498046875,7300.0,86360
2024-07-29,7842.5380859375,7868.75,7974.2998046875,7687.5,7701.7998046875,332548
2024-07-30,7766.99072265625,7792.9501953125,7892.14990234375,7722.0498046875,7850.0,60456
2024-07-31,7941.55712890625,7968.10009765625,8023.0,7780.0498046875,7798.60009765625,146676
2024-08-01,7818.46875,7844.60009765625,7995.9501953125,7806.0498046875,7968.10009765625,87604
2024-08-02,7764.99755859375,7790.9501953125,7920.0,7704.0498046875,7750.0,82806
2024-08-05,7679.8818359375,7705.5498046875,7810.5,7610.0498046875,7711.0,92951
2024-08-06,7735.7451171875,7761.60009765625,7940.7998046875,7706.2998046875,7706.2998046875,51463
2024-08-07,8009.580078125,8036.35009765625,8066.89990234375,7794.7001953125,7820.0,56995
2024-08-08,7977.4375,8004.10009765625,8133.89990234375,7975.4501953125,8036.35009765625,56267
2024-08-09,7960.892578125,7987.5,8100.0,7912.0,8097.0,41496
2024-08-12,7834.86376953125,7861.0498046875,8128.0,7846.0498046875,8060.0,43705
2024-08-13,7609.56689453125,7635.0,7950.0,7610.5,7840.85009765625,78193
2024-08-14,7688.0546875,7713.75,7799.9501953125,7590.2001953125,7647.0,43446
2024-08-16,7873.13623046875,7899.4501953125,7919.64990234375,7701.0,7784.89990234375,38005
2024-08-19,7799.9306640625,7826.0,7949.0,7780.0,7949.0,20204
2024-08-20,7846.57470703125,7872.7998046875,7892.5,7712.2998046875,7884.10009765625,25639
2024-08-21,7956.30810546875,7982.89990234375,8027.0,7852.0,7860.0,44314
2024-08-22,7886.341796875,7912.7001953125,8135.39990234375,7890.0,8000.0,62269
2024-08-23,7762.8046875,7788.75,7939.0,7752.0498046875,7939.0,46371
2024-08-26,7905.87646484375,7932.2998046875,7948.4501953125,7790.0,7790.0,25668
2024-08-27,7889.83056640625,7916.2001953125,8007.89990234375,7842.0498046875,7930.0498046875,33023
2024-08-28,7872.88720703125,7899.2001953125,7948.0,7793.7001953125,7860.0,21101
2024-08-29,7814.63134765625,7840.75,7890.0,7762.35009765625,7890.0,25046
2024-08-30,7940.90966796875,7967.4501953125,7993.9501953125,7845.25,7845.25,50413
2024-09-02,7848.966796875,7875.2001953125,8045.0,7824.0,7965.0,37618
2024-09-03,7900.69384765625,7927.10009765625,8033.0,7889.7001953125,7946.64990234375,29893
2024-09-04,7890.52783203125,7916.89990234375,7999.25,7844.7001953125,7888.0,64779
2024-09-05,7963.8330078125,7990.4501953125,8045.0,7922.5498046875,7922.60009765625,46661
2024-09-06,7860.27880859375,7886.5498046875,8000.0,7770.0,7990.4501953125,48063
2024-09-09,7924.7138671875,7951.2001953125,8065.7001953125,7827.5498046875,7886.5498046875,114984
2024-09-10,7972.6533203125,7999.2998046875,8109.9501953125,7960.0498046875,8001.0,279597
2024-09-11,7835.5615234375,7861.75,8095.0,7828.4501953125,8050.0,88262
2024-09-12,7967.37109375,7994.0,8016.9501953125,7908.39990234375,7930.0,48441
2024-09-13,7935.12841796875,7961.64990234375,8043.7001953125,7944.75,8000.0,33486
2024-09-16,7872.986328125,7899.2998046875,7980.0,7890.0,7961.64990234375,11107
2024-09-17,7815.82763671875,7841.9501953125,7934.9501953125,7812.0498046875,7900.0,17181
2024-09-18,7658.10498046875,7683.7001953125,7840.0498046875,7541.64990234375,7840.0,100060
2024-09-19,7654.7158203125,7680.2998046875,7874.9501953125,7570.0,7750.0,57906
2024-09-20,7644.69921875,7670.25,7726.5,7573.14990234375,7700.0,121658
2024-09-23,7612.357421875,7637.7998046875,7721.89990234375,7610.0498046875,7711.5,29936
2024-09-24,7535.6640625,7560.85009765625,7658.5,7503.7001953125,7630.7998046875,32742
2024-09-25,7484.33544921875,7509.35009765625,7574.9501953125,7458.0,7563.0,118319
2024-09-26,7538.10546875,7563.2998046875,7595.0,7450.0,7520.0,142545
2024-09-27,7640.16455078125,7665.7001953125,7750.0,7555.0,7589.10009765625,163166
2024-09-30,7664.4833984375,7690.10009765625,7823.2001953125,7650.0,7667.7001953125,183486
2024-10-01,7975.79296875,8002.4501953125,8062.64990234375,7680.10009765625,7700.0,279619
2024-10-03,7790.9111328125,7816.9501953125,7995.0,7760.0498046875,7995.0,46089
2024-10-04,7664.98193359375,7690.60009765625,7933.89990234375,7663.4501953125,7815.0,40111
2024-10-07,7488.3720703125,7513.39990234375,7747.4501953125,7440.10009765625,7690.60009765625,36236
2024-10-08,7796.6416015625,7822.7001953125,7864.0498046875,7483.9501953125,7513.0,54282
2024-10-09,7882.6044921875,7908.9501953125,8032.89990234375,7815.0,7822.7001953125,59156
2024-10-10,7944.69677734375,7971.25,8180.0,7863.64990234375,7908.9501953125,137116
2024-10-11,7862.52099609375,7888.7998046875,8051.0,7862.0,8050.0,33603
2024-10-14,7904.03271484375,7930.4501953125,7947.10009765625,7832.0498046875,7919.9501953125,18086
2024-10-15,7810.3955078125,7836.5,8045.7001953125,7614.35009765625,7975.0,112525
2024-10-16,7864.06640625,7890.35009765625,7975.10009765625,7705.0,7782.7998046875,56909
2024-10-17,7733.30322265625,7759.14990234375,7904.89990234375,7712.60009765625,7865.0,84446
2024-10-18,7748.60205078125,7774.5,7810.35009765625,7700.0,7705.0,27446
2024-10-21,7576.7763671875,7602.10009765625,7834.85009765625,7574.64990234375,7790.0,36753
2024-10-22,7402.16015625,7426.89990234375,7725.0,7386.7998046875,7600.0,103021
2024-10-23,7567.10888671875,7592.39990234375,7717.9501953125,7402.0498046875,7410.0,48856
2024-10-24,7619.5830078125,7645.0498046875,7725.0,7547.14990234375,7592.39990234375,41241
2024-10-25,7379.88427734375,7404.5498046875,7699.9501953125,7166.35009765625,7625.0,363596
2024-10-28,7614.64990234375,7640.10009765625,7659.64990234375,7422.5498046875,7599.9501953125,97814
2024-10-29,7542.34130859375,7567.5498046875,7675.0,7440.0,7640.10009765625,101568
2024-10-30,7685.064453125,7710.75,7740.0,7518.0498046875,7530.0,64994
2024-10-31,7815.77734375,7841.89990234375,7877.9501953125,7646.9501953125,7700.0,96741
2024-11-01,7825.79443359375,7851.9501953125,7935.0,7830.0,7845.0,6472
2024-11-04,7757.5224609375,7783.4501953125,7852.39990234375,7684.0498046875,7851.9501953125,27062
2024-11-05,7833.46826171875,7859.64990234375,7917.9501953125,7782.35009765625,7794.0,83348
2024-11-06,7959.74658203125,7986.35009765625,8011.5498046875,7825.0498046875,7832.2001953125,36640
2024-11-07,8007.9853515625,8034.75,8077.0,7975.0,8040.0,72397
2024-11-08,7859.232421875,7885.5,8097.0,7869.0,8050.0,35373
2024-11-11,7469.8837890625,7494.85009765625,7920.0,7460.0,7920.0,86714
2024-11-12,7398.5224609375,7423.25,7657.10009765625,7378.14990234375,7530.14990234375,89187
2024-11-13,7201.43115234375,7225.5,7429.9501953125,7200.89990234375,7400.0,57273
2024-11-14,7278.87255859375,7303.2001953125,7380.0,7176.0,7176.0,46953
2024-11-18,7151.19873046875,7175.10009765625,7330.0,7148.0,7303.2001953125,21447
2024-11-19,7259.5869140625,7283.85009765625,7370.75,7230.0498046875,7242.0,41847
2024-11-21,7217.826171875,7241.9501953125,7309.0498046875,7150.10009765625,7272.0,44107
2024-11-22,7237.41064453125,7261.60009765625,7319.9501953125,7200.0498046875,7232.0,27112
2024-11-25,7448.0068359375,7472.89990234375,7536.89990234375,7279.89990234375,7311.4501953125,57232
2024-11-26,7362.69189453125,7387.2998046875,7489.0,7359.2998046875,7472.89990234375,20553
2024-11-27,7336.7783203125,7361.2998046875,7431.7998046875,7321.39990234375,7407.0,20756
2024-11-28,7200.384765625,7224.4501953125,7412.39990234375,7200.60009765625,7399.9501953125,25883
2024-11-29,7271.49658203125,7295.7998046875,7318.0498046875,7234.39990234375,7234.39990234375,28294
2024-12-02,7329.1044921875,7353.60009765625,7395.89990234375,7255.0,7362.25,25798
2024-12-03,7371.8115234375,7396.4501953125,7429.89990234375,7328.0,7369.35009765625,42281
2024-12-04,7361.19677734375,7385.7998046875,7449.89990234375,7314.25,7430.2998046875,27682
2024-12-05,7354.818359375,7379.39990234375,7473.89990234375,7330.0498046875,7420.0,33034
2024-12-06,7335.6826171875,7360.2001953125,7445.0,7314.0,7395.0,24558
2024-12-09,7260.83251953125,7285.10009765625,7369.85009765625,7220.10009765625,7340.0,31287
2024-12-10,7472.92333984375,7497.89990234375,7533.9501953125,7283.75,7285.10009765625,88251
2024-12-11,7461.3125,7486.25,7613.0,7461.64990234375,7461.64990234375,35542
2024-12-12,7236.91259765625,7261.10009765625,7486.0,7200.0,7466.0,75771
2024-12-13,7187.27783203125,7211.2998046875,7267.2001953125,7035.0,7267.2001953125,58760
2024-12-16,7313.55615234375,7338.0,7364.64990234375,7234.0,7265.7001953125,26979
2024-12-17,7308.822265625,7333.25,7375.0,7271.9501953125,7340.0,28226
2024-12-18,7375.2998046875,7399.9501953125,7416.0,7325.60009765625,7370.5,55790
2024-12-19,7380.83154296875,7405.5,7422.0,7215.0,7287.10009765625,24591
2024-12-20,6999.7548828125,7023.14990234375,7436.0,6992.14990234375,7385.0,49741
2024-12-23,7009.3232421875,7032.75,7105.0,6963.2001953125,6990.0,31154
2024-12-24,7066.28271484375,7089.89990234375,7143.0,6816.0,7070.0,23818
2024-12-26,7073.7080078125,7097.35009765625,7123.5498046875,7016.0,7032.0,53186
2024-12-27,7041.5654296875,7065.10009765625,7141.0,7050.14990234375,7124.10009765625,10946
2024-12-30,6829.224609375,6852.0498046875,7062.0,6820.39990234375,7050.0,44756
2024-12-31,6936.765625,6959.9501953125,6983.9501953125,6865.0498046875,6900.0,19403
2025-01-01,6886.68310546875,6909.7001953125,7017.9501953125,6829.85009765625,6970.0,15621
2025-01-02,6959.98779296875,6983.25,7008.0,6825.0,6900.0,24201
2025-01-03,6855.2880859375,6878.2001953125,7035.0,6855.0,7009.60009765625,35420
2025-01-06,6782.431640625,6805.10009765625,6975.5498046875,6785.2998046875,6900.0,29729
2025-01-07,6897.29736328125,6920.35009765625,6958.0,6805.10009765625,6805.10009765625,20158
2025-01-08,6825.93603515625,6848.75,6946.0,6771.0,6910.35009765625,33766
2025-01-09,6894.556640625,6917.60009765625,7020.0,6846.10009765625,6882.9501953125,67890
2025-01-10,6773.21240234375,6795.85009765625,6935.75,6748.25,6916.14990234375,22966
2025-01-13,6592.61572265625,6614.64990234375,6838.39990234375,6578.75,6800.0,38765
2025-01-14,6714.45849609375,6736.89990234375,6761.9501953125,6630.14990234375,6645.60009765625,27923
2025-01-15,6732.99658203125,6755.5,6776.64990234375,6690.7001953125,6733.5,14288
2025-01-16,6730.05615234375,6752.5498046875,6805.2001953125,6726.0,6726.0,14518
2025-01-17,6669.90771484375,6692.2001953125,6764.64990234375,6666.0,6715.2998046875,26895
2025-01-20,6707.53173828125,6729.9501953125,6749.9501953125,6619.75,6675.0,25062
2025-01-21,6703.99365234375,6726.39990234375,6853.4501953125,6703.5498046875,6729.9501953125,21548
2025-01-22,6757.365234375,6779.9501953125,6793.9501953125,6651.0,6705.0,33337
2025-01-23,6726.31884765625,6748.7998046875,6805.9501953125,6700.5,6747.60009765625,19400
2025-01-24,6525.291015625,6547.10009765625,6825.0,6475.0,6740.35009765625,242572
2025-01-27,6313.69775390625,6334.7998046875,6542.7001953125,6232.2001953125,6453.2998046875,102222
2025-01-28,6211.2900390625,6232.0498046875,6411.75,6076.14990234375,6400.0,167668
2025-01-29,6242.3369140625,6263.2001953125,6287.7001953125,6172.5,6227.0498046875,21934
2025-01-30,6309.3125,6330.39990234375,6389.14990234375,6280.0,6280.0,59507
2025-01-31,6264.76171875,6285.7001953125,6358.0,6209.9501953125,6328.5,66112
2025-02-01,6194.79541015625,6215.5,6349.0,6174.0498046875,6349.0,59528
2025-02-03,6158.0185546875,6178.60009765625,6316.4501953125,6139.0498046875,6215.0,22239
2025-02-04,6229.3798828125,6250.2001953125,6265.0,6096.14990234375,6178.39990234375,57596
2025-02-05,6181.39013671875,6202.0498046875,6277.9501953125,6180.0,6230.7998046875,56839
2025-02-06,6161.20751953125,6181.7998046875,6248.0,6132.0,6212.0,72582
2025-02-07,6081.42431640625,6101.75,6195.10009765625,6065.2001953125,6161.10009765625,44609
2025-02-10,6000.6943359375,6020.75,6106.7001953125,5951.5,6088.0,31191
2025-02-11,5801.01123046875,5820.39990234375,6024.85009765625,5775.5,6020.75,53507
2025-02-12,5650.41455078125,5669.2998046875,5844.9501953125,5548.35009765625,5809.0,73842
2025-02-13,5572.07666015625,5590.7001953125,5757.5498046875,5573.2998046875,5732.0,99283
2025-02-14,5390.73291015625,5408.75,5613.39990234375,5385.5,5592.5498046875,67621
2025-02-17,5384.8525390625,5402.85009765625,5434.0,5244.0498046875,5400.0,160104
2025-02-18,5376.9287109375,5394.89990234375,5459.85009765625,5300.0,5322.0498046875,45378
2025-02-19,5545.7646484375,5564.2998046875,5591.75,5334.25,5377.0,92006
2025-02-20,5545.814453125,5564.35009765625,5576.5,5500.0498046875,5564.2998046875,58025
2025-02-21,5476.5458984375,5494.85009765625,5610.0,5440.0498046875,5593.5498046875,99267
2025-02-24,5438.32373046875,5456.5,5640.0,5270.0,5490.0,98877
2025-02-25,5256.830078125,5274.39990234375,5467.25,5220.0,5376.10009765625,235741
2025-02-27,5331.0322265625,5348.85009765625,5407.4501953125,5149.5498046875,5250.0,193748
2025-02-28,5291.6640625,5309.35009765625,5394.89990234375,5200.0,5310.2001953125,38686
2025-03-03,5497.57568359375,5515.9501953125,5660.0,5270.0,5294.0498046875,201784
2025-03-04,5505.1005859375,5523.5,5551.75,5367.4501953125,5431.0,108972
2025-03-05,5653.50439453125,5672.39990234375,5699.4501953125,5499.9501953125,5554.10009765625,45113
2025-03-06,5616.52783203125,5635.2998046875,5706.7001953125,5582.0,5672.39990234375,44847
2025-03-07,5678.072265625,5697.0498046875,5753.5498046875,5573.25,5680.5498046875,70317
2025-03-10,5668.65380859375,5687.60009765625,5714.7998046875,5575.0,5650.10009765625,26919
2025-03-11,5566.046875,5584.64990234375,5687.60009765625,5460.10009765625,5687.60009765625,57056
2025-03-12,5499.22021484375,5517.60009765625,5654.0498046875,5476.0498046875,5580.0,124790
2025-03-13,5522.69140625,5541.14990234375,5575.0,5480.0,5521.0,24497
2025-03-17,5794.6328125,5814.0,5845.0,5478.5498046875,5530.0,136295
2025-03-18,5794.6328125,5814.0,5814.0,5814.0,5814.0,0
2025-03-19,5654.5009765625,5673.39990234375,5741.7998046875,5641.7998046875,5687.35009765625,132522
2025-03-20,5657.6904296875,5676.60009765625,5767.4501953125,5641.7998046875,5677.0,46690
2025-03-21,5755.31396484375,5774.5498046875,5830.0,5659.85009765625,5689.0,36987
2025-03-24,5969.64794921875,5989.60009765625,6025.0,5774.89990234375,5774.89990234375,43364
2025-03-25,5790.09814453125,5809.4501953125,6018.2001953125,5780.14990234375,5989.60009765625,39419
2025-03-26,5753.6201171875,5772.85009765625,5874.7001953125,5731.0,5852.39990234375,31754
2025-03-27,5778.58642578125,5797.89990234375,5897.35009765625,5706.14990234375,5740.0,56562
2025-03-28,6116.158203125,6136.60009765625,6270.25,5740.25,5760.0,176902
2025-04-01,5790.39697265625,5809.75,6136.60009765625,5785.0498046875,6130.64990234375,52220
2025-04-02,5807.73876953125,5827.14990234375,5869.0,5676.35009765625,5815.0,32312
2025-04-03,5599.53466796875,5618.25,5878.5498046875,5601.0,5799.0,37068
2025-04-04,5347.37744140625,5365.25,5654.14990234375,5350.0498046875,5652.85009765625,24718
2025-04-07,5149.58837890625,5166.7998046875,5209.0,4752.0,4752.0,44147
2025-04-08,5165.98388671875,5183.25,5377.0,5130.0,5377.0,29532
2025-04-09,5179.28955078125,5196.60009765625,5389.7998046875,5101.0,5245.0,105677
2025-04-11,5708.271484375,5727.35009765625,5899.75,5244.25,5292.9501953125,975580
2025-04-15,5608.255859375,5627.0,5786.0,5601.0,5742.5,309263
2025-04-16,5696.4609375,5715.5,5835.5,5620.5,5649.0,170689
2025-04-17,5662.07568359375,5681.0,5760.5,5635.5,5715.5,75243
2025-04-21,5954.10009765625,5974.0,6146.5,5713.5,5713.5,410011
2025-04-22,6010.41162109375,6030.5,6045.0,5860.0,5975.0,134232
2025-04-23,6192.3037109375,6213.0,6289.5,6059.5,6059.5,121773
2025-04-24,6211.73876953125,6232.5,6305.0,6190.0,6214.0,68616
2025-04-25,6393.13232421875,6414.5,6574.0,6105.0,6235.0,589449
2025-04-28,6478.34765625,6500.0,6519.0,6263.0,6414.5,152375
2025-04-29,6737.97998046875,6760.5,6795.0,6315.0,6503.0,189199
2025-04-30,6723.5283203125,6746.0,6818.0,6560.0,6760.5,136576
2025-05-02,6968.708984375,6992.0,7019.5,6674.5,6700.0,178348
2025-05-05,6883.49365234375,6906.5,7051.5,6868.0,7051.0,79201
2025-05-06,6836.15185546875,6859.0,6986.5,6806.0,6906.5,62166
2025-05-07,6839.1416015625,6862.0,6895.0,6733.0,6828.5,42398
2025-05-08,6809.24169921875,6832.0,6954.0,6681.0,6911.0,66798
2025-05-09,6748.943359375,6771.5,6796.5,6499.5,6603.0,24188
2025-05-12,6779.83984375,6802.5,6949.0,6754.5,6927.0,40050
2025-05-13,6846.11865234375,6869.0,6900.0,6751.0,6824.5,42524
2025-05-14,6774.8564453125,6797.5,6949.0,6755.0,6900.0,24096
2025-05-15,6805.2548828125,6828.0,6870.0,6754.5,6797.5,33831
