Price,Adj Close,Close,High,Low,Open,Volume
2023-12-22,1504.6256103515625,1517.0,1524.800048828125,1469.5999755859375,1484.699951171875,203318
2023-12-26,1531.0086669921875,1543.5999755859375,1565.0,1525.0,1539.9000244140625,453893
2023-12-27,1532.9427490234375,1545.550048828125,1591.699951171875,1538.0,1561.300048828125,480524
2023-12-28,1522.7266845703125,1535.25,1561.75,1526.699951171875,1545.550048828125,135025
2023-12-29,1536.4637451171875,1549.0999755859375,1558.5,1525.0,1545.949951171875,194448
2024-01-01,1578.22021484375,1591.199951171875,1622.0,1556.949951171875,1557.0,488216
2024-01-02,1561.9046630859375,1574.75,1619.449951171875,1570.5,1601.0,322107
2024-01-03,1557.7388916015625,1570.550048828125,1589.8499755859375,1563.0,1574.75,118458
2024-01-04,1555.2095947265625,1568.0,1588.0,1563.0,1577.0,90087
2024-01-05,1558.730712890625,1571.550048828125,1588.0,1560.0,1574.0,106308
2024-01-08,1515.982177734375,1528.449951171875,1581.300048828125,1514.9000244140625,1576.0,149689
2024-01-09,1489.6983642578125,1501.949951171875,1552.5,1493.0,1538.0,134992
2024-01-10,1485.1854248046875,1497.4000244140625,1516.949951171875,1484.4000244140625,1508.699951171875,112881
2024-01-11,1516.8748779296875,1529.3499755859375,1539.9000244140625,1493.0,1500.949951171875,118455
2024-01-12,1510.179931640625,1522.5999755859375,1552.8499755859375,1515.3499755859375,1535.0,92007
2024-01-15,1510.179931640625,1522.5999755859375,1522.5999755859375,1522.5999755859375,1522.5999755859375,0
2024-01-16,1492.2276611328125,1504.5,1522.0,1484.050048828125,1506.0,106195
2024-01-17,1461.976318359375,1474.0,1510.9000244140625,1470.050048828125,1489.0,113968
2024-01-18,1474.7711181640625,1486.9000244140625,1493.949951171875,1438.0,1482.0,101337
2024-01-19,1486.7725830078125,1499.0,1504.449951171875,1486.949951171875,1494.9000244140625,51107
2024-01-23,1433.1138916015625,1444.9000244140625,1489.5,1441.0,1484.949951171875,96982
2024-01-24,1431.477294921875,1443.25,1454.5999755859375,1425.0,1440.050048828125,57192
2024-01-25,1430.2374267578125,1442.0,1464.300048828125,1435.0,1438.949951171875,58366
2024-01-29,1414.268798828125,1425.9000244140625,1453.5,1419.0999755859375,1442.050048828125,76830
2024-01-30,1393.2415771484375,1404.699951171875,1438.550048828125,1401.0,1431.550048828125,89887
2024-01-31,1481.3668212890625,1493.550048828125,1507.0,1401.0,1402.0,333297
2024-02-01,1466.3900146484375,1478.449951171875,1503.949951171875,1462.0,1496.0,69802
2024-02-02,1449.528564453125,1461.449951171875,1499.0,1455.800048828125,1489.0,72332
2024-02-05,1388.580078125,1400.0,1460.0,1394.0,1458.0,222174
2024-02-06,1393.1920166015625,1404.6500244140625,1420.0,1395.800048828125,1409.949951171875,90278
2024-02-07,1396.7626953125,1408.25,1424.8499755859375,1400.050048828125,1400.050048828125,68272
2024-02-08,1360.90771484375,1372.0999755859375,1413.699951171875,1370.0,1409.0,127592
2024-02-09,1394.2333984375,1405.699951171875,1427.699951171875,1381.0999755859375,1395.5,196945
2024-02-12,1385.8404541015625,1395.25,1430.0,1386.050048828125,1430.0,87968
2024-02-13,1386.58544921875,1396.0,1406.449951171875,1376.0,1399.9000244140625,60199
2024-02-14,1372.5308837890625,1381.8499755859375,1394.949951171875,1373.300048828125,1380.1500244140625,105861
2024-02-15,1381.5198974609375,1390.9000244140625,1414.550048828125,1385.699951171875,1400.0,65908
2024-02-16,1382.9599609375,1392.3499755859375,1408.949951171875,1387.1500244140625,1403.949951171875,71213
2024-02-19,1392.147705078125,1401.5999755859375,1424.0,1397.75,1413.9000244140625,114072
2024-02-20,1396.96484375,1406.449951171875,1414.9000244140625,1401.8499755859375,1414.9000244140625,84892
2024-02-21,1455.716064453125,1465.5999755859375,1477.050048828125,1412.449951171875,1422.8499755859375,276292
2024-02-22,1442.207763671875,1452.0,1480.550048828125,1426.1500244140625,1478.449951171875,149889
2024-02-23,1458.099853515625,1468.0,1474.800048828125,1456.199951171875,1459.949951171875,180134
2024-02-26,1455.6168212890625,1465.5,1483.300048828125,1445.0,1468.25,104863
2024-02-27,1451.19677734375,1461.050048828125,1475.0,1452.050048828125,1464.4000244140625,73771
2024-02-28,1410.12548828125,1419.699951171875,1469.699951171875,1408.0,1464.4000244140625,68388
2024-02-29,1403.8680419921875,1413.4000244140625,1423.300048828125,1402.0,1409.050048828125,62918
2024-03-01,1391.0550537109375,1400.5,1418.8499755859375,1397.75,1414.699951171875,75346
2024-03-04,1380.4769287109375,1389.8499755859375,1422.800048828125,1387.050048828125,1419.699951171875,74596
2024-03-05,1397.759521484375,1407.25,1426.050048828125,1385.1500244140625,1392.4000244140625,193573
2024-03-06,1369.8988037109375,1379.199951171875,1406.6500244140625,1366.0,1406.6500244140625,102690
2024-03-07,1365.9754638671875,1375.25,1400.9000244140625,1371.050048828125,1386.949951171875,70821
2024-03-11,1334.737548828125,1343.800048828125,1378.5999755859375,1340.0,1375.050048828125,103414
2024-03-12,1327.5364990234375,1336.550048828125,1354.199951171875,1314.0,1343.800048828125,110285
2024-03-13,1281.44921875,1290.1500244140625,1346.699951171875,1285.0,1339.949951171875,125540
2024-03-14,1292.6729736328125,1301.449951171875,1322.0,1277.199951171875,1290.1500244140625,185968
2024-03-15,1290.4879150390625,1299.25,1333.0,1296.5999755859375,1309.0,139567
2024-03-18,1278.9661865234375,1287.6500244140625,1313.8499755859375,1280.050048828125,1310.0,116183
2024-03-19,1295.5535888671875,1304.3499755859375,1315.0,1286.050048828125,1288.0,84913
2024-03-20,1292.027587890625,1300.800048828125,1327.0,1280.0,1305.0,86002
2024-03-21,1288.1041259765625,1296.8499755859375,1317.9000244140625,1295.0,1300.0,80543
2024-03-22,1298.483642578125,1307.300048828125,1322.8499755859375,1298.0,1300.0,87200
2024-03-26,1305.1881103515625,1314.050048828125,1318.800048828125,1290.050048828125,1307.300048828125,177336
2024-03-27,1339.157470703125,1348.25,1355.5,1307.199951171875,1322.800048828125,242499
2024-03-28,1320.3848876953125,1329.3499755859375,1360.0,1316.1500244140625,1356.0,226251
2024-04-01,1338.5615234375,1347.6500244140625,1354.800048828125,1330.0,1330.0,97294
2024-04-02,1319.4908447265625,1328.449951171875,1373.0,1326.0,1364.949951171875,171376
2024-04-03,1334.0919189453125,1343.1500244140625,1359.9000244140625,1326.5,1328.0,88048
2024-04-04,1326.9403076171875,1335.949951171875,1359.4000244140625,1334.0,1350.0,100974
2024-04-05,1339.7037353515625,1348.800048828125,1353.5,1337.0,1339.0,90070
2024-04-08,1325.947021484375,1334.949951171875,1357.699951171875,1330.9000244140625,1350.0,124422
2024-04-09,1316.4119873046875,1325.3499755859375,1339.9000244140625,1321.0,1334.949951171875,86655
2024-04-10,1351.1759033203125,1360.3499755859375,1369.0,1322.25,1328.0,215959
2024-04-12,1349.33837890625,1358.5,1389.0,1353.0,1358.0,149287
2024-04-15,1309.6080322265625,1318.5,1349.699951171875,1309.199951171875,1315.0,161467
2024-04-16,1326.1954345703125,1335.199951171875,1344.3499755859375,1313.8499755859375,1313.9000244140625,58175
2024-04-18,1304.4927978515625,1313.3499755859375,1343.0,1308.699951171875,1339.300048828125,73323
2024-04-19,1288.998046875,1297.75,1322.4000244140625,1292.1500244140625,1309.699951171875,157706
2024-04-22,1296.00048828125,1304.800048828125,1316.9000244140625,1300.050048828125,1300.9000244140625,70111
2024-04-23,1291.431396484375,1300.199951171875,1316.9000244140625,1297.1500244140625,1310.0,117856
2024-04-24,1290.9844970703125,1299.75,1320.0,1298.0,1309.8499755859375,108467
2024-04-25,1303.84716796875,1312.699951171875,1318.8499755859375,1300.9000244140625,1300.9000244140625,57308
2024-04-26,1304.095458984375,1312.949951171875,1323.9000244140625,1299.699951171875,1323.0,101345
2024-04-29,1314.2266845703125,1323.1500244140625,1333.0,1311.0999755859375,1333.0,87408
2024-04-30,1311.7930908203125,1320.699951171875,1344.0,1318.0,1323.9000244140625,158384
2024-05-02,1302.059326171875,1310.9000244140625,1328.8499755859375,1306.0,1328.8499755859375,68467
2024-05-03,1294.0140380859375,1302.800048828125,1329.0,1300.0,1314.9000244140625,65366
2024-05-06,1295.0570068359375,1303.8499755859375,1317.949951171875,1302.9000244140625,1316.0,46223
2024-05-07,1292.6729736328125,1301.449951171875,1310.0,1293.050048828125,1309.949951171875,52258
2024-05-08,1284.9752197265625,1293.699951171875,1308.0,1290.0,1308.0,49262
2024-05-09,1281.9459228515625,1290.6500244140625,1303.449951171875,1287.0,1300.0,49624
2024-05-10,1284.03173828125,1292.75,1300.0,1284.449951171875,1300.0,40317
2024-05-13,1270.076416015625,1278.699951171875,1296.8499755859375,1277.199951171875,1291.050048828125,80902
2024-05-14,1278.56884765625,1287.25,1299.9000244140625,1276.0,1279.0,79282
2024-05-15,1318.5970458984375,1327.550048828125,1336.5,1292.550048828125,1300.949951171875,221241
2024-05-16,1341.1439208984375,1350.25,1362.050048828125,1334.800048828125,1336.9000244140625,244355
2024-05-17,1336.773681640625,1345.8499755859375,1360.050048828125,1333.0,1359.0,81435
2024-05-21,1325.8975830078125,1334.9000244140625,1339.800048828125,1320.0,1338.5999755859375,75389
2024-05-22,1385.095458984375,1394.5,1398.0,1335.0,1336.0,375361
2024-05-23,1403.02392578125,1412.550048828125,1421.4000244140625,1394.5,1404.8499755859375,203130
2024-05-24,1362.6976318359375,1371.949951171875,1414.0,1368.199951171875,1413.1500244140625,113085
2024-05-27,1364.237060546875,1373.5,1388.5999755859375,1341.5,1371.949951171875,134955
2024-05-28,1349.28857421875,1358.449951171875,1378.0999755859375,1352.199951171875,1373.3499755859375,68503
2024-05-29,1330.416748046875,1339.449951171875,1356.5,1335.0,1356.5,41660
2024-05-30,1323.8116455078125,1332.800048828125,1345.0,1325.0,1338.050048828125,48056
2024-05-31,1297.5897216796875,1306.4000244140625,1339.0,1301.0,1334.050048828125,70591
2024-06-03,1294.8582763671875,1303.6500244140625,1342.0,1301.0999755859375,1342.0,86796
2024-06-04,1269.7288818359375,1278.3499755859375,1314.0,1243.0,1305.8499755859375,156441
2024-06-05,1289.9415283203125,1298.699951171875,1313.1500244140625,1270.0,1283.0,74551
2024-06-06,1293.716064453125,1302.5,1321.0,1299.449951171875,1299.449951171875,109605
2024-06-07,1311.2965087890625,1320.199951171875,1329.0,1303.199951171875,1305.0999755859375,213183
2024-06-10,1315.5179443359375,1324.449951171875,1349.0,1318.5,1333.0,114185
2024-06-11,1361.2574462890625,1370.5,1388.0,1331.300048828125,1347.3499755859375,244705
2024-06-12,1366.819580078125,1376.0999755859375,1392.9000244140625,1362.800048828125,1373.0,114998
2024-06-13,1361.555419921875,1370.800048828125,1387.3499755859375,1363.0,1376.5,62002
2024-06-14,1341.1439208984375,1350.25,1380.0,1348.0,1379.0,99630
2024-06-18,1354.3045654296875,1363.5,1371.449951171875,1339.0,1360.0,97191
2024-06-19,1384.6982421875,1394.0999755859375,1409.949951171875,1360.800048828125,1364.0,357661
2024-06-20,1433.8643798828125,1443.5999755859375,1465.25,1402.0,1408.0,662404
2024-06-21,1442.8037109375,1452.5999755859375,1485.0,1440.0,1480.0,304882
2024-06-24,1455.4180908203125,1465.300048828125,1479.0,1415.550048828125,1445.0,272633
2024-06-25,1451.0972900390625,1460.949951171875,1470.5999755859375,1434.0,1465.300048828125,153327
2024-06-26,1421.7962646484375,1431.449951171875,1460.0,1429.0,1460.0,93582
2024-06-27,1401.93115234375,1411.449951171875,1445.449951171875,1398.1500244140625,1431.449951171875,122569
2024-06-28,1420.9520263671875,1430.5999755859375,1448.699951171875,1403.0,1412.3499755859375,92351
2024-07-01,1467.8834228515625,1477.8499755859375,1500.0,1446.0999755859375,1454.0,338517
2024-07-02,1505.1802978515625,1515.4000244140625,1550.0,1474.1500244140625,1487.0,542992
2024-07-03,1487.847900390625,1497.949951171875,1532.0,1492.199951171875,1524.699951171875,142384
2024-07-04,1471.9556884765625,1481.949951171875,1512.9000244140625,1467.0999755859375,1502.949951171875,127160
2024-07-05,1500.11474609375,1510.300048828125,1525.5,1475.0,1481.949951171875,220338
2024-07-08,1502.4488525390625,1512.6500244140625,1519.949951171875,1480.050048828125,1514.0,146284
2024-07-09,1478.21337890625,1488.25,1517.949951171875,1480.0,1513.0,92826
2024-07-10,1449.1605224609375,1459.0,1494.0,1446.25,1494.0,111929
2024-07-11,1491.6719970703125,1501.800048828125,1504.5999755859375,1440.050048828125,1460.9000244140625,164258
2024-07-12,1483.378173828125,1493.449951171875,1530.0,1487.0,1518.8499755859375,168832
2024-07-15,1467.7840576171875,1477.75,1493.449951171875,1464.050048828125,1493.449951171875,73270
2024-07-16,1466.2445068359375,1476.199951171875,1499.800048828125,1470.0,1477.75,59992
2024-07-18,1469.125,1479.0999755859375,1500.75,1441.0999755859375,1475.0,131914
2024-07-19,1449.1605224609375,1459.0,1480.0999755859375,1432.300048828125,1479.0999755859375,113784
2024-07-22,1442.0091552734375,1451.800048828125,1479.1500244140625,1424.0,1440.0,165567
2024-07-23,1452.0904541015625,1461.949951171875,1488.75,1401.199951171875,1451.800048828125,120336
2024-07-24,1466.343994140625,1476.300048828125,1481.6500244140625,1451.0,1461.949951171875,73217
2024-07-25,1509.25244140625,1519.5,1569.800048828125,1454.199951171875,1474.0,632885
2024-07-26,1520.2281494140625,1530.550048828125,1554.800048828125,1515.699951171875,1526.949951171875,299178
2024-07-29,1505.37890625,1515.5999755859375,1546.4000244140625,1505.4000244140625,1546.4000244140625,105611
2024-07-30,1572.622314453125,1583.300048828125,1594.0,1516.0,1516.0,444173
2024-07-31,1610.6639404296875,1621.5999755859375,1655.8499755859375,1568.3499755859375,1590.0,946965
2024-08-01,1551.515625,1562.050048828125,1690.0,1547.300048828125,1641.5,1115617
2024-08-02,1638.673828125,1649.800048828125,1659.949951171875,1518.050048828125,1559.4000244140625,1151372
2024-08-05,1579.7239990234375,1590.449951171875,1688.800048828125,1569.949951171875,1601.5999755859375,888934
2024-08-06,1541.1856689453125,1551.6500244140625,1644.9000244140625,1545.199951171875,1620.0,304027
2024-08-07,1578.5321044921875,1589.25,1612.0999755859375,1555.449951171875,1570.1500244140625,214743
2024-08-08,1580.0220947265625,1590.75,1634.4000244140625,1580.050048828125,1589.4000244140625,211946
2024-08-09,1593.679443359375,1604.5,1611.6500244140625,1581.9000244140625,1611.6500244140625,132964
2024-08-12,1625.264892578125,1636.300048828125,1664.550048828125,1580.25,1592.0,287492
2024-08-13,1582.75341796875,1593.5,1650.0,1584.5,1647.5999755859375,291385
2024-08-14,1579.5750732421875,1590.300048828125,1615.0,1561.0,1591.75,162908
2024-08-16,1566.71240234375,1577.3499755859375,1606.75,1573.050048828125,1604.0,128393
2024-08-19,1543.718505859375,1554.199951171875,1588.0,1551.5999755859375,1581.0,131436
2024-08-20,1554.346435546875,1564.9000244140625,1585.199951171875,1555.25,1557.0,107765
2024-08-21,1554.147705078125,1564.699951171875,1582.050048828125,1557.300048828125,1570.0,118539
2024-08-22,1552.70751953125,1563.25,1622.8499755859375,1555.5,1572.0,294934
2024-08-23,1539.447509765625,1549.9000244140625,1581.25,1543.0,1566.0,132405
2024-08-26,1506.620361328125,1516.8499755859375,1556.050048828125,1510.550048828125,1549.9000244140625,195914
2024-08-27,1517.4468994140625,1527.75,1555.4000244140625,1515.699951171875,1516.550048828125,163525
2024-08-28,1503.888916015625,1514.0999755859375,1547.9000244140625,1510.0,1543.050048828125,112527
2024-08-29,1469.50390625,1476.550048828125,1521.050048828125,1470.050048828125,1514.0999755859375,231834
2024-08-30,1486.3729248046875,1493.5,1513.6500244140625,1477.0,1477.0,156580
2024-09-02,1466.0701904296875,1473.0999755859375,1510.0,1462.300048828125,1493.550048828125,138426
2024-09-03,1471.8426513671875,1478.9000244140625,1498.0,1470.0,1473.1500244140625,84110
2024-09-04,1499.3607177734375,1506.550048828125,1525.4000244140625,1464.1500244140625,1475.050048828125,152583
2024-09-05,1494.981689453125,1502.1500244140625,1536.949951171875,1497.0,1520.0,113666
2024-09-06,1507.6708984375,1514.9000244140625,1518.9000244140625,1482.0999755859375,1502.1500244140625,142132
2024-09-09,1528.9189453125,1536.25,1539.0,1476.1500244140625,1516.0,153573
2024-09-10,1571.4151611328125,1578.949951171875,1584.4000244140625,1536.5,1548.0,291767
2024-09-11,1555.1431884765625,1562.5999755859375,1593.3499755859375,1552.5,1584.800048828125,166033
2024-09-12,1564.448486328125,1571.949951171875,1579.6500244140625,1548.5,1565.449951171875,112832
2024-09-13,1565.6925048828125,1573.199951171875,1592.449951171875,1558.550048828125,1572.0,140458
2024-09-16,1582.810546875,1590.4000244140625,1601.75,1560.25,1594.800048828125,187400
2024-09-17,1570.8179931640625,1578.3499755859375,1594.0,1567.0,1594.0,123595
2024-09-18,1553.7996826171875,1561.25,1588.0,1553.1500244140625,1587.3499755859375,118984
2024-09-19,1542.553466796875,1549.949951171875,1575.0,1514.0,1563.8499755859375,137924
2024-09-20,1540.71240234375,1548.0999755859375,1569.800048828125,1536.0999755859375,1542.0,113782
2024-09-23,1530.1629638671875,1537.5,1555.5999755859375,1531.5,1554.949951171875,120421
2024-09-24,1514.2891845703125,1521.550048828125,1543.449951171875,1515.300048828125,1537.5,127551
2024-09-25,1522.6490478515625,1529.949951171875,1541.0,1512.4000244140625,1519.0,211640
2024-09-26,1549.8685302734375,1557.300048828125,1569.0,1515.0,1530.9000244140625,142355
2024-09-27,1529.9141845703125,1537.25,1569.300048828125,1533.0999755859375,1560.0,100041
2024-09-30,1568.976806640625,1576.5,1585.800048828125,1538.5999755859375,1550.25,212478
2024-10-01,1619.136474609375,1626.9000244140625,1637.6500244140625,1566.0,1589.0,528940
2024-10-03,1586.6422119140625,1594.25,1643.949951171875,1581.6500244140625,1616.8499755859375,529625
2024-10-04,1571.06689453125,1578.5999755859375,1614.1500244140625,1547.0,1584.0999755859375,268306
2024-10-07,1498.4151611328125,1505.5999755859375,1581.1500244140625,1482.0,1566.699951171875,239543
2024-10-08,1533.9449462890625,1541.300048828125,1549.0,1482.0,1482.0,104982
2024-10-09,1550.86376953125,1558.300048828125,1571.0,1538.75,1541.300048828125,191680
2024-10-10,1552.0579833984375,1559.5,1580.0,1544.3499755859375,1558.300048828125,201663
2024-10-11,1561.0648193359375,1568.550048828125,1580.0,1541.949951171875,1559.5,72750
2024-10-14,1579.8746337890625,1587.449951171875,1596.0,1551.550048828125,1575.0,178644
2024-10-15,1607.6414794921875,1615.3499755859375,1621.0,1587.699951171875,1587.699951171875,175998
2024-10-16,1606.89501953125,1614.5999755859375,1628.0,1599.9000244140625,1610.0,250150
2024-10-17,1591.767578125,1599.4000244140625,1640.0,1584.949951171875,1612.0,287681
2024-10-18,1602.8643798828125,1610.550048828125,1629.0,1560.0999755859375,1577.050048828125,148226
2024-10-21,1583.30810546875,1590.9000244140625,1640.0,1571.050048828125,1607.5999755859375,194562
2024-10-22,1499.8583984375,1507.050048828125,1589.949951171875,1496.800048828125,1585.0,154765
2024-10-23,1516.2298583984375,1523.5,1549.0,1490.0999755859375,1501.699951171875,107619
2024-10-24,1509.4124755859375,1516.6500244140625,1540.0,1497.050048828125,1523.0,106950
2024-10-25,1483.0389404296875,1490.1500244140625,1516.050048828125,1463.0999755859375,1510.050048828125,330199
2024-10-28,1458.8548583984375,1465.8499755859375,1493.1500244140625,1456.25,1489.949951171875,73146
2024-10-29,1455.869140625,1462.8499755859375,1484.699951171875,1445.0,1460.050048828125,123248
2024-10-30,1492.5433349609375,1499.699951171875,1517.699951171875,1460.0,1460.0,106207
2024-10-31,1519.31494140625,1526.5999755859375,1530.0,1491.5999755859375,1500.8499755859375,176635
2024-11-01,1525.933349609375,1533.25,1553.1500244140625,1514.050048828125,1535.0,23124
2024-11-04,1495.429443359375,1502.5999755859375,1545.9000244140625,1495.0,1545.9000244140625,52957
2024-11-05,1501.5501708984375,1508.75,1514.8499755859375,1492.449951171875,1502.5999755859375,51433
2024-11-06,1537.1793212890625,1544.550048828125,1547.9000244140625,1506.949951171875,1514.6500244140625,106603
2024-11-07,1476.5201416015625,1483.5999755859375,1585.199951171875,1475.0,1544.800048828125,330057
2024-11-08,1472.6885986328125,1479.75,1495.4000244140625,1453.0999755859375,1485.550048828125,193317
2024-11-11,1386.85009765625,1393.5,1479.75,1389.0,1479.75,164733
2024-11-12,1354.7042236328125,1361.199951171875,1406.5,1355.4000244140625,1395.75,77153
2024-11-13,1302.405029296875,1308.6500244140625,1366.75,1305.0,1360.0,144625
2024-11-14,1292.452880859375,1298.6500244140625,1338.199951171875,1290.25,1310.0,123160
2024-11-18,1277.723388671875,1283.8499755859375,1311.4000244140625,1280.800048828125,1311.0,81259
2024-11-19,1284.5904541015625,1290.75,1313.949951171875,1285.0,1285.5,52234
2024-11-21,1270.955810546875,1277.050048828125,1298.0999755859375,1268.0,1292.199951171875,120277
2024-11-22,1293.0997314453125,1299.300048828125,1305.0,1269.550048828125,1277.050048828125,75488
2024-11-25,1283.09765625,1289.25,1329.949951171875,1284.050048828125,1313.3499755859375,178266
2024-11-26,1285.9837646484375,1292.1500244140625,1310.800048828125,1288.050048828125,1294.25,164614
2024-11-27,1292.65185546875,1298.8499755859375,1314.550048828125,1285.0999755859375,1292.25,100862
2024-11-28,1277.5740966796875,1283.699951171875,1310.0,1281.0999755859375,1299.0,194652
2024-11-29,1278.0716552734375,1284.199951171875,1306.25,1278.550048828125,1292.199951171875,145922
2024-12-02,1271.1549072265625,1277.25,1294.0,1273.8499755859375,1294.0,106499
2024-12-03,1282.7493896484375,1288.9000244140625,1316.300048828125,1281.0,1292.449951171875,261908
2024-12-04,1281.0076904296875,1287.1500244140625,1310.0,1284.0,1302.75,130208
2024-12-05,1281.8037109375,1287.949951171875,1302.0,1282.0,1301.050048828125,127289
2024-12-06,1286.4814453125,1292.6500244140625,1298.1500244140625,1284.5,1290.5,88447
2024-12-09,1282.7989501953125,1288.949951171875,1309.0,1286.1500244140625,1299.0,207746
2024-12-10,1391.6273193359375,1398.300048828125,1406.0,1290.0,1299.0,1358035
2024-12-11,1432.7301025390625,1439.5999755859375,1445.6500244140625,1378.0,1413.699951171875,552639
2024-12-12,1404.067626953125,1410.800048828125,1451.0,1400.0999755859375,1450.0,215256
2024-12-13,1417.8017578125,1424.5999755859375,1431.0,1390.050048828125,1401.0,154103
2024-12-16,1432.083251953125,1438.949951171875,1446.5,1387.199951171875,1425.0,166210
2024-12-17,1415.4630126953125,1422.25,1449.9000244140625,1412.0,1434.0,195157
2024-12-18,1464.129638671875,1471.1500244140625,1478.0,1416.050048828125,1422.0,235935
2024-12-19,1474.9278564453125,1482.0,1487.0,1430.0,1453.25,241483
2024-12-20,1444.1256103515625,1451.050048828125,1507.0,1436.25,1488.949951171875,202460
2024-12-23,1446.5140380859375,1453.449951171875,1461.25,1412.050048828125,1431.0999755859375,154365
2024-12-24,1423.474609375,1430.300048828125,1468.800048828125,1425.0,1451.0,79029
2024-12-26,1396.205322265625,1402.9000244140625,1430.5,1385.6500244140625,1424.949951171875,93837
2024-12-27,1415.761474609375,1422.550048828125,1434.3499755859375,1388.199951171875,1400.300048828125,89784
2024-12-30,1388.4423828125,1395.0999755859375,1425.4000244140625,1387.050048828125,1405.0,57917
2024-12-31,1416.308837890625,1423.0999755859375,1433.9000244140625,1392.3499755859375,1395.0999755859375,96667
2025-01-01,1535.6865234375,1543.050048828125,1558.949951171875,1408.0999755859375,1408.0999755859375,1050404
2025-01-02,1506.775146484375,1514.0,1556.4000244140625,1510.0,1545.0,214881
2025-01-03,1489.15966796875,1496.300048828125,1531.4000244140625,1490.6500244140625,1514.0,83286
2025-01-06,1437.8555908203125,1444.75,1509.449951171875,1422.199951171875,1475.5,197903
2025-01-07,1442.184814453125,1449.0999755859375,1484.4000244140625,1439.1500244140625,1445.5999755859375,83981
2025-01-08,1407.7998046875,1414.550048828125,1464.199951171875,1399.0,1458.25,124337
2025-01-09,1436.114013671875,1443.0,1509.0,1409.4000244140625,1414.550048828125,413476
2025-01-10,1402.126953125,1408.8499755859375,1440.0,1403.25,1435.0,101624
2025-01-13,1369.6824951171875,1376.25,1417.949951171875,1360.0,1390.0999755859375,218551
2025-01-14,1362.666015625,1369.199951171875,1389.75,1360.75,1376.25,53221
2025-01-15,1365.3033447265625,1371.8499755859375,1385.0,1358.0,1370.0,47506
2025-01-16,1388.840576171875,1395.5,1409.3499755859375,1377.5,1381.5,68099
2025-01-17,1419.1451416015625,1425.949951171875,1432.0999755859375,1387.75,1398.699951171875,77219
2025-01-20,1424.171142578125,1431.0,1444.3499755859375,1423.050048828125,1425.949951171875,40177
2025-01-21,1427.1070556640625,1433.949951171875,1456.449951171875,1419.9000244140625,1434.0,77808
2025-01-22,1416.1595458984375,1422.949951171875,1445.9000244140625,1405.0,1434.0,58077
2025-01-23,1425.6142578125,1432.449951171875,1452.800048828125,1415.0,1423.0,50165
2025-01-24,1379.7840576171875,1386.4000244140625,1442.949951171875,1377.0,1438.3499755859375,65923
2025-01-27,1322.1602783203125,1328.5,1390.8499755859375,1305.199951171875,1381.0,85582
2025-01-28,1343.0103759765625,1349.449951171875,1355.0,1300.0,1324.0,65266
2025-01-29,1325.6436767578125,1332.0,1364.199951171875,1324.199951171875,1346.449951171875,86304
2025-01-30,1360.675537109375,1367.199951171875,1391.449951171875,1335.0,1337.5,183988
2025-01-31,1429.5950927734375,1436.449951171875,1452.949951171875,1389.0,1400.0,210270
2025-02-01,1434.4718017578125,1441.3499755859375,1450.0,1392.0,1412.0,112616
2025-02-03,1478.4111328125,1485.5,1489.199951171875,1423.050048828125,1441.0999755859375,157317
2025-02-04,1479.505859375,1486.5999755859375,1498.0,1459.949951171875,1490.0,138030
2025-02-05,1484.880126953125,1492.0,1499.5999755859375,1465.5999755859375,1470.0,71576
2025-02-06,1453.381103515625,1460.3499755859375,1500.449951171875,1449.0,1500.0,48723
2025-02-07,1460.0084228515625,1465.0,1474.0,1430.300048828125,1460.0,56762
2025-02-10,1428.2171630859375,1433.0999755859375,1460.0,1413.199951171875,1460.0,66565
2025-02-11,1366.7274169921875,1371.4000244140625,1420.1500244140625,1351.050048828125,1416.0,90504
2025-02-12,1320.635009765625,1325.1500244140625,1381.949951171875,1312.0999755859375,1381.0,130812
2025-02-13,1315.6519775390625,1320.1500244140625,1343.449951171875,1311.0,1332.550048828125,56642
2025-02-14,1296.218505859375,1300.6500244140625,1332.949951171875,1289.0,1323.949951171875,75610
2025-02-17,1301.5003662109375,1305.949951171875,1330.0,1280.0,1288.6500244140625,66887
2025-02-18,1289.8402099609375,1294.25,1306.8499755859375,1279.5,1299.0,55515
2025-02-19,1320.635009765625,1325.1500244140625,1332.0,1284.25,1290.0,38850
2025-02-20,1305.73583984375,1310.199951171875,1328.0,1303.050048828125,1325.3499755859375,53865
2025-02-21,1298.6600341796875,1303.0999755859375,1331.949951171875,1295.0,1307.1500244140625,44340
2025-02-24,1276.0872802734375,1280.449951171875,1299.050048828125,1272.050048828125,1298.0,50984
2025-02-25,1285.2559814453125,1289.6500244140625,1298.949951171875,1271.0,1276.6500244140625,43278
2025-02-27,1230.1942138671875,1234.4000244140625,1294.199951171875,1220.0,1287.0,82298
2025-02-28,1189.184326171875,1193.25,1226.0,1187.0999755859375,1225.0,144272
2025-03-03,1140.450927734375,1144.3499755859375,1208.0,1106.449951171875,1200.050048828125,153614
2025-03-04,1180.81298828125,1184.8499755859375,1205.0,1127.8499755859375,1140.0,66306
2025-03-05,1239.0140380859375,1243.25,1260.0,1165.050048828125,1165.050048828125,111020
2025-03-06,1227.104736328125,1231.300048828125,1265.0,1208.949951171875,1257.300048828125,75950
2025-03-07,1266.7193603515625,1271.050048828125,1284.9000244140625,1225.0,1231.949951171875,96479
