Price,Adj Close,Close,High,Low,Open,Volume
2024-01-04,1577.5045166015625,1592.949951171875,1665.1500244140625,1492.8499755859375,1492.8499755859375,1333282
2024-01-05,1578.3958740234375,1593.8499755859375,1639.699951171875,1541.0,1599.800048828125,454317
2024-01-08,1560.7684326171875,1576.050048828125,1648.0,1570.0,1599.9000244140625,453956
2024-01-09,1570.1763916015625,1585.550048828125,1615.0999755859375,1572.0,1594.0,145555
2024-01-10,1558.34228515625,1573.5999755859375,1585.0,1558.0,1581.949951171875,91976
2024-01-11,1609.491455078125,1625.25,1657.4000244140625,1560.300048828125,1576.1500244140625,444297
2024-01-12,1635.7344970703125,1651.75,1689.699951171875,1619.949951171875,1636.0,423035
2024-01-15,1638.1112060546875,1654.1500244140625,1679.949951171875,1635.1500244140625,1660.050048828125,154683
2024-01-16,1632.7139892578125,1648.699951171875,1702.0,1608.699951171875,1660.0,242908
2024-01-17,1569.3841552734375,1584.75,1639.9000244140625,1576.5,1606.0,181535
2024-01-18,1575.9697265625,1591.4000244140625,1622.0,1531.550048828125,1588.0,120798
2024-01-19,1590.8736572265625,1606.449951171875,1626.0,1597.050048828125,1602.0,84175
2024-01-23,1522.4931640625,1537.4000244140625,1635.0999755859375,1528.4000244140625,1630.0,138363
2024-01-24,1591.1707763671875,1606.75,1624.800048828125,1545.0999755859375,1549.949951171875,325897
2024-01-25,1646.5782470703125,1662.699951171875,1701.0,1600.0999755859375,1606.0,298128
2024-01-29,1641.626708984375,1657.699951171875,1677.949951171875,1650.0,1670.0,102584
2024-01-30,1654.8472900390625,1671.050048828125,1737.5,1637.949951171875,1657.699951171875,407586
2024-01-31,1717.3848876953125,1734.199951171875,1739.699951171875,1654.050048828125,1671.050048828125,229788
2024-02-01,1698.5692138671875,1715.199951171875,1744.0,1688.300048828125,1741.699951171875,89217
2024-02-02,1690.201171875,1706.75,1752.0,1694.050048828125,1732.199951171875,108218
2024-02-05,1642.765625,1658.8499755859375,1715.25,1633.0,1710.0,85142
2024-02-06,1697.529541015625,1714.1500244140625,1807.0,1666.0,1666.0,460032
2024-02-07,1757.0467529296875,1774.25,1809.800048828125,1685.199951171875,1714.1500244140625,287791
2024-02-08,1724.3665771484375,1741.25,1790.0,1732.199951171875,1790.0,111828
2024-02-09,1699.6585693359375,1716.300048828125,1743.199951171875,1650.199951171875,1740.9000244140625,116544
2024-02-12,1640.388916015625,1656.449951171875,1714.699951171875,1634.699951171875,1702.0,94638
2024-02-13,1765.4146728515625,1782.699951171875,1839.949951171875,1644.550048828125,1655.0,567747
2024-02-14,1702.678955078125,1719.3499755859375,1782.699951171875,1701.75,1741.0,162877
2024-02-15,1717.1373291015625,1733.949951171875,1747.800048828125,1704.6500244140625,1718.0,93524
2024-02-16,1747.6387939453125,1764.75,1818.9000244140625,1735.699951171875,1743.9000244140625,207325
2024-02-19,1770.9110107421875,1788.25,1826.0,1755.050048828125,1755.050048828125,145427
2024-02-20,1765.1671142578125,1782.449951171875,1836.9000244140625,1745.0999755859375,1787.0,228995
2024-02-21,1696.14306640625,1712.75,1794.800048828125,1697.5,1778.0,179465
2024-02-22,1694.80615234375,1711.4000244140625,1725.6500244140625,1672.8499755859375,1716.9000244140625,95903
2024-02-23,1714.2159423828125,1731.0,1769.949951171875,1710.0,1724.0,105008
2024-02-26,1745.856201171875,1762.949951171875,1780.050048828125,1718.050048828125,1730.0,65270
2024-02-27,1710.7996826171875,1727.550048828125,1762.949951171875,1719.550048828125,1754.0,50257
2024-02-28,1653.8074951171875,1670.0,1735.0,1665.0,1735.0,56638
2024-02-29,1720.1082763671875,1736.949951171875,1750.0,1639.949951171875,1668.949951171875,98889
2024-03-01,1705.3529052734375,1722.050048828125,1748.6500244140625,1700.0,1748.0,50188
2024-03-04,1716.2462158203125,1733.050048828125,1763.0,1708.0999755859375,1723.300048828125,62354
2024-03-05,1711.888916015625,1728.6500244140625,1758.4000244140625,1711.0,1727.9000244140625,40779
2024-03-06,1666.2852783203125,1682.5999755859375,1724.1500244140625,1670.0,1723.699951171875,51578
2024-03-07,1728.327880859375,1745.25,1814.0,1684.699951171875,1684.949951171875,260140
2024-03-11,1671.7816162109375,1688.1500244140625,1767.800048828125,1678.0,1759.0,74219
2024-03-12,1634.051025390625,1650.050048828125,1695.9000244140625,1620.300048828125,1695.9000244140625,79954
2024-03-13,1528.831298828125,1543.800048828125,1677.0,1525.3499755859375,1656.949951171875,82996
2024-03-14,1611.323486328125,1627.0999755859375,1639.449951171875,1531.050048828125,1551.0,54482
2024-03-15,1594.33984375,1609.949951171875,1625.0,1568.800048828125,1599.9000244140625,47495
2024-03-18,1549.0333251953125,1564.199951171875,1621.9000244140625,1556.0999755859375,1609.949951171875,34366
2024-03-19,1527.3458251953125,1542.300048828125,1585.8499755859375,1535.0999755859375,1573.0,31475
2024-03-20,1525.8106689453125,1540.75,1560.699951171875,1522.0,1546.6500244140625,30603
2024-03-21,1560.3724365234375,1575.6500244140625,1585.0,1546.9000244140625,1548.949951171875,18900
2024-03-22,1559.5306396484375,1574.800048828125,1594.8499755859375,1570.0,1570.949951171875,24772
2024-03-26,1557.7479248046875,1573.0,1598.0,1561.550048828125,1575.0,28429
2024-03-27,1530.5146484375,1545.5,1581.699951171875,1530.0999755859375,1573.0,73341
2024-03-28,1552.549072265625,1567.75,1589.300048828125,1550.050048828125,1558.25,39831
2024-04-01,1593.2503662109375,1608.8499755859375,1625.5,1574.8499755859375,1574.9000244140625,35737
2024-04-02,1620.2857666015625,1636.1500244140625,1660.0,1609.050048828125,1612.0,43181
2024-04-03,1618.750732421875,1634.5999755859375,1649.0,1620.0,1636.0,34543
2024-04-04,1636.2791748046875,1652.300048828125,1669.0,1629.8499755859375,1642.5,51409
2024-04-05,1608.005859375,1623.75,1659.5,1612.0,1648.0,37245
2024-04-08,1617.46337890625,1633.300048828125,1663.949951171875,1621.050048828125,1634.0,45912
2024-04-09,1582.7037353515625,1598.199951171875,1658.5999755859375,1556.4000244140625,1641.5,70248
2024-04-10,1576.2171630859375,1591.6500244140625,1612.050048828125,1585.8499755859375,1604.0,24355
2024-04-12,1579.0892333984375,1594.550048828125,1622.0,1575.0,1590.0,66407
2024-04-15,1535.8624267578125,1550.9000244140625,1588.949951171875,1535.0,1568.0,23662
2024-04-16,1523.92919921875,1538.8499755859375,1568.75,1530.050048828125,1550.0,22681
2024-04-18,1502.7366943359375,1517.449951171875,1555.0,1506.199951171875,1548.0,35261
2024-04-19,1483.128662109375,1497.6500244140625,1516.0,1490.050048828125,1516.0,32446
2024-04-22,1555.07421875,1570.300048828125,1640.3499755859375,1523.6500244140625,1524.0,564236
2024-04-23,1565.1258544921875,1580.449951171875,1591.8499755859375,1551.949951171875,1585.0,83776
2024-04-24,1568.4927978515625,1583.8499755859375,1604.8499755859375,1567.75,1590.0,55919
2024-04-25,1563.5909423828125,1578.9000244140625,1609.9000244140625,1565.300048828125,1588.0,41053
2024-04-26,1553.8858642578125,1569.0999755859375,1613.1500244140625,1556.550048828125,1583.6500244140625,75616
2024-04-29,1562.00634765625,1577.300048828125,1599.949951171875,1557.949951171875,1575.949951171875,28309
2024-04-30,1543.834228515625,1558.949951171875,1584.3499755859375,1541.3499755859375,1582.0,32495
2024-05-02,1545.4188232421875,1560.550048828125,1570.0,1544.5,1563.949951171875,24296
2024-05-03,1523.632080078125,1538.550048828125,1567.1500244140625,1530.0,1566.0,46622
2024-05-06,1545.369140625,1560.5,1599.949951171875,1504.0,1545.0,192065
2024-05-07,1526.058349609375,1541.0,1572.949951171875,1520.0999755859375,1556.300048828125,43411
2024-05-08,1561.65966796875,1576.949951171875,1597.0,1527.9000244140625,1541.0,48010
2024-05-09,1496.4979248046875,1511.1500244140625,1583.75,1500.0,1580.050048828125,31974
2024-05-10,1491.0511474609375,1505.6500244140625,1521.8499755859375,1493.8499755859375,1517.9000244140625,19917
2024-05-13,1538.6351318359375,1553.699951171875,1563.699951171875,1477.4000244140625,1508.0,70653
2024-05-14,1524.2261962890625,1539.1500244140625,1566.550048828125,1530.050048828125,1553.75,50300
2024-05-15,1536.8526611328125,1551.9000244140625,1602.0,1540.199951171875,1555.0,140613
2024-05-16,1534.5255126953125,1549.550048828125,1567.8499755859375,1534.699951171875,1564.4000244140625,25940
2024-05-17,1532.0001220703125,1547.0,1567.550048828125,1540.4000244140625,1563.0,37763
2024-05-21,1543.2896728515625,1558.4000244140625,1605.4000244140625,1537.9000244140625,1578.0,76613
2024-05-22,1532.8914794921875,1547.9000244140625,1589.9000244140625,1542.050048828125,1558.0,46503
2024-05-23,1524.0777587890625,1539.0,1560.800048828125,1535.5999755859375,1552.0,21295
2024-05-24,1521.6514892578125,1536.550048828125,1574.0,1530.0,1530.0,43414
2024-05-27,1518.6805419921875,1533.550048828125,1554.699951171875,1529.0,1554.699951171875,33533
2024-05-28,1499.46875,1514.1500244140625,1541.0,1502.800048828125,1532.0,32842
2024-05-29,1493.7249755859375,1508.3499755859375,1550.0,1500.0,1508.0,47354
2024-05-30,1465.748779296875,1480.0999755859375,1518.5999755859375,1473.0999755859375,1509.0,39575
2024-05-31,1453.369873046875,1467.5999755859375,1499.800048828125,1457.4000244140625,1487.9000244140625,44686
2024-06-03,1471.78955078125,1486.199951171875,1506.3499755859375,1465.0999755859375,1485.050048828125,47466
2024-06-04,1360.6776123046875,1374.0,1489.0,1318.199951171875,1489.0,70772
2024-06-05,1452.726318359375,1466.949951171875,1476.0,1392.050048828125,1404.0,102024
2024-06-06,1508.6783447265625,1523.449951171875,1558.0,1470.0,1470.0,99088
2024-06-07,1580.4754638671875,1595.949951171875,1624.0,1520.0,1520.0,165946
2024-06-10,1567.651123046875,1583.0,1610.4000244140625,1577.0999755859375,1605.199951171875,35189
2024-06-11,1621.6226806640625,1637.5,1682.199951171875,1579.300048828125,1590.0,189523
2024-06-12,1658.263916015625,1674.5,1680.1500244140625,1628.050048828125,1638.0,91208
2024-06-13,1636.67529296875,1652.699951171875,1682.0,1640.050048828125,1680.0,37879
2024-06-14,1635.140380859375,1651.1500244140625,1669.0,1643.5,1654.25,24698
2024-06-18,1625.48486328125,1641.4000244140625,1664.9000244140625,1634.0,1664.9000244140625,29351
2024-06-19,1605.8272705078125,1621.550048828125,1672.449951171875,1611.0,1649.0,38324
2024-06-20,1606.27294921875,1622.0,1669.0,1603.0,1629.699951171875,48177
2024-06-21,1667.57275390625,1683.9000244140625,1731.449951171875,1637.0,1637.9000244140625,234197
2024-06-24,1994.8682861328125,2014.4000244140625,2020.6500244140625,1703.0,1714.0,4985257
2024-06-25,1924.30908203125,1943.1500244140625,2007.1500244140625,1907.0,2004.050048828125,1145701
2024-06-26,1929.5576171875,1948.449951171875,1991.949951171875,1918.8499755859375,1937.949951171875,324713
2024-06-27,1867.6141357421875,1885.9000244140625,1992.0,1861.550048828125,1947.75,225349
2024-06-28,2005.860595703125,2025.5,2167.699951171875,1893.050048828125,1900.4000244140625,2752219
2024-07-01,2063.05078125,2083.25,2109.89990234375,2030.0,2045.050048828125,429824
2024-07-02,2057.60400390625,2077.75,2100.0,2018.449951171875,2100.0,235904
2024-07-03,2074.5380859375,2094.85009765625,2131.949951171875,2056.0,2079.550048828125,254765
2024-07-04,2040.37255859375,2060.35009765625,2117.89990234375,2050.10009765625,2080.10009765625,163731
2024-07-05,2033.638671875,2053.550048828125,2080.0,2036.6500244140625,2074.0,95754
2024-07-08,1987.2427978515625,2006.699951171875,2068.0,1992.0,2058.0,106499
2024-07-09,2356.77490234375,2379.85009765625,2408.0,1989.5999755859375,2005.050048828125,4611411
2024-07-10,2236.700439453125,2258.60009765625,2344.0,2215.0,2344.0,719123
2024-07-11,2302.75390625,2325.300048828125,2364.0,2191.89990234375,2267.60009765625,303636
2024-07-12,2270.56884765625,2292.800048828125,2400.0,2260.0,2312.0,259279
2024-07-15,2280.42236328125,2302.75,2370.0,2244.0,2289.0,119378
2024-07-16,2245.91015625,2267.89990234375,2324.39990234375,2251.0,2303.800048828125,72004
2024-07-18,2206.1494140625,2227.75,2266.0,2177.14990234375,2259.89990234375,70837
2024-07-19,2105.4853515625,2126.10009765625,2288.0,2110.0,2224.0,94812
2024-07-22,2101.524169921875,2122.10009765625,2247.0,2084.199951171875,2100.0,124987
2024-07-23,2131.72802734375,2152.60009765625,2174.39990234375,1900.0,2127.0,113543
2024-07-24,2188.571533203125,2210.0,2299.0,2154.10009765625,2170.800048828125,141432
2024-07-25,2238.780029296875,2260.699951171875,2277.0,2194.0,2200.0,73758
2024-07-26,2267.89501953125,2290.10009765625,2335.0,2250.0,2277.199951171875,87153
2024-07-29,2268.489013671875,2290.699951171875,2329.800048828125,2278.14990234375,2300.0,37776
2024-07-30,2271.21240234375,2293.449951171875,2350.0,2275.0,2275.0,69413
2024-07-31,2257.447265625,2279.550048828125,2317.800048828125,2263.199951171875,2310.0,39842
2024-08-01,2217.587646484375,2239.300048828125,2313.25,2230.0,2279.89990234375,38428
2024-08-02,2175.252197265625,2196.550048828125,2261.14990234375,2190.10009765625,2225.0,36472
2024-08-05,2116.97265625,2137.699951171875,2199.39990234375,2085.949951171875,2150.0,156664
2024-08-06,2059.386474609375,2079.550048828125,2231.550048828125,2070.0,2137.699951171875,123479
2024-08-07,2122.221435546875,2143.0,2169.800048828125,2084.949951171875,2084.949951171875,68391
2024-08-08,2212.982421875,2234.64990234375,2290.0,2147.0,2159.64990234375,352391
2024-08-09,2341.692138671875,2363.35009765625,2412.0,2266.25,2266.25,1007745
2024-08-12,2288.93017578125,2310.10009765625,2363.300048828125,2301.14990234375,2363.300048828125,137358
2024-08-13,2221.999267578125,2242.550048828125,2387.699951171875,2211.35009765625,2328.0,165602
2024-08-14,2251.4765625,2272.300048828125,2300.0,2204.89990234375,2249.89990234375,130781
2024-08-16,2262.9208984375,2283.85009765625,2299.699951171875,2240.0,2275.64990234375,77429
2024-08-19,2358.09033203125,2379.89990234375,2506.0,2310.85009765625,2318.75,881736
2024-08-20,2487.939453125,2510.949951171875,2548.0,2347.050048828125,2380.0,286467
2024-08-21,2498.5908203125,2521.699951171875,2602.0,2480.050048828125,2510.949951171875,272482
2024-08-22,2541.345703125,2564.85009765625,2604.949951171875,2520.39990234375,2520.39990234375,150803
2024-08-23,2504.1396484375,2527.300048828125,2577.5,2515.5,2570.050048828125,78811
2024-08-26,2512.51220703125,2535.75,2601.5,2510.0,2540.050048828125,83564
2024-08-27,2509.490234375,2532.699951171875,2578.0,2525.5,2539.0,56954
2024-08-28,2551.303466796875,2574.89990234375,2622.0,2536.75,2549.0,120534
2024-08-29,2511.026123046875,2534.25,2604.89990234375,2512.60009765625,2580.89990234375,69218
2024-08-30,2469.0146484375,2491.85009765625,2551.449951171875,2444.0,2535.0,86200
2024-09-02,2435.772216796875,2458.300048828125,2513.550048828125,2444.050048828125,2495.0,40414
2024-09-03,2649.24755859375,2673.75,2711.0,2475.0,2475.699951171875,2615570
2024-09-04,2724.898193359375,2750.10009765625,2774.0,2611.75,2613.60009765625,576985
2024-09-05,2669.955810546875,2694.64990234375,2773.050048828125,2685.0,2711.0,164733
2024-09-06,2601.836181640625,2625.89990234375,2715.050048828125,2605.949951171875,2694.64990234375,113102
2024-09-09,2631.7099609375,2656.050048828125,2683.0,2560.0,2630.0,130270
2024-09-10,2692.34912109375,2717.25,2749.699951171875,2633.050048828125,2633.050048828125,175621
2024-09-11,2646.32470703125,2670.800048828125,2725.0,2651.449951171875,2720.949951171875,77078
2024-09-12,2648.999755859375,2673.5,2740.0,2651.800048828125,2651.800048828125,69676
2024-09-13,2665.8935546875,2690.550048828125,2747.800048828125,2672.050048828125,2693.0,98831
2024-09-16,2670.25341796875,2694.949951171875,2857.949951171875,2680.0,2716.0,407660
2024-09-17,2720.637451171875,2745.800048828125,2780.0,2668.800048828125,2718.0,166956
2024-09-18,2669.7578125,2694.449951171875,2741.14990234375,2680.300048828125,2740.050048828125,69123
2024-09-19,2556.901611328125,2580.550048828125,2719.39990234375,2506.14990234375,2709.550048828125,172348
2024-09-20,2604.80859375,2628.89990234375,2669.949951171875,2579.89990234375,2600.0,122009
2024-09-23,2577.808349609375,2601.64990234375,2677.949951171875,2591.550048828125,2672.300048828125,45777
2024-09-24,2634.880615234375,2659.25,2758.550048828125,2604.89990234375,2604.89990234375,266782
2024-09-25,2690.317626953125,2715.199951171875,2743.0,2631.800048828125,2649.550048828125,131962
2024-09-26,2669.85693359375,2694.550048828125,2730.949951171875,2680.0,2715.199951171875,47842
2024-09-27,2832.70068359375,2858.89990234375,2878.0,2699.949951171875,2703.25,591533
2024-09-30,2841.271728515625,2867.550048828125,2905.0,2822.14990234375,2858.89990234375,326036
2024-10-01,2858.46240234375,2884.89990234375,2975.0,2875.0,2891.25,347073
2024-10-03,2757.99169921875,2783.5,2879.699951171875,2760.800048828125,2840.0,93394
2024-10-04,2736.14404296875,2761.449951171875,2828.0,2708.449951171875,2783.5,86812
2024-10-07,2460.09716796875,2482.85009765625,2740.10009765625,2450.0,2710.0,457018
2024-10-08,2625.6162109375,2649.89990234375,2671.5,2475.550048828125,2501.199951171875,233500
2024-10-09,2648.752197265625,2673.25,2708.14990234375,2636.10009765625,2666.0,78006
2024-10-10,2669.212890625,2693.89990234375,2743.949951171875,2665.449951171875,2673.25,75961
2024-10-11,2619.621826171875,2643.85009765625,2703.64990234375,2632.25,2688.699951171875,54324
2024-10-14,2628.638427734375,2652.949951171875,2745.0,2550.0,2667.0,105410
2024-10-15,2644.343017578125,2668.800048828125,2719.85009765625,2650.0,2658.199951171875,71603
2024-10-16,2656.28271484375,2680.85009765625,2690.0,2625.0,2650.0,43651
2024-10-17,2622.693359375,2646.949951171875,2828.0,2635.0,2678.0,221252
2024-10-18,2659.205810546875,2683.800048828125,2725.0,2585.0,2646.0,81016
2024-10-21,2774.935302734375,2800.60009765625,2944.0,2651.0,2683.85009765625,709320
2024-10-22,2611.74462890625,2635.89990234375,2822.0,2600.10009765625,2820.0,146988
2024-10-23,2672.6806640625,2697.39990234375,2745.89990234375,2635.050048828125,2651.35009765625,123458
2024-10-24,2771.417724609375,2797.050048828125,2920.0,2677.0,2709.35009765625,674510
2024-10-25,2613.2802734375,2637.449951171875,2803.10009765625,2541.0,2781.199951171875,276719
2024-10-28,2665.84423828125,2690.5,2748.0,2600.050048828125,2603.0,145698
2024-10-29,2721.28125,2746.449951171875,2758.85009765625,2685.35009765625,2690.949951171875,118367
2024-10-30,2695.866455078125,2720.800048828125,2798.0,2707.10009765625,2739.89990234375,95010
2024-10-31,2744.02099609375,2769.39990234375,2775.0,2674.39990234375,2727.949951171875,119951
2024-11-01,2731.189697265625,2756.449951171875,2799.0,2745.199951171875,2779.0,13321
2024-11-04,2645.03662109375,2669.5,2758.89990234375,2640.0,2757.0,77145
2024-11-05,2685.215087890625,2710.050048828125,2737.949951171875,2651.050048828125,2670.0,80031
2024-11-06,2780.632568359375,2806.35009765625,2831.050048828125,2706.39990234375,2710.5,118567
2024-11-07,2746.646728515625,2772.050048828125,2873.949951171875,2758.0,2794.449951171875,103892
2024-11-08,2692.646240234375,2717.550048828125,2825.0,2695.050048828125,2776.25,58206
2024-11-11,2708.0537109375,2733.10009765625,2847.699951171875,2673.60009765625,2709.699951171875,129887
2024-11-12,2648.603759765625,2673.10009765625,2787.949951171875,2661.10009765625,2763.800048828125,94638
2024-11-13,2537.03564453125,2560.5,2698.14990234375,2535.050048828125,2673.10009765625,99767
2024-11-14,2540.80078125,2564.300048828125,2634.75,2525.39990234375,2525.39990234375,77735
2024-11-18,2526.631591796875,2550.0,2629.64990234375,2469.25,2605.0,126656
2024-11-19,2544.2685546875,2567.800048828125,2625.0,2551.550048828125,2555.10009765625,52550
2024-11-21,2471.392578125,2494.25,2572.39990234375,2490.0,2557.0,83811
2024-11-22,2440.875,2463.449951171875,2507.35009765625,2433.0,2496.0,67137
2024-11-25,2500.4736328125,2523.60009765625,2569.0,2500.0,2517.0,68869
2024-11-26,2492.943115234375,2516.0,2563.5,2500.0,2543.64990234375,50748
2024-11-27,2476.09912109375,2499.0,2537.199951171875,2491.050048828125,2523.300048828125,38175
2024-11-28,2464.258544921875,2487.050048828125,2547.0,2479.949951171875,2537.0,55951
2024-11-29,2383.802734375,2405.85009765625,2517.449951171875,2396.0,2507.35009765625,83936
2024-12-02,2367.850341796875,2389.75,2420.949951171875,2339.949951171875,2380.0,89984
2024-12-03,2391.234130859375,2413.35009765625,2438.800048828125,2349.949951171875,2415.0,68329
2024-12-04,2381.8212890625,2403.85009765625,2442.699951171875,2375.0,2408.89990234375,81469
2024-12-05,2322.27197265625,2343.75,2420.949951171875,2335.449951171875,2408.89990234375,79282
2024-12-06,2333.86474609375,2355.449951171875,2387.64990234375,2340.699951171875,2357.75,64585
2024-12-09,2346.49755859375,2368.199951171875,2487.64990234375,2355.449951171875,2355.449951171875,222284
2024-12-10,2381.8212890625,2403.85009765625,2424.0,2353.14990234375,2374.050048828125,100467
2024-12-11,2351.551025390625,2373.300048828125,2426.0,2366.0,2408.949951171875,59546
2024-12-12,2322.27197265625,2343.75,2386.0,2330.35009765625,2373.35009765625,53018
2024-12-13,2307.904541015625,2329.25,2352.800048828125,2308.0,2340.0,40114
2024-12-16,2381.52392578125,2403.550048828125,2416.85009765625,2345.550048828125,2350.0,67947
2024-12-17,2331.982177734375,2353.550048828125,2412.10009765625,2341.5,2404.64990234375,34047
2024-12-18,2296.1630859375,2317.39990234375,2356.0,2307.550048828125,2356.0,28001
2024-12-19,2260.641845703125,2281.550048828125,2310.0,2268.35009765625,2280.199951171875,36793
2024-12-20,2171.070068359375,2191.14990234375,2296.800048828125,2165.0,2275.0,71451
2024-12-23,2105.328125,2124.800048828125,2209.10009765625,2111.75,2200.14990234375,55746
2024-12-24,2126.531982421875,2146.199951171875,2170.0,2120.0,2120.0,35469
2024-12-26,2095.2216796875,2114.60009765625,2162.800048828125,2107.0,2145.050048828125,25759
2024-12-27,2102.10791015625,2121.550048828125,2140.35009765625,2109.800048828125,2132.0,35222
2024-12-30,2109.48974609375,2129.0,2325.800048828125,2043.75,2106.0,98810
2024-12-31,2101.21630859375,2120.64990234375,2147.949951171875,2011.0,2090.0,136309
2025-01-01,2230.1240234375,2250.75,2295.949951171875,2105.85009765625,2105.89990234375,453550
2025-01-02,2213.7255859375,2234.199951171875,2249.75,2215.0,2220.0,58192
2025-01-03,2173.74560546875,2193.85009765625,2248.300048828125,2171.0,2233.949951171875,45775
2025-01-06,2070.698486328125,2089.85009765625,2191.800048828125,2080.0,2159.25,52783
2025-01-07,2045.08544921875,2064.0,2102.25,2045.0999755859375,2100.89990234375,109584
2025-01-08,2052.615966796875,2071.60009765625,2134.0,2037.199951171875,2064.0,70101
2025-01-09,2055.439697265625,2074.449951171875,2126.0,2064.0,2088.550048828125,59868
2025-01-10,1988.2611083984375,2006.6500244140625,2094.5,2000.0,2050.25,47159
2025-01-13,1930.0494384765625,1947.9000244140625,2025.0,1928.25,2008.949951171875,61360
2025-01-14,1959.179931640625,1977.300048828125,1991.699951171875,1951.25,1951.25,41726
2025-01-15,1973.348876953125,1991.5999755859375,2017.4000244140625,1979.9000244140625,1991.0,33478
2025-01-16,1982.563720703125,2000.9000244140625,2027.0,1993.949951171875,2001.0,28219
2025-01-17,1984.941650390625,2003.300048828125,2033.300048828125,1992.949951171875,2001.0,25554
2025-01-20,2016.053955078125,2034.699951171875,2049.75,1995.300048828125,2005.0,30324
2025-01-21,1961.9542236328125,1980.0999755859375,2049.75,1970.0,2049.75,24101
2025-01-22,2209.712890625,2230.14990234375,2345.25,1972.75,2025.0,1508139
2025-01-23,2211.743896484375,2232.199951171875,2278.800048828125,2179.89990234375,2245.10009765625,846264
2025-01-24,2142.137939453125,2161.949951171875,2249.050048828125,2132.25,2249.0,158736
2025-01-27,2084.223388671875,2103.5,2155.949951171875,2064.550048828125,2150.10009765625,170647
2025-01-28,2030.6190185546875,2049.39990234375,2119.85009765625,2005.0,2114.0,148824
2025-01-29,2110.332275390625,2129.85009765625,2147.39990234375,2050.050048828125,2050.050048828125,88369
2025-01-30,2087.146484375,2106.449951171875,2136.0,2090.35009765625,2100.050048828125,60207
2025-01-31,2098.7392578125,2118.14990234375,2144.25,2082.0,2102.14990234375,51923
2025-02-01,2140.1064453125,2159.89990234375,2188.949951171875,2060.0,2148.0,68606
2025-02-03,2094.42919921875,2113.800048828125,2224.949951171875,2102.5,2127.0,92386
2025-02-04,2108.796142578125,2128.300048828125,2141.60009765625,2106.699951171875,2114.050048828125,42359
2025-02-05,2120.73583984375,2140.35009765625,2170.0,2124.0,2135.0,64576
2025-02-06,2125.4423828125,2145.10009765625,2173.5,2128.10009765625,2152.39990234375,37370
2025-02-07,2099.779541015625,2119.199951171875,2161.0,2102.550048828125,2154.89990234375,21598
2025-02-10,2074.116943359375,2093.300048828125,2132.0,2076.89990234375,2119.050048828125,22454
2025-02-11,1969.5341796875,1987.75,2103.10009765625,1970.949951171875,2097.050048828125,72697
2025-02-12,1924.500732421875,1942.300048828125,2004.199951171875,1900.0,2004.199951171875,107223
2025-02-13,1930.1484375,1948.0,1993.8499755859375,1924.8499755859375,1959.800048828125,72042
2025-02-14,1846.9183349609375,1864.0,1969.9000244140625,1839.050048828125,1964.949951171875,69569
2025-02-17,1873.0762939453125,1890.4000244140625,1913.8499755859375,1836.4000244140625,1864.0,69330
2025-02-18,1838.892578125,1855.9000244140625,1905.0,1812.5999755859375,1905.0,57807
2025-02-19,1882.6873779296875,1900.0999755859375,1942.9000244140625,1831.949951171875,1858.550048828125,160007
2025-02-20,1877.4359130859375,1894.800048828125,1926.0,1876.1500244140625,1900.050048828125,33433
2025-02-21,1832.68994140625,1836.949951171875,1902.0,1823.0,1874.800048828125,105774
2025-02-24,1809.693359375,1813.9000244140625,1878.5,1772.199951171875,1823.0,93443
2025-02-25,1790.2386474609375,1794.4000244140625,1833.25,1785.199951171875,1816.0,49070
2025-02-27,1714.714111328125,1718.699951171875,1786.5999755859375,1705.300048828125,1778.0,76391
2025-02-28,1654.3045654296875,1658.1500244140625,1713.1500244140625,1607.050048828125,1701.0,102495
2025-03-03,1710.873046875,1714.8499755859375,1741.0,1615.75,1675.1500244140625,107161
2025-03-04,1685.98095703125,1689.9000244140625,1735.949951171875,1662.050048828125,1709.9000244140625,65426
2025-03-05,1737.51123046875,1741.550048828125,1746.0,1685.5,1689.9000244140625,42828
2025-03-06,1762.75244140625,1766.8499755859375,1798.0,1744.300048828125,1744.300048828125,63484
2025-03-07,1788.7918701171875,1792.949951171875,1812.9000244140625,1764.5,1785.0,47777
2025-03-10,1709.2269287109375,1713.199951171875,1809.5,1707.050048828125,1796.0,63080
2025-03-11,1682.439208984375,1686.3499755859375,1717.949951171875,1676.199951171875,1710.0,38267
2025-03-12,1694.2117919921875,1698.1500244140625,1717.0999755859375,1677.3499755859375,1683.6500244140625,45075
2025-03-13,1640.5865478515625,1644.4000244140625,1707.25,1636.75,1700.0,61172
2025-03-17,1636.7454833984375,1640.550048828125,1684.300048828125,1628.0,1648.050048828125,85571
2025-03-18,1636.7454833984375,1640.550048828125,1640.550048828125,1640.550048828125,1640.550048828125,0
2025-03-19,1727.0355224609375,1731.050048828125,1742.4000244140625,1695.4000244140625,1697.699951171875,54361
2025-03-20,1734.1689453125,1738.199951171875,1776.949951171875,1731.5,1746.050048828125,34861
2025-03-21,1780.4613037109375,1784.5999755859375,1795.0,1725.0,1725.0,104745
2025-03-24,1825.6063232421875,1829.8499755859375,1880.0,1790.1500244140625,1790.1500244140625,118403
2025-03-25,1768.7884521484375,1772.9000244140625,1846.0,1763.25,1841.9000244140625,68877
2025-03-26,1720.800048828125,1724.800048828125,1787.050048828125,1712.0999755859375,1774.949951171875,61995
