Price,Adj Close,Close,High,Low,Open,Volume
2023-12-26,1609.9970703125,1615.1500244140625,1637.949951171875,1606.3499755859375,1620.0,175938
2023-12-27,1646.1812744140625,1651.449951171875,1669.949951171875,1615.0,1615.199951171875,443473
2023-12-28,1646.779296875,1652.050048828125,1668.800048828125,1633.3499755859375,1658.800048828125,204766
2023-12-29,1652.9595947265625,1658.25,1684.0,1648.050048828125,1665.0,331261
2024-01-01,1680.6708984375,1686.050048828125,1692.550048828125,1660.050048828125,1669.300048828125,432273
2024-01-02,1650.8162841796875,1656.0999755859375,1703.0,1652.949951171875,1690.0,130216
2024-01-03,1651.065673828125,1656.3499755859375,1669.4000244140625,1645.0999755859375,1660.0,72925
2024-01-04,1669.1077880859375,1674.449951171875,1695.0,1650.0,1650.0,252580
2024-01-05,1672.247802734375,1677.5999755859375,1685.0,1651.0999755859375,1676.0,75523
2024-01-08,1652.76025390625,1658.050048828125,1691.0,1646.75,1686.0,150380
2024-01-09,1675.6868896484375,1681.050048828125,1685.699951171875,1660.5999755859375,1665.0,162153
2024-01-10,1679.6741943359375,1685.050048828125,1700.0,1675.0999755859375,1697.0,190052
2024-01-11,1654.8536376953125,1660.1500244140625,1694.949951171875,1637.050048828125,1686.949951171875,164129
2024-01-12,1650.8663330078125,1656.1500244140625,1673.949951171875,1648.0,1673.949951171875,52407
2024-01-15,1643.689208984375,1648.949951171875,1684.949951171875,1642.0,1675.6500244140625,75437
2024-01-16,1652.6107177734375,1657.9000244140625,1669.0,1637.25,1653.300048828125,70877
2024-01-17,1605.710693359375,1610.8499755859375,1655.0,1590.699951171875,1640.0,117408
2024-01-18,1606.857177734375,1612.0,1624.0,1573.25,1620.0,48396
2024-01-19,1620.7625732421875,1625.949951171875,1635.0,1600.0,1612.0,77799
2024-01-23,1607.5548095703125,1612.699951171875,1627.1500244140625,1576.0999755859375,1620.0,118657
2024-01-24,1663.0272216796875,1668.3499755859375,1676.5,1604.050048828125,1604.050048828125,303752
2024-01-25,1647.8758544921875,1653.1500244140625,1670.0,1645.0,1668.0,66535
2024-01-29,1606.3587646484375,1611.5,1660.3499755859375,1605.75,1653.1500244140625,93572
2024-01-30,1621.260986328125,1626.449951171875,1653.0,1620.0,1621.9000244140625,131921
2024-01-31,1658.591552734375,1663.9000244140625,1667.0,1628.0,1628.0,88314
2024-02-01,1670.40380859375,1675.75,1680.0,1650.0,1669.949951171875,74858
2024-02-02,1678.976318359375,1684.3499755859375,1692.0,1658.3499755859375,1687.25,85912
2024-02-05,1731.1591796875,1736.699951171875,1820.0,1640.0,1669.0,786550
2024-02-06,1720.34375,1725.8499755859375,1797.0,1710.0,1768.0,294893
2024-02-07,1739.3828125,1744.949951171875,1797.0,1730.699951171875,1791.199951171875,427694
2024-02-08,1737.09033203125,1742.6500244140625,1762.0,1720.0,1725.0,150004
2024-02-09,1719.745849609375,1725.25,1741.699951171875,1692.0,1741.699951171875,184314
2024-02-12,1723.6832275390625,1729.199951171875,1740.0,1670.050048828125,1723.800048828125,84136
2024-02-13,1694.1776123046875,1699.5999755859375,1737.800048828125,1694.0,1729.199951171875,246039
2024-02-14,1704.54443359375,1710.0,1730.0,1692.199951171875,1699.800048828125,91250
2024-02-15,1719.845458984375,1725.3499755859375,1735.949951171875,1707.300048828125,1722.0,102188
2024-02-16,1710.973876953125,1716.449951171875,1774.5,1708.0999755859375,1739.0,162624
2024-02-19,1715.40966796875,1720.9000244140625,1727.6500244140625,1700.0,1723.0,54618
2024-02-20,1697.865966796875,1703.300048828125,1725.0,1700.0,1725.0,48378
2024-02-21,1655.4515380859375,1660.75,1715.0,1653.0,1707.0,98168
2024-02-22,1614.9312744140625,1620.0999755859375,1667.0,1614.1500244140625,1661.0,121237
2024-02-23,1619.56640625,1624.75,1630.0,1620.0,1625.0,47476
2024-02-26,1619.4169921875,1624.5999755859375,1632.550048828125,1606.8499755859375,1630.0,73853
2024-02-27,1612.239990234375,1617.4000244140625,1629.699951171875,1592.0,1626.0,123062
2024-02-28,1594.1976318359375,1599.300048828125,1637.800048828125,1588.0,1623.0,81183
2024-02-29,1564.7918701171875,1569.800048828125,1609.25,1558.6500244140625,1591.0,187305
2024-03-01,1589.961181640625,1595.050048828125,1603.6500244140625,1565.050048828125,1592.0,157988
2024-03-04,1564.741943359375,1569.75,1616.0,1564.0,1616.0,151406
2024-03-05,1521.5799560546875,1526.449951171875,1590.0,1508.0,1590.0,511793
2024-03-06,1506.02978515625,1510.8499755859375,1535.949951171875,1480.300048828125,1520.0,498841
2024-03-07,1559.0601806640625,1564.050048828125,1582.0,1491.1500244140625,1511.050048828125,440075
2024-03-11,1552.23193359375,1557.199951171875,1581.3499755859375,1543.0,1573.0,130913
2024-03-12,1537.22998046875,1542.1500244140625,1550.0,1527.3499755859375,1550.0,114405
2024-03-13,1519.53662109375,1524.4000244140625,1547.75,1486.0,1547.75,244977
2024-03-14,1559.9571533203125,1564.949951171875,1570.800048828125,1473.3499755859375,1502.0,162805
2024-03-15,1585.2264404296875,1590.300048828125,1599.0,1539.1500244140625,1549.949951171875,88450
2024-03-18,1569.676025390625,1574.699951171875,1598.0,1545.75,1598.0,97029
2024-03-19,1621.51025390625,1626.699951171875,1635.199951171875,1568.199951171875,1585.0,993834
2024-03-20,1639.502685546875,1644.75,1675.0,1601.050048828125,1623.0,269660
2024-03-21,1605.511474609375,1610.6500244140625,1647.050048828125,1600.0,1633.25,152006
2024-03-22,1638.0572509765625,1643.300048828125,1666.5999755859375,1600.75,1619.0,120504
2024-03-26,1668.659423828125,1674.0,1705.0,1623.949951171875,1655.449951171875,197200
2024-03-27,1665.12060546875,1670.449951171875,1699.0,1660.0,1675.0,109290
2024-03-28,1722.23779296875,1727.75,1742.0,1656.300048828125,1670.5,222442
2024-04-01,1726.623779296875,1732.1500244140625,1751.949951171875,1708.1500244140625,1742.0,118328
2024-04-02,1702.00244140625,1707.449951171875,1747.0,1701.0,1734.0,95981
2024-04-03,1677.28173828125,1682.6500244140625,1725.0,1675.1500244140625,1714.949951171875,83536
2024-04-04,1677.28173828125,1682.6500244140625,1699.949951171875,1651.0,1688.0,88303
2024-04-05,1695.4735107421875,1700.9000244140625,1717.0,1680.5999755859375,1688.0,235050
2024-04-08,1661.8809814453125,1667.199951171875,1715.0,1660.0,1706.949951171875,74266
2024-04-09,1661.78125,1667.0999755859375,1679.949951171875,1657.050048828125,1675.550048828125,46318
2024-04-10,1708.4320068359375,1713.9000244140625,1729.949951171875,1670.050048828125,1674.949951171875,118905
2024-04-12,1763.0074462890625,1768.6500244140625,1800.0,1696.0999755859375,1718.8499755859375,775922
2024-04-15,1718.9482421875,1724.449951171875,1764.0,1665.199951171875,1760.0,307685
2024-04-16,1750.6468505859375,1756.25,1772.9000244140625,1696.550048828125,1724.949951171875,387795
2024-04-18,1736.3924560546875,1741.949951171875,1815.0,1726.0,1784.949951171875,452613
2024-04-19,1773.8726806640625,1779.550048828125,1798.699951171875,1702.0,1720.0,189798
2024-04-22,1734.4986572265625,1740.050048828125,1794.0999755859375,1731.1500244140625,1767.0,147436
2024-04-23,1715.1107177734375,1720.5999755859375,1755.0,1706.25,1745.0999755859375,80803
2024-04-24,1726.5738525390625,1732.0999755859375,1744.4000244140625,1715.199951171875,1728.0,64820
2024-04-25,1728.717041015625,1734.25,1779.949951171875,1716.0,1716.0,99110
2024-04-26,1723.1348876953125,1728.6500244140625,1776.0,1725.0,1741.0,65770
2024-04-29,1766.4962158203125,1772.1500244140625,1787.0,1732.0,1748.0,203031
2024-04-30,1751.494140625,1757.0999755859375,1789.0,1748.5,1771.9000244140625,116793
2024-05-02,1758.2725830078125,1763.9000244140625,1782.0,1753.0,1764.949951171875,163993
2024-05-03,1770.0347900390625,1775.699951171875,1845.0,1735.0,1769.8499755859375,614372
2024-05-06,1745.36376953125,1750.949951171875,1795.0,1742.0,1772.0,83300
2024-05-07,1695.2740478515625,1700.699951171875,1761.949951171875,1674.949951171875,1752.699951171875,167926
2024-05-08,1664.8216552734375,1670.1500244140625,1721.0,1654.800048828125,1704.25,151826
2024-05-09,1600.8262939453125,1605.949951171875,1690.0,1599.5999755859375,1674.699951171875,141510
2024-05-10,1634.3192138671875,1639.550048828125,1650.199951171875,1595.0,1625.0,788541
2024-05-13,1611.99072265625,1617.1500244140625,1640.5,1605.0,1626.0,192238
2024-05-14,1605.3619384765625,1610.5,1632.0,1593.0999755859375,1626.0,478570
2024-05-15,1612.439208984375,1617.5999755859375,1670.800048828125,1610.0,1639.6500244140625,508737
2024-05-16,1718.449951171875,1723.949951171875,1738.0,1617.25,1633.800048828125,891030
2024-05-17,1725.2781982421875,1730.800048828125,1757.550048828125,1701.199951171875,1723.949951171875,172200
2024-05-21,1690.040771484375,1695.449951171875,1726.050048828125,1687.0,1722.6500244140625,96017
2024-05-22,1695.7227783203125,1701.1500244140625,1710.0,1674.0,1694.050048828125,104609
2024-05-23,1682.1163330078125,1687.5,1702.75,1675.050048828125,1702.0,81274
2024-05-24,1639.502685546875,1644.75,1688.5999755859375,1630.199951171875,1679.050048828125,224487
2024-05-27,1628.6373291015625,1633.8499755859375,1663.949951171875,1617.0999755859375,1640.0,131786
2024-05-28,1617.4232177734375,1622.5999755859375,1645.050048828125,1614.0,1635.0,71689
2024-05-29,1604.564453125,1609.699951171875,1625.0,1605.050048828125,1622.0,73605
2024-05-30,1574.959228515625,1580.0,1616.800048828125,1572.0,1609.699951171875,117707
2024-05-31,1571.4703369140625,1576.5,1592.9000244140625,1552.0,1580.0,281571
2024-06-03,1611.592041015625,1616.75,1621.0,1583.3499755859375,1593.0,148487
2024-06-04,1567.0843505859375,1572.0999755859375,1630.0,1429.8499755859375,1627.949951171875,275620
2024-06-05,1704.6441650390625,1710.0999755859375,1725.0,1572.0999755859375,1572.0999755859375,1013525
2024-06-06,1689.891357421875,1695.300048828125,1727.0,1687.8499755859375,1727.0,360580
2024-06-07,1712.6185302734375,1718.0999755859375,1734.949951171875,1699.550048828125,1708.0,320098
2024-06-10,1705.69091796875,1711.1500244140625,1737.949951171875,1692.0,1728.800048828125,124328
2024-06-11,1681.7674560546875,1687.1500244140625,1718.9000244140625,1682.3499755859375,1714.0999755859375,137067
2024-06-12,1715.4595947265625,1720.949951171875,1728.0999755859375,1680.050048828125,1698.8499755859375,176356
2024-06-13,1720.493408203125,1726.0,1747.8499755859375,1715.0,1728.0,171015
2024-06-14,1716.9547119140625,1722.449951171875,1734.8499755859375,1700.050048828125,1730.0,96202
2024-06-18,1775.31787109375,1781.0,1792.0,1704.3499755859375,1722.0,530260
2024-06-19,1766.99462890625,1772.6500244140625,1795.050048828125,1745.0,1795.050048828125,381711
2024-06-20,1780.75048828125,1786.449951171875,1806.449951171875,1762.0999755859375,1790.0,170205
2024-06-21,1776.4144287109375,1782.0999755859375,1820.949951171875,1760.0,1786.449951171875,329340
2024-06-24,1827.1021728515625,1832.949951171875,1842.5,1767.5,1782.1500244140625,542841
2024-06-25,1813.047119140625,1818.8499755859375,1868.0,1802.6500244140625,1845.0,348007
2024-06-26,1794.25732421875,1800.0,1834.9000244140625,1783.0,1834.9000244140625,175171
2024-06-27,1809.20947265625,1815.0,1849.949951171875,1781.5,1782.050048828125,559778
2024-06-28,1780.75048828125,1786.449951171875,1821.0,1775.0,1820.0999755859375,159239
2024-07-01,1774.37109375,1780.050048828125,1791.800048828125,1756.949951171875,1786.0999755859375,84613
2024-07-02,1742.8717041015625,1748.449951171875,1807.9000244140625,1730.0,1786.0999755859375,275605
2024-07-03,1718.6494140625,1724.1500244140625,1766.949951171875,1715.4000244140625,1760.0,296300
2024-07-04,1719.0977783203125,1724.5999755859375,1739.0,1718.75,1732.0,97667
2024-07-05,1710.7745361328125,1716.25,1736.0,1706.0,1731.0,208314
2024-07-08,1633.77099609375,1639.0,1718.0,1636.0,1718.0,353371
2024-07-09,1664.8714599609375,1670.199951171875,1687.0,1639.050048828125,1639.050048828125,195945
2024-07-10,1660.8343505859375,1666.1500244140625,1685.0,1650.0,1681.9000244140625,105790
2024-07-11,1660.3359375,1665.6500244140625,1680.0,1651.050048828125,1675.0,73875
2024-07-12,1663.326416015625,1668.6500244140625,1684.449951171875,1660.0999755859375,1670.0,353543
2024-07-15,1674.0421142578125,1679.4000244140625,1684.0,1647.0,1684.0,101255
2024-07-16,1698.3643798828125,1703.800048828125,1708.8499755859375,1675.4000244140625,1684.0,139576
2024-07-18,1682.2158203125,1687.5999755859375,1726.550048828125,1681.25,1712.0,173430
2024-07-19,1683.113037109375,1688.5,1697.0,1645.800048828125,1688.0,161131
2024-07-22,1713.9642333984375,1719.449951171875,1725.0,1664.8499755859375,1679.449951171875,132082
2024-07-23,1699.560302734375,1705.0,1725.0,1651.050048828125,1719.449951171875,107279
2024-07-24,1713.9642333984375,1719.449951171875,1757.75,1705.0,1711.949951171875,205454
2024-07-25,1737.080810546875,1739.5999755859375,1786.199951171875,1701.4000244140625,1715.25,516030
2024-07-26,1729.4918212890625,1732.0,1762.3499755859375,1710.0,1762.300048828125,279970
2024-07-29,1717.259521484375,1719.75,1769.0,1706.6500244140625,1734.9000244140625,129924
2024-07-30,1726.2965087890625,1728.800048828125,1745.5,1715.0,1719.75,81915
2024-07-31,1721.004150390625,1723.5,1773.949951171875,1720.0,1730.0,236017
2024-08-01,1707.8232421875,1710.300048828125,1744.6500244140625,1692.0999755859375,1744.6500244140625,91396
2024-08-02,1703.5794677734375,1706.050048828125,1729.0,1674.949951171875,1710.0,107512
2024-08-05,1669.12939453125,1671.550048828125,1689.9000244140625,1628.6500244140625,1677.0,197372
2024-08-06,1667.0323486328125,1669.449951171875,1704.0,1663.0,1679.9000244140625,103915
2024-08-07,1667.3819580078125,1669.800048828125,1694.0999755859375,1660.0,1673.0,112357
2024-08-08,1701.0330810546875,1703.5,1760.0,1675.0,1757.949951171875,734155
2024-08-09,1692.046142578125,1694.5,1708.9000244140625,1668.0,1708.9000244140625,208392
2024-08-12,1663.3876953125,1665.800048828125,1688.0,1660.050048828125,1670.0,81914
2024-08-13,1653.0526123046875,1655.449951171875,1689.800048828125,1650.0,1675.0,183194
2024-08-14,1645.962890625,1648.3499755859375,1663.75,1628.0,1660.0,140571
2024-08-16,1663.4376220703125,1665.8499755859375,1670.0,1635.050048828125,1651.0,245038
2024-08-19,1696.3399658203125,1698.800048828125,1715.800048828125,1665.0,1693.199951171875,221501
2024-08-20,1710.2197265625,1712.699951171875,1741.199951171875,1691.0,1700.0,200380
2024-08-21,1722.501953125,1725.0,1731.0999755859375,1700.050048828125,1710.0,120497
2024-08-22,1762.693603515625,1765.25,1796.0,1723.5999755859375,1725.199951171875,319553
2024-08-23,1841.7789306640625,1844.449951171875,1857.0,1765.5999755859375,1780.0,686094
2024-08-26,1829.99609375,1832.6500244140625,1910.0,1823.050048828125,1880.0,567254
2024-08-27,1805.2818603515625,1807.9000244140625,1867.3499755859375,1800.0,1842.0,232156
2024-08-28,1832.2926025390625,1834.949951171875,1855.4000244140625,1805.0,1824.0,221059
2024-08-29,1814.9677734375,1817.5999755859375,1849.0,1807.5999755859375,1849.0,73076
2024-08-30,1939.2376708984375,1942.050048828125,1975.75,1812.5,1818.5,3272326
2024-09-02,2007.5885009765625,2010.5,2050.0,1960.800048828125,1982.0,1958399
2024-09-03,1991.5616455078125,1994.449951171875,2022.800048828125,1987.050048828125,2020.0,313334
2024-09-04,1999.3004150390625,2002.199951171875,2039.6500244140625,1974.949951171875,1981.8499755859375,329925
2024-09-05,1996.554443359375,1999.449951171875,2042.0,1991.0999755859375,2020.800048828125,256850
2024-09-06,1996.0052490234375,1998.9000244140625,2069.0,1994.0,2036.949951171875,517606
2024-09-09,1974.736083984375,1977.5999755859375,2014.949951171875,1940.199951171875,2008.9000244140625,236307
2024-09-10,2016.1260986328125,2019.050048828125,2051.89990234375,1981.0,1981.0,601001
2024-09-11,2016.5255126953125,2019.449951171875,2039.9000244140625,2001.050048828125,2039.9000244140625,158635
2024-09-12,2020.8193359375,2023.75,2065.0,2010.3499755859375,2035.0,202802
2024-09-13,2031.8533935546875,2034.800048828125,2044.300048828125,2015.050048828125,2034.9000244140625,76611
2024-09-16,2120.574462890625,2123.64990234375,2174.0,2061.39990234375,2063.0,1459401
2024-09-17,2172.14990234375,2175.300048828125,2189.0,2137.14990234375,2140.64990234375,568002
2024-09-18,2252.033935546875,2255.300048828125,2288.699951171875,2180.0,2180.0,1217312
2024-09-19,2112.8857421875,2115.949951171875,2332.699951171875,2091.64990234375,2299.0,900598
2024-09-20,2126.7158203125,2129.800048828125,2151.550048828125,2101.949951171875,2132.64990234375,259725
2024-09-23,2144.440185546875,2147.550048828125,2160.0,2116.800048828125,2130.0,202461
2024-09-24,2146.237548828125,2149.35009765625,2174.0,2130.0,2150.050048828125,128907
2024-09-25,2106.794677734375,2109.85009765625,2166.0,2074.0,2155.0,243905
2024-09-26,2130.859619140625,2133.949951171875,2157.949951171875,2115.5,2118.699951171875,207670
2024-09-27,2062.408935546875,2065.39990234375,2137.800048828125,2045.4000244140625,2134.0,465729
2024-09-30,2042.48779296875,2045.449951171875,2120.0,2021.0,2075.0,321886
2024-10-01,2075.34033203125,2078.35009765625,2084.89990234375,2005.550048828125,2030.0,191616
2024-10-03,2043.486328125,2046.449951171875,2070.0,2015.300048828125,2070.0,169280
2024-10-04,2027.6094970703125,2030.550048828125,2046.449951171875,1972.699951171875,2046.449951171875,162822
2024-10-07,2004.243408203125,2007.1500244140625,2050.0,1927.75,2035.0,222709
2024-10-08,1989.9141845703125,1992.800048828125,2007.1500244140625,1950.0,2000.0,88655
2024-10-09,2113.2353515625,2116.300048828125,2170.0,1995.0999755859375,1995.0999755859375,460871
2024-10-10,2111.43798828125,2114.5,2140.0,2089.0,2140.0,214838
2024-10-11,2147.58544921875,2150.699951171875,2161.300048828125,2093.050048828125,2120.0,107539
2024-10-14,2180.13818359375,2183.300048828125,2193.949951171875,2123.39990234375,2150.699951171875,204896
2024-10-15,2211.193115234375,2214.39990234375,2274.0,2166.35009765625,2173.0,583296
2024-10-16,2216.635498046875,2219.85009765625,2280.0,2148.050048828125,2216.050048828125,249842
2024-10-17,2189.724365234375,2192.89990234375,2241.39990234375,2177.0,2238.0,98056
2024-10-18,2238.853271484375,2242.10009765625,2263.699951171875,2102.5,2193.0,220716
2024-10-21,2191.072265625,2194.25,2238.199951171875,2180.14990234375,2208.0,104164
2024-10-22,2177.242431640625,2180.39990234375,2194.449951171875,2083.10009765625,2162.0,171283
2024-10-23,2231.763427734375,2235.0,2247.0,2131.050048828125,2205.85009765625,225709
2024-10-24,2292.77490234375,2296.10009765625,2389.0,2231.35009765625,2240.699951171875,1016005
2024-10-25,2265.21484375,2268.5,2524.0,2200.550048828125,2350.0,3052806
2024-10-28,2294.472412109375,2297.800048828125,2313.949951171875,2237.85009765625,2260.0,500520
2024-10-29,2232.81201171875,2236.050048828125,2308.449951171875,2206.0,2295.64990234375,267162
2024-10-30,2408.55712890625,2412.050048828125,2463.699951171875,2232.10009765625,2249.39990234375,546789
2024-10-31,2375.554931640625,2379.0,2431.0,2353.699951171875,2390.0,280060
2024-11-01,2398.9208984375,2402.39990234375,2425.0,2390.0,2405.60009765625,29747
2024-11-04,2396.025146484375,2399.5,2425.35009765625,2354.10009765625,2392.699951171875,385226
2024-11-05,2390.083740234375,2393.550048828125,2403.5,2363.64990234375,2374.0,107401
2024-11-06,2410.8037109375,2414.300048828125,2449.199951171875,2370.050048828125,2393.550048828125,223887
2024-11-07,2376.253662109375,2379.699951171875,2437.449951171875,2362.199951171875,2409.949951171875,131401
2024-11-08,2336.611328125,2340.0,2385.0,2323.0,2385.0,104067
2024-11-11,2286.384033203125,2289.699951171875,2339.800048828125,2256.39990234375,2306.14990234375,215343
2024-11-12,2292.77490234375,2296.10009765625,2324.64990234375,2279.5,2284.800048828125,91735
2024-11-13,2254.230712890625,2257.5,2284.199951171875,2215.39990234375,2261.699951171875,158274
2024-11-14,2245.892822265625,2249.14990234375,2283.60009765625,2228.050048828125,2250.0,111556
2024-11-18,2220.0302734375,2223.25,2274.85009765625,2186.10009765625,2274.85009765625,137735
2024-11-19,2252.9326171875,2256.199951171875,2295.39990234375,2217.64990234375,2229.699951171875,228088
2024-11-21,2308.152587890625,2311.5,2335.14990234375,2203.550048828125,2256.199951171875,174769
2024-11-22,2281.840576171875,2285.14990234375,2331.0,2267.800048828125,2281.300048828125,114570
2024-11-25,2338.308837890625,2341.699951171875,2418.949951171875,2280.0,2280.0,435116
2024-11-26,2354.8349609375,2358.25,2408.0,2341.89990234375,2356.050048828125,278439
2024-11-27,2385.490478515625,2388.949951171875,2396.0,2341.35009765625,2361.64990234375,83016
2024-11-28,2396.72412109375,2400.199951171875,2426.949951171875,2380.050048828125,2412.10009765625,209392
2024-11-29,2454.290771484375,2457.85009765625,2479.89990234375,2365.0,2409.64990234375,223806
2024-12-02,2415.9462890625,2419.449951171875,2473.699951171875,2408.14990234375,2448.050048828125,275123
2024-12-03,2381.096923828125,2384.550048828125,2430.35009765625,2350.0,2425.0,423902
2024-12-04,2342.6025390625,2346.0,2404.199951171875,2340.0,2395.0,255690
2024-12-05,2359.42822265625,2362.85009765625,2374.5,2321.0,2369.89990234375,140817
2024-12-06,2335.96240234375,2339.35009765625,2372.35009765625,2318.89990234375,2372.35009765625,75169
2024-12-09,2395.97509765625,2399.449951171875,2409.0,2320.0,2340.0,248521
2024-12-10,2422.337158203125,2425.85009765625,2468.0,2376.800048828125,2399.60009765625,1059742
2024-12-11,2429.02734375,2432.550048828125,2455.0,2400.0,2430.0,169959
2024-12-12,2429.22705078125,2432.75,2506.800048828125,2415.0,2415.0,486195
2024-12-13,2436.41650390625,2439.949951171875,2451.199951171875,2381.0,2440.0,155372
2024-12-16,2429.126953125,2432.64990234375,2468.10009765625,2422.0,2450.0,140269
2024-12-17,2451.744384765625,2455.300048828125,2466.0,2426.449951171875,2452.35009765625,100634
2024-12-18,2549.50244140625,2553.199951171875,2608.949951171875,2450.0,2484.0,2309928
2024-12-19,2516.89990234375,2520.550048828125,2559.89990234375,2501.5,2538.0,442129
2024-12-20,2485.19580078125,2488.800048828125,2554.39990234375,2455.0,2538.89990234375,336713
2024-12-23,2465.125,2468.699951171875,2524.050048828125,2425.550048828125,2500.10009765625,258755
2024-12-24,2530.6298828125,2534.300048828125,2545.0,2416.050048828125,2459.89990234375,277711
2024-12-26,2538.268798828125,2541.949951171875,2552.699951171875,2487.0,2540.699951171875,152295
2024-12-27,2547.85498046875,2551.550048828125,2579.800048828125,2528.25,2545.0,303352
2024-12-30,2576.36376953125,2580.10009765625,2604.0,2535.0,2570.0,454946
2024-12-31,2602.126220703125,2605.89990234375,2629.800048828125,2506.60009765625,2580.050048828125,263835
2025-01-01,2578.36083984375,2582.10009765625,2637.699951171875,2564.5,2605.89990234375,152523
2025-01-02,2583.253662109375,2587.0,2617.0,2577.0,2599.949951171875,119622
2025-01-03,2586.798583984375,2590.550048828125,2637.0,2579.0,2595.0,216863
2025-01-06,2511.307861328125,2514.949951171875,2597.949951171875,2475.050048828125,2586.050048828125,166885
2025-01-07,2492.4853515625,2496.10009765625,2566.14990234375,2491.0,2514.85009765625,100180
2025-01-08,2407.6083984375,2411.10009765625,2520.0,2392.199951171875,2496.199951171875,184040
2025-01-09,2384.84130859375,2388.300048828125,2429.949951171875,2371.300048828125,2425.14990234375,296578
2025-01-10,2277.596923828125,2280.89990234375,2389.699951171875,2269.949951171875,2380.0,157884
2025-01-13,2157.7705078125,2160.89990234375,2253.550048828125,2147.85009765625,2235.300048828125,262724
2025-01-14,2148.683837890625,2151.800048828125,2208.550048828125,2113.64990234375,2160.0,413212
2025-01-15,2202.65576171875,2205.85009765625,2230.0,2152.10009765625,2166.800048828125,246212
2025-01-16,2195.515869140625,2198.699951171875,2256.0,2192.199951171875,2250.0,197605
2025-01-17,2279.4443359375,2282.75,2309.0,2187.050048828125,2213.39990234375,193945
2025-01-20,2345.94775390625,2349.35009765625,2365.0,2265.14990234375,2283.5,182943
2025-01-21,2280.991943359375,2284.300048828125,2358.10009765625,2275.64990234375,2354.60009765625,155354
2025-01-22,2207.94775390625,2211.14990234375,2289.35009765625,2162.25,2284.75,233782
2025-01-23,2228.11865234375,2231.35009765625,2249.449951171875,2176.550048828125,2197.0,98583
2025-01-24,2208.347412109375,2211.550048828125,2257.0,2195.0,2250.39990234375,126730
2025-01-27,2141.19482421875,2144.300048828125,2187.39990234375,2090.0,2167.300048828125,288714
2025-01-28,2108.142578125,2111.199951171875,2152.39990234375,2065.64990234375,2138.35009765625,210103
2025-01-29,2151.18017578125,2154.300048828125,2212.35009765625,2107.449951171875,2115.10009765625,398774
2025-01-30,2195.615966796875,2198.800048828125,2243.25,2154.35009765625,2154.35009765625,242621
2025-01-31,2175.245361328125,2178.39990234375,2222.0,2167.25,2203.35009765625,102629
2025-02-01,2376.753173828125,2380.199951171875,2402.39990234375,2130.60009765625,2178.10009765625,559663
2025-02-03,2338.05908203125,2341.449951171875,2370.0,2271.60009765625,2370.0,260942
2025-02-04,2301.56201171875,2304.89990234375,2407.89990234375,2291.0,2353.25,179946
2025-02-05,2301.012939453125,2304.35009765625,2323.25,2273.300048828125,2300.0,128647
2025-02-06,2256.72705078125,2260.0,2332.300048828125,2240.0,2304.35009765625,140467
2025-02-07,2243.74609375,2247.0,2265.60009765625,2220.0,2260.0,77864
2025-02-10,2207.6982421875,2210.89990234375,2257.39990234375,2165.550048828125,2240.10009765625,83582
2025-02-11,2205.052001953125,2208.25,2228.75,2093.89990234375,2209.050048828125,198496
2025-02-12,2233.91015625,2237.14990234375,2264.449951171875,2125.0,2219.89990234375,247347
2025-02-13,2122.122314453125,2125.199951171875,2194.699951171875,2115.0,2188.0,230415
2025-02-14,2039.941650390625,2042.9000244140625,2139.85009765625,2030.0,2124.050048828125,143612
2025-02-17,1947.6253662109375,1950.449951171875,2040.949951171875,1902.199951171875,2005.5,706694
2025-02-18,1888.011962890625,1890.75,1950.4000244140625,1865.0999755859375,1925.0,540664
2025-02-19,2013.8294677734375,2016.75,2026.5999755859375,1845.5,1869.699951171875,599779
2025-02-20,2192.520263671875,2195.699951171875,2219.39990234375,1991.199951171875,2013.0,1202774
2025-02-21,2095.910400390625,2098.949951171875,2159.39990234375,2076.39990234375,2151.800048828125,441330
2025-02-24,2032.4024658203125,2035.3499755859375,2097.0,2020.25,2097.0,173163
2025-02-25,2045.0841064453125,2048.050048828125,2075.0,2022.0,2022.0,126427
2025-02-27,2082.08056640625,2085.10009765625,2110.0,2032.5999755859375,2055.85009765625,177343
2025-02-28,2070.0478515625,2073.050048828125,2110.0,1996.0,2054.050048828125,215011
2025-03-03,2062.359130859375,2065.35009765625,2081.5,1987.4000244140625,2073.050048828125,138721
2025-03-04,2048.2294921875,2051.199951171875,2081.14990234375,2003.050048828125,2044.699951171875,172994
2025-03-05,2102.101318359375,2105.14990234375,2112.0,2030.25,2035.0,155405
2025-03-06,2206.05078125,2209.25,2240.449951171875,2105.0,2121.85009765625,315827
2025-03-07,2191.721435546875,2194.89990234375,2260.0,2180.0,2209.25,267114
2025-03-10,2189.0751953125,2192.25,2215.0,2175.85009765625,2194.800048828125,86049
2025-03-11,2178.390869140625,2181.550048828125,2194.0,2144.89990234375,2150.0,95291
2025-03-12,2170.552001953125,2173.699951171875,2200.0,2147.60009765625,2194.14990234375,84588
2025-03-13,2187.876953125,2191.050048828125,2226.949951171875,2151.60009765625,2163.050048828125,164602
2025-03-17,2211.143310546875,2214.35009765625,2251.449951171875,2182.0,2190.0,125995
2025-03-18,2211.143310546875,2214.35009765625,2214.35009765625,2214.35009765625,2214.35009765625,0
2025-03-19,2269.009521484375,2272.300048828125,2285.0,2232.199951171875,2260.0,162765
