Price,Adj Close,Close,High,Low,Open,Volume
2024-02-06,879.4569702148438,884.4500122070312,900.0,878.9000244140625,890.25,153059
2024-02-07,902.7247924804688,907.8499755859375,912.0,884.0,884.0,181094
2024-02-08,937.9249877929688,943.25,951.0,908.5499877929688,921.75,549266
2024-02-09,905.0615844726562,910.2000122070312,962.9000244140625,898.7000122070312,951.0499877929688,272453
2024-02-12,908.2435302734375,913.4000244140625,942.2000122070312,905.0999755859375,910.0,168704
2024-02-13,918.5847778320312,923.7999877929688,934.5,903.0999755859375,917.0,95782
2024-02-14,860.6636352539062,865.5499877929688,939.7999877929688,851.0999755859375,934.0,690965
2024-02-15,851.614990234375,856.4500122070312,877.0,846.3499755859375,866.0,382370
2024-02-16,883.58349609375,888.5999755859375,922.0,859.5499877929688,866.6500244140625,464471
2024-02-19,857.8794555664062,862.75,890.0499877929688,859.0999755859375,890.0,179296
2024-02-20,848.3336791992188,853.1500244140625,869.0499877929688,851.5,869.0,125854
2024-02-21,850.9189453125,855.75,859.8499755859375,848.0499877929688,848.0499877929688,114109
2024-02-22,863.348388671875,868.25,874.75,850.9500122070312,860.0499877929688,141781
2024-02-23,870.5574340820312,875.5,877.3499755859375,862.0,871.75,61675
2024-02-26,874.9823608398438,879.9500122070312,899.4500122070312,873.0,879.6500244140625,92073
2024-02-27,867.6240844726562,872.5499877929688,886.5499877929688,866.0,885.0,103414
2024-02-28,867.4252319335938,872.3499755859375,880.0499877929688,862.1500244140625,875.1500244140625,71370
2024-02-29,878.0648193359375,883.0499877929688,889.9500122070312,860.2999877929688,878.0,399136
2024-03-01,881.0479125976562,886.0499877929688,892.0,873.0,886.5999755859375,61528
2024-03-04,884.2298583984375,889.25,898.0,880.0,886.8499755859375,217621
2024-03-05,883.6829223632812,888.7000122070312,894.9500122070312,880.0,892.0,39869
2024-03-06,889.8479614257812,894.9000244140625,907.75,871.0,899.0,188862
2024-03-07,902.1779174804688,907.2999877929688,917.75,884.5499877929688,886.0499877929688,277359
2024-03-11,895.3666381835938,900.4500122070312,934.5499877929688,895.5,912.0999755859375,544316
2024-03-12,873.1427612304688,878.0999755859375,925.0,856.2999877929688,905.5499877929688,368619
2024-03-13,826.6069946289062,831.2999877929688,878.0999755859375,809.1500244140625,878.0999755859375,208861
2024-03-14,857.8297119140625,862.7000122070312,871.7999877929688,824.25,833.9500122070312,387589
2024-03-15,840.179931640625,844.9500122070312,862.4000244140625,837.0499877929688,862.0499877929688,498196
2024-03-18,841.1245727539062,845.9000244140625,855.5,832.0999755859375,845.0,88374
2024-03-19,842.4669189453125,847.25,854.0,836.5499877929688,837.4500122070312,42191
2024-03-20,835.4567260742188,840.2000122070312,851.5,835.0,851.5,33613
2024-03-21,838.2409057617188,843.0,852.0,837.0,843.5499877929688,99725
2024-03-22,838.1912231445312,842.9500122070312,845.7999877929688,837.1500244140625,843.0,26036
2024-03-26,838.8872680664062,843.6500244140625,850.0,834.0,845.0,146410
2024-03-27,836.252197265625,841.0,849.5,836.0999755859375,843.6500244140625,55713
2024-03-28,838.5889282226562,843.3499755859375,862.1500244140625,832.0,848.0,59652
2024-04-01,845.2510986328125,850.0499877929688,854.9000244140625,843.9000244140625,843.9000244140625,52808
2024-04-02,840.3788452148438,845.1500244140625,858.5999755859375,842.25,853.0499877929688,114330
2024-04-03,846.295166015625,851.0999755859375,852.0,839.0499877929688,845.1500244140625,53304
2024-04-04,834.9595947265625,839.7000122070312,857.4500122070312,838.0,855.25,97322
2024-04-05,846.5437622070312,851.3499755859375,855.4000244140625,838.9500122070312,839.0,81001
2024-04-08,841.0250854492188,845.7999877929688,861.5,842.2000122070312,852.0,158387
2024-04-09,837.3460083007812,842.0999755859375,853.0,839.0,850.0499877929688,58606
2024-04-10,841.2239990234375,846.0,853.0,841.0,841.8499755859375,26404
2024-04-12,842.5663452148438,847.3499755859375,852.25,839.6500244140625,846.0,46135
2024-04-15,849.1788330078125,854.0,857.0,824.2999877929688,845.0,104329
2024-04-16,862.254638671875,867.1500244140625,870.0,846.0,846.0,122443
2024-04-18,865.3867797851562,870.2999877929688,885.0,860.0,869.2000122070312,120833
2024-04-19,870.15966796875,875.0999755859375,879.9000244140625,855.0,860.0,149470
2024-04-22,876.5733032226562,881.5499877929688,885.0,872.3499755859375,881.75,41772
2024-04-23,878.01513671875,883.0,894.0,869.0499877929688,881.5499877929688,67503
2024-04-24,865.1879272460938,870.0999755859375,890.25,868.0,883.5,37146
2024-04-25,878.6116943359375,883.5999755859375,886.4500122070312,860.0499877929688,866.5499877929688,62936
2024-04-26,887.908935546875,892.9500122070312,897.2999877929688,875.0,884.5999755859375,58767
2024-04-29,888.455810546875,893.5,905.2999877929688,886.0499877929688,898.0,44956
2024-04-30,890.8920288085938,895.9500122070312,899.4000244140625,882.3499755859375,895.4500122070312,535447
2024-05-02,885.2241821289062,890.25,902.9500122070312,882.6500244140625,895.9500122070312,359161
2024-05-03,864.7902221679688,869.7000122070312,909.7000122070312,865.0,896.7000122070312,425044
2024-05-06,866.28173828125,871.2000122070312,889.7999877929688,869.0,869.0,69079
2024-05-07,863.8455810546875,868.75,884.9500122070312,852.4000244140625,877.25,587262
2024-05-08,868.4195556640625,873.3499755859375,879.0,857.9000244140625,869.9500122070312,102187
2024-05-09,843.3121337890625,848.0999755859375,876.0,840.0,872.0,63412
2024-05-10,851.4161376953125,856.25,862.0,840.0999755859375,845.0,21501
2024-05-13,845.2510986328125,850.0499877929688,858.4000244140625,833.5499877929688,853.75,63727
2024-05-14,871.0049438476562,875.9500122070312,878.9000244140625,848.0499877929688,850.0499877929688,48420
2024-05-15,882.9868774414062,888.0,900.9000244140625,864.0999755859375,877.25,538717
2024-05-16,875.7280883789062,880.7000122070312,906.0,875.1500244140625,899.9000244140625,82697
2024-05-17,881.495361328125,886.5,891.0,865.0,887.0,106903
2024-05-21,902.8242797851562,907.9500122070312,920.9000244140625,885.0999755859375,893.0,165441
2024-05-22,902.57568359375,907.7000122070312,918.0,874.5999755859375,907.0,177977
2024-05-23,880.25244140625,885.25,908.2999877929688,882.5,907.9500122070312,368742
2024-05-24,872.7947387695312,877.75,890.8499755859375,875.0,883.25,298899
2024-05-27,877.169921875,882.1500244140625,889.4000244140625,877.75,884.4500122070312,37088
2024-05-28,895.86376953125,900.9500122070312,909.0,882.2000122070312,883.2999877929688,154155
2024-05-29,906.9508056640625,912.0999755859375,917.0,894.75,895.0,93428
2024-05-30,907.8954467773438,913.0499877929688,916.7999877929688,906.7000122070312,912.4500122070312,63072
2024-05-31,910.92822265625,916.0999755859375,925.0,901.6500244140625,918.0,295123
2024-06-03,909.5858764648438,914.75,926.0,901.5,926.0,66221
2024-06-04,905.3101806640625,910.4500122070312,925.0,815.8499755859375,914.75,161244
2024-06-05,912.1712036132812,917.3499755859375,950.0,885.2999877929688,896.7999877929688,208042
2024-06-06,972.3296508789062,977.8499755859375,992.25,920.0,932.7000122070312,768455
2024-06-07,988.8359375,994.4500122070312,1008.0,977.0,990.0,604562
2024-06-10,1010.1151123046875,1015.8499755859375,1053.9000244140625,998.5,1015.0,505556
2024-06-11,999.4755859375,1005.1500244140625,1040.0,997.0,1027.8499755859375,338387
2024-06-12,1009.0213623046875,1014.75,1027.550048828125,1008.0499877929688,1013.9500122070312,74964
2024-06-13,1017.4733276367188,1023.25,1030.0,1004.75,1014.75,54371
2024-06-14,1003.1049194335938,1008.7999877929688,1030.9000244140625,1001.0,1030.300048828125,103201
2024-06-18,1042.531005859375,1048.449951171875,1050.0,1009.0,1009.0,220587
2024-06-19,1036.9130859375,1042.800048828125,1066.300048828125,1033.5,1050.0,231038
2024-06-20,1025.97509765625,1031.800048828125,1046.550048828125,1030.0,1044.6500244140625,35927
2024-06-21,1037.012451171875,1042.9000244140625,1050.699951171875,1031.800048828125,1031.800048828125,51485
2024-06-24,1034.32763671875,1040.199951171875,1066.9000244140625,1035.0,1042.9000244140625,136742
2024-06-25,1009.0213623046875,1014.75,1045.4000244140625,1010.9500122070312,1040.300048828125,60181
2024-06-26,1037.2113037109375,1043.0999755859375,1055.0,1003.9000244140625,1019.2999877929688,136297
2024-06-27,1024.6326904296875,1030.449951171875,1059.949951171875,1013.1500244140625,1047.9000244140625,114221
2024-06-28,1017.6722412109375,1023.4500122070312,1049.3499755859375,1015.6500244140625,1035.6500244140625,55740
2024-07-01,1044.2215576171875,1050.1500244140625,1058.949951171875,1025.0,1025.0,80293
2024-07-02,1034.2281494140625,1040.0999755859375,1090.0,1028.1500244140625,1050.1500244140625,264059
2024-07-03,1037.3604736328125,1043.25,1054.8499755859375,1032.199951171875,1032.300048828125,65021
2024-07-04,1024.33447265625,1030.1500244140625,1060.050048828125,1021.6500244140625,1044.050048828125,101322
2024-07-05,1006.2371826171875,1011.9500122070312,1047.3499755859375,1007.0999755859375,1034.0,110955
2024-07-08,1024.5830078125,1030.4000244140625,1032.8499755859375,1009.0,1016.9000244140625,77548
2024-07-09,1027.9638671875,1033.800048828125,1057.25,1027.5,1034.300048828125,85554
2024-07-10,1030.3502197265625,1036.199951171875,1063.6500244140625,1015.0999755859375,1038.949951171875,83247
2024-07-11,1030.99658203125,1036.8499755859375,1047.0,1027.699951171875,1041.4000244140625,30942
2024-07-12,1037.3604736328125,1043.25,1073.8499755859375,1029.5,1036.8499755859375,70253
2024-07-15,1009.5682373046875,1015.2999877929688,1045.0,987.0999755859375,1045.0,2618048
2024-07-16,1009.7174072265625,1015.4500122070312,1043.0,1003.2000122070312,1022.9000244140625,152134
2024-07-18,1020.804443359375,1026.5999755859375,1039.8499755859375,1014.0499877929688,1027.75,250685
2024-07-19,1000.6190185546875,1006.2999877929688,1031.75,1002.75,1031.6500244140625,53611
2024-07-22,1009.22021484375,1014.9500122070312,1019.9000244140625,993.9500122070312,1005.0,43002
2024-07-23,1031.444091796875,1037.300048828125,1043.0,1001.0,1010.0,98905
2024-07-24,1042.7796630859375,1048.699951171875,1055.199951171875,1021.7999877929688,1031.949951171875,67610
2024-07-25,1063.90966796875,1069.949951171875,1077.5,1032.0,1032.0,111053
2024-07-26,1067.439697265625,1073.5,1098.6500244140625,1057.6500244140625,1073.949951171875,161475
2024-07-29,1093.54150390625,1099.75,1134.300048828125,1031.699951171875,1099.0,879701
2024-07-30,1119.3946533203125,1125.75,1131.949951171875,1096.0,1099.1500244140625,115928
2024-07-31,1126.355224609375,1132.75,1135.0,1120.25,1130.0,77386
2024-08-01,1113.03076171875,1119.3499755859375,1142.800048828125,1108.8499755859375,1130.0,156780
2024-08-02,1114.6715087890625,1121.0,1137.9000244140625,1095.0,1108.0,339441
2024-08-05,1072.8092041015625,1078.9000244140625,1112.0,1051.050048828125,1081.0,197733
2024-08-06,1100.5517578125,1106.800048828125,1127.9000244140625,1080.0,1080.300048828125,126895
2024-08-07,1115.467041015625,1121.800048828125,1155.9000244140625,1110.050048828125,1112.3499755859375,629401
2024-08-08,1158.27392578125,1164.8499755859375,1175.0,1128.5999755859375,1133.0,312945
2024-08-09,1191.28662109375,1198.050048828125,1209.75,1160.0,1161.0,263929
2024-08-12,1199.241455078125,1206.050048828125,1217.0,1195.0,1206.6500244140625,204164
2024-08-13,1193.2752685546875,1200.050048828125,1217.25,1173.300048828125,1191.0999755859375,1026892
2024-08-14,1168.8140869140625,1175.449951171875,1210.0,1159.050048828125,1200.8499755859375,95477
2024-08-16,1202.821044921875,1209.6500244140625,1225.0,1165.0,1199.050048828125,230279
2024-08-19,1186.513671875,1193.25,1223.949951171875,1181.0999755859375,1221.6500244140625,95234
2024-08-20,1202.8707275390625,1209.699951171875,1219.5,1175.9000244140625,1213.0,98646
2024-08-21,1205.953369140625,1212.800048828125,1230.0,1195.0,1218.75,145382
2024-08-22,1231.856201171875,1238.8499755859375,1252.4000244140625,1227.0,1240.0,310030
2024-08-23,1255.919677734375,1263.050048828125,1279.6500244140625,1206.0,1250.699951171875,216937
2024-08-26,1267.404296875,1274.5999755859375,1280.0,1249.4000244140625,1254.25,183375
2024-08-27,1285.2530517578125,1292.550048828125,1299.0,1260.050048828125,1280.0,141460
2024-08-28,1324.08251953125,1331.5999755859375,1351.0,1250.5999755859375,1292.550048828125,198544
2024-08-29,1335.0205078125,1342.5999755859375,1399.0,1317.199951171875,1320.0,506023
2024-08-30,1380.363037109375,1388.199951171875,1396.199951171875,1323.0,1335.0,159411
2024-09-02,1412.729248046875,1420.75,1425.0,1383.050048828125,1389.050048828125,199147
2024-09-03,1446.3385009765625,1454.550048828125,1473.0,1417.0,1420.75,331326
2024-09-04,1436.245849609375,1444.4000244140625,1495.0,1437.0,1455.0,322084
2024-09-05,1451.6085205078125,1459.8499755859375,1492.8499755859375,1450.0,1456.449951171875,188531
2024-09-06,1440.2728271484375,1448.449951171875,1522.050048828125,1427.199951171875,1469.0,506644
2024-09-09,1452.950927734375,1461.199951171875,1488.449951171875,1452.550048828125,1480.0,381777
2024-09-10,1460.4085693359375,1468.699951171875,1479.0,1437.0,1468.550048828125,161215
2024-09-11,1444.4989013671875,1452.699951171875,1479.5999755859375,1435.0,1479.5999755859375,106571
2024-09-12,1427.246826171875,1435.3499755859375,1463.0,1420.199951171875,1463.0,98868
2024-09-13,1384.5889892578125,1392.449951171875,1442.5,1350.050048828125,1442.5,320081
2024-09-16,1381.60595703125,1389.449951171875,1411.4000244140625,1365.050048828125,1380.0,192373
2024-09-17,1386.1800537109375,1394.050048828125,1413.449951171875,1379.449951171875,1389.4000244140625,151019
2024-09-18,1389.1632080078125,1397.050048828125,1422.1500244140625,1374.800048828125,1394.25,123552
2024-09-19,1401.045654296875,1409.0,1451.699951171875,1397.0,1399.949951171875,357288
2024-09-20,1358.984375,1366.699951171875,1428.949951171875,1304.949951171875,1409.0,2628085
2024-09-23,1317.1220703125,1324.5999755859375,1349.1500244140625,1318.0,1345.1500244140625,107600
2024-09-24,1300.4169921875,1307.800048828125,1328.300048828125,1295.550048828125,1324.5,278889
2024-09-25,1277.24853515625,1284.5,1320.8499755859375,1275.9000244140625,1314.3499755859375,69651
2024-09-26,1267.4541015625,1274.6500244140625,1289.699951171875,1260.0,1289.3499755859375,82755
2024-09-27,1260.394287109375,1267.550048828125,1277.550048828125,1248.5999755859375,1274.6500244140625,162713
2024-09-30,1325.1763916015625,1332.699951171875,1349.0,1268.0,1273.9000244140625,624473
2024-10-01,1316.7740478515625,1324.25,1368.4000244140625,1311.75,1332.699951171875,208988
2024-10-03,1322.4915771484375,1330.0,1389.0,1310.0,1326.0,3135062
2024-10-04,1342.975341796875,1350.5999755859375,1358.0,1312.0,1330.0,171443
2024-10-07,1316.5753173828125,1324.050048828125,1374.800048828125,1305.0,1350.5999755859375,186273
2024-10-08,1362.216064453125,1369.949951171875,1374.4000244140625,1320.050048828125,1324.050048828125,162797
2024-10-09,1415.0660400390625,1423.0999755859375,1438.449951171875,1378.050048828125,1379.9000244140625,284772
2024-10-10,1388.0196533203125,1395.9000244140625,1440.8499755859375,1389.800048828125,1440.1500244140625,73309
2024-10-11,1378.5732421875,1386.4000244140625,1403.949951171875,1380.0,1402.449951171875,45084
2024-10-14,1362.61376953125,1370.3499755859375,1391.449951171875,1366.1500244140625,1387.949951171875,53712
2024-10-15,1361.7188720703125,1369.449951171875,1401.0,1366.1500244140625,1377.25,62398
2024-10-16,1362.265869140625,1370.0,1397.25,1350.0,1379.0,84468
2024-10-17,1342.080322265625,1349.699951171875,1378.199951171875,1335.0,1370.0,48808
2024-10-18,1337.705322265625,1345.300048828125,1370.0,1311.25,1339.699951171875,32440
2024-10-21,1320.353759765625,1327.8499755859375,1363.75,1323.550048828125,1345.0,62538
2024-10-22,1265.6641845703125,1272.8499755859375,1340.8499755859375,1250.3499755859375,1335.0,85112
2024-10-23,1269.6416015625,1276.8499755859375,1301.8499755859375,1260.8499755859375,1265.0,59573
2024-10-24,1276.552490234375,1283.800048828125,1303.199951171875,1270.0,1272.0,43586
2024-10-25,1284.7061767578125,1292.0,1299.0,1213.050048828125,1282.5,309507
2024-10-28,1273.768310546875,1281.0,1290.449951171875,1261.9000244140625,1274.3499755859375,63340
2024-10-29,1295.1966552734375,1302.550048828125,1350.0,1279.550048828125,1289.0,66137
2024-10-30,1282.81689453125,1290.0999755859375,1313.550048828125,1279.050048828125,1302.550048828125,61634
2024-10-31,1315.6802978515625,1323.1500244140625,1337.9000244140625,1280.0,1280.0,75830
2024-11-01,1339.5447998046875,1347.1500244140625,1350.0,1323.1500244140625,1327.0,10235
2024-11-04,1310.1119384765625,1317.550048828125,1347.1500244140625,1302.0,1345.0,67879
2024-11-05,1304.1458740234375,1311.550048828125,1321.449951171875,1287.0,1298.25,50539
2024-11-06,1294.0032958984375,1301.3499755859375,1340.0,1290.3499755859375,1311.550048828125,85855
2024-11-07,1294.9976806640625,1302.3499755859375,1311.800048828125,1289.5999755859375,1303.0,31712
2024-11-08,1298.875732421875,1306.25,1320.0,1287.300048828125,1305.75,25878
2024-11-11,1315.928955078125,1323.4000244140625,1329.5,1298.300048828125,1312.0,42603
2024-11-12,1361.7188720703125,1369.449951171875,1397.0,1326.6500244140625,1326.699951171875,280997
2024-11-13,1321.646484375,1329.1500244140625,1396.5,1309.550048828125,1374.25,115612
2024-11-14,1345.1131591796875,1352.75,1368.3499755859375,1317.6500244140625,1329.1500244140625,49146
2024-11-18,1345.7098388671875,1353.3499755859375,1362.9000244140625,1326.5999755859375,1350.0,32907
2024-11-19,1360.7244873046875,1368.449951171875,1435.550048828125,1341.050048828125,1341.050048828125,215614
2024-11-21,1359.183349609375,1366.9000244140625,1376.75,1349.3499755859375,1375.0,27686
2024-11-22,1366.4420166015625,1374.199951171875,1395.5,1361.6500244140625,1376.949951171875,35615
2024-11-25,1465.4300537109375,1473.75,1489.0,1380.0,1405.0,745527
2024-11-26,1467.9656982421875,1476.300048828125,1496.699951171875,1464.9000244140625,1496.699951171875,236685
2024-11-27,1461.303466796875,1469.5999755859375,1494.0,1465.0,1487.4000244140625,37243
2024-11-28,1410.09423828125,1418.0999755859375,1482.9000244140625,1400.3499755859375,1478.0,76098
2024-11-29,1432.019775390625,1440.1500244140625,1464.0,1409.550048828125,1414.5,304661
2024-12-02,1453.4481201171875,1461.699951171875,1490.0,1442.0,1450.949951171875,209659
2024-12-03,1462.8944091796875,1471.199951171875,1485.0,1453.5,1477.0,157700
2024-12-04,1462.9940185546875,1471.300048828125,1543.5,1442.699951171875,1490.0,437507
2024-12-05,1441.814208984375,1450.0,1482.25,1435.0,1472.0,115719
2024-12-06,1450.3656005859375,1458.5999755859375,1469.75,1440.1500244140625,1451.050048828125,34402
2024-12-09,1488.5986328125,1497.050048828125,1508.9000244140625,1459.0,1464.300048828125,123427
2024-12-10,1497.647216796875,1506.1500244140625,1524.5999755859375,1472.6500244140625,1503.4000244140625,165865
2024-12-11,1514.103759765625,1522.699951171875,1593.9000244140625,1482.449951171875,1512.0,625378
2024-12-12,1504.359130859375,1512.9000244140625,1531.550048828125,1500.0,1529.0,49467
2024-12-13,1456.6796875,1464.949951171875,1516.0,1445.050048828125,1516.0,123796
2024-12-16,1413.7236328125,1421.75,1483.25,1410.050048828125,1465.0,168437
2024-12-17,1404.1778564453125,1412.1500244140625,1436.25,1407.8499755859375,1421.75,63697
2024-12-18,1381.4569091796875,1389.300048828125,1422.75,1380.699951171875,1409.550048828125,96702
2024-12-19,1386.229736328125,1394.0999755859375,1414.300048828125,1376.25,1383.8499755859375,88624
2024-12-20,1372.5076904296875,1380.300048828125,1406.5,1365.0,1394.0999755859375,169927
2024-12-23,1329.1041259765625,1336.6500244140625,1390.1500244140625,1317.6500244140625,1380.300048828125,70776
2024-12-24,1334.6724853515625,1342.25,1348.8499755859375,1320.8499755859375,1327.0999755859375,41162
2024-12-26,1345.461181640625,1353.0999755859375,1358.9000244140625,1335.0,1338.050048828125,29582
2024-12-27,1339.74365234375,1347.3499755859375,1359.699951171875,1341.5,1353.0999755859375,28063
2024-12-30,1376.7337646484375,1384.550048828125,1397.949951171875,1342.0,1347.3499755859375,103324
2024-12-31,1365.94482421875,1373.699951171875,1387.75,1354.550048828125,1376.0,39727
2025-01-01,1323.7843017578125,1331.300048828125,1400.949951171875,1325.0,1380.0,96108
2025-01-02,1313.8408203125,1321.300048828125,1364.949951171875,1279.050048828125,1347.5,156498
2025-01-03,1290.02587890625,1297.3499755859375,1329.5999755859375,1293.0,1321.0,159901
2025-01-06,1267.4541015625,1274.6500244140625,1313.800048828125,1265.050048828125,1313.800048828125,69773
2025-01-07,1293.7547607421875,1301.0999755859375,1313.199951171875,1270.75,1283.949951171875,61438
2025-01-08,1291.16943359375,1298.5,1317.699951171875,1281.800048828125,1301.9000244140625,58802
2025-01-09,1293.555908203125,1300.9000244140625,1319.0,1288.050048828125,1293.0,109951
2025-01-10,1280.1322021484375,1287.4000244140625,1300.9000244140625,1270.0,1295.050048828125,77040
2025-01-13,1241.4019775390625,1248.449951171875,1285.449951171875,1227.6500244140625,1268.0999755859375,103826
2025-01-14,1270.934326171875,1278.1500244140625,1285.949951171875,1224.3499755859375,1240.0,121599
2025-01-15,1292.9593505859375,1300.300048828125,1306.449951171875,1266.5,1266.5,243134
2025-01-16,1292.9095458984375,1300.25,1326.4000244140625,1287.0,1300.0,67721
2025-01-17,1282.8665771484375,1290.1500244140625,1308.449951171875,1280.449951171875,1300.5,43094
2025-01-20,1272.5252685546875,1279.75,1297.9000244140625,1266.3499755859375,1277.0,48191
2025-01-21,1259.1512451171875,1266.300048828125,1287.0,1255.550048828125,1286.5,15656
2025-01-22,1230.61328125,1237.5999755859375,1267.050048828125,1225.6500244140625,1258.1500244140625,114212
2025-01-23,1239.5623779296875,1246.5999755859375,1256.8499755859375,1222.0,1222.0,64777
2025-01-24,1195.810791015625,1202.5999755859375,1253.0,1197.5999755859375,1249.699951171875,51139
2025-01-27,1146.59033203125,1153.0999755859375,1203.0,1131.6500244140625,1202.5999755859375,92970
2025-01-28,1149.32470703125,1155.8499755859375,1178.75,1140.550048828125,1159.199951171875,83613
2025-01-29,1168.8638916015625,1175.5,1181.199951171875,1144.1500244140625,1145.3499755859375,51104
2025-01-30,1186.662841796875,1193.4000244140625,1215.75,1175.9000244140625,1183.0,59418
2025-01-31,1221.1171875,1228.050048828125,1254.300048828125,1199.699951171875,1199.699951171875,161360
2025-02-01,1232.5025634765625,1239.5,1248.0,1194.8499755859375,1228.050048828125,43436
2025-02-03,1242.6947021484375,1249.75,1255.25,1194.050048828125,1230.0,162992
2025-02-04,1224.9454345703125,1231.9000244140625,1260.4000244140625,1175.550048828125,1245.4000244140625,286895
2025-02-05,1382.3516845703125,1390.199951171875,1429.0,1230.0,1230.0,2394485
2025-02-06,1445.54296875,1453.75,1498.4000244140625,1162.0,1162.0,1118917
2025-02-07,1470.551025390625,1478.9000244140625,1499.9000244140625,1375.0,1430.0,614173
2025-02-10,1398.0626220703125,1406.0,1466.75,1367.0999755859375,1464.1500244140625,425474
2025-02-11,1325.8226318359375,1333.3499755859375,1405.0,1322.1500244140625,1385.1500244140625,171185
2025-02-12,1294.5999755859375,1301.949951171875,1340.25,1286.050048828125,1340.0,73771
2025-02-13,1265.1500244140625,1265.1500244140625,1303.550048828125,1262.199951171875,1277.0,67326
2025-02-14,1248.800048828125,1248.800048828125,1284.6500244140625,1223.0,1265.1500244140625,92373
2025-02-17,1251.949951171875,1251.949951171875,1287.4000244140625,1230.449951171875,1248.800048828125,121315
2025-02-18,1248.9000244140625,1248.9000244140625,1277.8499755859375,1210.199951171875,1252.0,75876
2025-02-19,1283.199951171875,1283.199951171875,1294.0,1231.050048828125,1248.9000244140625,80180
2025-02-20,1275.8499755859375,1275.8499755859375,1292.9000244140625,1266.0,1290.0,79363
2025-02-21,1279.1500244140625,1279.1500244140625,1300.949951171875,1260.0,1275.8499755859375,66374
2025-02-24,1259.449951171875,1259.449951171875,1283.9000244140625,1244.050048828125,1277.8499755859375,31788
2025-02-25,1236.3499755859375,1236.3499755859375,1280.4000244140625,1228.1500244140625,1254.300048828125,105931
2025-02-27,1215.5999755859375,1215.5999755859375,1255.949951171875,1186.0,1226.550048828125,70480
2025-02-28,1182.800048828125,1182.800048828125,1217.0,1158.75,1200.0999755859375,184507
2025-03-03,1180.949951171875,1180.949951171875,1194.3499755859375,1140.449951171875,1182.800048828125,82605
2025-03-04,1195.4000244140625,1195.4000244140625,1202.050048828125,1152.449951171875,1155.0,41479
2025-03-05,1232.6500244140625,1232.6500244140625,1240.75,1199.199951171875,1201.699951171875,56953
2025-03-06,1269.5999755859375,1269.5999755859375,1318.0,1236.0999755859375,1241.5,278442
2025-03-07,1275.449951171875,1275.449951171875,1289.5999755859375,1258.4000244140625,1275.8499755859375,78659
2025-03-10,1271.75,1271.75,1287.0,1257.050048828125,1265.5999755859375,63221
2025-03-11,1268.050048828125,1268.050048828125,1289.0,1258.949951171875,1273.300048828125,62131
2025-03-12,1265.3499755859375,1265.3499755859375,1303.5,1225.0,1274.699951171875,105460
2025-03-13,1254.75,1254.75,1274.9000244140625,1241.300048828125,1257.8499755859375,45777
2025-03-17,1263.050048828125,1263.050048828125,1273.800048828125,1241.8499755859375,1254.75,65823
2025-03-18,1263.050048828125,1263.050048828125,1263.050048828125,1263.050048828125,1263.050048828125,0
2025-03-19,1340.699951171875,1340.699951171875,1375.0,1280.550048828125,1291.800048828125,87773
2025-03-20,1366.949951171875,1366.949951171875,1499.0,1350.0,1355.0,1826519
2025-03-21,1390.9000244140625,1390.9000244140625,1401.1500244140625,1317.550048828125,1356.0,230604
2025-03-24,1360.0999755859375,1360.0999755859375,1405.0,1341.699951171875,1405.0,98612
2025-03-25,1356.0,1356.0,1377.0,1329.800048828125,1366.9000244140625,69019
2025-03-26,1314.6500244140625,1314.6500244140625,1363.0,1305.449951171875,1356.0,40892
2025-03-27,1405.449951171875,1405.449951171875,1430.0,1261.0,1314.0,339881
2025-03-28,1417.3499755859375,1417.3499755859375,1425.0,1388.4000244140625,1405.0,86566
2025-04-01,1390.0,1390.0,1406.949951171875,1370.0,1400.0,64068
2025-04-02,1372.6500244140625,1372.6500244140625,1399.0,1362.75,1390.0,219051
2025-04-03,1368.25,1368.25,1420.0,1357.699951171875,1383.1500244140625,80612
2025-04-04,1321.300048828125,1321.300048828125,1370.0,1305.1500244140625,1360.0,145086
2025-04-07,1274.6500244140625,1274.6500244140625,1290.0,1097.199951171875,1097.199951171875,130008
2025-04-08,1320.75,1320.75,1350.0,1256.25,1283.3499755859375,69569
2025-04-09,1359.5999755859375,1359.5999755859375,1377.0,1280.5999755859375,1309.800048828125,195478
2025-04-11,1384.800048828125,1384.800048828125,1397.0999755859375,1325.0,1359.050048828125,177773
2025-04-15,1381.800048828125,1381.800048828125,1444.0,1365.0,1429.0,80546
2025-04-16,1400.5,1400.5,1407.800048828125,1360.0,1389.0,66266
2025-04-17,1383.0,1383.0,1403.5999755859375,1372.0,1384.0,41653
2025-04-21,1382.9000244140625,1382.9000244140625,1397.5999755859375,1357.0,1379.199951171875,81152
2025-04-22,1399.4000244140625,1399.4000244140625,1417.5,1363.0999755859375,1370.0,120248
2025-04-23,1474.199951171875,1474.199951171875,1490.0,1405.5,1415.0,647268
2025-04-24,1512.0,1512.0,1521.800048828125,1426.800048828125,1490.0,433232
2025-04-25,1468.199951171875,1468.199951171875,1512.0,1444.9000244140625,1512.0,159296
2025-04-28,1486.300048828125,1486.300048828125,1509.9000244140625,1457.199951171875,1468.199951171875,182117
2025-04-29,1464.800048828125,1464.800048828125,1500.5,1457.0,1500.0,150674
2025-04-30,1432.0999755859375,1432.0999755859375,1459.9000244140625,1417.0999755859375,1454.5,107682
2025-05-02,1490.0,1490.0,1535.0,1440.0999755859375,1440.0999755859375,390519
2025-05-05,1507.0,1507.0,1519.699951171875,1480.0999755859375,1518.0,251347
