Price,Adj Close,Close,High,Low,Open,Volume
2023-12-20,1637.6300048828125,1687.4000244140625,1762.800048828125,1677.050048828125,1746.050048828125,101221
2023-12-21,1682.4671630859375,1733.5999755859375,1740.9000244140625,1667.8499755859375,1670.0,190230
2023-12-22,1702.3140869140625,1754.050048828125,1760.0,1715.0,1733.5999755859375,96728
2023-12-26,1714.7364501953125,1766.8499755859375,1775.0999755859375,1748.25,1755.0,154004
2023-12-27,1756.3712158203125,1809.75,1848.0,1762.949951171875,1775.0,464701
2023-12-28,1794.9974365234375,1849.550048828125,1928.800048828125,1797.0,1820.0,765983
2023-12-29,1842.163818359375,1898.1500244140625,1959.0,1846.75,1853.0,619830
2024-01-01,1893.9888916015625,1951.550048828125,1988.8499755859375,1904.449951171875,1905.9000244140625,599164
2024-01-02,1988.564453125,2049.0,2080.050048828125,1952.0,1952.0,1002951
2024-01-03,2004.91748046875,2065.85009765625,2122.0,2042.199951171875,2059.85009765625,446546
2024-01-04,2028.4522705078125,2090.10009765625,2136.75,2079.699951171875,2090.0,473293
2024-01-05,2086.148681640625,2149.550048828125,2157.800048828125,2095.75,2100.0,523909
2024-01-08,2047.959228515625,2110.199951171875,2187.0,2087.550048828125,2171.0,414675
2024-01-09,2025.2496337890625,2086.800048828125,2174.25,2071.0,2134.0,190255
2024-01-10,2136.80908203125,2201.75,2259.0,2088.0,2098.0,966565
2024-01-11,2134.819580078125,2199.699951171875,2244.0,2179.60009765625,2206.39990234375,283804
2024-01-12,2190.429443359375,2257.0,2274.0,2204.35009765625,2212.0,527788
2024-01-15,2192.564453125,2259.199951171875,2284.39990234375,2220.0,2257.0,368635
2024-01-16,2186.595947265625,2253.050048828125,2275.14990234375,2240.0,2259.89990234375,295210
2024-01-17,2203.33740234375,2270.300048828125,2334.0,2240.64990234375,2247.0,352667
2024-01-18,2261.17919921875,2329.89990234375,2374.800048828125,2243.35009765625,2251.050048828125,318008
2024-01-19,2228.37646484375,2296.10009765625,2357.0,2278.949951171875,2329.949951171875,296109
2024-01-23,2160.295166015625,2225.949951171875,2304.0,2209.0,2275.0,183333
2024-01-24,2130.5009765625,2195.25,2249.89990234375,2156.25,2225.5,195344
2024-01-25,2128.559814453125,2193.25,2293.0,2145.0,2204.0,188319
2024-01-29,2119.340087890625,2183.75,2222.0,2161.25,2210.14990234375,77732
2024-01-30,2132.829833984375,2197.64990234375,2210.0,2159.0,2185.0,137554
2024-01-31,2183.53857421875,2249.89990234375,2274.25,2210.0,2218.75,199271
2024-02-01,2162.33349609375,2228.050048828125,2274.800048828125,2202.10009765625,2250.0,144365
2024-02-02,2239.43994140625,2307.5,2325.0,2235.699951171875,2258.89990234375,166589
2024-02-05,2375.990234375,2448.199951171875,2493.39990234375,2282.0,2309.800048828125,323824
2024-02-06,2394.04150390625,2466.800048828125,2524.0,2431.25,2463.0,289022
2024-02-07,2357.6474609375,2429.300048828125,2517.449951171875,2407.10009765625,2472.75,137560
2024-02-08,2349.398193359375,2420.800048828125,2480.0,2410.0,2430.0,114996
2024-02-09,2312.373291015625,2382.64990234375,2500.0,2345.0,2500.0,162242
2024-02-12,2271.126953125,2340.14990234375,2440.050048828125,2301.0,2410.0,164619
2024-02-13,2115.36083984375,2179.64990234375,2243.949951171875,2091.050048828125,2190.050048828125,597317
2024-02-14,2089.982177734375,2153.5,2212.0,2138.199951171875,2156.550048828125,162876
2024-02-15,2134.916748046875,2199.800048828125,2225.0,2130.050048828125,2188.0,125602
2024-02-16,2192.515869140625,2259.14990234375,2278.75,2205.050048828125,2225.0,119049
2024-02-19,2189.21630859375,2255.75,2318.25,2245.0,2318.25,99854
2024-02-20,2221.5341796875,2289.050048828125,2312.14990234375,2245.0,2260.0,119226
2024-02-21,2172.329833984375,2238.35009765625,2312.14990234375,2209.10009765625,2295.0,78430
2024-02-22,2095.611328125,2159.300048828125,2258.0,2151.14990234375,2258.0,212938
2024-02-23,2106.77197265625,2170.800048828125,2182.14990234375,2149.5,2160.0,80441
2024-02-26,2107.839599609375,2171.89990234375,2190.0,2154.0,2170.85009765625,94131
2024-02-27,2103.666259765625,2167.60009765625,2199.14990234375,2152.300048828125,2152.300048828125,122017
2024-02-28,2090.613037109375,2154.14990234375,2205.35009765625,2138.949951171875,2168.35009765625,87477
2024-02-29,2109.537841796875,2173.64990234375,2268.0,2117.050048828125,2143.050048828125,492230
2024-03-01,2083.771240234375,2147.10009765625,2187.0,2132.85009765625,2170.0,126019
2024-03-04,2086.92529296875,2150.35009765625,2191.0,2130.5,2191.0,123321
2024-03-05,2067.66064453125,2130.5,2158.60009765625,2103.199951171875,2150.35009765625,82718
2024-03-06,2011.2742919921875,2072.39990234375,2134.75,2051.300048828125,2120.050048828125,240935
2024-03-07,1989.4864501953125,2049.949951171875,2080.550048828125,2026.8499755859375,2075.0,148157
2024-03-11,1950.1324462890625,2009.4000244140625,2102.0,1991.5,2049.949951171875,263851
2024-03-12,1942.222900390625,2001.25,2037.8499755859375,1976.5,2011.949951171875,165708
2024-03-13,1869.483642578125,1926.300048828125,2015.199951171875,1898.0,2001.0,222306
2024-03-14,1910.97265625,1969.050048828125,1988.0,1913.0,1926.949951171875,125933
2024-03-15,1869.7261962890625,1926.550048828125,1983.0,1900.0,1970.9000244140625,207214
2024-03-18,1914.0782470703125,1972.25,1995.949951171875,1905.5999755859375,1905.5999755859375,231516
2024-03-19,1894.9593505859375,1952.550048828125,2004.8499755859375,1932.050048828125,1976.0,204880
2024-03-20,1940.039306640625,1999.0,2019.75,1955.6500244140625,1955.6500244140625,134366
2024-03-21,1927.7139892578125,1986.300048828125,2039.949951171875,1975.050048828125,1991.199951171875,142721
2024-03-22,1905.149658203125,1963.050048828125,1995.0,1939.0,1987.0,267395
2024-03-26,1864.8251953125,1921.5,1987.0,1912.4000244140625,1977.0,133017
2024-03-27,1824.3551025390625,1879.800048828125,1957.1500244140625,1871.25,1925.0,250305
2024-03-28,1889.184814453125,1946.5999755859375,1962.3499755859375,1890.449951171875,1890.449951171875,120032
2024-04-01,1927.7139892578125,1986.300048828125,1995.25,1927.25,1946.5999755859375,140795
2024-04-02,1912.5255126953125,1970.6500244140625,2023.0,1965.0999755859375,1994.5999755859375,102421
2024-04-03,1907.1876220703125,1965.1500244140625,1984.0,1952.550048828125,1969.0,89177
2024-04-04,1877.587158203125,1934.6500244140625,1989.0,1931.0,1974.0999755859375,120785
2024-04-05,1880.8870849609375,1938.050048828125,1951.949951171875,1917.300048828125,1946.5999755859375,79093
2024-04-08,1872.88037109375,1929.800048828125,1973.8499755859375,1923.199951171875,1942.0,124932
2024-04-09,1853.1790771484375,1909.5,1945.0,1903.0999755859375,1945.0,119852
2024-04-10,1840.5140380859375,1896.449951171875,1924.0,1891.25,1913.25,107232
2024-04-12,1825.9078369140625,1881.4000244140625,1934.4000244140625,1872.0,1890.050048828125,173075
2024-04-15,1846.0943603515625,1902.199951171875,1923.300048828125,1842.050048828125,1876.0999755859375,164654
2024-04-16,1842.7947998046875,1898.800048828125,1914.0,1877.75,1902.75,69364
2024-04-18,1832.4588623046875,1888.1500244140625,1922.949951171875,1872.25,1922.949951171875,89407
2024-04-19,1816.0086669921875,1871.199951171875,1878.199951171875,1854.0,1878.1500244140625,49219
2024-04-22,1892.5330810546875,1950.050048828125,1972.25,1872.0,1872.0,209647
2024-04-23,1889.3304443359375,1946.75,1964.0,1930.3499755859375,1950.0,135413
2024-04-24,2015.981201171875,2077.25,2087.0,1954.25,1956.5,278853
2024-04-25,2004.6749267578125,2065.60009765625,2118.0,2041.0,2078.0,190449
2024-04-26,2065.865234375,2128.64990234375,2148.0,2053.0,2073.89990234375,228118
2024-04-29,2050.53125,2112.85009765625,2165.39990234375,2099.0,2137.0,159138
2024-04-30,2025.201171875,2086.75,2142.0,2080.10009765625,2119.10009765625,65138
2024-05-02,2039.7586669921875,2101.75,2124.0,2078.800048828125,2110.25,60837
2024-05-03,2033.54736328125,2095.35009765625,2145.0,2078.10009765625,2122.0,101606
2024-05-06,2021.1248779296875,2082.550048828125,2121.0,2061.550048828125,2103.75,71915
2024-05-07,1982.8385009765625,2043.0999755859375,2110.85009765625,1993.949951171875,2097.75,136386
2024-05-08,1954.5482177734375,2013.949951171875,2078.0,2010.0,2052.0,67772
2024-05-09,1917.6204833984375,1975.9000244140625,2032.050048828125,1966.9000244140625,2021.0,87382
2024-05-10,1914.1268310546875,1972.300048828125,2002.949951171875,1965.0,1975.949951171875,60407
2024-05-13,1940.37890625,1999.3499755859375,2015.8499755859375,1967.800048828125,1980.1500244140625,60938
2024-05-14,1935.6234130859375,1994.449951171875,2020.0,1984.0,2006.25,36943
2024-05-15,1930.4798583984375,1989.1500244140625,2029.25,1975.0,1999.3499755859375,84411
2024-05-16,1962.8460693359375,2022.5,2045.0,1980.0999755859375,1999.0,110541
2024-05-17,2219.544921875,2287.0,2343.25,2024.199951171875,2036.0,1198663
2024-05-21,2275.15478515625,2344.300048828125,2405.0,2305.0,2358.89990234375,229306
2024-05-22,2300.921630859375,2370.85009765625,2390.0,2296.10009765625,2357.949951171875,323420
2024-05-23,2400.59228515625,2473.550048828125,2510.0,2361.5,2381.199951171875,436772
2024-05-24,2359.15185546875,2430.85009765625,2534.0,2416.10009765625,2460.0,299355
2024-05-27,2291.362060546875,2361.0,2449.89990234375,2355.0,2439.699951171875,140945
2024-05-28,2407.33740234375,2480.5,2499.39990234375,2371.949951171875,2373.89990234375,490373
2024-05-29,2459.2109375,2533.949951171875,2567.0,2450.10009765625,2472.0,435700
2024-05-30,2517.781005859375,2594.300048828125,2605.0,2501.050048828125,2515.10009765625,324309
2024-05-31,2573.790283203125,2619.300048828125,2650.0,2510.050048828125,2562.0,395141
2024-06-03,2451.355224609375,2494.699951171875,2625.0,2476.0,2625.0,246756
2024-06-04,2308.72705078125,2349.550048828125,2516.449951171875,2235.0,2498.0,251775
2024-06-05,2429.885009765625,2472.85009765625,2525.0,2368.14990234375,2395.0,190210
2024-06-06,2422.07275390625,2464.89990234375,2535.75,2453.0,2470.0,167203
2024-06-07,2463.932861328125,2507.5,2549.0,2465.10009765625,2470.0,189874
2024-06-10,2555.955810546875,2601.14990234375,2613.64990234375,2475.0,2534.89990234375,202309
2024-06-11,2609.60693359375,2655.75,2660.5,2585.699951171875,2601.14990234375,277457
2024-06-12,2580.030029296875,2625.64990234375,2675.0,2592.39990234375,2659.60009765625,134721
2024-06-13,2653.776123046875,2700.699951171875,2709.25,2630.0,2633.550048828125,181775
2024-06-14,2608.722900390625,2654.85009765625,2760.0,2639.949951171875,2718.0,123918
2024-06-18,2597.07861328125,2643.0,2723.85009765625,2625.0,2696.050048828125,88404
2024-06-19,2519.009033203125,2563.550048828125,2660.0,2556.0,2643.0,73982
2024-06-20,2485.89453125,2529.85009765625,2587.949951171875,2521.949951171875,2576.39990234375,66181
2024-06-21,2493.509765625,2537.60009765625,2599.35009765625,2524.10009765625,2540.050048828125,137582
2024-06-24,2592.460205078125,2638.300048828125,2710.0,2499.550048828125,2499.550048828125,446178
2024-06-25,2595.702880859375,2641.60009765625,2683.14990234375,2622.199951171875,2638.300048828125,87530
2024-06-26,2556.0048828125,2601.199951171875,2675.0,2592.0,2641.5,54739
2024-06-27,2631.028564453125,2677.550048828125,2691.0,2593.89990234375,2605.10009765625,133590
2024-06-28,2604.939697265625,2651.0,2700.0,2641.199951171875,2680.0,81346
2024-07-01,2559.935302734375,2605.199951171875,2674.35009765625,2594.0,2651.0,78033
2024-07-02,2573.25,2618.75,2698.949951171875,2602.10009765625,2625.0,105607
2024-07-03,2558.46142578125,2603.699951171875,2674.0,2598.050048828125,2620.10009765625,85649
2024-07-04,2543.280029296875,2588.25,2660.0,2567.64990234375,2617.0,122152
2024-07-05,2494.68896484375,2538.800048828125,2609.0,2534.050048828125,2596.0,113959
2024-07-08,2479.851318359375,2523.699951171875,2559.89990234375,2502.800048828125,2538.800048828125,58773
2024-07-09,2512.1796875,2556.60009765625,2598.0,2526.39990234375,2526.39990234375,108219
2024-07-10,2473.562744140625,2517.300048828125,2614.449951171875,2501.0,2560.0,102794
2024-07-11,2505.301513671875,2549.60009765625,2610.0,2505.0,2543.0,137972
2024-07-12,2526.03466796875,2570.699951171875,2619.89990234375,2540.60009765625,2545.0,119202
2024-07-15,2508.2001953125,2552.550048828125,2588.0,2541.699951171875,2580.0,39918
2024-07-16,2574.232666015625,2619.75,2690.0,2543.0,2543.0,177738
2024-07-18,2519.107177734375,2563.64990234375,2650.949951171875,2525.0,2620.949951171875,128328
2024-07-19,2528.442138671875,2573.14990234375,2587.0,2541.0,2553.10009765625,79070
2024-07-22,2575.559326171875,2621.10009765625,2655.0,2551.0,2551.0,192853
2024-07-23,2642.91796875,2689.64990234375,2825.0,2610.10009765625,2621.10009765625,1257778
2024-07-24,2648.22412109375,2695.050048828125,2755.0,2684.050048828125,2716.0,123725
2024-07-25,2631.3232421875,2677.85009765625,2747.800048828125,2660.050048828125,2717.800048828125,114251
2024-07-26,2660.26123046875,2707.300048828125,2740.0,2692.0,2705.0,76491
2024-07-29,2690.5263671875,2738.10009765625,2796.75,2712.0,2734.89990234375,121426
2024-07-30,2648.961181640625,2695.800048828125,2773.60009765625,2688.0,2744.949951171875,90451
2024-07-31,2683.15673828125,2730.60009765625,2787.0,2697.050048828125,2710.5,122541
2024-08-01,2710.326171875,2758.25,2765.0,2702.10009765625,2740.0,138659
2024-08-02,2771.248779296875,2820.25,2860.0,2720.10009765625,2739.949951171875,255497
2024-08-05,2715.92724609375,2763.949951171875,2836.39990234375,2728.0,2760.0,176964
2024-08-06,2741.180419921875,2789.64990234375,2879.89990234375,2769.75,2769.75,176490
2024-08-07,2771.39599609375,2820.39990234375,2895.0,2808.800048828125,2811.300048828125,156591
2024-08-08,2823.720947265625,2873.64990234375,2940.0,2834.64990234375,2834.64990234375,178410
2024-08-09,2825.096923828125,2875.050048828125,2929.0,2867.75,2886.449951171875,73464
2024-08-12,2840.03271484375,2890.25,2944.89990234375,2875.050048828125,2889.0,105340
2024-08-13,2776.9482421875,2826.050048828125,2932.5,2816.14990234375,2900.0,90516
2024-08-14,2772.919189453125,2821.949951171875,2869.39990234375,2812.949951171875,2848.0,129718
2024-08-16,2855.361572265625,2905.85009765625,2966.949951171875,2829.050048828125,2830.0,139605
2024-08-19,2880.418701171875,2931.35009765625,2969.949951171875,2906.0,2969.949951171875,79417
2024-08-20,2841.997802734375,2892.25,2937.699951171875,2857.800048828125,2934.0,173393
2024-08-21,3008.258056640625,3061.449951171875,3088.0,2888.949951171875,2899.25,376793
2024-08-22,2864.205322265625,2914.85009765625,3069.449951171875,2910.449951171875,3048.39990234375,221114
2024-08-23,2892.848876953125,2944.0,2959.0,2896.0,2918.0,144154
2024-08-26,2856.541015625,2907.050048828125,3028.89990234375,2897.050048828125,2959.0,128448
2024-08-27,2824.1142578125,2874.050048828125,2926.14990234375,2868.0,2922.85009765625,95840
2024-08-28,2756.755126953125,2805.5,2895.050048828125,2790.0,2893.699951171875,131329
2024-08-29,2718.629150390625,2766.699951171875,2825.0,2759.0,2815.0,98803
2024-08-30,2697.40478515625,2745.10009765625,2805.0,2737.60009765625,2786.0,78631
2024-09-02,2733.319580078125,2781.64990234375,2792.0,2716.199951171875,2751.85009765625,86127
2024-09-03,2782.942138671875,2832.14990234375,2849.300048828125,2781.64990234375,2792.89990234375,121442
2024-09-04,2799.4501953125,2848.949951171875,2879.85009765625,2833.050048828125,2833.050048828125,92537
2024-09-05,2765.058349609375,2813.949951171875,2876.5,2799.75,2848.949951171875,76368
2024-09-06,2782.40185546875,2831.60009765625,2850.10009765625,2772.0,2815.0,70303
2024-09-09,2803.675537109375,2853.25,2870.0,2771.050048828125,2832.64990234375,54372
2024-09-10,2769.971435546875,2818.949951171875,2891.699951171875,2801.60009765625,2878.0,58245
2024-09-11,2809.669677734375,2859.35009765625,2912.0,2815.550048828125,2816.10009765625,110871
2024-09-12,2812.02783203125,2861.75,2889.89990234375,2830.800048828125,2861.89990234375,62672
2024-09-13,2854.624755859375,2905.10009765625,2908.0,2849.449951171875,2860.0,51576
2024-09-16,2779.74853515625,2828.89990234375,2922.800048828125,2815.0,2921.0,50411
2024-09-17,2750.269775390625,2798.89990234375,2845.0,2741.10009765625,2845.0,67698
2024-09-18,2742.802001953125,2791.300048828125,2847.199951171875,2778.14990234375,2788.050048828125,69877
2024-09-19,2651.467041015625,2698.35009765625,2799.949951171875,2676.25,2791.300048828125,76782
2024-09-20,2669.39990234375,2716.60009765625,2754.0,2700.0,2700.89990234375,61928
2024-09-23,2678.636474609375,2726.0,2735.949951171875,2682.14990234375,2721.0,48436
2024-09-24,2669.448974609375,2716.64990234375,2730.0,2686.89990234375,2726.0,38640
2024-09-25,2678.5380859375,2725.89990234375,2735.0,2695.199951171875,2727.89990234375,35874
2024-09-26,2679.864990234375,2727.25,2765.64990234375,2711.25,2725.89990234375,102778
2024-09-27,2650.6318359375,2697.5,2756.14990234375,2689.550048828125,2727.0,48018
2024-09-30,2702.760009765625,2750.550048828125,2782.25,2700.050048828125,2700.050048828125,113823
2024-10-01,2687.823974609375,2735.35009765625,2763.0,2712.050048828125,2751.0,42937
2024-10-03,2688.6591796875,2736.199951171875,2751.0,2695.0,2713.0,44283
2024-10-04,2703.546142578125,2751.35009765625,2769.0,2704.449951171875,2736.199951171875,39039
2024-10-07,2567.845458984375,2613.25,2814.5,2586.050048828125,2751.5,119958
2024-10-08,2657.70654296875,2704.699951171875,2735.0,2615.0,2639.0,64385
2024-10-09,2764.763671875,2813.64990234375,2884.0,2705.14990234375,2705.14990234375,125198
2024-10-10,2713.17578125,2761.14990234375,2889.89990234375,2755.699951171875,2845.10009765625,60793
2024-10-11,2735.088134765625,2783.449951171875,2835.300048828125,2742.10009765625,2764.550048828125,60661
2024-10-14,2672.052978515625,2719.300048828125,2812.10009765625,2711.0,2788.85009765625,97320
2024-10-15,2656.0361328125,2703.0,2757.5,2681.10009765625,2719.800048828125,130241
2024-10-16,2625.918701171875,2672.35009765625,2757.14990234375,2643.050048828125,2715.0,107002
2024-10-17,2605.0869140625,2651.14990234375,2757.0,2642.300048828125,2700.0,104785
2024-10-18,2613.095458984375,2659.300048828125,2690.449951171875,2615.25,2659.0,128125
2024-10-21,2597.766357421875,2643.699951171875,2725.25,2630.10009765625,2679.0,100002
2024-10-22,2533.94482421875,2578.75,2679.199951171875,2570.0,2648.89990234375,118348
2024-10-23,2584.795654296875,2630.5,2662.5,2562.14990234375,2578.050048828125,66957
2024-10-24,2572.562255859375,2618.050048828125,2690.0,2602.64990234375,2635.35009765625,69620
2024-10-25,2543.623779296875,2588.60009765625,2709.60009765625,2500.0,2638.10009765625,132162
2024-10-28,2598.69970703125,2644.64990234375,2669.0,2536.699951171875,2588.60009765625,101172
2024-10-29,2583.96044921875,2629.64990234375,2676.550048828125,2620.0,2642.0,77807
2024-10-30,2627.78564453125,2674.25,2739.0,2599.60009765625,2676.0,161911
2024-10-31,2665.12548828125,2712.25,2763.0,2670.0,2670.0,124449
2024-11-01,2685.61328125,2733.10009765625,2742.949951171875,2721.10009765625,2729.0,6923
2024-11-04,2579.29296875,2624.89990234375,2733.10009765625,2601.10009765625,2733.10009765625,143629
2024-11-05,2549.27392578125,2594.35009765625,2658.949951171875,2590.0,2637.0,148156
2024-11-06,2583.91162109375,2629.60009765625,2648.25,2594.0,2601.550048828125,87403
2024-11-07,2577.889892578125,2611.5,2644.0,2585.10009765625,2625.85009765625,55699
2024-11-08,2528.18798828125,2561.14990234375,2620.0,2550.5,2620.0,54485
2024-11-11,2506.619140625,2539.300048828125,2575.25,2508.64990234375,2575.25,54330
2024-11-12,2514.565673828125,2547.35009765625,2589.89990234375,2520.39990234375,2545.0,59505
2024-11-13,2421.1337890625,2452.699951171875,2540.10009765625,2439.10009765625,2540.0,65586
2024-11-14,2425.5263671875,2457.14990234375,2491.0,2425.14990234375,2455.0,78327
2024-11-18,2380.61181640625,2411.64990234375,2485.5,2406.449951171875,2465.449951171875,42354
2024-11-19,2406.622802734375,2438.0,2478.449951171875,2414.050048828125,2415.0,69393
2024-11-21,2339.152587890625,2369.64990234375,2449.60009765625,2361.10009765625,2438.0,76664
2024-11-22,2380.76025390625,2411.800048828125,2439.89990234375,2350.0,2389.0,288891
2024-11-25,2311.512939453125,2341.64990234375,2486.85009765625,2330.0,2454.89990234375,112152
2024-11-26,2362.843505859375,2393.64990234375,2424.89990234375,2307.0,2351.10009765625,237622
2024-11-27,2354.749267578125,2385.449951171875,2413.39990234375,2361.60009765625,2393.64990234375,67862
2024-11-28,2382.537109375,2413.60009765625,2435.39990234375,2378.64990234375,2385.449951171875,78199
2024-11-29,2412.9404296875,2444.39990234375,2454.35009765625,2396.0,2413.60009765625,74377
2024-12-02,2375.7255859375,2406.699951171875,2452.10009765625,2390.0,2436.0,98357
2024-12-03,2390.976806640625,2422.14990234375,2457.75,2401.550048828125,2410.0,124654
2024-12-04,2370.888916015625,2401.800048828125,2434.64990234375,2380.0,2425.0,143220
2024-12-05,2350.553955078125,2381.199951171875,2407.800048828125,2361.0,2402.10009765625,62744
2024-12-06,2312.99365234375,2343.14990234375,2399.0,2333.0,2382.10009765625,74344
2024-12-09,2297.594482421875,2327.550048828125,2363.75,2322.050048828125,2343.14990234375,60787
2024-12-10,2298.58154296875,2328.550048828125,2346.60009765625,2320.550048828125,2336.35009765625,52943
2024-12-11,2316.5966796875,2346.800048828125,2379.89990234375,2325.0,2332.0,79255
2024-12-12,2274.4462890625,2304.10009765625,2356.300048828125,2297.0,2355.0,72480
2024-12-13,2224.990966796875,2254.0,2313.050048828125,2250.300048828125,2313.050048828125,69253
2024-12-16,2249.2744140625,2278.60009765625,2283.949951171875,2229.0,2255.550048828125,79430
2024-12-17,2235.800048828125,2264.949951171875,2298.64990234375,2253.39990234375,2278.60009765625,74215
2024-12-18,2302.530029296875,2332.550048828125,2339.5,2270.10009765625,2285.0,100691
2024-12-19,2296.360595703125,2326.300048828125,2337.0,2286.25,2315.0,79063
2024-12-20,2246.658447265625,2275.949951171875,2326.300048828125,2264.0,2325.0,85491
2024-12-23,2253.37109375,2282.75,2292.64990234375,2225.0,2275.949951171875,42130
2024-12-24,2235.45458984375,2264.60009765625,2287.949951171875,2243.0,2266.0,45373
2024-12-26,2214.329833984375,2243.199951171875,2274.949951171875,2213.39990234375,2264.60009765625,23712
2024-12-27,2245.177734375,2274.449951171875,2284.199951171875,2241.0,2243.199951171875,40292
2024-12-30,2159.593505859375,2187.75,2280.14990234375,2162.75,2274.449951171875,220260
2024-12-31,2222.86865234375,2251.85009765625,2265.449951171875,2158.39990234375,2190.10009765625,124472
2025-01-01,2203.373046875,2232.10009765625,2272.0,2222.050048828125,2235.0,23429
2025-01-02,2191.181884765625,2219.75,2258.10009765625,2208.0,2250.0,40952
2025-01-03,2212.207763671875,2241.050048828125,2249.949951171875,2215.39990234375,2221.949951171875,53477
2025-01-06,2172.77197265625,2201.10009765625,2248.949951171875,2179.949951171875,2236.0,72497
2025-01-07,2202.3857421875,2231.10009765625,2239.89990234375,2188.800048828125,2232.0,96662
2025-01-08,2179.5830078125,2208.0,2241.550048828125,2185.10009765625,2231.10009765625,54801
2025-01-09,2179.9287109375,2208.35009765625,2231.0,2201.0,2201.0,34234
2025-01-10,2162.20947265625,2190.39990234375,2213.89990234375,2141.35009765625,2208.35009765625,89191
2025-01-13,2066.40869140625,2093.35009765625,2165.800048828125,2078.949951171875,2143.0,83019
2025-01-14,2045.3826904296875,2072.050048828125,2118.0,2051.0,2100.050048828125,66252
2025-01-15,2016.2130126953125,2042.5,2116.39990234375,1987.0,2086.0,113576
2025-01-16,2026.6273193359375,2053.050048828125,2069.199951171875,2013.300048828125,2052.0,60312
2025-01-17,2036.745361328125,2063.300048828125,2069.699951171875,2013.8499755859375,2050.0,102985
2025-01-20,2108.01611328125,2135.5,2149.5,2048.0,2065.0,111858
2025-01-21,2118.380859375,2146.0,2202.0,2110.10009765625,2128.300048828125,167412
2025-01-22,2080.721923828125,2107.85009765625,2164.85009765625,2089.39990234375,2151.35009765625,252676
2025-01-23,2060.732666015625,2087.60009765625,2141.449951171875,2080.0,2105.0,241306
2025-01-24,2072.52880859375,2099.550048828125,2113.300048828125,2039.050048828125,2104.5,141936
2025-01-27,2035.7581787109375,2062.300048828125,2094.14990234375,2031.5,2094.14990234375,215485
2025-01-28,1997.112060546875,2023.1500244140625,2077.449951171875,1981.0999755859375,2064.85009765625,102336
2025-01-29,1958.41650390625,1983.949951171875,2028.199951171875,1969.949951171875,2028.199951171875,226380
2025-01-30,1954.5667724609375,1980.050048828125,2009.949951171875,1975.0,2003.75,219216
2025-01-31,1951.7041015625,1977.1500244140625,2013.699951171875,1961.550048828125,1994.75,265243
2025-02-01,1931.023681640625,1956.199951171875,1995.949951171875,1940.5,1980.300048828125,92788
2025-02-03,1955.9486083984375,1981.449951171875,1994.8499755859375,1921.0,1955.949951171875,109517
2025-02-04,1935.169677734375,1960.4000244140625,2007.0,1950.5999755859375,1981.449951171875,137504
2025-02-05,1973.6182861328125,1999.3499755859375,2016.8499755859375,1960.0,1969.0,1086628
2025-02-06,2231.555419921875,2260.64990234375,2364.0,1992.0,2000.0,2465345
2025-02-07,2179.73095703125,2208.14990234375,2249.699951171875,2175.14990234375,2202.0,461990
2025-02-10,2113.840087890625,2141.39990234375,2206.39990234375,2133.0,2182.10009765625,87373
2025-02-11,2031.7109375,2058.199951171875,2149.89990234375,2035.550048828125,2142.85009765625,94944
2025-02-12,2004.4168701171875,2030.550048828125,2074.949951171875,2003.5999755859375,2056.89990234375,120966
2025-02-13,1973.075439453125,1998.800048828125,2059.449951171875,1981.0,2030.0,102542
2025-02-14,1992.0283203125,2018.0,2048.300048828125,1968.0,2000.0,134842
2025-02-17,2310.130859375,2340.25,2421.60009765625,2086.5,2199.949951171875,3108044
2025-02-18,2504.20068359375,2536.85009765625,2744.949951171875,2300.0,2334.050048828125,4767565
2025-02-19,2474.981689453125,2507.25,2560.0,2440.300048828125,2485.0,998313
2025-02-20,2536.03564453125,2569.10009765625,2584.300048828125,2461.0,2501.0,592260
2025-02-21,2476.412841796875,2508.699951171875,2590.0,2490.0,2579.0,206809
2025-02-24,2604.19677734375,2638.14990234375,2673.0,2446.0,2446.0,1265790
2025-02-25,2529.027099609375,2562.0,2613.0,2540.0,2606.0,161274
2025-02-27,2587.1689453125,2620.89990234375,2644.949951171875,2550.0,2562.0,261659
2025-02-28,2443.4921875,2475.35009765625,2585.10009765625,2455.050048828125,2580.0,173151
2025-03-03,2487.666259765625,2520.10009765625,2540.949951171875,2390.050048828125,2485.0,125530
2025-03-04,2613.47607421875,2647.550048828125,2675.0,2482.14990234375,2501.0,287521
2025-03-05,2658.63720703125,2693.300048828125,2777.0,2631.0,2660.75,432828
2025-03-06,2655.5771484375,2690.199951171875,2745.89990234375,2675.199951171875,2689.050048828125,219351
2025-03-07,2716.18701171875,2751.60009765625,2780.0,2690.199951171875,2690.199951171875,202498
2025-03-10,2626.555419921875,2660.800048828125,2798.199951171875,2650.10009765625,2748.0,142096
2025-03-11,2622.261474609375,2656.449951171875,2675.0,2605.449951171875,2660.0,146136
2025-03-12,2648.568603515625,2683.10009765625,2744.449951171875,2654.75,2674.449951171875,228177
2025-03-13,2623.59423828125,2657.800048828125,2695.10009765625,2640.050048828125,2690.0,62016
2025-03-17,2658.78515625,2693.449951171875,2730.0,2650.0,2657.800048828125,100554
2025-03-18,2658.78515625,2693.449951171875,2693.449951171875,2693.449951171875,2693.449951171875,0
2025-03-19,2801.77099609375,2838.300048828125,2845.0,2767.800048828125,2799.949951171875,127582
2025-03-20,2823.685302734375,2860.5,2921.199951171875,2832.050048828125,2850.0,143779
