Price,Adj Close,Close,High,Low,Open,Volume
2024-01-19,764.291259765625,772.7999877929688,784.0,770.2999877929688,775.0,620630
2024-01-23,732.8413696289062,741.0,771.9500122070312,737.7000122070312,768.5,151283
2024-01-24,743.1268310546875,751.4000244140625,755.0,731.5,741.0,168650
2024-01-25,760.8297729492188,769.2999877929688,775.5,752.8499755859375,752.8499755859375,246367
2024-01-29,742.08837890625,750.3499755859375,779.8499755859375,743.0,769.0499877929688,434295
2024-01-30,740.6048583984375,748.8499755859375,758.1500244140625,741.0,754.9000244140625,138796
2024-01-31,781.4501953125,790.1500244140625,793.0,750.3499755859375,750.3499755859375,301593
2024-02-01,781.994140625,790.7000122070312,804.7999877929688,777.0,801.4500122070312,225402
2024-02-02,781.0051879882812,789.7000122070312,797.0,782.0,791.1500244140625,382225
2024-02-05,773.09326171875,781.7000122070312,804.4000244140625,774.25,792.0,480583
2024-02-06,779.5711059570312,788.25,799.0,777.25,782.0499877929688,221152
2024-02-07,770.472412109375,779.0499877929688,793.6500244140625,775.5499877929688,790.0,536629
2024-02-08,758.208984375,766.6500244140625,782.0,765.5499877929688,782.0,307412
2024-02-09,744.80810546875,753.0999755859375,770.0499877929688,749.2999877929688,769.0499877929688,119613
2024-02-12,737.9840698242188,746.2000122070312,759.0,740.0,752.9500122070312,109206
2024-02-13,730.6409912109375,736.2999877929688,752.0,723.9000244140625,746.0999755859375,119039
2024-02-14,723.7443237304688,729.3499755859375,742.25,722.25,722.25,138792
2024-02-15,727.0191040039062,732.6500244140625,744.4000244140625,728.0,732.25,106893
2024-02-16,723.6452026367188,729.25,744.5,726.0499877929688,743.5499877929688,96147
2024-02-19,719.9735717773438,725.5499877929688,736.9500122070312,723.0,729.25,390402
2024-02-20,714.1190185546875,719.6500244140625,733.1500244140625,718.0,726.25,357594
2024-02-21,710.9931640625,716.5,731.9500122070312,714.7999877929688,720.0,174197
2024-02-22,713.9700927734375,719.5,730.5,710.0,717.4500122070312,204249
2024-02-23,740.4153442382812,746.1500244140625,750.0,717.6500244140625,720.4000244140625,408764
2024-02-26,773.3600463867188,779.3499755859375,785.0,750.0,752.9000244140625,718409
2024-02-27,759.5669555664062,765.4500122070312,791.4000244140625,758.5499877929688,784.9000244140625,829578
2024-02-28,761.9484252929688,767.8499755859375,773.0,755.0,765.4500122070312,122328
2024-02-29,763.2881469726562,769.2000122070312,771.75,756.0999755859375,768.9500122070312,171520
2024-03-01,770.8297119140625,776.7999877929688,783.25,764.4000244140625,771.5999755859375,1019970
2024-03-04,768.7954711914062,774.75,778.0,766.0,773.6500244140625,147470
2024-03-05,784.3252563476562,790.4000244140625,792.9000244140625,768.0,770.2000122070312,200799
2024-03-06,792.9583129882812,799.0999755859375,804.9500122070312,761.2000122070312,793.4000244140625,523398
2024-03-07,789.2868041992188,795.4000244140625,811.4500122070312,781.7999877929688,802.0,329104
2024-03-11,769.3412475585938,775.2999877929688,798.2999877929688,770.2000122070312,798.2999877929688,118147
2024-03-12,779.2147827148438,785.25,788.0,766.7999877929688,775.2999877929688,144712
2024-03-13,754.45654296875,760.2999877929688,783.5999755859375,753.5499877929688,776.7999877929688,370836
2024-03-14,764.97509765625,770.9000244140625,772.0,749.0999755859375,759.9500122070312,105494
2024-03-15,759.07080078125,764.9500122070312,779.0499877929688,758.0,777.0,77026
2024-03-18,783.9282836914062,790.0,793.0999755859375,753.5,753.5,212468
2024-03-19,793.9505615234375,800.0999755859375,812.8499755859375,775.0999755859375,790.0,292517
2024-03-20,784.126708984375,790.2000122070312,800.25,776.2999877929688,799.9500122070312,148592
2024-03-21,795.042236328125,801.2000122070312,806.3499755859375,787.0,790.6500244140625,177772
2024-03-22,787.8974609375,794.0,804.7999877929688,789.3499755859375,804.7999877929688,83101
2024-03-26,819.899658203125,826.25,838.0999755859375,785.0999755859375,795.0,565281
2024-03-27,827.5900268554688,834.0,847.75,827.3499755859375,840.0499877929688,463776
2024-03-28,826.052001953125,832.4500122070312,873.7999877929688,827.5999755859375,840.0,943551
2024-04-01,820.9911499023438,827.3499755859375,844.0,822.5499877929688,843.0,169039
2024-04-02,845.6005859375,852.1500244140625,854.2999877929688,825.3499755859375,830.0,232644
2024-04-03,843.615966796875,850.1500244140625,868.0,841.3499755859375,861.5999755859375,341045
2024-04-04,838.356689453125,844.8499755859375,856.0,839.5499877929688,856.0,178256
2024-04-05,826.3992919921875,832.7999877929688,848.2000122070312,829.0,848.2000122070312,97103
2024-04-08,814.7396240234375,821.0499877929688,850.4500122070312,816.0,835.0,161692
2024-04-09,809.7780151367188,816.0499877929688,835.0499877929688,811.0,829.9500122070312,98449
2024-04-10,803.0303344726562,809.25,827.9500122070312,801.5,816.7999877929688,277318
2024-04-12,819.3042602539062,825.6500244140625,835.0,807.0999755859375,809.25,316449
2024-04-15,822.6284790039062,829.0,833.7999877929688,792.0499877929688,810.7000122070312,255829
2024-04-16,825.1092529296875,831.5,838.0,817.5499877929688,828.9000244140625,182958
2024-04-18,826.052001953125,832.4500122070312,845.0,825.0,825.0,190458
2024-04-19,837.5628662109375,844.0499877929688,848.0,806.9000244140625,828.0,283342
2024-04-22,838.5054931640625,845.0,856.5,831.0,846.0,183004
2024-04-23,857.4091186523438,864.0499877929688,867.7000122070312,828.5499877929688,845.0,315067
2024-04-24,880.9765625,887.7999877929688,897.4000244140625,860.0499877929688,894.5,530143
2024-04-25,859.7410888671875,866.4000244140625,891.5999755859375,862.0999755859375,888.9500122070312,179403
2024-04-26,858.6991577148438,865.3499755859375,876.7999877929688,860.2000122070312,865.0,83033
2024-04-29,835.7271118164062,842.2000122070312,877.7999877929688,833.0,870.0,345788
2024-04-30,840.3413696289062,846.8499755859375,855.0,838.0,845.5499877929688,118387
2024-05-02,856.2680053710938,862.9000244140625,888.0,841.5,848.5499877929688,751441
2024-05-03,847.3867797851562,853.9500122070312,876.0,839.9500122070312,858.9000244140625,241890
2024-05-06,833.097412109375,839.5499877929688,859.4500122070312,835.9500122070312,859.4500122070312,109511
2024-05-07,823.5216674804688,829.9000244140625,847.0,818.0999755859375,842.1500244140625,997270
2024-05-08,808.6865234375,814.9500122070312,822.7999877929688,782.4500122070312,818.4500122070312,436836
2024-05-09,781.4474487304688,787.5,824.8499755859375,785.0499877929688,814.9500122070312,184253
2024-05-10,795.5383911132812,801.7000122070312,807.3499755859375,773.0999755859375,782.8499755859375,141941
2024-05-13,798.9121704101562,805.0999755859375,808.9500122070312,774.5,799.9500122070312,138385
2024-05-14,807.2973022460938,813.5499877929688,835.9500122070312,795.5999755859375,804.2000122070312,993536
2024-05-15,817.468505859375,823.7999877929688,831.9500122070312,812.0499877929688,816.2000122070312,173898
2024-05-16,830.5670166015625,837.0,843.0,823.75,823.7999877929688,114609
2024-05-17,825.5558471679688,831.9500122070312,858.0,816.5,836.0,170335
2024-05-21,805.7591552734375,812.0,830.6500244140625,809.2999877929688,830.0,113582
2024-05-22,802.583740234375,808.7999877929688,820.0,802.5999755859375,817.0,98609
2024-05-23,792.8590698242188,799.0,812.25,796.0,808.3499755859375,67678
2024-05-24,794.645263671875,800.7999877929688,824.0,797.0,800.0,225338
2024-05-27,797.1259765625,803.2999877929688,808.4000244140625,797.0,801.0,752360
2024-05-28,778.4705200195312,784.5,804.1500244140625,777.0,803.2999877929688,204640
2024-05-29,787.9471435546875,794.0499877929688,799.0,769.0999755859375,784.0,162680
2024-05-30,776.5355224609375,782.5499877929688,795.0,778.0,792.6500244140625,70845
2024-05-31,763.8339233398438,769.75,791.25,750.0,791.1500244140625,147519
2024-06-03,797.7214965820312,803.9000244140625,811.0,771.4000244140625,799.0,193209
2024-06-04,804.4195556640625,810.6500244140625,819.7000122070312,743.0,802.2000122070312,394864
2024-06-05,809.0833740234375,815.3499755859375,818.5999755859375,788.2999877929688,817.0,242440
2024-06-06,815.5830688476562,821.9000244140625,839.7999877929688,810.4500122070312,816.9500122070312,224024
2024-06-07,831.8074340820312,838.25,850.4500122070312,820.5499877929688,823.5499877929688,548862
2024-06-10,839.9443969726562,846.4500122070312,850.0,836.5499877929688,845.0,108696
2024-06-11,834.5858764648438,841.0499877929688,853.2000122070312,837.6500244140625,852.0,129957
2024-06-12,834.5363159179688,841.0,845.0,830.0,840.7000122070312,45656
2024-06-13,852.7453002929688,859.3499755859375,868.0,840.0,847.5,225630
2024-06-14,845.4021606445312,851.9500122070312,865.0,847.0,865.0,196865
2024-06-18,864.2064819335938,870.9000244140625,885.8499755859375,845.0,852.0,182637
2024-06-19,868.5230712890625,875.25,886.9500122070312,856.0,870.0,318292
2024-06-20,883.9038696289062,890.75,907.0,868.0,876.0,355717
2024-06-21,874.6753540039062,881.4500122070312,896.0,876.9000244140625,891.5499877929688,201151
2024-06-24,885.1443481445312,892.0,896.75,861.5,881.0,185204
2024-06-25,884.1519775390625,891.0,899.0,878.75,899.0,143661
2024-06-26,884.0527954101562,890.9000244140625,905.2000122070312,883.0999755859375,898.0499877929688,181452
2024-06-27,879.2896118164062,886.0999755859375,894.5499877929688,868.0499877929688,891.9500122070312,642575
2024-06-28,875.3700561523438,882.1500244140625,892.0,862.0,888.0,118021
2024-07-01,905.1890869140625,912.2000122070312,934.0,885.7999877929688,889.7000122070312,576941
2024-07-02,882.0681762695312,888.9000244140625,921.0999755859375,885.0,920.0,171533
2024-07-03,877.3546142578125,884.1500244140625,898.75,877.0499877929688,895.8499755859375,106941
2024-07-04,895.7125244140625,902.6500244140625,914.5999755859375,883.5999755859375,885.9500122070312,258511
2024-07-05,880.530029296875,887.3499755859375,909.0,885.0,909.0,293390
2024-07-08,868.9696044921875,875.7000122070312,891.5,861.2000122070312,891.5,231376
2024-07-09,860.4356689453125,867.0999755859375,886.9000244140625,863.5499877929688,879.2999877929688,153355
2024-07-10,866.7368774414062,873.4500122070312,879.7000122070312,854.1500244140625,870.0,137615
2024-07-11,848.3295288085938,854.9000244140625,878.7999877929688,851.0,873.7000122070312,316489
2024-07-12,849.5202026367188,856.0999755859375,869.0,854.0499877929688,858.0,405228
2024-07-15,830.0636596679688,834.0499877929688,861.5,827.5,856.0999755859375,905733
2024-07-16,866.8867797851562,871.0499877929688,895.0,837.8499755859375,837.9000244140625,778493
2024-07-18,851.3116455078125,855.4000244140625,892.5499877929688,850.0,875.0,255129
2024-07-19,826.9784545898438,830.9500122070312,858.7999877929688,826.0499877929688,858.75,174697
2024-07-22,844.3948974609375,848.4500122070312,853.6500244140625,821.6500244140625,826.0,93047
2024-07-23,849.9182739257812,854.0,865.0,828.7999877929688,849.9500122070312,134098
2024-07-24,839.0703735351562,843.0999755859375,865.0,837.7000122070312,852.3499755859375,179468
2024-07-25,852.4560546875,856.5499877929688,861.0,833.1500244140625,840.0,123689
2024-07-26,861.0648193359375,865.2000122070312,873.9500122070312,854.0,860.0,91022
2024-07-29,874.3509521484375,878.5499877929688,894.5499877929688,865.2000122070312,865.2000122070312,159752
2024-07-30,887.2390747070312,891.5,900.0,869.5499877929688,878.5499877929688,113793
2024-07-31,865.7423095703125,869.9000244140625,893.0,865.0,893.0,154848
2024-08-01,858.0791625976562,862.2000122070312,878.5,851.0499877929688,871.9500122070312,114196
2024-08-02,860.2686157226562,864.4000244140625,868.5,840.0,853.25,78220
2024-08-05,822.748779296875,826.7000122070312,859.1500244140625,818.7000122070312,845.0,211726
2024-08-06,941.03076171875,945.5499877929688,965.0,835.7000122070312,835.7000122070312,7272594
2024-08-07,936.4029541015625,940.9000244140625,1009.25,930.0,960.0499877929688,4661607
2024-08-08,910.0296630859375,914.4000244140625,947.4500122070312,910.0,932.0,547073
2024-08-09,890.7720947265625,895.0499877929688,927.0,889.9500122070312,923.5,341152
2024-08-12,886.0945434570312,890.3499755859375,910.5499877929688,884.0,900.4000244140625,202002
2024-08-13,866.6380004882812,870.7999877929688,905.0,865.2999877929688,905.0,176861
2024-08-14,852.505859375,856.5999755859375,884.7000122070312,850.3499755859375,877.2999877929688,213557
2024-08-16,853.6006469726562,857.7000122070312,888.0,854.0,883.9000244140625,150011
2024-08-19,855.591064453125,859.7000122070312,874.2000122070312,852.25,861.0,376957
2024-08-20,869.2753295898438,873.4500122070312,880.0,855.5499877929688,868.8499755859375,126960
2024-08-21,863.0054931640625,867.1500244140625,875.0,861.0,873.75,109560
2024-08-22,886.7911987304688,891.0499877929688,898.0,867.1500244140625,876.6500244140625,260536
2024-08-23,886.7911987304688,891.0499877929688,899.9500122070312,880.0499877929688,899.9500122070312,144900
2024-08-26,864.9461669921875,869.0999755859375,891.0,863.2000122070312,891.0,124504
2024-08-27,865.9412841796875,870.0999755859375,882.9500122070312,862.8499755859375,871.0,154430
2024-08-28,850.8140258789062,854.9000244140625,884.4000244140625,851.0499877929688,872.0,131918
2024-08-29,830.9593505859375,834.9500122070312,872.0,832.25,858.0999755859375,337344
2024-08-30,842.7527465820312,846.7999877929688,861.2000122070312,835.7000122070312,840.5499877929688,298430
2024-09-02,828.322021484375,832.2999877929688,852.5,826.0499877929688,846.7999877929688,136210
2024-09-03,828.3717651367188,832.3499755859375,846.0,827.9500122070312,841.4500122070312,154390
2024-09-04,834.989990234375,839.0,849.75,812.0,822.0,132398
2024-09-05,843.4990844726562,847.5499877929688,853.4500122070312,840.0,840.0,106772
2024-09-06,861.6619262695312,865.7999877929688,878.75,849.2000122070312,856.0,425660
2024-09-09,850.2666625976562,854.3499755859375,875.0,850.0,873.0,183368
2024-09-10,849.2216186523438,853.2999877929688,865.25,846.2000122070312,855.25,101714
2024-09-11,842.9517822265625,847.0,857.6500244140625,841.25,853.4000244140625,74009
2024-09-12,841.0608520507812,845.0999755859375,856.4000244140625,838.0999755859375,855.9500122070312,122213
2024-09-13,838.1249389648438,842.1500244140625,854.0499877929688,841.0,853.0,93656
2024-09-16,865.4437866210938,869.5999755859375,878.9500122070312,855.0,861.0,249143
2024-09-17,856.4866943359375,860.5999755859375,874.0,846.75,873.5,115961
2024-09-18,854.9939575195312,859.0999755859375,863.8499755859375,847.0999755859375,860.0,674882
2024-09-19,930.4813842773438,934.9500122070312,950.0,865.0,871.5999755859375,3501752
2024-09-20,956.357177734375,960.9500122070312,972.1500244140625,916.4000244140625,938.0,1591958
2024-09-23,931.02880859375,935.5,964.9000244140625,930.0,950.0,574390
2024-09-24,1004.4263305664062,1009.25,1018.0,926.4500122070312,929.4000244140625,2839009
2024-09-25,1000.6942138671875,1005.5,1053.0,900.0999755859375,1008.9500122070312,1882004
2024-09-26,963.8710327148438,968.5,1010.4500122070312,956.1500244140625,1005.0,847402
2024-09-27,967.9514770507812,972.5999755859375,1012.7999877929688,959.0499877929688,970.0,1139423
2024-09-30,949.4403686523438,954.0,977.8499755859375,944.3499755859375,960.0999755859375,297603
2024-10-01,956.1581420898438,960.75,968.6500244140625,950.0,958.2000122070312,165947
2024-10-03,937.1991577148438,941.7000122070312,967.8499755859375,933.3499755859375,955.0,251089
2024-10-04,937.8460083007812,942.3499755859375,949.0,916.9000244140625,941.7000122070312,456735
2024-10-07,913.6124267578125,918.0,942.3499755859375,900.0,942.3499755859375,195035
2024-10-08,936.2039184570312,940.7000122070312,945.0,907.4000244140625,915.0,215651
2024-10-09,939.8364868164062,944.3499755859375,955.0,936.0,950.0,122115
2024-10-10,933.8153686523438,938.2999877929688,958.4000244140625,933.0,955.7000122070312,97552
2024-10-11,935.5072631835938,940.0,948.5999755859375,927.0999755859375,928.0,142123
2024-10-14,930.5809326171875,935.0499877929688,948.5999755859375,927.0999755859375,940.0,143679
2024-10-15,959.7409057617188,964.3499755859375,973.9500122070312,932.0,935.0,239642
2024-10-16,949.93798828125,954.5,986.5,946.4000244140625,964.3499755859375,421587
2024-10-17,932.2230834960938,936.7000122070312,955.0,930.5999755859375,950.0,70583
2024-10-18,924.5101318359375,928.9500122070312,938.0499877929688,913.0499877929688,937.9500122070312,83260
2024-10-21,917.8421020507812,922.25,933.4000244140625,918.0,928.9000244140625,206466
2024-10-22,913.5626831054688,917.9500122070312,928.0,910.5999755859375,911.0,619733
2024-10-23,901.172119140625,905.5,929.5499877929688,872.9500122070312,916.0,217430
2024-10-24,879.4763793945312,883.7000122070312,911.5499877929688,874.3499755859375,905.0,253960
2024-10-25,898.485107421875,902.7999877929688,924.9000244140625,863.25,883.7000122070312,161533
2024-10-28,895.3501586914062,899.6500244140625,902.7000122070312,875.1500244140625,886.0999755859375,132666
2024-10-29,886.2935791015625,890.5499877929688,909.4500122070312,868.25,906.75,197272
2024-10-30,905.7501831054688,910.0999755859375,920.5,880.0,880.0,165616
2024-10-31,929.93408203125,934.4000244140625,943.2999877929688,907.25,909.2000122070312,226012
2024-11-01,921.7732543945312,926.2000122070312,947.9500122070312,920.0499877929688,936.4000244140625,33532
2024-11-04,928.6900634765625,933.1500244140625,984.4000244140625,922.4000244140625,926.2000122070312,652986
2024-11-05,895.2008666992188,899.5,934.75,892.7999877929688,926.0,411370
2024-11-06,904.904296875,909.25,916.25,888.0499877929688,900.5499877929688,222901
2024-11-07,920.131103515625,924.5499877929688,930.0,909.25,910.7000122070312,214841
2024-11-08,928.3416748046875,932.7999877929688,951.2999877929688,925.0,932.2000122070312,318307
2024-11-11,925.7540893554688,930.2000122070312,949.0,923.0999755859375,937.0,128227
2024-11-12,924.9580078125,929.4000244140625,940.0,917.1500244140625,930.2000122070312,83620
2024-11-13,874.8485717773438,879.0499877929688,923.4000244140625,871.4000244140625,915.4500122070312,168665
2024-11-14,915.5531616210938,919.9500122070312,928.0,879.0499877929688,880.0,248438
2024-11-18,893.9070434570312,898.2000122070312,932.4500122070312,890.0,925.0,164995
2024-11-19,927.6449584960938,932.0999755859375,940.25,901.25,901.25,185178
2024-11-21,929.9837646484375,934.4500122070312,943.1500244140625,921.0,927.0499877929688,165447
2024-11-22,917.2449951171875,921.6500244140625,938.8499755859375,915.2999877929688,938.8499755859375,78572
2024-11-25,935.9551391601562,940.4500122070312,955.0,923.0,925.2999877929688,698691
2024-11-26,949.639404296875,954.2000122070312,967.7999877929688,930.5,941.0499877929688,163173
2024-11-27,942.0260009765625,946.5499877929688,958.2000122070312,940.0,956.5999755859375,96680
2024-11-28,939.8364868164062,944.3499755859375,951.5,935.0,945.0,91965
2024-11-29,974.121826171875,978.7999877929688,985.0,940.0,943.0499877929688,282274
2024-12-02,979.0979614257812,983.7999877929688,993.0,961.0,989.9500122070312,214785
2024-12-03,994.4243774414062,999.2000122070312,1008.7999877929688,971.5499877929688,978.0,304194
2024-12-04,1000.544921875,1005.3499755859375,1029.050048828125,987.0499877929688,1003.2000122070312,292239
2024-12-05,985.6165771484375,990.3499755859375,1011.7999877929688,982.8499755859375,1005.0,125293
2024-12-06,984.8204345703125,989.5499877929688,999.0,984.0,991.9500122070312,120209
2024-12-09,999.2510986328125,1004.0499877929688,1019.7000122070312,977.75,994.9500122070312,500281
2024-12-10,1017.0656127929688,1021.9500122070312,1024.949951171875,998.0499877929688,1009.9500122070312,493767
2024-12-11,1012.9851684570312,1017.8499755859375,1029.9000244140625,1004.5999755859375,1029.9000244140625,270663
2024-12-12,1013.5325927734375,1018.4000244140625,1025.25,1007.0999755859375,1024.0,146975
2024-12-13,1075.1865234375,1080.3499755859375,1099.0,1009.2000122070312,1018.4000244140625,2673226
2024-12-16,1092.702392578125,1097.949951171875,1122.300048828125,1046.75,1084.050048828125,1452993
2024-12-17,1068.1204833984375,1073.25,1099.0,1064.0,1096.75,587094
2024-12-18,1123.1063232421875,1128.5,1163.0,1065.0,1075.9000244140625,4694728
2024-12-19,1139.826171875,1145.300048828125,1152.0,1090.5,1108.5,980862
2024-12-20,1144.8021240234375,1150.300048828125,1194.0,1129.0999755859375,1145.0,1260907
2024-12-23,1068.9166259765625,1074.050048828125,1149.5,1062.0999755859375,1149.5,709491
2024-12-24,1047.768310546875,1052.800048828125,1089.9000244140625,1044.050048828125,1083.800048828125,558243
2024-12-26,1027.76416015625,1032.699951171875,1064.9000244140625,1023.9500122070312,1059.6500244140625,203101
2024-12-27,1010.1488037109375,1015.0,1040.699951171875,1011.5,1034.3499755859375,190991
2024-12-30,993.8271484375,998.5999755859375,1013.75,981.0999755859375,1010.0999755859375,291930
2024-12-31,989.4482421875,994.2000122070312,1005.5,977.0499877929688,1000.5,232993
2025-01-01,984.3228759765625,989.0499877929688,1031.0999755859375,984.0,1001.2999877929688,367998
2025-01-02,1010.4473876953125,1015.2999877929688,1022.0,994.25,996.2000122070312,245585
2025-01-03,1018.3594360351562,1023.25,1037.800048828125,1014.2999877929688,1022.0,236347
2025-01-06,998.8530883789062,1003.6500244140625,1023.25,982.5999755859375,1022.0,243617
2025-01-07,1012.4378051757812,1017.2999877929688,1027.0,1003.6500244140625,1005.9500122070312,116677
2025-01-08,983.8749389648438,988.5999755859375,1024.4000244140625,980.5999755859375,1008.0,140808
2025-01-09,963.6719970703125,968.2999877929688,1001.6500244140625,963.9000244140625,998.0,137965
2025-01-10,957.0538330078125,961.6500244140625,972.3499755859375,940.5999755859375,966.0499877929688,151808
2025-01-13,937.8958129882812,942.4000244140625,960.75,920.9000244140625,946.0,295442
2025-01-14,937.1991577148438,941.7000122070312,951.9000244140625,913.6500244140625,951.9000244140625,234329
2025-01-15,956.1083374023438,960.7000122070312,978.2000122070312,940.0499877929688,947.0,237116
2025-01-16,967.404052734375,972.0499877929688,986.0,952.2000122070312,970.0999755859375,348533
2025-01-17,963.8710327148438,968.5,982.0,946.0999755859375,973.0499877929688,141365
2025-01-20,993.2798461914062,998.0499877929688,1006.0999755859375,967.5499877929688,980.0,384106
2025-01-21,958.9447021484375,963.5499877929688,1017.7000122070312,952.75,1008.0499877929688,343027
2025-01-22,950.4356079101562,955.0,963.5999755859375,942.75,958.5,147466
2025-01-23,945.160888671875,949.7000122070312,976.0499877929688,942.0,955.0,171412
2025-01-24,928.7398071289062,933.2000122070312,959.9000244140625,927.0,959.9000244140625,135755
2025-01-27,884.25341796875,888.5,931.4500122070312,874.0499877929688,930.0,191457
2025-01-28,879.1777954101562,883.4000244140625,945.5,850.0,894.5499877929688,215668
2025-01-29,925.0077514648438,929.4500122070312,935.9000244140625,877.0499877929688,877.0499877929688,171945
2025-01-30,915.752197265625,920.1500244140625,927.2999877929688,900.0,913.25,330428
2025-01-31,927.5455322265625,932.0,940.0,916.0999755859375,923.9000244140625,115936
2025-02-01,924.6095581054688,929.0499877929688,962.0,916.9000244140625,940.75,182399
2025-02-03,924.31103515625,928.75,987.0,908.0,926.0,999109
2025-02-04,924.7589111328125,929.2000122070312,963.9000244140625,910.0,937.75,223152
2025-02-05,925.7044067382812,930.1500244140625,943.8499755859375,920.5499877929688,938.0,116260
2025-02-06,920.131103515625,924.5499877929688,939.3499755859375,911.5,939.3499755859375,99993
2025-02-07,892.2891845703125,894.1500244140625,923.9500122070312,875.0,920.5999755859375,616350
2025-02-10,888.4970703125,890.3499755859375,903.2000122070312,881.9500122070312,895.0,132031
2025-02-11,871.1832275390625,873.0,894.4000244140625,864.3499755859375,892.0999755859375,80700
2025-02-12,878.9669799804688,880.7999877929688,888.0,841.0,872.9500122070312,133124
2025-02-13,873.4285278320312,875.25,888.7000122070312,867.4500122070312,875.4000244140625,162237
2025-02-14,837.5533447265625,839.2999877929688,875.5499877929688,828.0,875.25,138928
2025-02-17,832.9130249023438,834.6500244140625,854.1500244140625,821.0499877929688,839.0,133071
2025-02-18,827.1250610351562,828.8499755859375,834.7000122070312,811.0,834.7000122070312,218921
2025-02-19,828.0731201171875,829.7999877929688,842.0499877929688,817.8499755859375,826.3499755859375,133520
2025-02-20,827.1250610351562,828.8499755859375,834.9500122070312,815.2000122070312,827.7999877929688,121372
2025-02-21,809.1126098632812,810.7999877929688,839.1500244140625,807.0499877929688,835.1500244140625,105214
2025-02-24,813.1541748046875,814.8499755859375,830.6500244140625,794.25,810.0,148222
2025-02-25,808.8132934570312,810.5,813.75,801.0,810.0,89626
2025-02-27,815.449462890625,817.1500244140625,826.25,803.9000244140625,808.0,397734
2025-02-28,799.9317626953125,801.5999755859375,813.0,794.2000122070312,811.75,131334
2025-03-03,785.012939453125,786.6500244140625,813.3499755859375,776.0,806.4000244140625,212512
2025-03-04,813.1043090820312,814.7999877929688,824.2999877929688,755.5,780.0,450540
2025-03-05,851.1749267578125,852.9500122070312,856.7999877929688,797.2000122070312,814.0,473525
2025-03-06,876.9212646484375,878.75,892.5,843.2999877929688,862.0,465326
2025-03-07,863.6987915039062,865.5,877.0,861.25,875.0,390382
2025-03-10,863.10009765625,864.9000244140625,876.0,852.3499755859375,860.0,88716
2025-03-11,884.5553588867188,886.4000244140625,893.9500122070312,840.5999755859375,857.0,416262
2025-03-12,896.5802612304688,898.4500122070312,903.2999877929688,877.25,889.9000244140625,185430
2025-03-13,895.68212890625,897.5499877929688,901.0,885.0,895.5,115892
2025-03-17,873.2289428710938,875.0499877929688,907.0,863.5999755859375,897.5499877929688,232109
2025-03-18,873.2289428710938,875.0499877929688,875.0499877929688,875.0499877929688,875.0499877929688,0
2025-03-19,903.815185546875,905.7000122070312,916.2999877929688,888.2000122070312,902.2999877929688,270682
2025-03-20,917.7860107421875,919.7000122070312,921.9000244140625,898.6500244140625,909.7000122070312,150330
2025-03-21,932.5053100585938,934.4500122070312,937.0,914.7000122070312,929.0,193888
2025-03-24,937.4949340820312,939.4500122070312,955.0,926.0,926.0,169337
2025-03-25,942.6341552734375,944.5999755859375,947.6500244140625,926.9500122070312,944.4000244140625,123949
2025-03-26,944.0313110351562,946.0,951.9500122070312,928.2000122070312,936.0999755859375,157499
2025-03-27,928.9127807617188,930.8499755859375,950.0,920.0,937.4000244140625,105350
2025-03-28,904.6134643554688,906.5,941.9000244140625,903.5,925.2000122070312,102465
2025-04-01,890.89208984375,892.75,919.5,884.0,906.5,240017
2025-04-02,958.3513793945312,960.3499755859375,983.8499755859375,885.9000244140625,888.9500122070312,1038297
2025-04-03,984.5967407226562,986.6500244140625,1035.0,947.0,955.0,2249195
2025-04-04,954.40966796875,956.4000244140625,982.5999755859375,944.2000122070312,980.0,230189
2025-04-07,905.31201171875,907.2000122070312,927.4500122070312,860.0,863.5,197109
2025-04-08,924.7215576171875,926.6500244140625,949.0499877929688,912.0499877929688,920.0,399110
2025-04-09,923.3743286132812,925.2999877929688,933.0,897.7000122070312,930.0,132922
2025-04-11,972.8212280273438,974.8499755859375,989.4500122070312,930.8499755859375,944.9500122070312,319762
2025-04-15,1018.8253173828125,1020.9500122070312,1025.0,976.5499877929688,990.0,302787
2025-04-16,1031.698486328125,1033.8499755859375,1048.0,1011.7000122070312,1024.4000244140625,1433474
2025-04-17,1064.031005859375,1066.25,1072.0,1031.8499755859375,1039.9000244140625,394868
2025-04-21,1066.925048828125,1069.1500244140625,1084.949951171875,1048.25,1078.0,329012
2025-04-22,1058.4427490234375,1060.6500244140625,1074.0,1042.0,1074.0,246555
2025-04-23,1071.06640625,1073.300048828125,1086.5,1053.0,1070.5,353230
2025-04-24,1032.3470458984375,1034.5,1075.8499755859375,1025.199951171875,1072.9000244140625,148010
2025-04-25,1020.8211669921875,1022.9500122070312,1039.5999755859375,997.5499877929688,1034.8499755859375,232886
2025-04-28,1023.8648071289062,1026.0,1037.449951171875,1013.0499877929688,1029.800048828125,90150
2025-04-29,1023.465576171875,1025.5999755859375,1035.6500244140625,1019.0,1033.800048828125,83549
2025-04-30,995.1746215820312,997.25,1032.300048828125,987.9000244140625,1032.300048828125,308810
2025-05-02,1025.6611328125,1027.800048828125,1033.9000244140625,993.4000244140625,1000.0,248280
2025-05-05,1027.8065185546875,1029.949951171875,1041.5,1007.1500244140625,1030.4000244140625,227910
2025-05-06,1016.9791259765625,1019.0999755859375,1052.25,1011.0999755859375,1029.949951171875,215616
2025-05-07,1098.908203125,1101.199951171875,1121.0,1057.0,1059.0,4668547
