Price,Adj Close,Close,High,Low,Open,Volume
2024-01-10,607.7850341796875,614.7000122070312,643.0,611.0499877929688,640.0,2299073
2024-01-11,599.875,606.7000122070312,624.5,605.0499877929688,617.5,2528881
2024-01-12,598.5401000976562,605.3499755859375,611.4000244140625,602.6500244140625,607.2999877929688,1518070
2024-01-15,598.5401000976562,605.3499755859375,605.3499755859375,605.3499755859375,605.3499755859375,0
2024-01-16,583.0167846679688,589.6500244140625,599.7999877929688,585.0,597.9500122070312,1419145
2024-01-17,570.6079711914062,577.0999755859375,588.75,575.0,587.5,1370375
2024-01-18,570.4595947265625,576.9500122070312,581.25,562.0999755859375,577.0,1231476
2024-01-19,578.3696899414062,584.9500122070312,587.6500244140625,574.0,581.5999755859375,1622887
2024-01-23,573.4259033203125,579.9500122070312,591.5,571.25,590.0999755859375,1948854
2024-01-24,579.1112060546875,585.7000122070312,599.0,578.5,599.0,2193213
2024-01-25,578.8145751953125,585.4000244140625,590.5499877929688,578.5,585.25,1029950
2024-01-29,590.5806884765625,597.2999877929688,599.0,587.0,590.0,1113808
2024-01-30,590.1852416992188,596.9000244140625,608.4000244140625,591.6500244140625,597.3499755859375,1891243
2024-01-31,611.24560546875,618.2000122070312,620.0999755859375,593.1500244140625,596.9000244140625,2892565
2024-02-01,622.1713256835938,629.25,632.7000122070312,620.0,622.1500244140625,1660958
2024-02-02,623.2588500976562,630.3499755859375,641.0,619.25,629.4000244140625,1737527
2024-02-05,633.844482421875,639.5,646.2000122070312,626.1500244140625,630.3499755859375,1141079
2024-02-06,625.717041015625,631.2999877929688,646.9000244140625,625.0,635.0999755859375,1086519
2024-02-07,621.8515014648438,627.4000244140625,636.5,621.8499755859375,635.0,567480
2024-02-08,602.177001953125,607.5499877929688,629.9500122070312,603.25,629.5,761555
2024-02-09,613.8726196289062,619.3499755859375,621.8499755859375,590.7000122070312,607.0,794470
2024-02-12,588.697265625,593.9500122070312,627.9000244140625,585.0,627.0,613057
2024-02-13,578.2406616210938,583.4000244140625,599.1500244140625,581.25,593.9500122070312,544785
2024-02-14,600.9381103515625,606.2999877929688,613.5,580.0,580.0,1259798
2024-02-15,607.7770385742188,613.2000122070312,617.5,608.3499755859375,616.1500244140625,566335
2024-02-16,608.4708251953125,613.9000244140625,626.0999755859375,611.4500122070312,616.0,724514
2024-02-19,609.3629150390625,614.7999877929688,623.2999877929688,612.0499877929688,618.0,743984
2024-02-20,634.1913452148438,639.8499755859375,656.5,618.5999755859375,619.8499755859375,5326806
2024-02-21,606.8849487304688,612.2999877929688,642.0,608.5,642.0,1516659
2024-02-22,607.529296875,612.9500122070312,616.9500122070312,605.7000122070312,615.0,1034652
2024-02-23,643.5082397460938,649.25,652.0,617.2999877929688,642.7999877929688,4777513
2024-02-26,658.2269287109375,664.0999755859375,669.8499755859375,643.0499877929688,650.0,2873080
2024-02-27,682.0146484375,688.0999755859375,694.7999877929688,665.0,666.0,4604527
2024-02-28,654.9561157226562,660.7999877929688,691.5,655.0,689.0,2014512
2024-02-29,683.2536010742188,689.3499755859375,718.8499755859375,653.0499877929688,654.0,8128571
2024-03-01,665.4127807617188,671.3499755859375,696.0,668.2000122070312,693.3499755859375,1345119
2024-03-04,666.9985961914062,672.9500122070312,694.2000122070312,671.0,694.2000122070312,1516854
2024-03-05,674.1845703125,680.2000122070312,687.0,671.25,677.0,1165243
2024-03-06,675.2747802734375,681.2999877929688,686.7000122070312,663.1500244140625,681.0,1282712
2024-03-07,678.2978515625,684.3499755859375,695.25,678.5,680.5,2177919
2024-03-11,695.1474609375,701.3499755859375,715.2000122070312,682.5499877929688,690.0,2312254
2024-03-12,680.8748779296875,686.9500122070312,708.0,679.5,703.4500122070312,1391629
2024-03-13,636.8179321289062,642.5,688.0499877929688,603.6500244140625,684.0,6954030
2024-03-14,633.249755859375,638.9000244140625,648.0,622.0499877929688,629.2999877929688,2642690
2024-03-15,635.9258422851562,641.5999755859375,647.1500244140625,626.4000244140625,639.0,1970945
2024-03-18,657.1862182617188,663.0499877929688,669.0999755859375,645.0,645.0,2360158
2024-03-19,648.0180053710938,653.7999877929688,664.4000244140625,648.0,664.0,1064611
2024-03-20,632.2090454101562,637.8499755859375,653.5499877929688,631.0999755859375,649.9000244140625,1353887
2024-03-21,672.8960571289062,678.9000244140625,687.7000122070312,644.5999755859375,644.8499755859375,3073721
2024-03-22,685.3350830078125,691.4500122070312,698.7000122070312,674.0499877929688,676.7999877929688,2338126
2024-03-26,693.4129028320312,699.5999755859375,704.7000122070312,685.0999755859375,689.9000244140625,2601520
2024-03-27,675.4235229492188,681.4500122070312,716.0,678.0,703.0,1814402
2024-03-28,699.706787109375,705.9500122070312,711.9000244140625,671.9500122070312,685.5999755859375,1914651
2024-04-01,678.149169921875,684.2000122070312,714.0,682.9000244140625,709.9500122070312,1313357
2024-04-02,672.2022094726562,678.2000122070312,697.6500244140625,675.0,689.5999755859375,1237754
2024-04-03,664.5703125,670.5,689.0,662.75,684.0999755859375,1790061
2024-04-04,657.2853393554688,663.1500244140625,680.6500244140625,662.0,680.5499877929688,1361499
2024-04-05,656.7401123046875,662.5999755859375,678.9000244140625,659.2000122070312,665.0,1073942
2024-04-08,640.0887451171875,645.7999877929688,667.0,642.5,667.0,1321109
2024-04-09,638.3046264648438,644.0,663.3499755859375,643.0,649.4000244140625,1378613
2024-04-10,645.9365844726562,651.7000122070312,673.2000122070312,645.0,650.0,2534713
2024-04-12,673.9862670898438,680.0,706.0999755859375,660.0999755859375,665.0,9623414
2024-04-15,660.0606079101562,665.9500122070312,679.0,652.0,662.0499877929688,1527913
2024-04-16,671.4093017578125,677.4000244140625,687.9000244140625,658.0999755859375,660.0,1533800
2024-04-18,671.5084228515625,677.5,691.0,673.5999755859375,688.0,1354164
2024-04-19,675.2252197265625,681.25,687.7000122070312,660.0499877929688,669.9500122070312,1542489
2024-04-22,655.3525390625,661.2000122070312,680.9500122070312,656.8499755859375,671.0,1125028
2024-04-23,659.218017578125,665.0999755859375,673.7999877929688,654.25,666.0,1516622
2024-04-24,660.9030151367188,666.7999877929688,681.0,665.0499877929688,668.4500122070312,1410198
2024-04-25,661.497802734375,667.4000244140625,673.7000122070312,659.0999755859375,666.5,1254468
2024-04-26,641.9719848632812,647.7000122070312,671.25,646.5,667.4000244140625,1311938
2024-04-29,631.2178955078125,636.8499755859375,654.2000122070312,633.2000122070312,650.0,1663062
2024-04-30,619.819580078125,625.3499755859375,642.0,624.0,638.8499755859375,2251053
2024-05-02,602.8707885742188,608.25,647.0,604.6500244140625,647.0,3894011
2024-05-03,604.8531494140625,610.25,620.9000244140625,607.0,614.4500122070312,2226760
2024-05-06,601.2849731445312,606.6500244140625,619.0,605.5499877929688,615.0,796509
2024-05-07,608.8673095703125,614.2999877929688,616.5499877929688,600.2000122070312,608.0,1836754
2024-05-08,609.0655517578125,614.5,618.1500244140625,606.0,613.9000244140625,897463
2024-05-09,600.1451416015625,605.5,623.0,600.7000122070312,615.5,1644309
2024-05-10,584.98046875,590.2000122070312,609.4000244140625,588.0,608.4500122070312,1625619
2024-05-13,565.6033935546875,570.6500244140625,591.5,565.0,590.9500122070312,3818228
2024-05-14,574.5733642578125,579.7000122070312,582.75,567.9000244140625,571.7999877929688,1646972
2024-05-15,599.2035522460938,604.5499877929688,608.0,581.4000244140625,585.9500122070312,3613180
2024-05-16,599.6990966796875,605.0499877929688,612.9500122070312,601.8499755859375,610.5999755859375,1031717
2024-05-17,607.3309936523438,612.75,614.0,598.1500244140625,605.0499877929688,1271390
2024-05-21,631.6639404296875,637.2999877929688,643.0,608.5999755859375,613.0,3302217
2024-05-22,627.5010986328125,633.0999755859375,647.9000244140625,631.0499877929688,639.7000122070312,1223389
2024-05-23,622.1488037109375,627.7000122070312,641.75,626.4000244140625,633.7999877929688,935640
2024-05-24,624.8250122070312,630.4000244140625,639.4000244140625,625.9000244140625,627.6500244140625,1399970
2024-05-27,630.6727905273438,636.2999877929688,640.5999755859375,628.0499877929688,633.75,956197
2024-05-28,615.4089965820312,620.9000244140625,643.75,617.0,638.0,783966
2024-05-29,625.122314453125,630.7000122070312,633.2999877929688,610.5499877929688,623.4000244140625,1091008
2024-05-30,632.4072875976562,638.0499877929688,644.9000244140625,618.5,624.0,1758146
2024-05-31,645.341796875,651.0999755859375,657.0,616.5999755859375,640.0,6813576
2024-06-03,652.7260131835938,658.5499877929688,676.0,655.7999877929688,675.0,1400844
2024-06-04,627.8975830078125,633.5,659.9500122070312,605.0,659.0,2563435
2024-06-05,655.5508422851562,661.4000244140625,665.0499877929688,614.0999755859375,635.0,1555292
2024-06-06,651.1897583007812,657.0,672.9500122070312,652.0,664.7999877929688,698455
2024-06-07,658.5738525390625,664.4500122070312,665.9500122070312,650.0999755859375,655.0,843536
2024-06-10,654.3614501953125,660.2000122070312,672.0999755859375,658.4000244140625,670.0,865101
2024-06-11,645.5401000976562,651.2999877929688,666.0,648.7999877929688,663.75,506267
2024-06-12,656.4923095703125,662.3499755859375,668.3499755859375,654.5,654.5,1327291
2024-06-13,646.1348876953125,651.9000244140625,664.5999755859375,651.0,660.4000244140625,996441
2024-06-14,644.0783081054688,648.2999877929688,654.9000244140625,640.1500244140625,652.0,1704350
2024-06-18,637.1239013671875,641.2999877929688,662.0,637.6500244140625,654.0,1549934
2024-06-19,638.7134399414062,642.9000244140625,664.2999877929688,641.0,653.0,2423762
2024-06-20,633.54736328125,637.7000122070312,644.0999755859375,633.0999755859375,642.9000244140625,968158
2024-06-21,624.95361328125,629.0499877929688,643.1500244140625,626.5,639.9000244140625,1369141
2024-06-24,633.3982543945312,637.5499877929688,640.9000244140625,625.0999755859375,629.0499877929688,616902
2024-06-25,629.7720947265625,633.9000244140625,639.0999755859375,629.0,637.5499877929688,441400
2024-06-26,635.931640625,640.0999755859375,648.0,629.0499877929688,633.9000244140625,926986
2024-06-27,643.1344604492188,647.3499755859375,651.9000244140625,640.25,650.0,1142754
2024-06-28,636.8258056640625,641.0,649.0,636.2000122070312,649.0,717115
2024-07-01,665.2395629882812,669.5999755859375,672.0,641.8499755859375,644.75,2073935
2024-07-02,666.580810546875,670.9500122070312,684.2999877929688,667.0,672.5,1591881
2024-07-03,666.4317626953125,670.7999877929688,683.9000244140625,661.5,673.0,942172
2024-07-04,662.5571899414062,666.9000244140625,678.9000244140625,660.0,671.0499877929688,769961
2024-07-05,652.622314453125,656.9000244140625,666.9000244140625,652.9000244140625,666.9000244140625,1169183
2024-07-08,670.6541137695312,675.0499877929688,681.9000244140625,656.0,656.4500122070312,1506819
2024-07-09,675.720947265625,680.1500244140625,690.0,676.5499877929688,676.9000244140625,1670930
2024-07-10,685.4570922851562,689.9500122070312,692.9000244140625,662.6500244140625,680.1500244140625,1838313
2024-07-11,715.2120971679688,719.9000244140625,744.2999877929688,692.0,692.9000244140625,11050793
2024-07-12,719.6828002929688,724.4000244140625,738.25,715.5499877929688,720.0,2612054
2024-07-15,720.7258911132812,725.4500122070312,764.5,712.0499877929688,731.5999755859375,3439391
2024-07-16,709.49951171875,714.1500244140625,731.0999755859375,708.5,727.5999755859375,792233
2024-07-18,706.8667602539062,711.5,721.9000244140625,701.75,710.0,1328438
2024-07-19,688.9839477539062,693.5,711.0,682.0,711.0,1129597
2024-07-22,703.3895263671875,708.0,710.0,678.0,686.9500122070312,1191022
2024-07-23,693.5043334960938,698.0499877929688,710.5,681.7000122070312,708.0,1200719
2024-07-24,682.973388671875,687.4500122070312,705.0,686.0,703.0,487844
2024-07-25,693.3552856445312,697.9000244140625,718.0,688.75,699.0,3355349
2024-07-26,685.755126953125,690.25,715.2999877929688,688.0,704.8499755859375,1069519
2024-07-29,680.5889892578125,685.0499877929688,696.2999877929688,680.0499877929688,695.8499755859375,1145859
2024-07-30,674.578369140625,679.0,703.0,676.1500244140625,693.0499877929688,1868439
2024-07-31,674.8267822265625,679.25,683.4500122070312,666.6500244140625,682.7000122070312,1659742
2024-08-01,668.1703491210938,672.5499877929688,683.0999755859375,668.25,679.0,792866
2024-08-02,684.7119140625,689.2000122070312,693.0,663.4000244140625,664.9000244140625,1217493
2024-08-05,654.0628051757812,658.3499755859375,676.75,647.5999755859375,671.0,3095537
2024-08-06,647.1083984375,651.3499755859375,674.7999877929688,648.5999755859375,655.5499877929688,721444
2024-08-07,651.3804321289062,655.6500244140625,669.4500122070312,650.0499877929688,669.4500122070312,528032
2024-08-08,651.0326538085938,655.2999877929688,667.8499755859375,648.7000122070312,657.4000244140625,1150238
2024-08-09,674.379638671875,678.7999877929688,689.0,662.25,663.4000244140625,2076432
2024-08-12,661.3153076171875,665.6500244140625,677.3499755859375,660.0999755859375,670.0999755859375,1234517
2024-08-13,655.205322265625,659.5,675.2000122070312,657.0999755859375,665.0,721791
2024-08-14,648.1018676757812,652.3499755859375,667.75,643.75,665.4500122070312,1816896
2024-08-16,682.228271484375,686.7000122070312,691.2999877929688,656.4000244140625,656.7000122070312,1924721
2024-08-19,685.9041748046875,690.4000244140625,695.5999755859375,679.0,693.9000244140625,553062
2024-08-20,695.044189453125,699.5999755859375,702.2000122070312,681.5999755859375,694.75,666703
2024-08-21,677.5092163085938,681.9500122070312,701.75,680.2000122070312,700.0,980338
2024-08-22,685.4570922851562,689.9500122070312,695.4500122070312,684.2999877929688,684.9000244140625,783372
2024-08-23,690.8218994140625,695.3499755859375,700.25,685.2999877929688,689.8499755859375,740655
2024-08-26,711.0394287109375,715.7000122070312,719.5,690.1500244140625,695.6500244140625,1494572
2024-08-27,702.8431396484375,707.4500122070312,736.9000244140625,696.2999877929688,719.2999877929688,2966671
2024-08-28,695.5409545898438,700.0999755859375,717.9500122070312,697.0,705.0,1089403
2024-08-29,684.6622924804688,689.1500244140625,722.2999877929688,686.0,700.1500244140625,1577836
2024-08-30,678.9000244140625,683.3499755859375,698.7000122070312,678.0,691.9500122070312,2415730
2024-09-02,710.3936157226562,715.0499877929688,729.9000244140625,682.5,685.0,5417373
2024-09-03,706.1712646484375,710.7999877929688,736.5,707.0,722.0,2659537
2024-09-04,717.69580078125,722.4000244140625,732.5999755859375,701.5,703.3499755859375,2386638
2024-09-05,729.0711669921875,733.8499755859375,752.4000244140625,721.7000122070312,750.0,5450342
2024-09-06,714.2185668945312,718.9000244140625,737.8499755859375,716.0,737.8499755859375,2095248
2024-09-09,695.5906372070312,700.1500244140625,714.9000244140625,685.5999755859375,714.9000244140625,1527955
2024-09-10,708.75439453125,713.4000244140625,725.7999877929688,703.9000244140625,707.2000122070312,2571346
2024-09-11,720.67626953125,725.4000244140625,738.3499755859375,715.5999755859375,719.9500122070312,2358392
2024-09-12,721.322021484375,726.0499877929688,737.7999877929688,718.9000244140625,719.0,1373502
2024-09-13,719.5337524414062,724.25,746.0,721.7000122070312,731.8499755859375,1394286
2024-09-16,728.8724975585938,733.6500244140625,737.5,725.0,730.0,684524
2024-09-17,740.5460205078125,745.4000244140625,758.6500244140625,735.9500122070312,738.0,3270902
2024-09-18,712.8773193359375,717.5499877929688,750.7000122070312,711.2000122070312,742.0,2317400
2024-09-19,723.7560424804688,728.5,738.7999877929688,698.0,723.2999877929688,1576534
2024-09-20,743.4767456054688,748.3499755859375,759.4500122070312,725.0499877929688,732.0,5302786
2024-09-23,745.3147583007812,750.2000122070312,768.6500244140625,743.75,763.3499755859375,1628786
2024-09-24,731.10791015625,735.9000244140625,753.9500122070312,734.0499877929688,749.0,943870
2024-09-25,725.2959594726562,730.0499877929688,736.4500122070312,714.0499877929688,735.0,2492409
2024-09-26,739.2544555664062,744.0999755859375,755.4500122070312,730.0,742.9500122070312,4039878
2024-09-27,730.6607666015625,735.4500122070312,743.9500122070312,730.8499755859375,743.9500122070312,1177716
2024-09-30,738.5590209960938,743.4000244140625,746.2999877929688,728.6500244140625,734.0,864479
2024-10-01,726.2894287109375,731.0499877929688,745.7000122070312,728.1500244140625,742.0,1344430
2024-10-03,701.9986572265625,706.5999755859375,722.6500244140625,703.0,716.25,1381904
2024-10-04,692.262451171875,696.7999877929688,711.0,686.5499877929688,711.0,1983326
2024-10-07,671.051513671875,675.4500122070312,694.5,664.2999877929688,694.0,3099047
2024-10-08,669.0645141601562,673.4500122070312,680.9500122070312,666.1500244140625,668.5999755859375,1549976
2024-10-09,668.716796875,673.0999755859375,694.0,670.5999755859375,682.0,1574020
2024-10-10,666.4317626953125,670.7999877929688,682.0,665.0,675.0,2571951
2024-10-11,660.7688598632812,665.0999755859375,677.0,661.5,675.0,761195
2024-10-14,655.8014526367188,660.0999755859375,668.25,656.5999755859375,666.6500244140625,1692063
2024-10-15,652.52294921875,656.7999877929688,669.9500122070312,655.2000122070312,665.9500122070312,1137736
2024-10-16,658.2354736328125,662.5499877929688,666.5499877929688,652.9000244140625,659.0,1224255
2024-10-17,644.3763427734375,648.5999755859375,665.4000244140625,643.2000122070312,663.5499877929688,2594238
2024-10-18,633.1499633789062,637.2999877929688,653.7000122070312,635.0,648.5999755859375,1557380
2024-10-21,629.42431640625,633.5499877929688,639.0,626.8499755859375,637.2999877929688,2147746
2024-10-22,631.2125854492188,635.3499755859375,649.7000122070312,632.0499877929688,639.0,3989483
2024-10-23,639.9056396484375,644.0999755859375,654.7000122070312,629.0499877929688,630.1500244140625,1610895
2024-10-24,724.6998291015625,729.4500122070312,744.9000244140625,663.75,664.0,27594688
2024-10-25,694.696533203125,699.25,732.2999877929688,695.0,727.5,2648854
2024-10-28,686.3511352539062,690.8499755859375,709.7999877929688,684.0499877929688,699.25,4605722
2024-10-29,681.7315063476562,686.2000122070312,703.2999877929688,670.5499877929688,691.7999877929688,1177278
2024-10-30,680.7877197265625,685.25,692.6500244140625,679.0,682.0,2147148
2024-10-31,681.2347412109375,685.7000122070312,691.0,669.7999877929688,683.0,984886
2024-11-01,692.6598510742188,697.2000122070312,720.0,686.4500122070312,686.4500122070312,321861
2024-11-04,684.4139404296875,688.9000244140625,700.8499755859375,680.4500122070312,700.8499755859375,696834
2024-11-05,684.4139404296875,688.9000244140625,697.75,675.25,687.7999877929688,1178166
2024-11-06,704.730712890625,709.3499755859375,716.5499877929688,690.0,692.0,1939077
2024-11-07,700.0613403320312,704.6500244140625,720.9000244140625,703.2999877929688,709.7000122070312,955455
2024-11-08,699.4155883789062,704.0,709.9000244140625,698.25,707.7999877929688,1522921
2024-11-11,694.6468505859375,699.2000122070312,714.5999755859375,690.0,701.0,730090
2024-11-12,679.595458984375,684.0499877929688,707.7999877929688,679.0999755859375,699.2000122070312,892443
2024-11-13,661.6134033203125,665.9500122070312,680.5499877929688,662.1500244140625,680.0,980137
2024-11-14,664.2958374023438,668.6500244140625,682.9500122070312,660.5499877929688,678.7000122070312,756869
2024-11-18,663.4016723632812,667.75,679.0,658.6500244140625,679.0,943201
2024-11-19,675.9692993164062,680.4000244140625,696.5999755859375,667.9500122070312,667.9500122070312,1167001
2024-11-21,679.4464721679688,683.9000244140625,694.8499755859375,674.0,680.4000244140625,1491622
2024-11-22,681.2347412109375,685.7000122070312,691.0,675.0,683.9000244140625,760433
2024-11-25,668.1207275390625,672.5,701.0,667.0,694.0,2637722
2024-11-26,671.4488525390625,675.8499755859375,690.4000244140625,672.2999877929688,672.5,1043903
2024-11-27,669.4122314453125,673.7999877929688,683.7999877929688,668.2999877929688,683.7999877929688,673597
2024-11-28,660.3715209960938,664.7000122070312,679.0,663.2000122070312,675.7000122070312,718669
2024-11-29,667.2265625,671.5999755859375,674.4500122070312,658.1500244140625,666.0,1776675
2024-12-02,671.6475830078125,676.0499877929688,685.0,668.0,671.0,1089452
2024-12-03,668.3193969726562,672.7000122070312,680.7000122070312,670.0,680.7000122070312,671497
2024-12-04,684.6622924804688,689.1500244140625,697.4500122070312,671.2000122070312,673.0,1860493
2024-12-05,670.6044311523438,675.0,692.7000122070312,667.2999877929688,692.7000122070312,1369054
2024-12-06,664.6434936523438,669.0,678.4000244140625,667.0999755859375,678.4000244140625,659081
2024-12-09,655.3543701171875,659.6500244140625,675.9500122070312,658.5999755859375,669.0,1236327
2024-12-10,641.34619140625,645.5499877929688,660.5,638.0,660.5,1789953
2024-12-11,637.5709228515625,641.75,649.0499877929688,640.25,646.5,857593
2024-12-12,631.2623291015625,635.4000244140625,645.3499755859375,632.0,643.7999877929688,1489548
2024-12-13,627.6856689453125,631.7999877929688,639.5,626.0999755859375,635.0,896237
2024-12-16,627.5367431640625,631.6500244140625,634.0499877929688,618.2000122070312,631.9000244140625,2255182
2024-12-17,617.3534545898438,621.4000244140625,640.0999755859375,617.2999877929688,632.4000244140625,3150407
2024-12-18,607.1702270507812,611.1500244140625,622.7999877929688,601.4500122070312,617.7999877929688,3565082
2024-12-19,605.6303100585938,609.5999755859375,617.4500122070312,598.0,602.5,1964594
2024-12-20,584.6180419921875,588.4500122070312,614.4500122070312,586.5499877929688,609.5999755859375,1590527
2024-12-23,580.3460693359375,584.1500244140625,593.9500122070312,580.8499755859375,590.5499877929688,1077200
2024-12-24,591.07568359375,594.9500122070312,597.4000244140625,581.0499877929688,584.1500244140625,1606488
2024-12-26,589.684814453125,593.5499877929688,599.25,587.25,595.0,1481714
2024-12-27,596.4405517578125,600.3499755859375,601.9000244140625,589.2999877929688,592.0,876891
2024-12-30,595.3477172851562,599.25,601.0,593.6500244140625,600.5,1822923
2024-12-31,590.9266357421875,594.7999877929688,598.5999755859375,584.7000122070312,597.0,1548728
2025-01-01,587.7971801757812,591.6500244140625,601.5499877929688,588.4000244140625,596.7999877929688,453009
2025-01-02,593.5594482421875,597.4500122070312,599.0,587.0,593.75,1969381
2025-01-03,587.250732421875,591.0999755859375,607.2999877929688,587.5499877929688,598.0,1521275
2025-01-06,577.762939453125,581.5499877929688,595.1500244140625,578.2999877929688,590.0,1661234
2025-01-07,580.6441040039062,584.4500122070312,587.7999877929688,575.0499877929688,578.0999755859375,787355
2025-01-08,569.417724609375,573.1500244140625,587.3499755859375,571.6500244140625,585.4500122070312,1581135
2025-01-09,562.0658569335938,565.75,574.9500122070312,560.0,573.1500244140625,1288063
2025-01-10,565.8411254882812,569.5499877929688,573.75,558.5499877929688,563.9500122070312,1772445
2025-01-13,558.240966796875,561.9000244140625,571.7000122070312,556.25,557.0,2884183
2025-01-14,566.1888427734375,569.9000244140625,577.5,561.0499877929688,561.8499755859375,1130150
2025-01-15,567.2320556640625,570.9500122070312,575.0,561.4000244140625,571.0,930485
2025-01-16,578.9054565429688,582.7000122070312,585.3499755859375,573.0499877929688,574.0,1564624
2025-01-17,571.0072021484375,574.75,588.9500122070312,572.4500122070312,584.7999877929688,1546189
2025-01-20,562.6122436523438,566.2999877929688,579.9500122070312,558.6500244140625,578.5499877929688,1942954
2025-01-21,552.7767944335938,556.4000244140625,573.8499755859375,554.4500122070312,568.9000244140625,2016643
2025-01-22,527.8898315429688,531.3499755859375,557.0499877929688,528.6500244140625,555.0999755859375,3786430
2025-01-23,539.0665893554688,542.5999755859375,548.75,530.75,534.7000122070312,1738327
2025-01-24,521.6309204101562,525.0499877929688,546.9500122070312,510.0,510.0,7353964
2025-01-27,508.96392822265625,512.2999877929688,522.1500244140625,507.04998779296875,521.0499877929688,3114482
2025-01-28,493.9622497558594,497.20001220703125,519.5499877929688,495.04998779296875,515.8499755859375,1749811
2025-01-29,498.9793395996094,502.25,511.95001220703125,493.3500061035156,497.54998779296875,3576782
2025-01-30,500.5192565917969,503.79998779296875,517.4000244140625,496.8999938964844,515.7999877929688,2746724
2025-01-31,501.0160217285156,504.29998779296875,507.29998779296875,500.04998779296875,503.8500061035156,2151141
2025-02-01,500.17156982421875,503.45001220703125,514.0,498.8500061035156,510.1000061035156,867040
2025-02-03,482.33843994140625,485.5,502.0,477.6000061035156,500.0,6332539
2025-02-04,499.1283874511719,502.3999938964844,524.8499755859375,499.54998779296875,500.0,6030302
2025-02-05,513.281005859375,515.0,517.7000122070312,496.0,509.95001220703125,2580847
2025-02-06,531.4700927734375,533.25,535.0,511.5,518.9500122070312,4612104
2025-02-07,527.832275390625,529.5999755859375,535.8499755859375,520.0,535.8499755859375,1676568
2025-02-10,526.8854370117188,528.6500244140625,534.5,522.0499877929688,529.5,1160970
2025-02-11,509.2445373535156,510.95001220703125,530.8499755859375,506.3500061035156,525.0999755859375,2500361
2025-02-12,509.6431884765625,511.3500061035156,513.7000122070312,495.0,510.0,1449261
2025-02-13,514.7261962890625,516.4500122070312,521.5,509.5,515.0,1005358
2025-02-14,487.616943359375,489.25,522.5499877929688,485.0,516.4000244140625,2492187
2025-02-17,485.6734619140625,487.29998779296875,493.45001220703125,475.04998779296875,483.8999938964844,2915888
2025-02-18,504.85919189453125,506.54998779296875,508.0,489.6499938964844,492.29998779296875,3212526
2025-02-19,507.6498718261719,509.3500061035156,513.7999877929688,498.75,505.0,1595962
2025-02-20,516.22119140625,517.9500122070312,520.2000122070312,502.0,502.0,1562900
2025-02-21,505.7562255859375,507.45001220703125,524.6500244140625,505.3500061035156,520.7000122070312,1331623
2025-02-24,503.2645568847656,504.95001220703125,513.5499877929688,497.75,504.8500061035156,1407219
2025-02-25,507.20135498046875,508.8999938964844,512.0,502.04998779296875,503.1000061035156,650257
2025-02-27,501.3708801269531,503.04998779296875,508.29998779296875,491.8500061035156,507.0,1456475
2025-02-28,492.2514343261719,493.8999938964844,497.6499938964844,476.70001220703125,495.0,3533392
2025-03-03,484.3279724121094,485.95001220703125,503.95001220703125,476.1000061035156,503.95001220703125,1083796
2025-03-04,472.6171875,474.20001220703125,484.8999938964844,464.04998779296875,472.8999938964844,1539353
2025-03-05,507.3508605957031,509.04998779296875,511.8999938964844,470.0,470.0,2597910
2025-03-06,520.1580200195312,521.9000244140625,532.4500122070312,515.0,518.0,1212006
2025-03-07,515.872314453125,517.5999755859375,529.7000122070312,512.9500122070312,520.5,1035927
2025-03-10,510.4903564453125,512.2000122070312,522.9000244140625,507.8999938964844,518.0,1761286
2025-03-11,505.90570068359375,507.6000061035156,509.25,495.0,504.5,1285121
2025-03-12,503.11505126953125,504.79998779296875,513.0999755859375,491.0,512.0,1587133
2025-03-13,484.178466796875,485.79998779296875,506.75,484.45001220703125,505.54998779296875,1388137
2025-03-17,484.3279724121094,485.95001220703125,491.54998779296875,481.0,485.1000061035156,682758
2025-03-18,484.3279724121094,485.95001220703125,485.95001220703125,485.95001220703125,485.95001220703125,0
2025-03-19,506.2545471191406,507.95001220703125,514.3499755859375,491.0,495.0,940318
2025-03-20,506.8027038574219,508.5,517.6500244140625,504.6499938964844,509.1499938964844,753432
2025-03-21,507.6498718261719,509.3500061035156,518.0,503.1499938964844,518.0,1818450
2025-03-24,500.2745666503906,501.95001220703125,520.5,500.95001220703125,512.1500244140625,1600763
2025-03-25,492.0521240234375,493.70001220703125,510.70001220703125,491.1000061035156,505.04998779296875,1499538
2025-03-26,495.291259765625,496.95001220703125,503.8500061035156,494.6000061035156,497.0,2852798
2025-03-27,465.7900695800781,467.3500061035156,480.1499938964844,462.0,470.0,8410256
2025-03-28,459.66058349609375,461.20001220703125,473.3500061035156,458.0,467.95001220703125,2707951
2025-04-01,459.46124267578125,461.0,465.0,455.29998779296875,460.0,1240444
2025-04-02,464.0957336425781,465.6499938964844,468.5,452.79998779296875,462.79998779296875,1378880
2025-04-03,448.6474609375,450.1499938964844,462.0,443.54998779296875,458.54998779296875,4325036
2025-04-04,420.4419250488281,421.8500061035156,451.75,414.1499938964844,450.0,4180157
2025-04-07,405.2428283691406,406.6000061035156,413.0,380.0,380.0,3475481
2025-04-08,409.6779479980469,411.04998779296875,424.79998779296875,405.3999938964844,415.0,1686256
2025-04-09,406.0899963378906,407.45001220703125,413.0,402.29998779296875,410.0,1164353
2025-04-11,428.6643981933594,430.1000061035156,431.25,416.0,428.70001220703125,2314455
2025-04-15,461.0060729980469,462.54998779296875,466.0,450.0,452.6000061035156,6752078
