Price,Adj Close,Close,High,Low,Open,Volume
2025-04-24,518.2833862304688,519.7999877929688,536.0,517.4500122070312,536.0,4969546
2025-04-25,499.7875061035156,501.25,526.0499877929688,495.20001220703125,523.0,5186211
2025-04-28,516.6880493164062,518.2000122070312,525.5999755859375,501.0,501.20001220703125,7718095
2025-04-29,516.6880493164062,518.2000122070312,523.0,514.5,520.9500122070312,3263583
2025-04-30,515.0428466796875,516.5499877929688,522.8499755859375,511.3999938964844,519.8499755859375,3230049
2025-05-02,505.7699890136719,507.25,518.9000244140625,506.04998779296875,514.0999755859375,2385861
2025-05-05,529.2512817382812,530.7999877929688,534.7999877929688,508.1000061035156,512.9000244140625,5057306
2025-05-06,500.7845764160156,502.25,528.8499755859375,500.6000061035156,528.8499755859375,4252429
2025-05-07,521.57373046875,523.0999755859375,526.2000122070312,493.6499938964844,496.5,6551428
2025-05-08,510.9049987792969,512.4000244140625,528.5,507.0,523.0499877929688,4816872
2025-05-09,517.6353149414062,519.1500244140625,527.5,501.1000061035156,501.1000061035156,8318725
2025-05-12,536.579833984375,538.1500244140625,545.0,530.0499877929688,535.0,4952776
2025-05-13,552.8821411132812,554.5,557.7000122070312,536.5999755859375,538.2000122070312,6679954
2025-05-14,549.841064453125,551.4500122070312,564.5,548.5,555.5,5229385
2025-05-15,550.2897338867188,551.9000244140625,556.6500244140625,548.5999755859375,552.0999755859375,2679355
2025-05-16,558.7649536132812,560.4000244140625,565.0,551.0,554.7000122070312,3764160
2025-05-19,557.7179565429688,559.3499755859375,565.0,553.0499877929688,560.4000244140625,2797104
2025-05-20,544.5565185546875,546.1500244140625,564.2999877929688,542.7000122070312,561.5999755859375,2699286
2025-05-21,550.4392700195312,552.0499877929688,557.9500122070312,547.0,549.5499877929688,2242053
2025-05-22,552.4832763671875,554.0999755859375,555.7000122070312,545.1500244140625,550.0,1819021
2025-05-23,551.9847412109375,553.5999755859375,557.9500122070312,548.2999877929688,554.0,1506623
2025-05-26,566.6917114257812,568.3499755859375,574.5,553.1500244140625,553.5,3963204
2025-05-27,561.1080322265625,562.75,575.9000244140625,560.0,568.2999877929688,3254302
2025-05-28,568.9351196289062,570.5999755859375,573.4500122070312,562.3499755859375,565.0,3694813
2025-05-29,563.7503662109375,565.4000244140625,573.2999877929688,562.0,571.1500244140625,2282974
2025-05-30,558.7649536132812,560.4000244140625,567.9000244140625,558.5999755859375,565.4000244140625,2652645
2025-06-02,555.02587890625,556.6500244140625,561.1500244140625,551.0,560.9500122070312,2148392
2025-06-03,555.02587890625,556.6500244140625,560.3499755859375,554.1500244140625,556.6500244140625,2055341
2025-06-04,555.0757446289062,556.7000122070312,565.5,554.0,557.75,1607744
2025-06-05,552.4832763671875,554.0999755859375,560.7000122070312,550.5,558.0,2202021
2025-06-06,561.45703125,563.0999755859375,567.2000122070312,550.2000122070312,554.0499877929688,4013554
2025-06-09,550.0404663085938,551.6500244140625,566.0499877929688,550.0,563.9000244140625,4580685
2025-06-10,545.5037231445312,547.0999755859375,555.0,541.5499877929688,554.25,2936338
2025-06-11,533.638427734375,535.2000122070312,549.7000122070312,534.0,547.75,3423319
2025-06-12,517.0369873046875,518.5499877929688,537.9500122070312,517.0999755859375,537.9500122070312,2760817
2025-06-13,517.4358520507812,518.9500122070312,521.0,507.75,514.75,2241852
2025-06-16,519.828857421875,521.3499755859375,523.5,514.0999755859375,518.0,1677132
2025-06-17,513.0487060546875,514.5499877929688,525.9500122070312,512.0,523.9500122070312,1533562
2025-06-18,518.3831176757812,519.9000244140625,523.0999755859375,509.70001220703125,512.2000122070312,2510894
2025-06-19,509.55889892578125,511.04998779296875,525.7999877929688,508.0,519.9000244140625,1651973
2025-06-20,516.8375854492188,518.3499755859375,522.5,506.6000061035156,510.54998779296875,2572731
2025-06-23,514.1455078125,515.6500244140625,519.7000122070312,502.3500061035156,512.0999755859375,3745939
2025-06-24,519.2804565429688,520.7999877929688,527.4500122070312,517.4500122070312,517.4500122070312,3158001
2025-06-25,538.7733764648438,540.3499755859375,542.7999877929688,521.4000244140625,522.2999877929688,5979018
2025-06-26,551.7354736328125,553.3499755859375,557.4500122070312,534.2000122070312,542.9000244140625,6105005
2025-06-27,543.1605834960938,544.75,556.0,541.0,554.2999877929688,9950793
2025-06-30,554.2281494140625,555.8499755859375,559.0499877929688,542.25,546.0,5531047
2025-07-01,568.6858520507812,570.3499755859375,575.0499877929688,553.0999755859375,557.5,5261401
2025-07-02,583.891357421875,585.5999755859375,593.5999755859375,566.7999877929688,570.3499755859375,10325501
2025-07-03,581.1494140625,582.8499755859375,587.2999877929688,574.0,585.5999755859375,3013808
2025-07-04,583.9412841796875,585.6500244140625,587.6500244140625,578.4000244140625,583.0499877929688,2463946
2025-07-07,582.3458862304688,584.0499877929688,592.9500122070312,570.75,587.4000244140625,4533164
2025-07-08,572.0759887695312,573.75,586.0999755859375,562.9500122070312,586.0999755859375,5388844
2025-07-09,577.1112060546875,578.7999877929688,592.5,571.4500122070312,574.0,6120782
2025-07-10,586.0849609375,587.7999877929688,590.0,577.9000244140625,579.0,3681106
2025-07-11,580.4514770507812,582.1500244140625,587.5,576.2999877929688,587.0,2512940
2025-07-14,584.0409545898438,585.75,588.4000244140625,580.2000122070312,586.2000122070312,1929247
2025-07-15,586.5336303710938,588.25,594.7000122070312,585.3499755859375,588.2999877929688,2768515
2025-07-16,588.4779663085938,590.2000122070312,595.75,586.0999755859375,590.0,2590757
2025-07-17,598.7479248046875,600.5,609.5,589.7000122070312,592.0,6596360
2025-07-18,588.4281616210938,590.1500244140625,603.8499755859375,587.7000122070312,601.5,3316072
2025-07-21,589.4750366210938,591.2000122070312,596.5499877929688,583.5,591.0,2278611
2025-07-22,591.3196411132812,593.0499877929688,595.0,586.0,591.0499877929688,2644299
2025-07-23,610.0149536132812,611.7999877929688,617.6500244140625,588.25,596.0999755859375,6492596
2025-07-24,611.21142578125,613.0,617.7000122070312,602.25,612.0,4625453
2025-07-25,592.2669067382812,594.0,607.9500122070312,589.6500244140625,606.5,4183010
2025-07-28,595.1085205078125,596.8499755859375,603.0,587.3499755859375,590.9000244140625,3301048
2025-07-29,602.6365356445312,604.4000244140625,607.0999755859375,591.0499877929688,594.0999755859375,4141737
2025-07-30,604.8800048828125,606.6500244140625,610.0,601.5499877929688,604.4000244140625,1639300
2025-07-31,592.96484375,594.7000122070312,603.6500244140625,590.5,590.5,3726886
2025-08-01,581.1494140625,582.8499755859375,594.4500122070312,580.7999877929688,594.0,2514506
2025-08-04,594.709716796875,596.4500122070312,598.3499755859375,574.0499877929688,583.0,2739060
2025-08-05,598.2493896484375,600.0,603.1500244140625,590.0999755859375,593.0,3609951
2025-08-06,588.4779663085938,590.2000122070312,599.2000122070312,585.9500122070312,594.0,3623026
2025-08-07,589.2257690429688,590.9500122070312,600.0999755859375,569.7000122070312,583.0,6060138
2025-08-08,526.5591430664062,528.0999755859375,616.0,515.5499877929688,615.0,34324131
2025-08-11,535.9317626953125,537.5,544.5499877929688,520.0,528.0999755859375,9953585
2025-08-12,521.1749267578125,522.7000122070312,537.4500122070312,520.25,535.0,6644382
2025-08-13,514.1455078125,515.6500244140625,529.0,514.0,528.9000244140625,4945563
2025-08-14,531.9434204101562,533.5,546.2999877929688,511.45001220703125,517.0,16235146
2025-08-18,518.6822509765625,520.2000122070312,539.9000244140625,518.25,535.0,6113881
2025-08-19,505.8697204589844,507.3500061035156,522.25,503.79998779296875,520.2000122070312,10323414
2025-08-20,509.1102294921875,510.6000061035156,514.0,504.3999938964844,507.5,8707575
2025-08-21,509.5090637207031,511.0,515.75,509.3999938964844,513.1500244140625,3642857
2025-08-22,509.6585998535156,511.1499938964844,515.4000244140625,508.54998779296875,511.0,3661834
2025-08-25,509.6585998535156,511.1499938964844,515.0,509.6000061035156,512.0,3732416
2025-08-26,496.94580078125,498.3999938964844,512.5,495.1000061035156,509.20001220703125,6010624
2025-08-28,508.6615295410156,510.1499938964844,514.7999877929688,492.95001220703125,494.54998779296875,7354852
2025-08-29,502.6790466308594,504.1499938964844,510.5,501.5,508.0,3445371
2025-09-01,508.5617980957031,510.04998779296875,511.5,502.04998779296875,503.0,2632303
2025-09-02,507.2157897949219,508.70001220703125,517.4500122070312,506.20001220703125,509.0,4309669
2025-09-03,512.5999755859375,514.0999755859375,521.4000244140625,509.0,509.0,7851485
2025-09-04,501.8999938964844,501.8999938964844,518.0999755859375,500.45001220703125,516.3499755859375,6322679
2025-09-05,501.95001220703125,501.95001220703125,507.70001220703125,498.79998779296875,505.0,3099877
2025-09-08,505.95001220703125,505.95001220703125,509.95001220703125,500.0,500.0,1576902
2025-09-09,500.25,500.25,507.45001220703125,496.45001220703125,506.0,5338293
2025-09-10,507.04998779296875,507.04998779296875,509.0,499.6499938964844,502.54998779296875,4098921
2025-09-11,505.79998779296875,505.79998779296875,509.0,502.0,507.04998779296875,2482501
2025-09-12,502.75,502.75,507.79998779296875,502.0,506.0,1231836
2025-09-15,504.75,504.75,507.0,502.3999938964844,503.25,1386065
2025-09-16,508.54998779296875,508.54998779296875,512.7999877929688,503.3999938964844,506.0,1957300
2025-09-17,522.7999877929688,522.7999877929688,534.9000244140625,505.75,509.5,13974367
2025-09-18,515.0,515.0,525.75,512.0,525.2999877929688,2750835
2025-09-19,511.3999938964844,511.3999938964844,517.5,510.75,515.0,2544795
2025-09-22,505.25,505.25,513.75,504.04998779296875,511.5,2318111
2025-09-23,494.95001220703125,494.95001220703125,506.8999938964844,494.0,506.8999938964844,3515718
2025-09-24,479.1000061035156,479.1000061035156,496.95001220703125,476.0,496.95001220703125,3388990
2025-09-25,462.54998779296875,462.54998779296875,485.1000061035156,460.5,480.0,7815628
2025-09-26,455.79998779296875,455.79998779296875,466.20001220703125,448.0,463.5,6220406
2025-09-29,448.29998779296875,448.29998779296875,459.1499938964844,442.25,458.95001220703125,7231883
2025-09-30,454.29998779296875,454.29998779296875,472.1000061035156,447.3999938964844,455.29998779296875,10172021
2025-10-01,465.29998779296875,465.29998779296875,466.25,455.45001220703125,457.70001220703125,2860820
2025-10-03,492.1499938964844,492.1499938964844,498.25,462.70001220703125,468.0,9945564
2025-10-06,485.3500061035156,485.3500061035156,495.6499938964844,479.0,495.0,4548669
2025-10-07,487.70001220703125,487.70001220703125,493.20001220703125,480.95001220703125,488.54998779296875,3252885
2025-10-08,481.95001220703125,481.95001220703125,496.3999938964844,480.1499938964844,488.8500061035156,3503857
2025-10-09,482.95001220703125,482.95001220703125,488.54998779296875,481.1000061035156,485.0,2192277
2025-10-10,484.8500061035156,484.8500061035156,488.8999938964844,482.29998779296875,485.1000061035156,1546536
2025-10-13,474.79998779296875,474.79998779296875,483.54998779296875,473.6499938964844,483.0,2122526
2025-10-14,469.45001220703125,469.45001220703125,478.20001220703125,468.0,476.0,2006000
2025-10-15,477.0,477.0,479.8999938964844,467.04998779296875,468.0,1519312
2025-10-16,487.1499938964844,487.1499938964844,492.29998779296875,476.04998779296875,479.29998779296875,4326210
2025-10-17,489.8500061035156,489.8500061035156,502.5,485.8500061035156,487.04998779296875,6416427
2025-10-20,494.8999938964844,494.8999938964844,498.79998779296875,489.6499938964844,492.25,2212049
2025-10-21,492.1000061035156,492.1000061035156,500.0,490.0,500.0,580370
2025-10-23,494.1499938964844,494.1499938964844,505.54998779296875,492.25,494.95001220703125,3922147
