Price,Adj Close,Close,High,Low,Open,Volume
2024-01-01,1605.4112548828125,1641.6500244140625,1658.6500244140625,1632.199951171875,1654.449951171875,234872
2024-01-02,1561.69775390625,1596.949951171875,1637.0,1592.0999755859375,1634.0,537992
2024-01-03,1559.9864501953125,1595.199951171875,1611.949951171875,1594.0,1597.0,368231
2024-01-04,1572.5040283203125,1608.0,1614.949951171875,1594.8499755859375,1604.0,480334
2024-01-05,1585.4124755859375,1621.199951171875,1637.050048828125,1609.0,1609.0,528170
2024-01-08,1553.043212890625,1588.0999755859375,1627.0,1579.5999755859375,1626.0,322072
2024-01-09,1534.5604248046875,1569.199951171875,1605.449951171875,1565.0,1596.0,399350
2024-01-10,1530.6976318359375,1565.25,1581.0,1557.550048828125,1572.0,133457
2024-01-11,1541.6015625,1576.4000244140625,1598.0,1568.0,1568.0,515544
2024-01-12,1541.2103271484375,1576.0,1587.9000244140625,1570.4000244140625,1587.0,135284
2024-01-15,1546.14892578125,1581.050048828125,1592.800048828125,1573.0999755859375,1590.0,168687
2024-01-16,1543.6551513671875,1578.5,1592.0,1566.5,1589.949951171875,115649
2024-01-17,1509.3299560546875,1543.4000244140625,1578.9000244140625,1539.050048828125,1565.0,190130
2024-01-18,1483.2193603515625,1516.699951171875,1545.699951171875,1513.0,1543.4000244140625,168177
2024-01-19,1482.3392333984375,1515.800048828125,1532.4000244140625,1505.550048828125,1525.0,244001
2024-01-23,1432.611572265625,1464.949951171875,1517.9000244140625,1461.0,1517.9000244140625,237089
2024-01-24,1434.0784912109375,1466.449951171875,1482.0,1460.0,1482.0,212352
2024-01-25,1417.3072509765625,1449.300048828125,1475.300048828125,1442.0,1460.0,324588
2024-01-29,1426.0595703125,1458.25,1472.9000244140625,1425.0,1450.0,556305
2024-01-30,1428.1131591796875,1460.3499755859375,1478.4000244140625,1442.800048828125,1468.9000244140625,588228
2024-01-31,1455.5928955078125,1488.449951171875,1491.4000244140625,1455.5999755859375,1460.0,439830
2024-02-01,1426.9398193359375,1459.1500244140625,1496.0,1444.1500244140625,1496.0,700786
2024-02-02,1420.338623046875,1452.4000244140625,1468.75,1421.1500244140625,1424.949951171875,1497583
2024-02-05,1400.2913818359375,1431.9000244140625,1460.6500244140625,1425.0,1458.3499755859375,381770
2024-02-06,1410.510498046875,1442.3499755859375,1450.0,1430.0,1434.0,196289
2024-02-07,1390.0718994140625,1421.449951171875,1458.0,1396.8499755859375,1458.0,1076463
2024-02-08,1384.204345703125,1415.449951171875,1434.550048828125,1403.0,1428.3499755859375,528206
2024-02-09,1389.9254150390625,1421.300048828125,1427.3499755859375,1406.4000244140625,1422.25,274905
2024-02-12,1379.1680908203125,1410.300048828125,1425.550048828125,1402.550048828125,1421.300048828125,220573
2024-02-13,1379.265869140625,1410.4000244140625,1420.949951171875,1400.0,1412.0,144524
2024-02-14,1379.9993896484375,1411.1500244140625,1416.5999755859375,1394.0999755859375,1405.0,211631
2024-02-15,1379.0703125,1410.199951171875,1424.0,1406.449951171875,1422.0,151684
2024-02-16,1401.1715087890625,1432.800048828125,1437.0,1411.550048828125,1415.0999755859375,317081
2024-02-19,1402.1982421875,1433.8499755859375,1453.3499755859375,1430.25,1443.0,259101
2024-02-20,1406.10986328125,1437.8499755859375,1442.9000244140625,1416.5,1432.050048828125,482265
2024-02-21,1400.3402099609375,1431.949951171875,1452.8499755859375,1425.050048828125,1449.9000244140625,343186
2024-02-22,1386.306884765625,1417.5999755859375,1438.449951171875,1410.949951171875,1435.0,473373
2024-02-23,1395.010498046875,1426.5,1433.0,1417.75,1430.0,231233
2024-02-26,1397.0152587890625,1428.550048828125,1434.949951171875,1419.9000244140625,1426.0,339069
2024-02-27,1406.0120849609375,1437.75,1446.699951171875,1423.0,1428.5999755859375,266131
2024-02-28,1375.3052978515625,1406.3499755859375,1445.699951171875,1400.0,1438.0,506598
2024-02-29,1378.4346923828125,1409.550048828125,1415.550048828125,1381.0,1406.0,421510
2024-03-01,1400.8780517578125,1432.5,1439.0,1408.0,1413.0,220164
2024-03-04,1393.7879638671875,1425.25,1441.8499755859375,1416.0,1440.0,236729
2024-03-05,1416.769287109375,1448.75,1473.8499755859375,1418.050048828125,1424.0,707312
2024-03-06,1402.6383056640625,1434.300048828125,1459.8499755859375,1415.050048828125,1454.0,346898
2024-03-07,1418.4317626953125,1450.449951171875,1454.550048828125,1431.8499755859375,1444.9000244140625,240421
2024-03-11,1415.1556396484375,1447.0999755859375,1466.949951171875,1435.0,1452.0,272578
2024-03-12,1395.5484619140625,1427.050048828125,1461.8499755859375,1418.0,1446.0,320124
2024-03-13,1372.5181884765625,1403.5,1432.5999755859375,1378.75,1427.0,819845
2024-03-14,1376.087646484375,1407.1500244140625,1413.0,1367.050048828125,1390.0,476722
2024-03-15,1359.80517578125,1390.5,1418.8499755859375,1386.449951171875,1407.4000244140625,421772
2024-03-18,1346.84765625,1377.25,1398.449951171875,1372.949951171875,1395.0,535191
2024-03-19,1341.1756591796875,1371.449951171875,1387.9000244140625,1357.0999755859375,1378.5,498346
2024-03-20,1344.7451171875,1375.0999755859375,1380.0,1348.0999755859375,1376.5999755859375,366341
2024-03-21,1349.1947021484375,1379.6500244140625,1394.0,1374.75,1383.699951171875,340578
2024-03-22,1352.17724609375,1382.699951171875,1397.75,1376.0999755859375,1379.6500244140625,391026
2024-03-26,1342.104736328125,1372.4000244140625,1382.0999755859375,1366.300048828125,1380.0,389068
2024-03-27,1337.1173095703125,1367.300048828125,1377.949951171875,1362.0,1372.4000244140625,549012
2024-03-28,1334.085693359375,1364.199951171875,1371.0,1360.25,1367.300048828125,383390
2024-04-01,1338.975341796875,1369.199951171875,1383.9000244140625,1366.300048828125,1366.300048828125,275675
2024-04-02,1343.76708984375,1374.0999755859375,1384.199951171875,1350.050048828125,1350.050048828125,267323
2024-04-03,1339.317626953125,1369.550048828125,1380.8499755859375,1365.550048828125,1375.0,214264
2024-04-04,1341.61572265625,1371.9000244140625,1381.949951171875,1367.0,1381.949951171875,196616
2024-04-05,1329.3917236328125,1359.4000244140625,1367.0,1350.5,1360.0,435369
2024-04-08,1316.4342041015625,1346.1500244140625,1367.0,1337.800048828125,1367.0,434631
2024-04-09,1313.5491943359375,1343.199951171875,1366.800048828125,1338.0,1354.0,608528
2024-04-10,1349.879150390625,1380.3499755859375,1390.0,1342.0,1344.0,1037763
2024-04-12,1356.871337890625,1387.5,1404.4000244140625,1378.5,1382.050048828125,1062242
2024-04-15,1312.8157958984375,1342.449951171875,1382.0,1341.050048828125,1382.0,780335
2024-04-16,1309.4420166015625,1339.0,1350.0,1326.550048828125,1341.0,503906
2024-04-18,1313.8917236328125,1343.550048828125,1368.0,1340.0,1359.9000244140625,514300
2024-04-19,1291.252685546875,1320.4000244140625,1341.699951171875,1307.050048828125,1340.0,866280
2024-04-22,1313.1092529296875,1342.75,1348.0,1323.75,1339.9000244140625,520748
2024-04-23,1322.2528076171875,1352.0999755859375,1357.0,1337.1500244140625,1352.0,455490
2024-04-24,1332.86328125,1362.949951171875,1369.25,1355.25,1358.800048828125,628985
2024-04-25,1319.6612548828125,1349.449951171875,1366.0,1345.25,1366.0,346668
2024-04-26,1333.3033447265625,1363.4000244140625,1387.949951171875,1349.0,1355.0,1007512
2024-04-29,1326.7513427734375,1356.699951171875,1372.0999755859375,1348.0,1371.0,504759
2024-04-30,1338.926513671875,1369.1500244140625,1373.5,1358.0,1366.0,396351
2024-05-02,1324.3553466796875,1354.25,1374.800048828125,1351.0,1369.1500244140625,299319
2024-05-03,1308.8062744140625,1338.3499755859375,1361.4000244140625,1330.050048828125,1358.0,312915
2024-05-06,1301.912109375,1331.300048828125,1345.0,1323.0,1345.0,256674
2024-05-07,1294.7730712890625,1324.0,1342.4000244140625,1318.0,1333.0,303260
2024-05-08,1291.3992919921875,1320.550048828125,1333.550048828125,1315.449951171875,1324.0,266820
2024-05-09,1269.885009765625,1298.550048828125,1328.0,1295.5,1328.0,447161
2024-05-10,1280.2020263671875,1309.0999755859375,1321.75,1297.5999755859375,1306.5,247831
2024-05-13,1288.1231689453125,1317.199951171875,1320.4000244140625,1294.0,1315.0,294086
2024-05-14,1299.51611328125,1328.8499755859375,1335.0,1317.5,1320.0,288805
2024-05-15,1297.8536376953125,1327.1500244140625,1336.0,1321.0,1334.9000244140625,165453
2024-05-16,1305.041259765625,1334.5,1336.0,1322.0999755859375,1329.050048828125,164981
2024-05-17,1323.181884765625,1353.050048828125,1359.9000244140625,1336.0,1336.300048828125,805358
2024-05-21,1331.298583984375,1361.3499755859375,1386.800048828125,1359.9000244140625,1373.8499755859375,278840
2024-05-22,1336.2860107421875,1366.449951171875,1375.8499755859375,1358.449951171875,1361.3499755859375,211691
2024-05-23,1326.017822265625,1355.949951171875,1369.75,1348.0999755859375,1366.9000244140625,203479
2024-05-24,1316.6787109375,1346.4000244140625,1356.800048828125,1345.0,1349.800048828125,182966
2024-05-27,1325.675537109375,1355.5999755859375,1363.050048828125,1338.4000244140625,1346.4000244140625,314719
2024-05-28,1326.80029296875,1356.75,1364.5999755859375,1343.300048828125,1355.699951171875,301156
2024-05-29,1343.6204833984375,1373.949951171875,1377.0,1351.0,1358.8499755859375,645704
2024-05-30,1341.9091796875,1372.199951171875,1417.8499755859375,1350.5,1355.0,2903377
2024-05-31,1335.30810546875,1365.449951171875,1398.75,1352.0,1378.0,731290
2024-06-03,1338.241943359375,1368.449951171875,1398.6500244140625,1360.300048828125,1398.6500244140625,527951
2024-06-04,1307.6817626953125,1337.199951171875,1372.0,1269.0,1372.0,810262
2024-06-05,1392.5167236328125,1423.949951171875,1432.949951171875,1338.0999755859375,1344.8499755859375,1245444
2024-06-06,1424.788330078125,1456.949951171875,1465.0,1415.949951171875,1435.0,1165705
2024-06-07,1433.540771484375,1465.9000244140625,1473.9000244140625,1454.8499755859375,1470.0,448938
2024-06-10,1449.9697265625,1482.699951171875,1499.5,1465.199951171875,1485.9000244140625,686400
2024-06-11,1441.9019775390625,1474.449951171875,1505.0999755859375,1470.5999755859375,1490.0,383699
2024-06-12,1431.8782958984375,1464.199951171875,1492.449951171875,1456.0,1490.0,349208
2024-06-13,1435.985595703125,1468.4000244140625,1478.0,1460.0,1474.0,262442
2024-06-14,1419.751953125,1451.800048828125,1474.199951171875,1448.0,1468.0,439642
2024-06-18,1423.7125244140625,1455.8499755859375,1465.0,1447.699951171875,1452.699951171875,411776
2024-06-19,1417.405029296875,1449.4000244140625,1468.8499755859375,1447.050048828125,1456.5,353950
2024-06-20,1434.86083984375,1467.25,1476.0,1445.050048828125,1449.4000244140625,609376
2024-06-21,1428.9444580078125,1461.199951171875,1479.800048828125,1452.5,1477.25,301512
2024-06-24,1422.734619140625,1454.8499755859375,1466.5,1448.0999755859375,1456.4000244140625,245296
2024-06-25,1427.03759765625,1459.25,1476.300048828125,1456.0,1461.5999755859375,377733
2024-06-26,1413.2977294921875,1445.199951171875,1461.5999755859375,1440.0,1459.25,341718
2024-06-27,1409.2393798828125,1441.050048828125,1451.949951171875,1435.199951171875,1450.0,485473
2024-06-28,1480.33447265625,1513.75,1523.9000244140625,1433.5999755859375,1439.949951171875,2109333
2024-07-01,1463.123046875,1496.1500244140625,1526.0,1489.0,1523.0999755859375,861337
2024-07-02,1462.3895263671875,1495.4000244140625,1510.0,1482.75,1507.0,315066
2024-07-03,1459.7003173828125,1492.6500244140625,1509.9000244140625,1486.9000244140625,1503.0,233632
2024-07-04,1476.3250732421875,1509.6500244140625,1513.0,1485.5,1500.0,329064
2024-07-05,1474.369140625,1507.6500244140625,1516.0999755859375,1501.050048828125,1513.0,252285
2024-07-08,1498.0838623046875,1531.9000244140625,1536.0,1490.0,1508.0,497122
2024-07-09,1481.850341796875,1515.300048828125,1550.0,1512.8499755859375,1540.0,844436
2024-07-10,1506.6407470703125,1540.6500244140625,1544.949951171875,1487.0999755859375,1525.25,904727
2024-07-11,1500.6754150390625,1534.550048828125,1545.0,1523.300048828125,1544.949951171875,195552
2024-07-12,1482.632568359375,1516.0999755859375,1552.199951171875,1512.5999755859375,1534.550048828125,332563
2024-07-15,1494.220947265625,1527.949951171875,1538.949951171875,1513.0,1518.6500244140625,227117
2024-07-16,1496.2257080078125,1530.0,1544.4000244140625,1525.5,1527.949951171875,256190
2024-07-18,1496.665771484375,1530.449951171875,1554.0,1521.25,1530.0,453241
2024-07-19,1490.16259765625,1523.800048828125,1542.0,1515.300048828125,1530.5,397365
2024-07-22,1505.6627197265625,1539.6500244140625,1545.3499755859375,1502.449951171875,1517.949951171875,347455
2024-07-23,1526.8348388671875,1561.300048828125,1565.0,1502.0,1535.0,601011
2024-07-24,1567.22314453125,1602.5999755859375,1608.0,1562.9000244140625,1565.0,1075660
2024-07-25,1562.2845458984375,1597.550048828125,1619.800048828125,1585.0,1590.0,584433
2024-07-26,1572.84619140625,1608.3499755859375,1612.5,1587.550048828125,1594.0,276011
2024-07-29,1585.4615478515625,1621.25,1633.0,1603.1500244140625,1615.300048828125,489858
2024-07-30,1568.543212890625,1603.949951171875,1633.0,1585.0,1633.0,521143
2024-07-31,1572.829345703125,1596.300048828125,1606.699951171875,1586.3499755859375,1588.0,210362
2024-08-01,1596.3779296875,1620.199951171875,1625.0,1588.6500244140625,1594.9000244140625,662370
2024-08-02,1595.392578125,1619.199951171875,1628.0,1596.800048828125,1618.0,569796
2024-08-05,1534.30419921875,1557.199951171875,1615.0,1547.5,1591.0999755859375,528741
2024-08-06,1492.8231201171875,1515.0999755859375,1585.5999755859375,1505.699951171875,1572.0,516740
2024-08-07,1444.3958740234375,1465.949951171875,1488.75,1440.0,1460.0,1626959
2024-08-08,1434.296630859375,1455.699951171875,1479.9000244140625,1450.25,1465.949951171875,270031
2024-08-09,1421.7833251953125,1443.0,1470.1500244140625,1438.699951171875,1470.0,273308
2024-08-12,1397.939208984375,1418.800048828125,1442.3499755859375,1415.5999755859375,1442.3499755859375,266322
2024-08-13,1382.174560546875,1402.800048828125,1424.949951171875,1400.0,1410.0,354487
2024-08-14,1367.9368896484375,1388.3499755859375,1418.0,1384.25,1406.800048828125,295572
2024-08-16,1410.41357421875,1421.1500244140625,1424.1500244140625,1385.0,1390.949951171875,363962
2024-08-19,1414.2841796875,1425.050048828125,1453.199951171875,1419.0,1423.25,327997
2024-08-20,1408.5279541015625,1419.25,1437.8499755859375,1410.0,1435.0,193531
2024-08-21,1410.3143310546875,1421.050048828125,1428.0,1415.050048828125,1420.75,280678
2024-08-22,1435.37353515625,1446.300048828125,1456.449951171875,1423.050048828125,1428.0,674340
2024-08-23,1441.9732666015625,1452.949951171875,1456.550048828125,1426.0,1446.0,349250
2024-08-26,1439.839599609375,1450.800048828125,1459.949951171875,1446.699951171875,1456.0,244009
2024-08-27,1442.27099609375,1453.25,1461.0,1444.8499755859375,1450.800048828125,123640
2024-08-28,1438.896728515625,1449.8499755859375,1468.949951171875,1440.0,1453.25,257139
2024-08-29,1439.3929443359375,1450.3499755859375,1462.199951171875,1429.550048828125,1449.8499755859375,386922
2024-08-30,1441.675537109375,1452.6500244140625,1461.699951171875,1445.550048828125,1450.3499755859375,169234
2024-09-02,1449.7640380859375,1460.800048828125,1464.25,1452.0,1453.0,148241
2024-09-03,1456.7607421875,1467.8499755859375,1476.949951171875,1457.3499755859375,1464.800048828125,298888
2024-09-04,1435.9193115234375,1446.8499755859375,1470.0,1441.9000244140625,1448.0,181540
2024-09-05,1425.9453125,1436.800048828125,1458.8499755859375,1433.0,1449.0,396867
2024-09-06,1395.6260986328125,1406.25,1446.5999755859375,1405.0,1440.0,395504
2024-09-09,1417.85693359375,1428.6500244140625,1431.8499755859375,1381.0,1408.9000244140625,378138
2024-09-10,1420.437255859375,1431.25,1445.0,1422.199951171875,1438.199951171875,223953
2024-09-11,1406.4932861328125,1417.199951171875,1441.199951171875,1413.5999755859375,1441.199951171875,187875
2024-09-12,1418.0057373046875,1428.800048828125,1431.75,1419.949951171875,1420.0,282717
2024-09-13,1427.0865478515625,1437.949951171875,1444.0,1428.800048828125,1435.0,137045
2024-09-16,1431.453369140625,1442.3499755859375,1449.0,1437.050048828125,1438.0,143559
2024-09-17,1428.128662109375,1439.0,1446.8499755859375,1436.0,1442.3499755859375,93625
2024-09-18,1421.0823974609375,1431.9000244140625,1450.0,1415.699951171875,1446.0,213886
2024-09-19,1415.57421875,1426.3499755859375,1447.5999755859375,1411.0,1432.0,150332
2024-09-20,1415.326171875,1426.0999755859375,1432.300048828125,1418.0,1427.3499755859375,203288
2024-09-23,1418.0057373046875,1428.800048828125,1440.0,1424.550048828125,1440.0,112964
2024-09-24,1418.7996826171875,1429.5999755859375,1435.75,1424.6500244140625,1430.0,217070
2024-09-25,1417.6087646484375,1428.4000244140625,1437.449951171875,1406.9000244140625,1429.5999755859375,432778
2024-09-26,1415.2269287109375,1426.0,1429.0,1415.0999755859375,1424.199951171875,194985
2024-09-27,1438.5989990234375,1449.550048828125,1462.0,1422.0,1426.0999755859375,731734
2024-09-30,1428.8233642578125,1439.699951171875,1465.0,1435.25,1454.0,235858
2024-10-01,1416.566650390625,1427.3499755859375,1447.75,1424.0,1440.0,113207
2024-10-03,1364.314453125,1374.699951171875,1427.4000244140625,1368.550048828125,1416.0,492342
2024-10-04,1354.2412109375,1364.550048828125,1385.0,1350.300048828125,1361.0,487982
2024-10-07,1344.4654541015625,1354.699951171875,1378.300048828125,1340.0,1373.0,160064
2024-10-08,1380.6402587890625,1391.1500244140625,1398.6500244140625,1350.199951171875,1354.199951171875,289306
2024-10-09,1390.663818359375,1401.25,1406.0,1383.5999755859375,1392.0,274924
2024-10-10,1384.11376953125,1394.6500244140625,1413.699951171875,1389.0,1407.0,360712
2024-10-11,1395.4771728515625,1406.0999755859375,1409.5,1389.1500244140625,1397.4000244140625,291909
2024-10-14,1405.004638671875,1415.699951171875,1423.9000244140625,1392.550048828125,1407.0,157345
2024-10-15,1439.690673828125,1450.6500244140625,1454.9000244140625,1416.0,1418.0,287862
2024-10-16,1413.9366455078125,1424.699951171875,1451.5,1420.050048828125,1450.0,163678
2024-10-17,1424.158935546875,1435.0,1443.949951171875,1419.0,1425.0,450226
2024-10-18,1453.882568359375,1464.949951171875,1468.800048828125,1416.0,1430.0,364814
2024-10-21,1419.99072265625,1430.800048828125,1465.800048828125,1417.199951171875,1458.0999755859375,311450
2024-10-22,1385.4039306640625,1395.949951171875,1436.949951171875,1389.050048828125,1428.1500244140625,616986
2024-10-23,1384.6595458984375,1395.199951171875,1419.9000244140625,1373.9000244140625,1385.0,347457
2024-10-24,1374.1893310546875,1384.6500244140625,1400.1500244140625,1371.0,1400.0,117518
2024-10-25,1354.4395751953125,1364.75,1398.5,1356.75,1385.550048828125,137411
2024-10-28,1362.57763671875,1372.949951171875,1386.5999755859375,1363.6500244140625,1370.050048828125,98764
2024-10-29,1349.9736328125,1360.25,1375.0,1347.5,1375.0,169419
2024-10-30,1353.54638671875,1363.8499755859375,1380.199951171875,1352.050048828125,1360.25,330459
2024-10-31,1345.408447265625,1355.6500244140625,1370.0,1346.550048828125,1363.8499755859375,242375
2024-11-01,1346.5001220703125,1356.75,1365.0,1354.0,1365.0,44277
2024-11-04,1326.3038330078125,1336.4000244140625,1362.0,1330.0,1362.0,366261
2024-11-05,1345.85498046875,1356.0999755859375,1359.5999755859375,1300.050048828125,1300.050048828125,1134015
2024-11-06,1348.1375732421875,1358.4000244140625,1370.0,1351.0,1357.550048828125,352439
2024-11-07,1329.92626953125,1340.050048828125,1359.6500244140625,1332.0,1357.800048828125,261356
2024-11-08,1326.20458984375,1336.300048828125,1352.1500244140625,1333.199951171875,1340.0999755859375,98355
2024-11-11,1320.8453369140625,1330.9000244140625,1340.550048828125,1318.8499755859375,1336.300048828125,186781
2024-11-12,1324.815185546875,1334.9000244140625,1350.75,1325.050048828125,1325.0999755859375,330309
2024-11-13,1307.9931640625,1317.949951171875,1340.0,1314.6500244140625,1334.9000244140625,132831
2024-11-14,1297.4732666015625,1307.3499755859375,1337.800048828125,1304.300048828125,1317.949951171875,159862
2024-11-18,1279.5596923828125,1289.300048828125,1306.0,1283.5,1303.0,263397
2024-11-19,1272.9598388671875,1282.6500244140625,1305.6500244140625,1280.0,1290.0,300203
2024-11-21,1271.8682861328125,1281.550048828125,1290.6500244140625,1275.550048828125,1287.0,165055
2024-11-22,1291.6177978515625,1301.449951171875,1305.199951171875,1278.0,1281.550048828125,123381
2024-11-25,1311.516357421875,1321.5,1330.0,1308.050048828125,1310.0,283078
2024-11-26,1355.6304931640625,1365.949951171875,1399.0,1322.4000244140625,1329.300048828125,555955
2024-11-27,1359.94775390625,1370.300048828125,1378.449951171875,1358.25,1365.9000244140625,160938
2024-11-28,1351.95849609375,1362.25,1384.050048828125,1355.0,1365.75,237510
2024-11-29,1400.1912841796875,1410.8499755859375,1418.1500244140625,1358.5,1365.0999755859375,423537
2024-12-02,1422.62060546875,1433.449951171875,1441.949951171875,1399.449951171875,1412.0,306702
2024-12-03,1415.127685546875,1425.9000244140625,1436.8499755859375,1411.0,1435.0,183367
2024-12-04,1432.9420166015625,1443.8499755859375,1447.25,1425.0,1425.0,266223
2024-12-05,1428.873046875,1439.75,1449.75,1429.449951171875,1446.949951171875,107526
2024-12-06,1436.0682373046875,1447.0,1457.0,1434.199951171875,1439.75,209839
2024-12-09,1437.308837890625,1448.25,1457.5,1439.3499755859375,1448.800048828125,119924
2024-12-10,1424.406982421875,1435.25,1455.449951171875,1428.550048828125,1448.25,157465
2024-12-11,1436.564453125,1447.5,1452.449951171875,1430.6500244140625,1431.9000244140625,112680
2024-12-12,1418.998291015625,1429.800048828125,1450.0,1411.0,1450.0,77490
2024-12-13,1421.628173828125,1432.449951171875,1434.800048828125,1406.300048828125,1429.800048828125,109709
2024-12-16,1424.5062255859375,1435.3499755859375,1442.449951171875,1420.050048828125,1435.5,107360
2024-12-17,1401.8785400390625,1412.550048828125,1440.050048828125,1410.0,1435.0,59374
2024-12-18,1369.6241455078125,1380.050048828125,1414.9000244140625,1378.050048828125,1410.0,80875
2024-12-19,1357.962890625,1368.300048828125,1384.949951171875,1354.0,1360.0,127455
2024-12-20,1332.109619140625,1342.25,1374.75,1338.199951171875,1365.550048828125,121400
2024-12-23,1324.0211181640625,1334.0999755859375,1353.4000244140625,1327.8499755859375,1350.25,83477
2024-12-24,1351.2142333984375,1361.5,1371.3499755859375,1332.050048828125,1332.3499755859375,231220
2024-12-26,1340.24755859375,1350.449951171875,1364.4000244140625,1341.25,1355.0,178261
2024-12-27,1370.8646240234375,1381.300048828125,1422.9000244140625,1346.75,1355.699951171875,2596097
2024-12-30,1378.4072265625,1388.9000244140625,1400.0,1353.800048828125,1381.300048828125,383666
2024-12-31,1364.512939453125,1374.9000244140625,1389.9000244140625,1366.8499755859375,1375.0,193306
2025-01-01,1386.446044921875,1397.0,1401.0,1372.75,1378.0999755859375,91829
2025-01-02,1410.860107421875,1421.5999755859375,1429.449951171875,1390.3499755859375,1407.8499755859375,127608
2025-01-03,1449.7640380859375,1460.800048828125,1464.949951171875,1415.0,1424.0,338918
2025-01-06,1413.1923828125,1423.949951171875,1479.0,1411.0,1466.0,457642
2025-01-07,1413.6390380859375,1424.4000244140625,1442.0,1390.0,1424.0,85433
2025-01-08,1410.0166015625,1420.75,1432.0999755859375,1386.8499755859375,1427.4000244140625,142177
2025-01-09,1402.225830078125,1412.9000244140625,1434.4000244140625,1405.4000244140625,1421.0,112693
2025-01-10,1415.127685546875,1425.9000244140625,1445.199951171875,1403.0,1412.9000244140625,279113
2025-01-13,1353.7449951171875,1364.050048828125,1420.0,1359.0,1420.0,200946
2025-01-14,1333.3997802734375,1343.550048828125,1376.699951171875,1332.0,1365.0,174592
2025-01-15,1298.664306640625,1308.550048828125,1350.0,1306.0,1347.5,206940
2025-01-16,1298.0687255859375,1307.949951171875,1325.0,1300.4000244140625,1323.949951171875,149060
2025-01-17,1300.897216796875,1310.800048828125,1319.1500244140625,1301.6500244140625,1316.699951171875,93613
2025-01-20,1293.0072021484375,1302.8499755859375,1322.0,1299.300048828125,1322.0,84532
2025-01-21,1279.113037109375,1288.8499755859375,1313.199951171875,1285.0999755859375,1302.9000244140625,116474
2025-01-22,1266.509033203125,1276.1500244140625,1296.6500244140625,1260.5,1296.4000244140625,222066
2025-01-23,1291.072021484375,1300.9000244140625,1310.699951171875,1275.0,1279.949951171875,426525
2025-01-24,1271.669677734375,1281.3499755859375,1307.0,1277.3499755859375,1295.0,116664
2025-01-27,1228.8455810546875,1238.199951171875,1279.949951171875,1231.199951171875,1279.949951171875,185578
2025-01-28,1228.349365234375,1237.699951171875,1253.25,1228.050048828125,1241.949951171875,244554
2025-01-29,1253.95458984375,1263.5,1278.949951171875,1231.0,1231.0,347931
2025-01-30,1257.6265869140625,1267.199951171875,1286.949951171875,1254.0,1264.550048828125,385248
2025-01-31,1287.0030517578125,1296.800048828125,1299.949951171875,1267.199951171875,1268.4000244140625,260783
2025-02-01,1366.7459716796875,1377.1500244140625,1385.1500244140625,1288.050048828125,1295.0,916732
2025-02-03,1404.6077880859375,1415.300048828125,1424.5999755859375,1351.75,1364.050048828125,998808
2025-02-04,1358.012451171875,1368.3499755859375,1420.25,1351.550048828125,1401.550048828125,354217
2025-02-05,1358.409423828125,1368.75,1384.25,1360.0,1374.0,84644
2025-02-06,1346.5001220703125,1356.75,1381.9000244140625,1352.3499755859375,1365.0,160062
2025-02-07,1324.418212890625,1334.5,1360.5,1330.0,1356.0,86962
2025-02-10,1331.0179443359375,1341.1500244140625,1351.949951171875,1322.550048828125,1332.050048828125,160276
2025-02-11,1333.2509765625,1343.4000244140625,1362.9000244140625,1326.050048828125,1348.4000244140625,324175
2025-02-12,1343.373779296875,1353.5999755859375,1378.949951171875,1335.6500244140625,1336.0,247157
2025-02-13,1323.6241455078125,1333.699951171875,1358.4000244140625,1317.5999755859375,1350.25,216551
2025-02-14,1310.077392578125,1320.050048828125,1344.0,1303.449951171875,1334.0,127682
2025-02-17,1286.5068359375,1296.300048828125,1328.3499755859375,1280.5999755859375,1309.5999755859375,198184
2025-02-18,1275.0440673828125,1284.75,1295.5999755859375,1264.5,1294.9000244140625,499929
2025-02-19,1246.8585205078125,1256.3499755859375,1310.0999755859375,1251.25,1284.0,197385
2025-02-20,1254.599609375,1264.1500244140625,1269.0,1245.5,1254.4000244140625,129345
2025-02-21,1288.2930908203125,1298.0999755859375,1323.800048828125,1263.050048828125,1265.0,595310
2025-02-24,1326.20458984375,1336.300048828125,1351.699951171875,1277.449951171875,1277.449951171875,533086
2025-02-25,1335.8809814453125,1346.050048828125,1377.1500244140625,1330.550048828125,1336.0,1046583
2025-02-27,1272.5628662109375,1282.25,1343.8499755859375,1247.5,1330.449951171875,351668
2025-02-28,1211.8748779296875,1221.0999755859375,1267.0,1213.800048828125,1264.4000244140625,153312
2025-03-03,1228.44873046875,1237.800048828125,1260.0,1177.0,1224.0,179183
2025-03-04,1202.7939453125,1211.949951171875,1232.449951171875,1205.0,1222.0,85795
2025-03-05,1227.7540283203125,1237.0999755859375,1242.0,1202.0999755859375,1202.0999755859375,90411
2025-03-06,1237.2318115234375,1246.6500244140625,1259.449951171875,1233.1500244140625,1256.0,61765
2025-03-07,1223.7841796875,1233.0999755859375,1254.4000244140625,1228.0,1245.0,61540
2025-03-10,1207.0118408203125,1216.199951171875,1242.25,1210.75,1229.0,72358
2025-03-11,1188.35400390625,1197.4000244140625,1215.0,1196.0999755859375,1215.0,63128
2025-03-12,1219.814453125,1229.0999755859375,1231.4000244140625,1197.800048828125,1197.800048828125,164096
2025-03-13,1227.10888671875,1236.449951171875,1240.0,1214.949951171875,1230.0,109731
2025-03-17,1196.7896728515625,1205.9000244140625,1239.75,1202.0,1230.0,125011
