Price,Adj Close,Close,High,Low,Open,Volume
2024-01-19,858.7631225585938,861.8499755859375,869.0,845.4000244140625,852.0,487198
2024-01-23,740.8370361328125,743.5,820.0,738.0,811.0,1102690
2024-01-24,782.6368408203125,785.4500122070312,788.0,742.7000122070312,743.0,647200
2024-01-25,768.4378662109375,771.2000122070312,795.2000122070312,770.0,785.4500122070312,228693
2024-01-29,753.0929565429688,755.7999877929688,780.6500244140625,754.0,775.9500122070312,416407
2024-01-30,745.4703979492188,748.1500244140625,767.9000244140625,745.0,760.0,256951
2024-01-31,782.6368408203125,785.4500122070312,789.2000122070312,750.0,753.0,802067
2024-02-01,767.7901611328125,770.5499877929688,795.75,767.5999755859375,793.0,273159
2024-02-02,765.94677734375,768.7000122070312,789.2000122070312,765.0499877929688,776.7000122070312,225298
2024-02-05,750.7514038085938,753.4500122070312,767.0,745.2000122070312,765.0,316779
2024-02-06,756.5804443359375,759.2999877929688,762.1500244140625,750.0,753.4500122070312,172382
2024-02-07,759.6195068359375,762.3499755859375,776.0,759.2999877929688,765.0,259273
2024-02-08,745.3209228515625,748.0,768.3499755859375,745.0499877929688,766.9000244140625,234438
2024-02-09,724.744873046875,727.3499755859375,756.0,725.5,753.0,351796
2024-02-12,686.7315673828125,689.2000122070312,732.4500122070312,685.0,730.1500244140625,512249
2024-02-13,680.3544311523438,682.7999877929688,701.9500122070312,652.8499755859375,689.25,531549
2024-02-14,707.0086059570312,709.5499877929688,721.9500122070312,665.0,675.0,857157
2024-02-15,735.85498046875,738.5,756.0,705.25,716.0,1213598
2024-02-16,745.9187622070312,748.5999755859375,754.7999877929688,719.9000244140625,740.7999877929688,521608
2024-02-19,737.7979736328125,740.4500122070312,759.0,734.4000244140625,748.0,344892
2024-02-20,735.107666015625,737.75,750.0,734.5,740.4500122070312,234954
2024-02-21,747.8119506835938,750.5,758.0,737.5,743.0,561452
2024-02-22,748.2105712890625,750.9000244140625,760.0,744.5499877929688,755.0,240065
2024-02-23,749.3563842773438,752.0499877929688,769.9500122070312,747.2999877929688,755.0,339720
2024-02-26,742.4811401367188,745.1500244140625,758.0,733.25,758.0,221761
2024-02-27,730.524169921875,733.1500244140625,751.5,730.0999755859375,749.0,156317
2024-02-28,747.6624755859375,750.3499755859375,763.75,734.0,736.5,545493
2024-02-29,744.0255737304688,746.7000122070312,759.7999877929688,737.2999877929688,750.3499755859375,289180
2024-03-01,745.9686279296875,748.6500244140625,760.0,746.0,751.7000122070312,170601
2024-03-04,754.9862060546875,757.7000122070312,765.0,748.2000122070312,759.75,212063
2024-03-05,741.88330078125,744.5499877929688,762.25,738.6500244140625,758.0499877929688,197592
2024-03-06,726.189697265625,728.7999877929688,745.5,719.4500122070312,740.0499877929688,262008
2024-03-07,763.4557495117188,766.2000122070312,779.0,726.0499877929688,730.75,855222
2024-03-11,728.3818359375,731.0,770.0,730.0,770.0,355481
2024-03-12,708.3538208007812,710.9000244140625,736.9000244140625,705.0,736.9000244140625,373928
2024-03-13,670.4899291992188,672.9000244140625,720.9500122070312,667.3499755859375,705.0,708244
2024-03-14,703.2222290039062,705.75,709.9500122070312,674.5499877929688,679.9500122070312,421341
2024-03-15,711.94091796875,714.5,717.2999877929688,694.3499755859375,705.0,254335
2024-03-18,704.2186889648438,706.75,718.9000244140625,704.0,715.0,129565
2024-03-19,690.218994140625,692.7000122070312,709.9500122070312,690.9000244140625,706.75,169622
2024-03-20,682.1978759765625,684.6500244140625,699.0,678.0999755859375,692.7000122070312,207470
2024-03-21,690.268798828125,692.75,700.5,688.0,689.9500122070312,218580
2024-03-22,684.5394287109375,687.0,693.7999877929688,683.0,688.0,201522
2024-03-26,670.5895385742188,673.0,698.9000244140625,670.0,693.0,361260
2024-03-27,658.682373046875,661.0499877929688,683.7000122070312,655.0,678.0,431174
2024-03-28,654.0490112304688,656.4000244140625,672.0,651.25,666.9500122070312,352077
2024-04-01,725.8907470703125,728.5,735.0,664.5,669.0,1476636
2024-04-02,754.9364013671875,757.6500244140625,767.0,720.5499877929688,731.0,712390
2024-04-03,751.4987182617188,754.2000122070312,767.0,741.5,753.0,497885
2024-04-04,771.92529296875,774.7000122070312,788.25,750.5,754.75,950378
2024-04-05,764.7510986328125,767.5,779.0999755859375,762.2999877929688,779.0999755859375,266541
2024-04-08,796.3873901367188,799.25,820.0,791.0,805.0,1946173
2024-04-09,802.9138793945312,805.7999877929688,832.4500122070312,792.4000244140625,800.0,1035654
2024-04-10,800.4228515625,803.2999877929688,816.1500244140625,797.5499877929688,805.0,349517
2024-04-12,781.1920166015625,784.0,812.0,778.2000122070312,804.9500122070312,464988
2024-04-15,764.0037841796875,766.75,789.7999877929688,750.5499877929688,768.0,462234
2024-04-16,791.35546875,794.2000122070312,816.0499877929688,761.2999877929688,763.5,1275586
2024-04-18,793.3981323242188,796.25,812.0,790.3499755859375,794.0499877929688,505641
2024-04-19,772.772216796875,775.5499877929688,794.9500122070312,771.0999755859375,794.9500122070312,263935
2024-04-22,903.65185546875,906.9000244140625,926.4000244140625,775.0,784.9000244140625,5248327
2024-04-23,1084.352294921875,1088.25,1088.25,984.4000244140625,1004.9500122070312,11997709
2024-04-24,1065.2708740234375,1069.0999755859375,1135.0,1042.0,1120.0,4859643
2024-04-25,1041.65576171875,1045.4000244140625,1083.9000244140625,1031.0,1058.300048828125,1297451
2024-04-26,1024.2681884765625,1027.949951171875,1054.300048828125,1015.0999755859375,1050.0,1075204
2024-04-29,1113.4476318359375,1117.449951171875,1125.8499755859375,1040.0,1040.0,3097957
2024-04-30,1140.2513427734375,1144.3499755859375,1183.3499755859375,1100.1500244140625,1124.4000244140625,1915080
2024-05-02,1107.71826171875,1111.699951171875,1150.3499755859375,1100.0,1146.9000244140625,839918
2024-05-03,1086.59423828125,1090.5,1132.6500244140625,1080.0,1118.949951171875,525053
2024-05-06,1067.712158203125,1071.550048828125,1119.0,1052.5,1094.050048828125,986071
2024-05-07,1105.326904296875,1109.300048828125,1125.949951171875,1034.0,1072.3499755859375,1324712
2024-05-08,1114.244873046875,1118.25,1128.5,1092.3499755859375,1110.0,997253
2024-05-09,1075.8328857421875,1079.699951171875,1159.4000244140625,1069.949951171875,1123.3499755859375,1039450
2024-05-10,1115.4404296875,1119.449951171875,1129.75,1066.0,1066.0,669890
2024-05-13,1195.552490234375,1199.8499755859375,1219.0,1088.449951171875,1124.949951171875,1636036
2024-05-14,1191.3177490234375,1195.5999755859375,1220.0,1183.25,1220.0,650236
2024-05-15,1193.0615234375,1197.3499755859375,1204.699951171875,1153.050048828125,1201.5999755859375,605340
2024-05-16,1198.0435791015625,1202.3499755859375,1246.0,1196.0999755859375,1210.0,907988
2024-05-17,1200.135986328125,1204.449951171875,1220.3499755859375,1198.0,1220.0,353657
2024-05-21,1150.9130859375,1155.050048828125,1224.0,1145.0,1224.0,579144
2024-05-22,1153.9520263671875,1158.0999755859375,1177.0,1130.0999755859375,1161.9000244140625,473691
2024-05-23,1165.2613525390625,1169.449951171875,1199.300048828125,1165.0,1165.0,363492
2024-05-24,1151.0623779296875,1155.199951171875,1189.949951171875,1151.050048828125,1180.0,280170
2024-05-27,1155.8951416015625,1160.050048828125,1191.199951171875,1120.5,1159.5,413016
2024-05-28,1169.994384765625,1174.199951171875,1184.0,1130.050048828125,1164.300048828125,305055
2024-05-29,1172.684814453125,1176.9000244140625,1209.0,1160.0,1170.0,373044
2024-05-30,1128.1947021484375,1132.25,1181.550048828125,1125.0,1177.949951171875,315946
2024-05-31,1110.40869140625,1114.4000244140625,1153.9000244140625,1095.300048828125,1139.949951171875,601608
2024-06-03,1165.0621337890625,1169.25,1200.0,1127.6500244140625,1200.0,575443
2024-06-04,1049.228515625,1053.0,1166.800048828125,1052.3499755859375,1165.0,1077030
2024-06-05,1122.066650390625,1126.0999755859375,1142.0,1000.5499877929688,1063.300048828125,831830
2024-06-06,1156.6424560546875,1160.800048828125,1208.0,1132.75,1159.9000244140625,695857
2024-06-07,1280.248046875,1284.8499755859375,1305.300048828125,1161.1500244140625,1165.9000244140625,2881936
2024-06-10,1281.29443359375,1285.9000244140625,1308.300048828125,1265.0,1299.9000244140625,1182423
2024-06-11,1365.0931396484375,1370.0,1414.0,1285.9000244140625,1295.0,4474175
2024-06-12,1359.51318359375,1364.4000244140625,1375.0,1333.300048828125,1365.0,1005427
2024-06-13,1366.189208984375,1371.0999755859375,1409.8499755859375,1362.0,1373.050048828125,995768
2024-06-14,1358.716064453125,1363.5999755859375,1427.699951171875,1353.050048828125,1375.0,1297973
2024-06-18,1370.3243408203125,1375.25,1394.949951171875,1355.5999755859375,1372.699951171875,620403
2024-06-19,1423.8319091796875,1428.949951171875,1480.0,1335.949951171875,1385.0,2887326
2024-06-20,1413.31982421875,1418.4000244140625,1480.0,1400.25,1438.6500244140625,1398687
2024-06-21,1409.7327880859375,1414.800048828125,1436.949951171875,1383.050048828125,1425.449951171875,855158
2024-06-24,1414.365966796875,1419.449951171875,1450.0,1389.0,1414.5,550055
2024-06-25,1406.4444580078125,1411.5,1440.0,1403.75,1427.4000244140625,553562
2024-06-26,1389.30615234375,1394.300048828125,1414.0,1386.0,1414.0,419607
2024-06-27,1427.0206298828125,1432.1500244140625,1495.0,1386.6500244140625,1398.0,2011442
2024-06-28,1408.0386962890625,1413.0999755859375,1459.699951171875,1405.949951171875,1450.0,502007
2024-07-01,1420.9425048828125,1426.050048828125,1464.0,1408.0,1420.0,687721
2024-07-02,1430.5577392578125,1435.699951171875,1475.0,1415.0,1433.0,798649
2024-07-03,1447.048583984375,1452.25,1462.9000244140625,1436.0,1436.0,563259
2024-07-04,1427.618408203125,1432.75,1462.800048828125,1425.0999755859375,1457.9000244140625,386300
2024-07-05,1433.9456787109375,1439.0999755859375,1466.699951171875,1416.5,1440.9000244140625,577794
2024-07-08,1417.255615234375,1422.3499755859375,1470.699951171875,1412.0,1447.0999755859375,429823
2024-07-09,1368.2816162109375,1373.199951171875,1436.550048828125,1358.449951171875,1431.75,462852
2024-07-10,1370.0751953125,1375.0,1393.0,1290.800048828125,1380.050048828125,640666
2024-07-11,1351.9404296875,1356.800048828125,1388.6500244140625,1350.0,1380.800048828125,237230
2024-07-12,1407.34130859375,1412.4000244140625,1440.0,1370.25,1375.4000244140625,686100
2024-07-15,1419.6470947265625,1424.75,1461.5999755859375,1411.0,1435.0,486931
2024-07-16,1422.3372802734375,1427.449951171875,1439.0,1425.0,1435.0,262459
2024-07-18,1432.849609375,1438.0,1468.5999755859375,1410.25,1440.0,793445
2024-07-19,1400.1669921875,1405.199951171875,1458.449951171875,1340.4000244140625,1445.949951171875,709667
2024-07-22,1308.0482177734375,1312.75,1405.199951171875,1305.0,1385.0,1541811
2024-07-23,1266.8463134765625,1271.4000244140625,1351.949951171875,1221.300048828125,1321.9000244140625,1259594
2024-07-24,1309.194091796875,1313.9000244140625,1348.0,1293.0,1293.0,643293
2024-07-25,1289.9134521484375,1294.550048828125,1325.0,1280.0,1313.6500244140625,443084
2024-07-26,1293.8990478515625,1298.550048828125,1337.0,1292.0,1302.699951171875,310710
2024-07-29,1283.5860595703125,1288.199951171875,1328.800048828125,1286.0,1308.800048828125,300982
2024-07-30,1285.7783203125,1290.4000244140625,1314.5,1286.1500244140625,1292.949951171875,257883
2024-07-31,1236.007080078125,1240.449951171875,1299.1500244140625,1233.449951171875,1296.949951171875,468098
2024-08-01,1225.7938232421875,1230.199951171875,1267.75,1222.550048828125,1255.0,269538
2024-08-02,1198.641357421875,1202.949951171875,1226.3499755859375,1193.300048828125,1206.0,364340
2024-08-05,1144.7850341796875,1148.9000244140625,1169.949951171875,1106.0,1140.0,994759
2024-08-06,1146.9273681640625,1151.050048828125,1210.0,1140.0,1170.0,438825
2024-08-07,1285.8280029296875,1290.449951171875,1312.949951171875,1165.0,1191.0,1798066
2024-08-08,1230.4271240234375,1234.8499755859375,1300.0,1230.6500244140625,1300.0,572206
2024-08-09,1200.53466796875,1204.8499755859375,1265.4000244140625,1194.0,1250.8499755859375,433526
2024-08-12,1247.3663330078125,1251.8499755859375,1266.0,1180.050048828125,1195.0,369160
2024-08-13,1201.7801513671875,1206.0999755859375,1276.449951171875,1201.0999755859375,1254.699951171875,282130
2024-08-14,1197.7447509765625,1202.050048828125,1215.9000244140625,1190.199951171875,1209.0,185810
2024-08-16,1202.0791015625,1206.4000244140625,1239.8499755859375,1202.5,1214.4000244140625,170093
2024-08-19,1219.9150390625,1224.300048828125,1235.449951171875,1212.0999755859375,1215.0,172700
2024-08-20,1258.426513671875,1262.949951171875,1270.0,1211.3499755859375,1233.9000244140625,391300
2024-08-21,1276.6112060546875,1281.199951171875,1300.0,1252.0,1270.0,607597
2024-08-22,1301.920166015625,1306.5999755859375,1320.0,1286.3499755859375,1293.9000244140625,595172
2024-08-23,1284.38330078125,1289.0,1319.699951171875,1281.050048828125,1315.0,290446
2024-08-26,1262.3624267578125,1266.9000244140625,1297.5,1259.0999755859375,1291.0,201914
2024-08-27,1329.47119140625,1334.25,1350.0,1243.449951171875,1265.0,921965
2024-08-28,1308.1478271484375,1312.8499755859375,1350.0,1296.1500244140625,1347.0,421520
2024-08-29,1316.766845703125,1321.5,1338.0,1282.6500244140625,1293.699951171875,337644
2024-08-30,1313.4288330078125,1318.1500244140625,1345.9000244140625,1311.949951171875,1325.0,484104
2024-09-02,1337.0938720703125,1341.9000244140625,1369.0,1318.0,1340.0,375869
2024-09-03,1328.624267578125,1333.4000244140625,1349.5999755859375,1329.0999755859375,1344.5999755859375,188504
2024-09-04,1298.8812255859375,1303.550048828125,1329.0,1299.199951171875,1319.800048828125,256208
2024-09-05,1333.1578369140625,1337.949951171875,1344.300048828125,1306.050048828125,1309.75,292167
2024-09-06,1317.31494140625,1322.050048828125,1349.0,1312.6500244140625,1337.949951171875,293323
2024-09-09,1281.39404296875,1286.0,1323.0999755859375,1275.0,1320.0,260865
2024-09-10,1279.1021728515625,1283.699951171875,1313.949951171875,1280.0,1295.0,162178
2024-09-11,1261.4656982421875,1266.0,1290.699951171875,1256.050048828125,1285.0,161361
2024-09-12,1256.03515625,1260.550048828125,1295.800048828125,1257.1500244140625,1260.0,175453
2024-09-13,1274.668212890625,1279.25,1294.5,1258.300048828125,1260.0,281240
2024-09-16,1266.8961181640625,1271.449951171875,1295.0,1265.0,1295.0,113508
2024-09-17,1252.9461669921875,1257.449951171875,1275.0,1244.0,1271.0,153979
2024-09-18,1227.7369384765625,1232.1500244140625,1262.949951171875,1213.0,1250.449951171875,349138
2024-09-19,1234.313232421875,1238.75,1276.0,1194.0,1238.5,317301
2024-09-20,1215.72998046875,1220.0999755859375,1253.25,1215.0,1243.050048828125,259089
2024-09-23,1229.8792724609375,1234.300048828125,1273.0,1228.0,1228.0,382818
2024-09-24,1261.316162109375,1265.8499755859375,1268.25,1227.3499755859375,1246.199951171875,485231
2024-09-25,1225.7440185546875,1230.1500244140625,1284.9000244140625,1226.0,1274.0,249963
2024-09-26,1208.0078125,1212.3499755859375,1233.0,1206.0,1230.0,255357
2024-09-27,1209.7017822265625,1214.050048828125,1237.9000244140625,1212.0,1230.0999755859375,220818
2024-09-30,1192.563232421875,1196.8499755859375,1219.0,1188.0,1215.0,215802
2024-10-01,1179.2611083984375,1183.5,1211.0,1174.6500244140625,1200.0,218686
2024-10-03,1145.781494140625,1149.9000244140625,1184.300048828125,1148.5,1175.5,302046
2024-10-04,1185.48876953125,1189.75,1207.800048828125,1133.550048828125,1153.9000244140625,754423
2024-10-07,1112.251953125,1116.25,1201.9000244140625,1105.300048828125,1193.550048828125,572714
2024-10-08,1186.5350341796875,1190.800048828125,1194.699951171875,1115.199951171875,1116.949951171875,387667
2024-10-09,1175.17578125,1179.4000244140625,1208.25,1171.800048828125,1190.050048828125,284098
2024-10-10,1184.3428955078125,1188.5999755859375,1233.949951171875,1181.300048828125,1181.300048828125,441584
2024-10-11,1185.2396240234375,1189.5,1211.4000244140625,1185.0,1190.0,194451
2024-10-14,1198.392333984375,1202.699951171875,1220.0,1189.0,1191.75,184017
2024-10-15,1185.68798828125,1189.949951171875,1207.1500244140625,1182.550048828125,1206.0,261016
2024-10-16,1159.4822998046875,1163.6500244140625,1197.8499755859375,1157.0,1193.050048828125,263165
2024-10-17,1121.3692626953125,1125.4000244140625,1149.0,1119.1500244140625,1149.0,472418
2024-10-18,1183.446044921875,1187.699951171875,1218.0,1102.8499755859375,1119.199951171875,2623188
2024-10-21,1313.877197265625,1318.5999755859375,1425.199951171875,1264.75,1425.199951171875,13351392
2024-10-22,1265.0029296875,1269.550048828125,1350.0,1258.699951171875,1329.8499755859375,3777121
2024-10-23,1318.8095703125,1323.550048828125,1367.3499755859375,1263.0999755859375,1290.949951171875,3654004
2024-10-24,1286.126953125,1290.75,1340.0,1285.0,1330.0,1188858
2024-10-25,1254.8892822265625,1259.4000244140625,1299.0,1233.6500244140625,1294.699951171875,1173813
2024-10-28,1245.9215087890625,1250.4000244140625,1283.949951171875,1233.199951171875,1270.0,1111472
2024-10-29,1239.34521484375,1243.800048828125,1266.949951171875,1218.0,1255.0999755859375,826045
2024-10-30,1248.7613525390625,1253.25,1288.699951171875,1235.050048828125,1243.800048828125,819020
2024-10-31,1337.0439453125,1341.8499755859375,1348.800048828125,1242.300048828125,1262.0,1890864
2024-11-01,1364.694580078125,1369.5999755859375,1381.3499755859375,1348.0,1348.800048828125,821117
2024-11-04,1309.293701171875,1314.0,1360.0999755859375,1305.0,1360.0999755859375,1129423
2024-11-05,1303.962890625,1308.6500244140625,1338.0,1290.0,1311.050048828125,857102
2024-11-06,1405.149169921875,1410.199951171875,1425.0,1310.0,1326.0,4557643
2024-11-07,1363.5487060546875,1368.449951171875,1420.0,1362.199951171875,1420.0,1175390
2024-11-08,1342.374755859375,1347.199951171875,1459.9000244140625,1341.25,1378.0,8137129
2024-11-11,1339.4852294921875,1344.300048828125,1393.75,1319.0,1350.0,1947252
2024-11-12,1294.4969482421875,1299.1500244140625,1373.0,1292.050048828125,1355.0,1352541
2024-11-13,1236.65478515625,1241.0999755859375,1295.4000244140625,1235.0,1289.0,1394880
2024-11-14,1263.2093505859375,1267.75,1284.9000244140625,1236.949951171875,1250.0,1074989
2024-11-18,1276.9599609375,1281.550048828125,1300.0,1235.050048828125,1273.949951171875,954541
2024-11-19,1280.646728515625,1285.25,1335.949951171875,1270.0999755859375,1290.0,1145402
2024-11-21,1263.7574462890625,1268.300048828125,1290.0,1250.0999755859375,1286.9000244140625,748060
2024-11-22,1275.016845703125,1279.5999755859375,1305.0,1269.1500244140625,1280.0,655790
2024-11-25,1296.24072265625,1300.9000244140625,1325.0,1292.5,1307.8499755859375,723613
2024-11-26,1327.9266357421875,1332.699951171875,1348.699951171875,1303.300048828125,1310.0,1036949
2024-11-27,1340.4317626953125,1345.25,1378.949951171875,1324.75,1339.9000244140625,1030352
2024-11-28,1332.46044921875,1337.25,1364.949951171875,1315.300048828125,1349.9000244140625,767623
2024-11-29,1315.222412109375,1319.949951171875,1347.0,1310.0,1338.0,596647
2024-12-02,1347.954833984375,1352.800048828125,1361.25,1307.0,1318.0,1071618
2024-12-03,1330.318115234375,1335.0999755859375,1377.6500244140625,1325.0,1360.0,841391
2024-12-04,1336.5955810546875,1341.4000244140625,1357.050048828125,1327.6500244140625,1342.0,637722
2024-12-05,1336.8944091796875,1341.699951171875,1402.699951171875,1330.0,1380.0,2200319
2024-12-06,1350.1468505859375,1355.0,1369.9000244140625,1335.25,1347.75,1132165
2024-12-09,1332.36083984375,1337.1500244140625,1366.4000244140625,1332.1500244140625,1361.3499755859375,607764
2024-12-10,1315.272216796875,1320.0,1374.0,1312.25,1355.0,1514204
2024-12-11,1313.4288330078125,1318.1500244140625,1345.8499755859375,1315.050048828125,1325.0,531205
2024-12-12,1300.6746826171875,1305.3499755859375,1329.0,1284.0,1324.9000244140625,995691
2024-12-13,1322.197265625,1326.949951171875,1339.6500244140625,1292.0,1295.0,995247
2024-12-16,1302.46826171875,1307.1500244140625,1342.5999755859375,1305.0,1326.949951171875,660663
2024-12-17,1285.6787109375,1290.300048828125,1307.1500244140625,1288.0,1307.1500244140625,568359
2024-12-18,1251.50146484375,1256.0,1300.25,1251.0,1291.800048828125,713683
2024-12-19,1250.2559814453125,1254.75,1267.0,1231.1500244140625,1237.0,473861
2024-12-20,1213.189208984375,1217.550048828125,1266.5,1212.0,1256.0,543547
2024-12-23,1183.495849609375,1187.75,1238.699951171875,1185.0,1230.0,625582
2024-12-24,1223.1534423828125,1227.550048828125,1258.800048828125,1192.800048828125,1194.0,1960793
2024-12-26,1196.897705078125,1201.199951171875,1233.800048828125,1198.0,1227.800048828125,421406
2024-12-27,1195.303466796875,1199.5999755859375,1223.699951171875,1191.1500244140625,1209.8499755859375,379023
2024-12-30,1171.190185546875,1175.4000244140625,1200.300048828125,1171.0,1193.0,427556
2024-12-31,1181.4532470703125,1185.699951171875,1194.0,1155.0,1165.0,435684
2025-01-01,1176.8697509765625,1181.0999755859375,1189.0,1169.4000244140625,1173.5,399734
2025-01-02,1208.5059814453125,1212.8499755859375,1219.9000244140625,1181.0,1181.0999755859375,556390
2025-01-03,1191.3177490234375,1195.5999755859375,1220.0,1192.9000244140625,1200.550048828125,366169
2025-01-06,1129.440185546875,1133.5,1199.449951171875,1122.050048828125,1195.050048828125,798368
2025-01-07,1162.7205810546875,1166.9000244140625,1176.0999755859375,1142.0,1142.800048828125,413784
2025-01-08,1143.43994140625,1147.550048828125,1175.449951171875,1135.4000244140625,1170.0,409962
2025-01-09,1099.9462890625,1103.9000244140625,1135.0,1100.050048828125,1120.0,737897
2025-01-10,1057.8475341796875,1061.6500244140625,1109.0,1055.0,1102.0,620969
2025-01-13,984.61083984375,988.1500244140625,1055.5999755859375,974.0499877929688,1022.4500122070312,1072585
2025-01-14,1053.164306640625,1056.949951171875,1066.800048828125,992.0,1005.0,1372573
2025-01-15,1042.701904296875,1046.449951171875,1072.0,1037.050048828125,1065.0,832477
2025-01-16,1046.837158203125,1050.5999755859375,1095.75,1047.5999755859375,1072.199951171875,733404
2025-01-17,1055.6055908203125,1059.4000244140625,1067.050048828125,1037.699951171875,1053.9000244140625,597148
2025-01-20,1129.0914306640625,1133.1500244140625,1150.0,1055.050048828125,1067.9000244140625,2577551
2025-01-21,1065.9683837890625,1069.800048828125,1135.5,1060.550048828125,1133.1500244140625,809188
2025-01-22,1092.72216796875,1096.6500244140625,1114.0,1047.550048828125,1079.0,1519333
2025-01-23,1092.3236083984375,1096.25,1125.0,1080.800048828125,1095.0,665673
2025-01-24,990.1907348632812,993.75,1048.0,986.0,1047.550048828125,3428587
2025-01-27,892.2926635742188,895.5,975.5,861.2000122070312,970.0,4721596
2025-01-28,853.631591796875,856.7000122070312,894.2999877929688,822.8499755859375,891.9500122070312,2814297
2025-01-29,882.92626953125,886.0999755859375,893.5,859.6500244140625,867.4500122070312,1400749
2025-01-30,862.8983154296875,866.0,925.0,857.0499877929688,892.0,1375318
2025-01-31,912.8687133789062,916.1500244140625,922.2999877929688,860.0,866.0,1471986
2025-02-01,883.623779296875,886.7999877929688,947.5999755859375,881.0499877929688,916.1500244140625,1063400
2025-02-03,848.9484252929688,852.0,886.7999877929688,844.0499877929688,868.25,753076
2025-02-04,876.6986694335938,879.8499755859375,894.7999877929688,855.0,855.0499877929688,868006
2025-02-05,887.8585815429688,891.0499877929688,909.7999877929688,885.0,885.0,575536
2025-02-06,868.8768310546875,872.0,889.8499755859375,863.5499877929688,881.0499877929688,711673
2025-02-07,865.588623046875,868.7000122070312,887.5999755859375,860.2000122070312,872.0,523186
2025-02-10,854.3291015625,857.4000244140625,882.0,846.0,874.0,509831
2025-02-11,821.34765625,824.2999877929688,857.0,814.0,855.0,816981
2025-02-12,818.4580688476562,821.4000244140625,834.8499755859375,782.1500244140625,824.2999877929688,967304
2025-02-13,824.8848876953125,827.8499755859375,847.7000122070312,815.5999755859375,816.7999877929688,616817
2025-02-14,777.4056396484375,780.2000122070312,831.9500122070312,775.6500244140625,826.0,849944
2025-02-17,777.90380859375,780.7000122070312,790.0,748.2999877929688,780.2000122070312,1032923
2025-02-18,765.99658203125,768.75,786.5499877929688,750.0,776.5999755859375,800398
2025-02-19,799.725341796875,802.5999755859375,823.0,757.2000122070312,764.5,1044398
2025-02-20,818.956298828125,821.9000244140625,841.5,797.2999877929688,799.0,1072581
2025-02-21,796.2877807617188,799.1500244140625,847.4000244140625,796.0499877929688,821.9000244140625,882271
2025-02-24,757.6266479492188,760.3499755859375,792.7000122070312,752.25,792.0,2227687
2025-02-25,759.0714721679688,761.7999877929688,793.9000244140625,760.0,760.7999877929688,1172559
2025-02-27,737.8975830078125,740.5499877929688,767.7000122070312,730.9000244140625,755.0,822180
2025-02-28,708.154541015625,710.7000122070312,740.5499877929688,701.8499755859375,730.0,1060424
2025-03-03,717.3215942382812,719.9000244140625,729.0,681.0,714.0,1179426
2025-03-04,729.4280395507812,732.0499877929688,745.0,696.2999877929688,709.9500122070312,1006198
2025-03-05,733.2144165039062,735.8499755859375,747.5999755859375,730.0999755859375,734.0,1277939
2025-03-06,732.5169677734375,735.1500244140625,755.6500244140625,731.0999755859375,749.9500122070312,1087776
2025-03-07,733.8123168945312,736.4500122070312,760.7000122070312,730.2999877929688,735.0,1431961
2025-03-10,699.4856567382812,702.0,744.0999755859375,695.0,739.0,876358
2025-03-11,684.340087890625,686.7999877929688,711.6500244140625,676.2000122070312,693.0499877929688,1175665
2025-03-12,673.6784057617188,676.0999755859375,695.7999877929688,671.2999877929688,690.0,878754
2025-03-13,657.3870239257812,659.75,682.3499755859375,657.0,676.0999755859375,860568
2025-03-17,647.373046875,649.7000122070312,689.0,646.5499877929688,667.5,2924980
2025-03-18,647.373046875,649.7000122070312,649.7000122070312,649.7000122070312,649.7000122070312,0
2025-03-19,707.8556518554688,710.4000244140625,725.25,673.5,673.5,2938822
2025-03-20,707.9552612304688,710.5,737.2999877929688,706.2000122070312,721.0,1708580
2025-03-21,797.0350952148438,799.9000244140625,835.0,709.2000122070312,714.2000122070312,17122444
2025-03-24,819.90283203125,822.8499755859375,844.4500122070312,804.0499877929688,811.0,4178380
2025-03-25,794.6934204101562,797.5499877929688,841.5999755859375,787.0,831.0999755859375,1803498
2025-03-26,745.9686279296875,748.6500244140625,807.0,746.2999877929688,796.9000244140625,2852060
2025-03-27,773.6192626953125,776.4000244140625,787.3499755859375,741.0999755859375,748.7000122070312,4451431
2025-03-28,757.7263793945312,760.4500122070312,799.7000122070312,756.0,785.0,1709221
2025-04-01,788.8644409179688,791.7000122070312,815.7000122070312,759.1500244140625,759.1500244140625,5762206
2025-04-02,800.1239624023438,803.0,809.5,771.0499877929688,795.0,1603638
2025-04-03,873.211181640625,876.3499755859375,904.0,784.0,784.0,27900527
2025-04-04,839.6319580078125,842.6500244140625,883.7000122070312,827.0,875.1500244140625,5838138
2025-04-07,793.3483276367188,796.2000122070312,808.7000122070312,731.0499877929688,731.0499877929688,4785790
2025-04-08,817.2125244140625,820.1500244140625,845.4000244140625,804.3499755859375,820.0499877929688,2706332
2025-04-09,804.6576538085938,807.5499877929688,819.8499755859375,799.1500244140625,810.5499877929688,1048983
2025-04-11,834.79931640625,837.7999877929688,852.75,822.2000122070312,837.0,2258086
2025-04-15,857.7169189453125,860.7999877929688,869.0499877929688,844.4000244140625,859.0,1373232
2025-04-16,860.1581420898438,863.25,883.0,860.0,861.9000244140625,1125451
2025-04-17,854.4287109375,857.5,867.7000122070312,846.5999755859375,866.0,932397
2025-04-21,853.631591796875,856.7000122070312,869.9000244140625,848.1500244140625,861.9500122070312,1202243
2025-04-22,885.6664428710938,888.8499755859375,914.4000244140625,859.2999877929688,861.9000244140625,5187411
